LOOP,LINE,FID,EAST,NORTH,TER,ALT,PITCH,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,31003,1064,478995.9,6199617.5,31.2,30.9,0.0,0.000000,2365.230,300.3300,1788.960,468.2700,1320.760,585.8600,998.0800,435.4399,705.6699,370.5000,430.2600,183.1400
1,31003,1074,478997.0,6199651.0,31.0,31.7,0.0,0.000000,2321.720,294.1100,1747.470,452.7700,1290.960,578.1500,967.3199,426.7200,684.2900,358.0800,417.4600,180.9800
1,31003,1084,478997.3,6199684.5,31.3,31.7,0.0,0.000000,2306.820,322.8000,1712.350,457.1600,1261.640,570.7899,945.4499,417.8300,669.3700,348.7100,406.8600,178.3300
1,31003,1094,478996.9,6199717.5,32.0,31.1,0.0,0.000000,2313.800,342.4400,1709.840,462.3199,1256.030,572.3900,941.0699,414.9900,668.3199,347.0300,404.6400,178.2400
1,31003,1104,478995.7,6199751.0,32.4,30.3,0.0,0.000000,2369.000,353.4300,1758.680,473.0800,1288.250,592.7100,961.0400,427.3000,680.6400,355.6600,412.4800,183.8300
1,31003,1114,478994.3,6199784.5,31.9,30.1,0.0,0.000000,2492.550,347.3700,1860.910,495.8400,1362.780,637.1400,1005.810,455.5300,710.6799,376.6800,435.0200,198.1400
1,31003,1124,478993.0,6199818.0,30.8,30.3,0.0,0.000000,2652.740,324.7900,1999.050,531.2999,1448.450,686.4700,1063.660,486.8799,747.1699,403.7600,465.4200,215.5100
1,31003,1134,478992.2,6199852.0,30.1,30.0,0.0,0.000000,2835.580,305.1100,2142.640,582.7800,1525.700,734.9800,1120.820,515.6899,785.1600,430.3000,489.2500,227.4300
1,31003,1144,478992.3,6199886.0,30.0,29.5,0.0,0.000000,3060.850,319.1900,2297.020,649.1100,1598.740,794.4200,1171.390,546.4400,817.9900,454.5600,514.7800,245.6600
1,31003,1154,478993.2,6199919.5,30.0,29.1,0.0,0.000000,3191.090,318.1800,2386.820,685.7300,1640.150,826.9500,1204.450,562.4700,839.0800,470.0999,523.7600,249.7300
1,31003,1164,478994.6,6199952.5,30.1,28.9,0.0,0.000000,3226.770,316.5400,2407.780,707.6600,1646.810,825.1500,1224.770,562.9700,853.1500,478.3600,526.3100,245.9600
1,31003,1174,478995.9,6199985.0,29.9,30.0,0.0,0.000000,2991.050,296.9300,2205.220,671.1700,1527.610,727.8800,1174.600,510.0300,825.5300,450.7100,497.2200,219.0100
1,31003,1184,478996.4,6200018.0,29.9,31.2,0.0,0.000000,2613.560,267.3500,1884.750,585.2900,1349.100,584.0599,1080.510,430.3900,770.7499,403.3000,451.0800,178.9300
1,31003,1194,478996.1,6200051.0,29.8,31.9,0.0,0.000000,2379.070,296.2500,1653.330,519.2600,1244.310,479.7899,1035.170,380.3200,745.5800,375.7800,425.9900,153.2800
1,31003,1204,478995.0,6200084.0,29.6,31.7,0.0,0.000000,2309.060,365.4100,1545.690,496.0900,1219.600,427.6900,1042.540,364.1500,750.2299,373.1900,423.0300,137.4400
1,31003,1214,478993.4,6200118.0,30.3,29.9,0.0,0.000000,2328.990,446.9900,1505.800,485.2000,1242.380,397.5000,1078.150,362.8800,775.1200,385.0700,438.7000,137.1500
1,31003,1224,478991.8,6200152.5,29.9,29.4,0.0,0.000000,2388.690,481.7100,1544.650,475.5300,1309.350,399.8500,1135.580,382.7000,810.0700,409.9100,462.3500,135.7100
1,31003,1234,478990.7,6200188.0,28.0,31.2,0.0,0.000000,2433.510,408.1500,1599.710,485.2900,1346.900,418.4300,1156.080,400.1600,818.5800,421.5300,478.9200,148.4500
1,31003,1244,478990.4,6200223.0,26.7,31.8,0.0,0.000000,2490.930,336.8500,1678.070,496.4000,1386.570,447.9200,1167.370,418.7600,822.9099,430.9100,493.9800,156.7000
1,31003,1254,478991.4,6200257.5,26.4,31.2,0.0,0.000000,2614.560,337.8700,1776.700,514.1600,1469.110,480.3200,1222.920,449.0600,856.4800,454.8199,516.4600,168.1400
1,31003,1264,478993.5,6200291.0,26.1,30.5,0.0,0.000000,2702.280,347.7900,1853.360,515.9700,1551.700,499.1500,1289.410,476.3000,896.5199,481.6800,535.6500,174.3800
1,31003,1274,478995.9,6200324.5,25.7,31.0,0.0,0.000000,2597.670,340.8300,1813.700,466.8500,1543.600,480.3600,1282.170,469.7200,894.8300,478.0900,530.9500,166.7100
1,31003,1284,478998.0,6200357.5,25.3,32.1,0.0,0.000000,2470.630,298.8200,1742.830,432.9600,1486.600,461.0999,1234.230,452.0600,863.9000,455.5900,515.8699,167.6300
1,31003,1294,478999.1,6200391.5,25.0,33.0,0.0,0.000000,2351.950,248.7000,1673.920,409.8200,1427.080,445.8700,1182.060,435.5700,826.4100,434.1300,492.6300,159.6900
1,31003,1304,478999.0,6200425.5,25.0,33.3,0.0,0.000000,2262.760,255.6700,1596.850,392.9400,1370.030,419.9000,1140.180,414.0500,803.1099,414.5400,469.9100,148.4600
1,31003,1314,478998.0,6200460.5,25.2,33.0,0.0,0.000000,2252.060,287.6700,1553.660,400.2100,1338.330,406.5700,1122.640,400.6900,793.8099,405.9800,460.6599,143.6100
1,31003,1324,478996.5,6200496.0,25.7,31.9,0.0,0.000000,2325.040,347.5900,1560.140,428.8600,1340.220,414.4600,1127.090,398.0500,803.9600,408.9400,463.9200,145.1700
