 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0807
  478994.2,     -40.0,        -0.1973
  478994.2,     -80.0,        -0.0960
  478994.2,    -120.0,        -0.0084
  478994.2,    -160.0,        -0.0129
  478994.2,    -200.0,         0.1150
  478994.2,    -240.0,        -0.0880
  478994.2,    -280.0,        -0.1575
  478994.2,    -320.0,        -0.1139
  478994.2,    -360.0,        -0.0062
  478994.2,    -400.0,        -0.1352
  478994.2,    -440.0,         0.0509
  478993.1,       0.0,        -0.0571
  478993.1,     -40.0,        -0.2009
  478993.1,     -80.0,        -0.1160
  478993.1,    -120.0,        -0.0225
  478993.1,    -160.0,        -0.0868
  478993.1,    -200.0,         0.0849
  478993.1,    -240.0,        -0.0772
  478993.1,    -280.0,        -0.0882
  478993.1,    -320.0,        -0.0815
  478993.1,    -360.0,         0.0313
  478993.1,    -400.0,        -0.0949
  478993.1,    -440.0,         0.0643
  478993.2,       0.0,         0.0162
  478993.2,     -40.0,        -0.1621
  478993.2,     -80.0,        -0.1123
  478993.2,    -120.0,        -0.0071
  478993.2,    -160.0,        -0.0894
  478993.2,    -200.0,         0.0775
  478993.2,    -240.0,        -0.0888
  478993.2,    -280.0,         0.0673
  478993.2,    -320.0,        -0.0087
  478993.2,    -360.0,         0.0705
  478993.2,    -400.0,        -0.0581
  478993.2,    -440.0,         0.1035
  478994.3,       0.0,         0.0789
  478994.3,     -40.0,        -0.1141
  478994.3,     -80.0,        -0.0882
  478994.3,    -120.0,         0.0299
  478994.3,    -160.0,        -0.0453
  478994.3,    -200.0,         0.0730
  478994.3,    -240.0,        -0.1047
  478994.3,    -280.0,         0.1776
  478994.3,    -320.0,         0.0554
  478994.3,    -360.0,         0.1084
  478994.3,    -400.0,        -0.0165
  478994.3,    -440.0,         0.1036
  478995.7,       0.0,         0.0579
  478995.7,     -40.0,        -0.1573
  478995.7,     -80.0,        -0.1026
  478995.7,    -120.0,         0.0512
  478995.7,    -160.0,        -0.0107
  478995.7,    -200.0,         0.0525
  478995.7,    -240.0,        -0.0796
  478995.7,    -280.0,         0.1455
  478995.7,    -320.0,        -0.0163
  478995.7,    -360.0,         0.0812
  478995.7,    -400.0,        -0.0165
  478995.7,    -440.0,         0.0469
  478996.8,       0.0,         0.0063
  478996.8,     -40.0,        -0.2439
  478996.8,     -80.0,        -0.1341
  478996.8,    -120.0,         0.0632
  478996.8,    -160.0,         0.0148
  478996.8,    -200.0,         0.0375
  478996.8,    -240.0,        -0.0486
  478996.8,    -280.0,         0.0614
  478996.8,    -320.0,        -0.1631
  478996.8,    -360.0,         0.0336
  478996.8,    -400.0,        -0.0427
  478996.8,    -440.0,        -0.0519
  478997.1,       0.0,         0.0220
  478997.1,     -40.0,        -0.2480
  478997.1,     -80.0,        -0.1127
  478997.1,    -120.0,         0.1057
  478997.1,    -160.0,         0.0585
  478997.1,    -200.0,         0.0500
  478997.1,    -240.0,         0.0252
  478997.1,    -280.0,         0.0682
  478997.1,    -320.0,        -0.1902
  478997.1,    -360.0,         0.0594
  478997.1,    -400.0,        -0.0233
  478997.1,    -440.0,        -0.0744
  478996.1,       0.0,         0.0819
  478996.1,     -40.0,        -0.1783
  478996.1,     -80.0,        -0.0841
  478996.1,    -120.0,         0.1004
  478996.1,    -160.0,         0.0595
  478996.1,    -200.0,         0.0894
  478996.1,    -240.0,        -0.0001
  478996.1,    -280.0,         0.1425
  478996.1,    -320.0,        -0.0429
  478996.1,    -360.0,         0.1130
  478996.1,    -400.0,        -0.0309
  478996.1,    -440.0,         0.0018
  478994.3,       0.0,         0.1403
  478994.3,     -40.0,        -0.0831
  478994.3,     -80.0,        -0.0286
  478994.3,    -120.0,         0.0760
  478994.3,    -160.0,         0.0388
  478994.3,    -200.0,         0.1725
  478994.3,    -240.0,         0.0180
  478994.3,    -280.0,         0.1774
  478994.3,    -320.0,         0.1915
  478994.3,    -360.0,         0.2001
  478994.3,    -400.0,        -0.0331
  478994.3,    -440.0,         0.1940
  478992.4,       0.0,         0.1330
  478992.4,     -40.0,        -0.0978
  478992.4,     -80.0,        -0.0072
  478992.4,    -120.0,         0.0470
  478992.4,    -160.0,         0.0068
  478992.4,    -200.0,         0.1902
  478992.4,    -240.0,         0.0414
  478992.4,    -280.0,         0.0988
  478992.4,    -320.0,         0.2456
  478992.4,    -360.0,         0.2404
  478992.4,    -400.0,        -0.0601
  478992.4,    -440.0,         0.2469
  478991.2,       0.0,         0.0357
  478991.2,     -40.0,        -0.1969
  478991.2,     -80.0,        -0.0687
  478991.2,    -120.0,         0.0145
  478991.2,    -160.0,        -0.0113
  478991.2,    -200.0,         0.0968
  478991.2,    -240.0,        -0.0123
  478991.2,    -280.0,         0.0029
  478991.2,    -320.0,         0.0911
  478991.2,    -360.0,         0.1569
  478991.2,    -400.0,        -0.1217
  478991.2,    -440.0,         0.1576
  478990.8,       0.0,         0.0043
  478990.8,     -40.0,        -0.2386
  478990.8,     -80.0,        -0.0841
  478990.8,    -120.0,         0.0375
  478990.8,    -160.0,         0.0191
  478990.8,    -200.0,         0.0173
  478990.8,    -240.0,        -0.0100
  478990.8,    -280.0,        -0.0401
  478990.8,    -320.0,        -0.0260
  478990.8,    -360.0,         0.1279
  478990.8,    -400.0,        -0.1291
  478990.8,    -440.0,         0.1178
  478991.1,       0.0,         0.0363
  478991.1,     -40.0,        -0.2087
  478991.1,     -80.0,        -0.0415
  478991.1,    -120.0,         0.0970
  478991.1,    -160.0,         0.0699
  478991.1,    -200.0,         0.0243
  478991.1,    -240.0,         0.0497
  478991.1,    -280.0,        -0.0013
  478991.1,    -320.0,        -0.0400
  478991.1,    -360.0,         0.1746
  478991.1,    -400.0,        -0.0792
  478991.1,    -440.0,         0.1157
  478992.3,       0.0,         0.0475
  478992.3,     -40.0,        -0.2011
  478992.3,     -80.0,        -0.0458
  478992.3,    -120.0,         0.1084
  478992.3,    -160.0,         0.0679
  478992.3,    -200.0,         0.0844
  478992.3,    -240.0,         0.1295
  478992.3,    -280.0,         0.0274
  478992.3,    -320.0,        -0.0375
  478992.3,    -360.0,         0.1761
  478992.3,    -400.0,        -0.0538
  478992.3,    -440.0,         0.0807
  478993.9,       0.0,         0.0154
  478993.9,     -40.0,        -0.2386
  478993.9,     -80.0,        -0.0963
  478993.9,    -120.0,         0.0730
  478993.9,    -160.0,         0.0245
  478993.9,    -200.0,         0.1255
  478993.9,    -240.0,         0.1189
  478993.9,    -280.0,         0.0432
  478993.9,    -320.0,        -0.0525
  478993.9,    -360.0,         0.1224
  478993.9,    -400.0,        -0.0681
  478993.9,    -440.0,         0.0125
  478995.5,       0.0,        -0.0005
  478995.5,     -40.0,        -0.2534
  478995.5,     -80.0,        -0.1331
  478995.5,    -120.0,         0.0486
  478995.5,    -160.0,        -0.0086
  478995.5,    -200.0,         0.1081
  478995.5,    -240.0,         0.0603
  478995.5,    -280.0,         0.0456
  478995.5,    -320.0,        -0.0533
  478995.5,    -360.0,         0.0810
  478995.5,    -400.0,        -0.0691
  478995.5,    -440.0,         0.0149
  478996.2,       0.0,        -0.0041
  478996.2,     -40.0,        -0.2526
  478996.2,     -80.0,        -0.1485
  478996.2,    -120.0,         0.0452
  478996.2,    -160.0,        -0.0182
  478996.2,    -200.0,         0.0373
  478996.2,    -240.0,         0.0590
  478996.2,    -280.0,         0.0577
  478996.2,    -320.0,        -0.0537
  478996.2,    -360.0,         0.0598
  478996.2,    -400.0,        -0.0572
  478996.2,    -440.0,         0.0358
  478996.0,       0.0,        -0.0272
  478996.0,     -40.0,        -0.2638
  478996.0,     -80.0,        -0.1714
  478996.0,    -120.0,         0.0367
  478996.0,    -160.0,        -0.0217
  478996.0,    -200.0,        -0.0319
  478996.0,    -240.0,         0.0282
  478996.0,    -280.0,         0.0381
  478996.0,    -320.0,        -0.0766
  478996.0,    -360.0,         0.0169
  478996.0,    -400.0,        -0.0649
  478996.0,    -440.0,         0.0477
  478995.1,       0.0,         0.0026
  478995.1,     -40.0,        -0.2164
  478995.1,     -80.0,        -0.1245
  478995.1,    -120.0,         0.0777
  478995.1,    -160.0,         0.0127
  478995.1,    -200.0,         0.0532
  478995.1,    -240.0,        -0.0306
  478995.1,    -280.0,         0.0425
  478995.1,    -320.0,        -0.0465
  478995.1,    -360.0,         0.0629
  478995.1,    -400.0,        -0.0257
  478995.1,    -440.0,         0.0796
  478994.1,       0.0,         0.0214
  478994.1,     -40.0,        -0.1825
  478994.1,     -80.0,        -0.0899
  478994.1,    -120.0,         0.1099
  478994.1,    -160.0,         0.0330
  478994.1,    -200.0,         0.1594
  478994.1,    -240.0,        -0.0979
  478994.1,    -280.0,         0.0402
  478994.1,    -320.0,        -0.0258
  478994.1,    -360.0,         0.1101
  478994.1,    -400.0,        -0.0062
  478994.1,    -440.0,         0.0677
  478993.5,       0.0,        -0.0085
  478993.5,     -40.0,        -0.2069
  478993.5,     -80.0,        -0.1231
  478993.5,    -120.0,         0.0699
  478993.5,    -160.0,         0.0125
  478993.5,    -200.0,         0.1403
  478993.5,    -240.0,        -0.1405
  478993.5,    -280.0,         0.0078
  478993.5,    -320.0,        -0.0394
  478993.5,    -360.0,         0.0696
  478993.5,    -400.0,        -0.0643
  478993.5,    -440.0,         0.0143
  478993.3,       0.0,        -0.0444
  478993.3,     -40.0,        -0.2562
  478993.3,     -80.0,        -0.1673
  478993.3,    -120.0,         0.0366
  478993.3,    -160.0,        -0.0138
  478993.3,    -200.0,        -0.0042
  478993.3,    -240.0,        -0.1318
  478993.3,    -280.0,        -0.0104
  478993.3,    -320.0,        -0.0731
  478993.3,    -360.0,         0.0305
  478993.3,    -400.0,        -0.1103
  478993.3,    -440.0,        -0.0546
  478993.6,       0.0,         0.0099
  478993.6,     -40.0,        -0.2285
  478993.6,     -80.0,        -0.1389
  478993.6,    -120.0,         0.0705
  478993.6,    -160.0,        -0.0021
  478993.6,    -200.0,        -0.0412
  478993.6,    -240.0,        -0.0290
  478993.6,    -280.0,         0.0552
  478993.6,    -320.0,        -0.0478
  478993.6,    -360.0,         0.0874
  478993.6,    -400.0,        -0.0627
  478993.6,    -440.0,        -0.0406
  478994.6,       0.0,         0.0531
  478994.6,     -40.0,        -0.1968
  478994.6,     -80.0,        -0.1086
  478994.6,    -120.0,         0.1083
  478994.6,    -160.0,         0.0224
  478994.6,    -200.0,         0.0167
  478994.6,    -240.0,         0.0559
  478994.6,    -280.0,         0.1104
  478994.6,    -320.0,        -0.0349
  478994.6,    -360.0,         0.1077
  478994.6,    -400.0,        -0.0035
  478994.6,    -440.0,        -0.0127
  478995.7,       0.0,         0.0416
  478995.7,     -40.0,        -0.1846
  478995.7,     -80.0,        -0.1069
  478995.7,    -120.0,         0.1064
  478995.7,    -160.0,         0.0337
  478995.7,    -200.0,         0.1222
  478995.7,    -240.0,         0.0565
  478995.7,    -280.0,         0.1132
  478995.7,    -320.0,        -0.0402
  478995.7,    -360.0,         0.0717
  478995.7,    -400.0,         0.0066
  478995.7,    -440.0,         0.0219
  478996.7,       0.0,         0.0192
  478996.7,     -40.0,        -0.1945
  478996.7,     -80.0,        -0.1262
  478996.7,    -120.0,         0.0687
  478996.7,    -160.0,         0.0096
  478996.7,    -200.0,         0.1746
  478996.7,    -240.0,        -0.0184
  478996.7,    -280.0,         0.0718
  478996.7,    -320.0,        -0.0488
  478996.7,    -360.0,         0.0338
  478996.7,    -400.0,        -0.0266
  478996.7,    -440.0,         0.0341
  478997.1,       0.0,        -0.0176
  478997.1,     -40.0,        -0.2226
  478997.1,     -80.0,        -0.1581
  478997.1,    -120.0,         0.0252
  478997.1,    -160.0,        -0.0363
  478997.1,    -200.0,         0.1165
  478997.1,    -240.0,        -0.0182
  478997.1,    -280.0,         0.0411
  478997.1,    -320.0,        -0.0691
  478997.1,    -360.0,         0.0076
  478997.1,    -400.0,        -0.0707
  478997.1,    -440.0,         0.0118
  478996.9,       0.0,        -0.0422
  478996.9,     -40.0,        -0.2380
  478996.9,     -80.0,        -0.1607
  478996.9,    -120.0,         0.0210
  478996.9,    -160.0,        -0.0499
