 East  ,  Channel ,   Error 	 
  729518.6,       0.0,         0.0145
  729518.6,     -40.0,         0.0735
  729518.6,     -80.0,         0.1571
  729518.6,    -120.0,         0.0000
  729518.6,    -160.0,         0.3723
  729518.6,    -200.0,         0.4697
  729518.6,    -240.0,         0.2782
  729518.6,    -280.0,         0.0877
  729518.6,    -320.0,         0.0160
  729518.6,    -360.0,         0.0000
  729518.6,    -400.0,         0.0713
  729518.6,    -440.0,         0.1403
  729518.6,    -480.0,         0.1590
  729518.6,    -520.0,         0.1207
  729518.6,    -560.0,        -0.0552
  729518.6,    -600.0,        -0.1149
  729518.6,    -640.0,        -0.0258
  729518.6,    -680.0,         0.0140
  729518.6,    -720.0,         0.0563
  729518.6,    -760.0,         0.0000
  729518.2,       0.0,         0.0444
  729518.2,     -40.0,         0.0920
  729518.2,     -80.0,         0.1554
  729518.2,    -120.0,         0.0000
  729518.2,    -160.0,         0.2616
  729518.2,    -200.0,         0.3439
  729518.2,    -240.0,         0.2310
  729518.2,    -280.0,         0.0754
  729518.2,    -320.0,         0.0069
  729518.2,    -360.0,         0.0000
  729518.2,    -400.0,         0.0836
  729518.2,    -440.0,         0.1733
  729518.2,    -480.0,         0.2309
  729518.2,    -520.0,         0.2546
  729518.2,    -560.0,         0.0758
  729518.2,    -600.0,        -0.0764
  729518.2,    -640.0,        -0.0421
  729518.2,    -680.0,        -0.0140
  729518.2,    -720.0,         0.0243
  729518.2,    -760.0,         0.0000
  729518.1,       0.0,         0.0491
  729518.1,     -40.0,         0.0997
  729518.1,     -80.0,         0.1628
  729518.1,    -120.0,         0.0000
  729518.1,    -160.0,         0.2119
  729518.1,    -200.0,         0.2577
  729518.1,    -240.0,         0.1933
  729518.1,    -280.0,         0.0647
  729518.1,    -320.0,         0.0000
  729518.1,    -360.0,         0.0000
  729518.1,    -400.0,         0.0481
  729518.1,    -440.0,         0.1434
  729518.1,    -480.0,         0.2208
  729518.1,    -520.0,         0.2823
  729518.1,    -560.0,         0.1367
  729518.1,    -600.0,        -0.0451
  729518.1,    -640.0,        -0.0551
  729518.1,    -680.0,        -0.0342
  729518.1,    -720.0,        -0.0048
  729518.1,    -760.0,         0.0000
  729517.9,       0.0,         0.0209
  729517.9,     -40.0,         0.0740
  729517.9,     -80.0,         0.1448
  729517.9,    -120.0,         0.0000
  729517.9,    -160.0,         0.1803
