Line,Location,RL,East,North,Res_ohmm,LogRes,Cond_Ms_m,LogCond
31013,50.0,27.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,24.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,21.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,18.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,15.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,12.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,9.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,6.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,3.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,0.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-2.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-5.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-8.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-11.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-14.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-17.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-20.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-23.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-26.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-29.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-33.1,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-36.7,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-40.3,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-43.9,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-47.5,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-51.1,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-54.6,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-58.2,479140.44,6208846.50,30.00,1.48,33.33,1.52
31013,50.0,-61.8,479140.44,6208846.50,30.00,1.48,33.33,1.52
