 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0273
  478994.2,     -40.0,        -0.1558
  478994.2,     -80.0,        -0.0713
  478994.2,    -120.0,         0.0179
  478994.2,    -160.0,         0.0198
  478994.2,    -200.0,         0.0058
  478994.2,    -240.0,         0.0291
  478994.2,    -280.0,        -0.0612
  478994.2,    -320.0,        -0.0708
  478994.2,    -360.0,         0.0047
  478994.2,    -400.0,        -0.0939
  478994.2,    -440.0,         0.0297
  478993.1,       0.0,        -0.0225
  478993.1,     -40.0,        -0.1649
  478993.1,     -80.0,        -0.0779
  478993.1,    -120.0,         0.0119
  478993.1,    -160.0,        -0.0365
  478993.1,    -200.0,         0.0056
  478993.1,    -240.0,         0.0010
  478993.1,    -280.0,        -0.0657
  478993.1,    -320.0,        -0.0471
  478993.1,    -360.0,         0.0361
  478993.1,    -400.0,        -0.0336
  478993.1,    -440.0,         0.0166
  478993.2,       0.0,         0.0289
  478993.2,     -40.0,        -0.1357
  478993.2,     -80.0,        -0.0699
  478993.2,    -120.0,         0.0231
  478993.2,    -160.0,        -0.0399
  478993.2,    -200.0,         0.0491
  478993.2,    -240.0,        -0.0502
  478993.2,    -280.0,         0.0188
  478993.2,    -320.0,         0.0268
  478993.2,    -360.0,         0.0644
  478993.2,    -400.0,         0.0192
  478993.2,    -440.0,         0.0293
  478994.3,       0.0,         0.0724
  478994.3,     -40.0,        -0.0980
  478994.3,     -80.0,        -0.0495
  478994.3,    -120.0,         0.0465
  478994.3,    -160.0,        -0.0034
  478994.3,    -200.0,         0.0841
  478994.3,    -240.0,        -0.0985
  478994.3,    -280.0,         0.0761
  478994.3,    -320.0,         0.0995
  478994.3,    -360.0,         0.0865
  478994.3,    -400.0,         0.0615
  478994.3,    -440.0,         0.0188
  478995.7,       0.0,         0.0410
  478995.7,     -40.0,        -0.1483
  478995.7,     -80.0,        -0.0746
  478995.7,    -120.0,         0.0481
  478995.7,    -160.0,         0.0296
  478995.7,    -200.0,         0.0562
  478995.7,    -240.0,        -0.0899
  478995.7,    -280.0,         0.0256
  478995.7,    -320.0,         0.0418
  478995.7,    -360.0,         0.0380
  478995.7,    -400.0,         0.0352
  478995.7,    -440.0,        -0.0157
  478996.8,       0.0,        -0.0096
  478996.8,     -40.0,        -0.2368
  478996.8,     -80.0,        -0.1203
  478996.8,    -120.0,         0.0399
  478996.8,    -160.0,         0.0636
  478996.8,    -200.0,        -0.0208
  478996.8,    -240.0,        -0.0565
  478996.8,    -280.0,        -0.0383
  478996.8,    -320.0,        -0.0910
  478996.8,    -360.0,        -0.0312
  478996.8,    -400.0,        -0.0403
  478996.8,    -440.0,        -0.0594
  478997.1,       0.0,         0.0120
  478997.1,     -40.0,        -0.2411
  478997.1,     -80.0,        -0.1104
  478997.1,    -120.0,         0.0704
  478997.1,    -160.0,         0.1092
  478997.1,    -200.0,        -0.0700
  478997.1,    -240.0,         0.0285
  478997.1,    -280.0,         0.0027
  478997.1,    -320.0,        -0.1144
  478997.1,    -360.0,        -0.0123
  478997.1,    -400.0,        -0.0568
  478997.1,    -440.0,        -0.0301
  478996.1,       0.0,         0.0759
  478996.1,     -40.0,        -0.1730
  478996.1,     -80.0,        -0.0844
  478996.1,    -120.0,         0.0695
  478996.1,    -160.0,         0.0881
  478996.1,    -200.0,        -0.0356
  478996.1,    -240.0,         0.0120
  478996.1,    -280.0,         0.0990
  478996.1,    -320.0,         0.0174
  478996.1,    -360.0,         0.0637
