Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,87,479902.1,6196283.0,24.9,34.4,0.0,0.0,1759.440,460.7086,1252.772,604.2156,618.8951,562.8586,192.5047,318.8571,44.79732,126.8038,129.8719,149.5478
1,1,98,479902.8,6196318.5,25.7,33.0,0.0,0.0,1736.981,454.0502,1241.183,592.7123,618.5181,556.6702,193.2298,318.0128,44.71304,126.8103,130.0905,147.7126
1,1,109,479903.9,6196353.5,26.3,32.9,0.0,0.0,1709.131,446.4031,1224.982,579.7721,615.5279,548.4091,193.1606,315.8715,44.58847,126.3312,129.4612,145.0599
1,1,120,479905.0,6196389.0,27.2,33.2,0.0,0.0,1678.576,438.7825,1205.850,566.4848,610.5425,538.8899,192.5009,312.7696,44.44395,125.4939,128.8076,142.7046
1,1,131,479905.6,6196425.0,28.3,33.4,0.0,0.0,1648.816,432.4691,1185.885,554.3522,604.2059,529.1499,191.4381,309.0782,44.30344,124.4292,128.9983,141.8914
1,1,142,479905.4,6196461.0,29.4,33.4,0.0,0.0,1621.564,427.8110,1166.346,544.0135,597.0016,519.7700,190.1386,305.0497,44.18243,123.2347,130.4172,143.1193
1,1,153,479904.5,6196498.0,29.9,33.7,0.0,0.0,1587.587,420.5570,1142.517,531.1848,587.8206,508.2457,188.4907,299.9292,44.04404,121.7098,131.3999,143.6764
1,1,164,479903.4,6196535.0,29.5,34.2,0.0,0.0,1536.489,405.4827,1109.400,510.8997,575.6545,491.8724,186.4079,292.9811,43.84542,119.6616,129.5936,139.8332
1,1,175,479902.3,6196572.5,28.5,35.2,0.0,0.0,1474.555,384.4191,1071.530,485.1984,562.8836,472.7645,184.4823,285.4550,43.66251,117.5208,125.0772,131.6684
1,1,186,479901.7,6196610.0,27.7,35.9,0.0,0.0,1443.995,373.7603,1054.304,471.1371,559.2763,463.5539,184.7473,282.9217,43.81096,117.0614,122.6540,126.7676
1,1,197,479901.7,6196648.0,27.6,35.8,0.0,0.0,1487.080,390.0853,1083.048,485.8356,574.5527,476.8470,189.2348,290.9294,44.61148,120.0534,127.3060,132.9620
1,1,208,479901.7,6196686.0,28.5,34.6,0.0,0.0,1583.264,425.9032,1144.884,521.3245,603.3757,506.3581,196.7301,306.5020,45.87957,125.5161,137.4544,147.6079
1,1,219,479901.5,6196723.0,29.9,32.5,0.0,0.0,1661.836,454.5660,1196.374,549.6134,628.3497,530.6973,203.4190,319.8409,47.02669,130.2674,146.2658,159.6989
1,1,230,479900.9,6196760.0,30.6,30.9,0.0,0.0,1678.397,458.8826,1210.749,552.7630,639.2354,536.5391,207.1967,325.0950,47.73647,132.4553,149.5485,162.4419
1,1,241,479900.3,6196796.5,29.5,31.6,0.0,0.0,1672.927,451.6386,1214.476,545.3706,648.0875,536.4107,211.1393,328.7953,48.49867,134.3481,151.4635,162.8268
1,1,252,479899.6,6196833.0,27.3,32.6,0.0,0.0,1708.442,453.7492,1248.695,550.7966,673.2852,549.9238,219.8391,340.9555,50.04354,139.3895,158.5110,171.6017
1,1,263,479899.3,6196869.5,25.3,32.0,0.0,0.0,1807.108,473.5257,1326.902,577.8644,720.1710,583.7047,234.4938,364.6021,52.55949,148.5714,172.5327,191.7292
1,1,274,479899.4,6196906.5,24.1,31.2,0.0,0.0,1908.037,493.5654,1406.549,605.7049,767.8513,618.0007,249.5204,388.6712,55.15798,157.9602,185.9297,210.2627
