Line,Location,RL,East,North,Res_ohmm,LogRes,Cond_Ms_m,LogCond
31063,50.0,20.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,17.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,14.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,11.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,8.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,5.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,2.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-0.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-3.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-6.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-9.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-12.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-15.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-18.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-21.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-24.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-27.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-30.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-33.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-36.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-39.4,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-42.5,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-45.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-48.8,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-51.9,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-55.0,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-58.2,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-61.3,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-64.5,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-67.6,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,50.0,-70.8,479903.00,6196067.00,30.00,1.48,33.33,1.52
31063,150.0,22.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,19.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,16.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,13.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,10.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,7.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,4.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,1.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-1.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-4.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-7.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-10.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-13.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-16.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-19.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-22.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-25.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-28.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-31.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-34.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-37.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-41.0,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-44.3,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-47.6,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-50.9,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-54.2,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-57.5,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-60.8,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-64.1,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-67.4,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,150.0,-70.7,479902.94,6196167.00,30.00,1.48,33.33,1.52
31063,250.0,23.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,20.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,17.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,14.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,11.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,8.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,5.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,2.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-0.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-3.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-6.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-9.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-12.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-15.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-18.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-21.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-24.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-27.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-30.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-33.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-36.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-40.0,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-43.4,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-46.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-50.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-53.6,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-57.0,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-60.4,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-63.8,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-67.2,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,250.0,-70.6,479902.94,6196267.00,30.00,1.48,33.33,1.52
31063,350.0,25.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,22.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,19.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,16.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,13.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,10.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,7.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,4.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,1.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-1.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-4.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-7.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-10.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-13.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-16.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-19.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-22.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-25.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-28.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-31.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-34.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-37.9,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-41.6,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-45.2,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-48.8,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-52.4,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-56.0,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-59.7,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-63.3,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-66.9,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,350.0,-70.5,479902.88,6196367.00,30.00,1.48,33.33,1.52
31063,450.0,27.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,24.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,21.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,18.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,15.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,12.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,9.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,6.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,3.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,0.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-2.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-5.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-8.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-11.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-14.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-17.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-20.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-23.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-26.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-29.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-32.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-36.0,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-39.8,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-43.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-47.5,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-51.3,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-55.1,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-58.9,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-62.8,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-66.6,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,450.0,-70.4,479902.88,6196467.00,30.00,1.48,33.33,1.52
31063,550.0,27.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,24.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,21.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,18.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,15.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,12.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,9.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,6.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,3.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,0.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-2.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-5.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-8.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-11.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-14.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-17.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-20.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-23.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-26.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-29.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-32.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-36.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-40.0,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-43.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-47.6,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-51.4,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-55.2,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-59.0,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-62.8,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-66.6,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,550.0,-70.4,479902.81,6196567.00,30.00,1.48,33.33,1.52
31063,650.0,27.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,24.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,21.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,18.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,15.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,12.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,9.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,6.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,3.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,0.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-2.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-5.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-8.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-11.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-14.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-17.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-20.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-23.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-26.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-29.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-32.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-36.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-40.0,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-43.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-47.6,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-51.4,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-55.2,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-59.0,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-62.8,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-66.6,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,650.0,-70.4,479902.81,6196667.00,30.00,1.48,33.33,1.52
31063,750.0,27.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,24.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,21.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,18.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,15.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,12.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,9.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,6.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,3.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,0.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-2.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-5.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-8.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-11.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-14.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-17.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-20.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-23.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-26.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-29.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-32.5,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-35.9,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-39.7,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-43.6,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-47.4,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-51.2,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-55.1,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-58.9,479902.75,6196767.00,30.00,1.48,33.33,1.52
31063,750.0,-62.7,479902.75,6196767.00,30.00,1.48,33.33,1.52
