LOOP,LINE,FID,EAST,NORTH,TER,ALT,PITCH,MAG,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,11260,4192,740326.1,7173235.5,584.4,95.4,0.0,54807.50,121999.5,68439.75,39965.75,23887.25,14313.50,8818.750,6140.000,4606.750,3353.750,2053.904
1,11260,4196,740326.1,7173285.5,584.0,95.3,0.0,54804.62,121486.0,67418.75,40882.00,25483.75,15918.75,10247.75,7193.750,5416.000,4080.250,2557.212
1,11260,4200,740326.3,7173335.5,584.0,95.4,0.0,54802.30,118956.8,65404.50,42101.00,27386.25,17923.50,12193.50,8744.500,6665.750,5123.750,2531.573
1,11260,4204,740326.7,7173386.0,584.2,94.7,0.0,54799.25,121047.2,68329.50,45539.75,30582.00,21067.75,15321.00,11475.75,8695.750,6346.500,4158.625
1,11260,4208,740327.4,7173436.5,584.6,93.0,0.0,54795.75,132241.0,78559.50,51620.50,35196.00,25534.25,19447.75,14976.25,11242.50,7539.000,4828.042
1,11260,4212,740328.3,7173488.0,585.0,91.8,0.0,54792.50,144415.2,89919.00,58491.75,40523.50,31042.25,23981.25,18505.75,13503.00,8383.750,4502.642
1,11260,4216,740329.1,7173540.0,585.4,91.4,0.0,54789.30,153542.8,99311.00,65282.50,46510.75,36793.75,28427.25,21560.50,15164.50,8828.500,4490.432
1,11260,4220,740329.6,7173589.5,585.7,90.9,0.0,54786.48,161350.5,107185.8,71373.75,51140.75,39054.25,29049.25,21075.00,14078.75,7634.000,4118.250
1,11260,4224,740329.9,7173639.5,585.5,91.2,0.0,54784.25,170218.8,114657.0,76677.75,51565.00,34132.25,22199.25,14110.50,8339.750,3902.750,1181.708
1,11260,4228,740330.1,7173689.5,585.8,92.8,0.0,54783.55,182432.5,124874.5,83450.50,50954.25,27248.50,13489.75,6005.750,2511.250,865.7500,60.50000
1,11260,4232,740329.8,7173739.5,586.7,94.4,0.0,54783.70,194884.5,138702.5,93823.00,54268.00,25894.25,10378.00,3078.250,591.2500,122.0000,63.08456
1,11260,4236,740329.8,7173789.5,587.3,95.1,0.0,54781.40,203074.2,146740.0,101781.5,58346.75,28410.25,12073.75,4619.000,1761.000,748.2500,280.3675
1,11260,4240,740329.5,7173839.5,587.4,95.3,0.0,54777.98,209271.2,146934.2,99323.75,55647.00,27919.75,12901.75,5882.750,2873.250,1415.500,579.5792
1,11260,4244,740329.4,7173889.5,587.5,94.5,0.0,54774.95,216567.0,149435.2,92557.75,47554.50,23338.25,11130.50,5300.500,2811.750,1506.500,692.3915
1,11260,4248,740329.5,7173939.5,588.0,91.5,0.0,54770.68,225671.0,158822.0,92426.75,42254.50,18723.00,8631.500,4032.500,2073.500,1034.500,329.3420
1,11260,4252,740329.8,7173989.0,588.3,90.4,0.0,54767.32,236304.5,172984.2,99437.50,42528.75,16536.25,6760.750,2906.250,1284.500,493.0000,22.12652
1,11260,4256,740330.0,7174037.0,588.7,89.9,0.0,54768.52,246562.5,184824.0,107276.8,46011.25,16206.00,5711.500,2194.500,851.5000,270.0000,1.000000
1,11260,4260,740330.4,7174087.0,588.9,90.4,0.0,54774.55,255486.5,188733.2,110412.2,48975.50,16545.75,5251.750,1861.500,692.0000,236.0000,1.000000
1,11260,4264,740330.6,7174137.0,589.0,91.2,0.0,54786.50,262422.0,188390.0,110743.8,49952.50,16781.75,5001.500,1698.500,626.2500,232.5000,1.000000
1,11260,4268,740330.5,7174187.0,589.0,91.2,0.0,54804.17,267031.5,188303.2,109149.5,48809.25,16468.00,4701.500,1567.750,561.5000,213.5000,1.000000
1,11260,4272,740330.4,7174237.0,589.0,90.6,0.0,54825.05,270565.8,190091.2,104416.0,45716.25,15295.25,4336.250,1435.250,493.5000,171.0000,1.000000
1,11260,4276,740330.2,7174287.0,589.7,90.4,0.0,54846.38,273949.2,195569.5,102991.8,43074.75,13628.25,3949.750,1292.500,427.0000,113.5000,1.000000
1,11260,4280,740329.9,7174337.0,591.6,89.3,0.0,54865.62,277115.0,203586.8,110600.0,43645.75,12554.75,3617.500,1169.250,368.7500,57.00000,1.000000
1,11260,4284,740329.2,7174387.0,593.0,90.4,0.0,54885.38,280011.5,210361.5,119885.5,46187.25,12363.50,3377.250,1102.500,334.2500,38.75000,1.000000
1,11260,4288,740328.4,7174437.0,593.2,91.5,0.0,54910.90,282696.0,215330.8,126291.5,49420.75,12980.00,3351.000,1096.500,380.0000,94.75000,1.000000
1,11260,4292,740327.4,7174485.5,593.2,92.4,0.0,54935.23,285131.8,219401.0,131168.5,53347.50,14327.25,3574.250,1136.500,501.5000,182.7500,1.000000
1,11260,4296,740326.6,7174533.5,593.1,92.1,0.0,54952.12,287136.2,223399.2,135895.2,57176.75,15735.25,3789.250,1101.500,511.0000,194.7500,1.000000
1,11260,4300,740325.9,7174583.0,593.1,91.0,0.0,54963.45,288881.2,229149.8,140419.2,59732.25,16890.50,3882.250,912.7500,329.5000,110.0000,1.000000
1,11260,4304,740325.7,7174633.0,593.4,89.9,0.0,54960.68,291411.2,238635.2,146438.2,63337.25,18511.75,3956.250,694.5000,107.5000,6.000000,1.000000
1,11260,4308,740325.4,7174683.0,594.1,90.2,0.0,54951.18,295792.8,248637.0,163980.0,73378.00,21569.00,4198.250,564.7500,-23.75000,-66.25000,1.000000
1,11260,4312,740325.5,7174733.0,595.4,90.8,0.0,54950.62,300009.0,256777.0,187530.5,87749.00,25843.00,4714.500,583.5000,-46.00000,-76.25000,1.000000
1,11260,4316,740325.7,7174783.0,596.6,89.4,0.0,54966.38,302722.0,261089.2,196303.5,95891.50,29049.00,5312.000,724.7500,23.75000,-40.75000,1.000000
1,11260,4320,740326.0,7174833.0,597.3,88.8,0.0,54995.50,303070.0,257433.8,187327.8,96318.00,29859.75,5836.250,825.0000,113.5000,3.000000,1.000000
1,11260,4324,740326.4,7174881.5,597.7,88.6,0.0,55021.10,301034.8,251930.5,175232.2,95578.00,31007.50,6352.500,818.0000,158.2500,44.50000,1.000000
1,11260,4328,740327.1,7174929.5,597.9,88.2,0.0,55027.12,299179.8,248193.0,171406.8,97045.75,34319.00,6928.750,787.2500,150.0000,57.75000,1.000000
1,11260,4332,740327.6,7174977.5,597.5,88.6,0.0,55017.23,298558.2,247457.0,174881.2,100430.0,38130.75,7539.750,791.2500,105.2500,13.00000,1.000000
1,11260,4336,740328.2,7175026.5,596.4,90.1,0.0,54997.35,299690.8,249456.5,179559.2,103872.2,40086.00,8119.750,822.7500,57.75000,-66.25000,1.000000
1,11260,4340,740328.9,7175076.5,594.9,92.0,0.0,54973.45,303338.5,253723.8,185306.8,106308.2,40651.00,8566.750,872.2500,52.75000,-72.50000,1.000000
1,11260,4344,740329.4,7175126.5,593.4,94.1,0.0,54949.38,305084.2,256943.0,188619.8,106592.2,40358.50,8748.250,944.5000,94.25000,3.000000,1.000000
1,11260,4348,740329.8,7175174.0,592.1,96.5,0.0,54926.57,297827.8,246738.5,178571.5,99308.00,37497.50,8527.750,1042.500,148.7500,70.75000,1.000000
1,11260,4352,740330.0,7175222.0,591.0,98.2,0.0,54905.65,285992.5,222757.2,153817.0,82851.00,31261.00,7567.750,1135.250,195.5000,116.2500,1.000000
