Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
11260,25.0,581.9,740329.81,7171996.00,3.93,0.59,254.48,2.41
11260,25.0,571.9,740329.81,7171996.00,3.39,0.53,295.16,2.47
11260,25.0,561.9,740329.81,7171996.00,4.25,0.63,235.38,2.37
11260,25.0,551.9,740329.81,7171996.00,6.77,0.83,147.75,2.17
11260,25.0,541.9,740329.81,7171996.00,11.60,1.06,86.20,1.94
11260,25.0,529.4,740329.81,7171996.00,26.25,1.42,38.09,1.58
11260,25.0,511.9,740329.81,7171996.00,64.46,1.81,15.51,1.19
11260,25.0,491.3,740329.81,7171996.00,130.23,2.11,7.68,0.89
11260,25.0,469.4,740329.81,7171996.00,223.49,2.35,4.47,0.65
11260,25.0,446.3,740329.81,7171996.00,335.24,2.53,2.98,0.47
11260,25.0,421.7,740329.81,7171996.00,452.26,2.66,2.21,0.34
11260,25.0,395.7,740329.81,7171996.00,562.91,2.75,1.78,0.25
11260,25.0,368.2,740329.81,7171996.00,659.16,2.82,1.52,0.18
11260,25.0,338.9,740329.81,7171996.00,737.70,2.87,1.36,0.13
11260,25.0,308.0,740329.81,7171996.00,798.66,2.90,1.25,0.10
11260,25.0,275.1,740329.81,7171996.00,844.11,2.93,1.18,0.07
11260,25.0,240.3,740329.81,7171996.00,876.95,2.94,1.14,0.06
11260,25.0,203.2,740329.81,7171996.00,900.70,2.95,1.11,0.05
11260,25.0,163.5,740329.81,7171996.00,917.05,2.96,1.09,0.04
11260,25.0,121.5,740329.81,7171996.00,928.36,2.97,1.08,0.03
11260,25.0,77.0,740329.81,7171996.00,935.97,2.97,1.07,0.03
11260,25.0,29.8,740329.81,7171996.00,940.46,2.97,1.06,0.03
11260,75.0,583.6,740329.81,7172046.00,32.24,1.51,31.01,1.49
11260,75.0,573.6,740329.81,7172046.00,26.66,1.43,37.51,1.57
11260,75.0,563.6,740329.81,7172046.00,23.45,1.37,42.64,1.63
11260,75.0,553.6,740329.81,7172046.00,24.45,1.39,40.90,1.61
11260,75.0,543.6,740329.81,7172046.00,29.63,1.47,33.75,1.53
11260,75.0,531.1,740329.81,7172046.00,45.98,1.66,21.75,1.34
11260,75.0,513.6,740329.81,7172046.00,85.74,1.93,11.66,1.07
11260,75.0,493.0,740329.81,7172046.00,150.25,2.18,6.66,0.82
11260,75.0,471.2,740329.81,7172046.00,239.25,2.38,4.18,0.62
