 East  ,  Channel ,   Error 	 
  740330.0,       0.0,        -0.0469
  740330.0,     -40.0,         0.0301
  740330.0,     -80.0,         0.0567
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.1000
  740330.0,    -200.0,         0.0556
  740330.0,    -240.0,         0.0606
  740330.0,    -280.0,         0.1331
  740330.0,    -320.0,         0.1655
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.0654
  740330.0,    -440.0,         0.0554
  740330.0,    -480.0,         0.0114
  740330.0,    -520.0,        -0.1390
  740330.0,    -560.0,        -0.3454
  740330.0,    -600.0,        -0.2240
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.0950
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,        -0.1415
  740330.0,     -40.0,         0.0007
  740330.0,     -80.0,         0.0520
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.0809
  740330.0,    -200.0,         0.0527
  740330.0,    -240.0,         0.0763
  740330.0,    -280.0,         0.1541
  740330.0,    -320.0,         0.1904
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.1768
  740330.0,    -440.0,         0.1306
  740330.0,    -480.0,         0.0875
  740330.0,    -520.0,        -0.0318
  740330.0,    -560.0,        -0.2012
  740330.0,    -600.0,         0.0000
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1162
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,        -0.1927
  740330.0,     -40.0,        -0.0622
  740330.0,     -80.0,        -0.0108
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.0415
  740330.0,    -200.0,         0.0453
  740330.0,    -240.0,         0.0875
  740330.0,    -280.0,         0.1755
  740330.0,    -320.0,         0.2136
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.2403
  740330.0,    -440.0,         0.1534
  740330.0,    -480.0,         0.1135
  740330.0,    -520.0,         0.0320
  740330.0,    -560.0,        -0.1001
  740330.0,    -600.0,         0.0000
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1230
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,        -0.1120
  740330.0,     -40.0,        -0.0835
  740330.0,     -80.0,        -0.0625
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.0163
  740330.0,    -200.0,         0.0405
  740330.0,    -240.0,         0.0959
  740330.0,    -280.0,         0.1921
  740330.0,    -320.0,         0.2294
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.1914
  740330.0,    -440.0,         0.1173
  740330.0,    -480.0,         0.1218
  740330.0,    -520.0,         0.1019
  740330.0,    -560.0,        -0.0015
  740330.0,    -600.0,        -0.0462
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1185
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,        -0.0313
  740330.0,     -40.0,        -0.1011
  740330.0,     -80.0,        -0.0817
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.0221
