Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,8.02,0.90,124.73,2.10
31003,50.0,22.6,478996.81,6196058.00,6.52,0.81,153.32,2.19
31003,50.0,19.6,478996.81,6196058.00,5.06,0.70,197.44,2.30
31003,50.0,16.6,478996.81,6196058.00,3.98,0.60,251.14,2.40
31003,50.0,13.6,478996.81,6196058.00,3.34,0.52,299.56,2.48
31003,50.0,10.6,478996.81,6196058.00,3.37,0.53,297.16,2.47
31003,50.0,7.6,478996.81,6196058.00,4.22,0.63,237.13,2.37
31003,50.0,4.6,478996.81,6196058.00,5.93,0.77,168.74,2.23
31003,50.0,1.6,478996.81,6196058.00,8.43,0.93,118.60,2.07
31003,50.0,-1.4,478996.81,6196058.00,11.50,1.06,86.97,1.94
31003,50.0,-4.4,478996.81,6196058.00,14.77,1.17,67.73,1.83
31003,50.0,-7.4,478996.81,6196058.00,17.89,1.25,55.89,1.75
31003,50.0,-10.4,478996.81,6196058.00,20.66,1.32,48.41,1.68
31003,50.0,-13.4,478996.81,6196058.00,22.96,1.36,43.55,1.64
31003,50.0,-16.4,478996.81,6196058.00,24.82,1.39,40.28,1.61
31003,50.0,-19.4,478996.81,6196058.00,26.29,1.42,38.03,1.58
31003,50.0,-22.4,478996.81,6196058.00,27.44,1.44,36.44,1.56
31003,50.0,-25.4,478996.81,6196058.00,28.34,1.45,35.29,1.55
31003,50.0,-28.4,478996.81,6196058.00,29.04,1.46,34.43,1.54
31003,50.0,-31.4,478996.81,6196058.00,29.59,1.47,33.79,1.53
31003,50.0,-34.6,478996.81,6196058.00,30.10,1.48,33.22,1.52
31003,50.0,-38.1,478996.81,6196058.00,30.49,1.48,32.80,1.52
31003,50.0,-41.6,478996.81,6196058.00,30.80,1.49,32.47,1.51
31003,50.0,-45.0,478996.81,6196058.00,31.04,1.49,32.21,1.51
31003,50.0,-48.5,478996.81,6196058.00,31.24,1.49,32.01,1.51
31003,50.0,-52.0,478996.81,6196058.00,31.41,1.50,31.84,1.50
31003,50.0,-55.5,478996.81,6196058.00,31.54,1.50,31.70,1.50
31003,50.0,-58.9,478996.81,6196058.00,31.65,1.50,31.59,1.50
31003,50.0,-62.4,478996.81,6196058.00,31.74,1.50,31.51,1.50
31003,50.0,-65.9,478996.81,6196058.00,31.79,1.50,31.46,1.50
31003,150.0,24.6,478996.81,6196158.00,7.14,0.85,139.99,2.15
31003,150.0,21.6,478996.81,6196158.00,4.71,0.67,212.19,2.33
31003,150.0,18.6,478996.81,6196158.00,3.24,0.51,308.23,2.49
31003,150.0,15.6,478996.81,6196158.00,2.28,0.36,437.95,2.64
31003,150.0,12.6,478996.81,6196158.00,1.63,0.21,615.11,2.79
31003,150.0,9.6,478996.81,6196158.00,1.59,0.20,630.67,2.80
31003,150.0,6.6,478996.81,6196158.00,2.32,0.37,430.30,2.63
31003,150.0,3.6,478996.81,6196158.00,3.93,0.59,254.59,2.41
31003,150.0,0.6,478996.81,6196158.00,6.44,0.81,155.38,2.19
31003,150.0,-2.4,478996.81,6196158.00,9.64,0.98,103.74,2.02
31003,150.0,-5.4,478996.81,6196158.00,13.14,1.12,76.11,1.88
31003,150.0,-8.4,478996.81,6196158.00,16.54,1.22,60.47,1.78
31003,150.0,-11.4,478996.81,6196158.00,19.57,1.29,51.10,1.71
31003,150.0,-14.4,478996.81,6196158.00,22.12,1.34,45.21,1.66
31003,150.0,-17.4,478996.81,6196158.00,24.19,1.38,41.34,1.62
31003,150.0,-20.4,478996.81,6196158.00,25.84,1.41,38.70,1.59
31003,150.0,-23.4,478996.81,6196158.00,27.14,1.43,36.84,1.57
31003,150.0,-26.4,478996.81,6196158.00,28.17,1.45,35.50,1.55
