Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,3.67,0.56,272.34,2.44
11260,25.0,571.9,740329.81,7171996.00,3.04,0.48,328.62,2.52
11260,25.0,561.9,740329.81,7171996.00,3.74,0.57,267.56,2.43
11260,25.0,551.9,740329.81,7171996.00,5.98,0.78,167.36,2.22
11260,25.0,541.9,740329.81,7171996.00,10.40,1.02,96.14,1.98
11260,25.0,529.4,740329.81,7171996.00,24.22,1.38,41.28,1.62
11260,25.0,511.9,740329.81,7171996.00,61.41,1.79,16.28,1.21
11260,25.0,491.3,740329.81,7171996.00,126.79,2.10,7.89,0.90
11260,25.0,469.4,740329.81,7171996.00,220.48,2.34,4.54,0.66
11260,25.0,446.3,740329.81,7171996.00,333.04,2.52,3.00,0.48
11260,25.0,421.7,740329.81,7171996.00,450.68,2.65,2.22,0.35
11260,25.0,395.7,740329.81,7171996.00,561.44,2.75,1.78,0.25
11260,25.0,368.2,740329.81,7171996.00,657.32,2.82,1.52,0.18
11260,25.0,338.9,740329.81,7171996.00,735.22,2.87,1.36,0.13
11260,25.0,308.0,740329.81,7171996.00,795.47,2.90,1.26,0.10
11260,25.0,275.1,740329.81,7171996.00,840.31,2.92,1.19,0.08
11260,25.0,240.3,740329.81,7171996.00,872.69,2.94,1.15,0.06
11260,25.0,203.2,740329.81,7171996.00,896.15,2.95,1.12,0.05
11260,25.0,163.5,740329.81,7171996.00,912.37,2.96,1.10,0.04
11260,25.0,121.5,740329.81,7171996.00,923.68,2.97,1.08,0.03
11260,25.0,77.0,740329.81,7171996.00,931.36,2.97,1.07,0.03
11260,25.0,29.8,740329.81,7171996.00,935.95,2.97,1.07,0.03
11260,75.0,583.6,740329.81,7172046.00,30.65,1.49,32.62,1.51
11260,75.0,573.6,740329.81,7172046.00,25.16,1.40,39.75,1.60
11260,75.0,563.6,740329.81,7172046.00,21.95,1.34,45.56,1.66
11260,75.0,553.6,740329.81,7172046.00,22.82,1.36,43.81,1.64
11260,75.0,543.6,740329.81,7172046.00,27.78,1.44,35.99,1.56
11260,75.0,531.1,740329.81,7172046.00,43.74,1.64,22.86,1.36
11260,75.0,513.6,740329.81,7172046.00,83.29,1.92,12.01,1.08
11260,75.0,493.0,740329.81,7172046.00,148.16,2.17,6.75,0.83
11260,75.0,471.2,740329.81,7172046.00,237.93,2.38,4.20,0.62
11260,75.0,448.0,740329.81,7172046.00,344.59,2.54,2.90,0.46
11260,75.0,423.5,740329.81,7172046.00,456.50,2.66,2.19,0.34
11260,75.0,397.5,740329.81,7172046.00,562.74,2.75,1.78,0.25
11260,75.0,369.9,740329.81,7172046.00,655.92,2.82,1.52,0.18
11260,75.0,340.7,740329.81,7172046.00,732.44,2.86,1.37,0.14
11260,75.0,309.7,740329.81,7172046.00,792.09,2.90,1.26,0.10
11260,75.0,276.9,740329.81,7172046.00,836.82,2.92,1.19,0.08
11260,75.0,242.1,740329.81,7172046.00,869.37,2.94,1.15,0.06
11260,75.0,204.7,740329.81,7172046.00,893.03,2.95,1.12,0.05
11260,75.0,164.7,740329.81,7172046.00,909.48,2.96,1.10,0.04
11260,75.0,122.3,740329.81,7172046.00,920.91,2.96,1.09,0.04
11260,75.0,77.5,740329.81,7172046.00,928.81,2.97,1.08,0.03
11260,75.0,30.0,740329.81,7172046.00,933.40,2.97,1.07,0.03
11260,125.0,585.3,740329.81,7172096.00,21.50,1.33,46.52,1.67
11260,125.0,575.3,740329.81,7172096.00,24.04,1.38,41.60,1.62
11260,125.0,565.3,740329.81,7172096.00,29.69,1.47,33.68,1.53
11260,125.0,555.3,740329.81,7172096.00,38.89,1.59,25.71,1.41
11260,125.0,545.3,740329.81,7172096.00,51.76,1.71,19.32,1.29
11260,125.0,532.8,740329.81,7172096.00,79.06,1.90,12.65,1.10
11260,125.0,515.3,740329.81,7172096.00,128.24,2.11,7.80,0.89
11260,125.0,494.7,740329.81,7172096.00,193.92,2.29,5.16,0.71
11260,125.0,472.9,740329.81,7172096.00,276.05,2.44,3.62,0.56
11260,125.0,449.7,740329.81,7172096.00,370.75,2.57,2.70,0.43
11260,125.0,425.2,740329.81,7172096.00,470.72,2.67,2.12,0.33
11260,125.0,399.2,740329.81,7172096.00,567.78,2.75,1.76,0.25
11260,125.0,371.6,740329.81,7172096.00,654.72,2.82,1.53,0.18
11260,125.0,342.4,740329.81,7172096.00,727.83,2.86,1.37,0.14
11260,125.0,311.4,740329.81,7172096.00,786.06,2.90,1.27,0.10
11260,125.0,278.6,740329.81,7172096.00,830.46,2.92,1.20,0.08
11260,125.0,243.8,740329.81,7172096.00,863.04,2.94,1.16,0.06
11260,125.0,206.3,740329.81,7172096.00,887.31,2.95,1.13,0.05
11260,125.0,165.9,740329.81,7172096.00,904.21,2.96,1.11,0.04
11260,125.0,123.2,740329.81,7172096.00,916.10,2.96,1.09,0.04
11260,125.0,78.0,740329.81,7172096.00,924.16,2.97,1.08,0.03
11260,125.0,30.2,740329.81,7172096.00,928.89,2.97,1.08,0.03
11260,175.0,587.0,740329.81,7172146.00,251.37,2.40,3.98,0.60
11260,175.0,577.0,740329.81,7172146.00,243.88,2.39,4.10,0.61
11260,175.0,567.0,740329.81,7172146.00,235.10,2.37,4.25,0.63
