Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,6.21,0.79,161.08,2.21
11260,25.0,571.9,740329.81,7171996.00,7.57,0.88,132.12,2.12
11260,25.0,561.9,740329.81,7171996.00,10.63,1.03,94.05,1.97
11260,25.0,551.9,740329.81,7171996.00,15.95,1.20,62.70,1.80
11260,25.0,541.9,740329.81,7171996.00,24.14,1.38,41.42,1.62
11260,25.0,529.4,740329.81,7171996.00,44.53,1.65,22.46,1.35
11260,25.0,511.9,740329.81,7171996.00,88.38,1.95,11.31,1.05
11260,25.0,491.3,740329.81,7171996.00,154.45,2.19,6.47,0.81
11260,25.0,469.4,740329.81,7171996.00,241.60,2.38,4.14,0.62
11260,25.0,446.3,740329.81,7171996.00,343.36,2.54,2.91,0.46
11260,25.0,421.7,740329.81,7171996.00,450.86,2.65,2.22,0.35
11260,25.0,395.7,740329.81,7171996.00,555.62,2.74,1.80,0.26
11260,25.0,368.2,740329.81,7171996.00,651.09,2.81,1.54,0.19
11260,25.0,338.9,740329.81,7171996.00,733.30,2.87,1.36,0.13
11260,25.0,308.0,740329.81,7171996.00,800.70,2.90,1.25,0.10
11260,25.0,275.1,740329.81,7171996.00,853.63,2.93,1.17,0.07
11260,25.0,240.3,740329.81,7171996.00,893.59,2.95,1.12,0.05
11260,25.0,203.2,740329.81,7171996.00,923.25,2.97,1.08,0.03
11260,25.0,163.5,740329.81,7171996.00,944.03,2.97,1.06,0.03
11260,25.0,121.5,740329.81,7171996.00,958.14,2.98,1.04,0.02
11260,25.0,77.0,740329.81,7171996.00,967.23,2.99,1.03,0.01
11260,25.0,29.8,740329.81,7171996.00,972.15,2.99,1.03,0.01
11260,75.0,583.6,740329.81,7172046.00,14.92,1.17,67.03,1.83
11260,75.0,573.6,740329.81,7172046.00,16.77,1.22,59.62,1.78
11260,75.0,563.6,740329.81,7172046.00,20.77,1.32,48.14,1.68
11260,75.0,553.6,740329.81,7172046.00,27.35,1.44,36.56,1.56
11260,75.0,543.6,740329.81,7172046.00,36.94,1.57,27.07,1.43
11260,75.0,531.1,740329.81,7172046.00,58.97,1.77,16.96,1.23
11260,75.0,513.6,740329.81,7172046.00,103.02,2.01,9.71,0.99
11260,75.0,493.0,740329.81,7172046.00,166.70,2.22,6.00,0.78
11260,75.0,471.2,740329.81,7172046.00,249.35,2.40,4.01,0.60
11260,75.0,448.0,740329.81,7172046.00,345.87,2.54,2.89,0.46
11260,75.0,423.5,740329.81,7172046.00,448.92,2.65,2.23,0.35
11260,75.0,397.5,740329.81,7172046.00,550.80,2.74,1.82,0.26
11260,75.0,369.9,740329.81,7172046.00,645.06,2.81,1.55,0.19
