Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,104.15,2.02,9.60,0.98
11260,25.0,571.9,740329.81,7171996.00,107.74,2.03,9.28,0.97
11260,25.0,561.9,740329.81,7171996.00,114.76,2.06,8.71,0.94
11260,25.0,551.9,740329.81,7171996.00,125.08,2.10,8.00,0.90
11260,25.0,541.9,740329.81,7171996.00,138.55,2.14,7.22,0.86
11260,25.0,529.4,740329.81,7171996.00,165.17,2.22,6.05,0.78
11260,25.0,511.9,740329.81,7171996.00,210.50,2.32,4.75,0.68
11260,25.0,491.3,740329.81,7171996.00,269.42,2.43,3.71,0.57
11260,25.0,469.4,740329.81,7171996.00,341.74,2.53,2.93,0.47
11260,25.0,446.3,740329.81,7171996.00,424.55,2.63,2.36,0.37
11260,25.0,421.7,740329.81,7171996.00,513.18,2.71,1.95,0.29
11260,25.0,395.7,740329.81,7171996.00,601.96,2.78,1.66,0.22
11260,25.0,368.2,740329.81,7171996.00,685.40,2.84,1.46,0.16
11260,25.0,338.9,740329.81,7171996.00,759.18,2.88,1.32,0.12
11260,25.0,308.0,740329.81,7171996.00,820.86,2.91,1.22,0.09
11260,25.0,275.1,740329.81,7171996.00,869.89,2.94,1.15,0.06
11260,25.0,240.3,740329.81,7171996.00,907.11,2.96,1.10,0.04
11260,25.0,203.2,740329.81,7171996.00,934.74,2.97,1.07,0.03
11260,25.0,163.5,740329.81,7171996.00,954.00,2.98,1.05,0.02
11260,25.0,121.5,740329.81,7171996.00,966.95,2.99,1.03,0.01
11260,25.0,77.0,740329.81,7171996.00,975.17,2.99,1.03,0.01
11260,25.0,29.8,740329.81,7171996.00,979.54,2.99,1.02,0.01
11260,75.0,583.6,740329.81,7172046.00,91.84,1.96,10.89,1.04
11260,75.0,573.6,740329.81,7172046.00,95.53,1.98,10.47,1.02
11260,75.0,563.6,740329.81,7172046.00,102.59,2.01,9.75,0.99
11260,75.0,553.6,740329.81,7172046.00,112.81,2.05,8.86,0.95
11260,75.0,543.6,740329.81,7172046.00,126.03,2.10,7.93,0.90
11260,75.0,531.1,740329.81,7172046.00,151.90,2.18,6.58,0.82
11260,75.0,513.6,740329.81,7172046.00,195.85,2.29,5.11,0.71
11260,75.0,493.0,740329.81,7172046.00,253.37,2.40,3.95,0.60
11260,75.0,471.2,740329.81,7172046.00,324.71,2.51,3.08,0.49
11260,75.0,448.0,740329.81,7172046.00,407.44,2.61,2.45,0.39
11260,75.0,423.5,740329.81,7172046.00,497.09,2.70,2.01,0.30
11260,75.0,397.5,740329.81,7172046.00,587.87,2.77,1.70,0.23
11260,75.0,369.9,740329.81,7172046.00,673.84,2.83,1.48,0.17
11260,75.0,340.7,740329.81,7172046.00,750.21,2.88,1.33,0.12
11260,75.0,309.7,740329.81,7172046.00,814.21,2.91,1.23,0.09
11260,75.0,276.9,740329.81,7172046.00,865.07,2.94,1.16,0.06
11260,75.0,242.1,740329.81,7172046.00,903.65,2.96,1.11,0.04
11260,75.0,204.7,740329.81,7172046.00,932.41,2.97,1.07,0.03
11260,75.0,164.7,740329.81,7172046.00,952.41,2.98,1.05,0.02
11260,75.0,122.3,740329.81,7172046.00,965.83,2.98,1.04,0.02
11260,75.0,77.5,740329.81,7172046.00,974.35,2.99,1.03,0.01
11260,75.0,30.0,740329.81,7172046.00,978.86,2.99,1.02,0.01
11260,125.0,585.3,740329.81,7172096.00,100.19,2.00,9.98,1.00
11260,125.0,575.3,740329.81,7172096.00,103.25,2.01,9.68,0.99
11260,125.0,565.3,740329.81,7172096.00,109.10,2.04,9.17,0.96
11260,125.0,555.3,740329.81,7172096.00,117.57,2.07,8.51,0.93
11260,125.0,545.3,740329.81,7172096.00,128.57,2.11,7.78,0.89
11260,125.0,532.8,740329.81,7172096.00,150.18,2.18,6.66,0.82
11260,125.0,515.3,740329.81,7172096.00,187.60,2.27,5.33,0.73
11260,125.0,494.7,740329.81,7172096.00,238.53,2.38,4.19,0.62
11260,125.0,472.9,740329.81,7172096.00,304.44,2.48,3.28,0.52
11260,125.0,449.7,740329.81,7172096.00,384.04,2.58,2.60,0.42
11260,125.0,425.2,740329.81,7172096.00,473.31,2.68,2.11,0.32
11260,125.0,399.2,740329.81,7172096.00,566.09,2.75,1.77,0.25
11260,125.0,371.6,740329.81,7172096.00,655.48,2.82,1.53,0.18
11260,125.0,342.4,740329.81,7172096.00,735.71,2.87,1.36,0.13
11260,125.0,311.4,740329.81,7172096.00,803.29,2.90,1.24,0.10
11260,125.0,278.6,740329.81,7172096.00,857.06,2.93,1.17,0.07
11260,125.0,243.8,740329.81,7172096.00,897.82,2.95,1.11,0.05
11260,125.0,206.3,740329.81,7172096.00,928.40,2.97,1.08,0.03
11260,125.0,165.9,740329.81,7172096.00,949.64,2.98,1.05,0.02
11260,125.0,123.2,740329.81,7172096.00,963.84,2.98,1.04,0.02
11260,125.0,78.0,740329.81,7172096.00,972.87,2.99,1.03,0.01
11260,125.0,30.2,740329.81,7172096.00,977.67,2.99,1.02,0.01
11260,175.0,587.0,740329.81,7172146.00,148.75,2.17,6.72,0.83
11260,175.0,577.0,740329.81,7172146.00,148.61,2.17,6.73,0.83
11260,175.0,567.0,740329.81,7172146.00,149.30,2.17,6.70,0.83
11260,175.0,557.0,740329.81,7172146.00,151.54,2.18,6.60,0.82
11260,175.0,547.0,740329.81,7172146.00,155.89,2.19,6.41,0.81
11260,175.0,534.5,740329.81,7172146.00,166.78,2.22,6.00,0.78
11260,175.0,517.0,740329.81,7172146.00,190.39,2.28,5.25,0.72
11260,175.0,496.4,740329.81,7172146.00,228.92,2.36,4.37,0.64
11260,175.0,474.6,740329.81,7172146.00,285.09,2.45,3.51,0.55
11260,175.0,451.4,740329.81,7172146.00,358.70,2.55,2.79,0.45
