Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,697.21,2.84,1.43,0.16
11260,25.0,571.9,740329.81,7171996.00,698.36,2.84,1.43,0.16
11260,25.0,561.9,740329.81,7171996.00,700.72,2.85,1.43,0.15
11260,25.0,551.9,740329.81,7171996.00,704.27,2.85,1.42,0.15
11260,25.0,541.9,740329.81,7171996.00,708.93,2.85,1.41,0.15
11260,25.0,529.4,740329.81,7171996.00,717.83,2.86,1.39,0.14
11260,25.0,511.9,740329.81,7171996.00,732.31,2.86,1.37,0.14
11260,25.0,491.3,740329.81,7171996.00,750.52,2.88,1.33,0.12
11260,25.0,469.4,740329.81,7171996.00,772.23,2.89,1.29,0.11
11260,25.0,446.3,740329.81,7171996.00,796.63,2.90,1.26,0.10
11260,25.0,421.7,740329.81,7171996.00,822.64,2.92,1.22,0.08
11260,25.0,395.7,740329.81,7171996.00,849.07,2.93,1.18,0.07
11260,25.0,368.2,740329.81,7171996.00,874.73,2.94,1.14,0.06
11260,25.0,338.9,740329.81,7171996.00,898.55,2.95,1.11,0.05
11260,25.0,308.0,740329.81,7171996.00,919.75,2.96,1.09,0.04
11260,25.0,275.1,740329.81,7171996.00,937.87,2.97,1.07,0.03
11260,25.0,240.3,740329.81,7171996.00,952.75,2.98,1.05,0.02
11260,25.0,203.2,740329.81,7171996.00,964.74,2.98,1.04,0.02
11260,25.0,163.5,740329.81,7171996.00,973.81,2.99,1.03,0.01
11260,25.0,121.5,740329.81,7171996.00,980.39,2.99,1.02,0.01
11260,25.0,77.0,740329.81,7171996.00,984.84,2.99,1.02,0.01
11260,25.0,29.8,740329.81,7171996.00,987.33,2.99,1.01,0.01
11260,75.0,583.6,740329.81,7172046.00,677.74,2.83,1.48,0.17
11260,75.0,573.6,740329.81,7172046.00,679.06,2.83,1.47,0.17
11260,75.0,563.6,740329.81,7172046.00,681.70,2.83,1.47,0.17
11260,75.0,553.6,740329.81,7172046.00,685.59,2.84,1.46,0.16
11260,75.0,543.6,740329.81,7172046.00,690.66,2.84,1.45,0.16
11260,75.0,531.1,740329.81,7172046.00,700.26,2.85,1.43,0.15
11260,75.0,513.6,740329.81,7172046.00,715.81,2.85,1.40,0.15
11260,75.0,493.0,740329.81,7172046.00,735.37,2.87,1.36,0.13
11260,75.0,471.2,740329.81,7172046.00,758.67,2.88,1.32,0.12
11260,75.0,448.0,740329.81,7172046.00,784.81,2.89,1.27,0.11
11260,75.0,423.5,740329.81,7172046.00,812.65,2.91,1.23,0.09
11260,75.0,397.5,740329.81,7172046.00,840.88,2.92,1.19,0.08
11260,75.0,369.9,740329.81,7172046.00,868.20,2.94,1.15,0.06
11260,75.0,340.7,740329.81,7172046.00,893.48,2.95,1.12,0.05
11260,75.0,309.7,740329.81,7172046.00,915.90,2.96,1.09,0.04
11260,75.0,276.9,740329.81,7172046.00,935.00,2.97,1.07,0.03
11260,75.0,242.1,740329.81,7172046.00,950.64,2.98,1.05,0.02
11260,75.0,204.7,740329.81,7172046.00,963.27,2.98,1.04,0.02
11260,75.0,164.7,740329.81,7172046.00,972.81,2.99,1.03,0.01
11260,75.0,122.3,740329.81,7172046.00,979.70,2.99,1.02,0.01
11260,75.0,77.5,740329.81,7172046.00,984.36,2.99,1.02,0.01
11260,75.0,30.0,740329.81,7172046.00,986.95,2.99,1.01,0.01
11260,125.0,585.3,740329.81,7172096.00,647.58,2.81,1.54,0.19
11260,125.0,575.3,740329.81,7172096.00,649.09,2.81,1.54,0.19
11260,125.0,565.3,740329.81,7172096.00,652.05,2.81,1.53,0.19
11260,125.0,555.3,740329.81,7172096.00,656.39,2.82,1.52,0.18
11260,125.0,545.3,740329.81,7172096.00,662.00,2.82,1.51,0.18
