Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,3.60,0.56,277.95,2.44
11260,25.0,571.9,740329.81,7171996.00,4.06,0.61,246.61,2.39
11260,25.0,561.9,740329.81,7171996.00,5.90,0.77,169.39,2.23
11260,25.0,551.9,740329.81,7171996.00,9.73,0.99,102.81,2.01
11260,25.0,541.9,740329.81,7171996.00,16.31,1.21,61.31,1.79
11260,25.0,529.4,740329.81,7171996.00,34.56,1.54,28.93,1.46
11260,25.0,511.9,740329.81,7171996.00,78.01,1.89,12.82,1.11
11260,25.0,491.3,740329.81,7171996.00,147.80,2.17,6.77,0.83
11260,25.0,469.4,740329.81,7171996.00,242.62,2.38,4.12,0.62
11260,25.0,446.3,740329.81,7171996.00,353.80,2.55,2.83,0.45
11260,25.0,421.7,740329.81,7171996.00,469.50,2.67,2.13,0.33
11260,25.0,395.7,740329.81,7171996.00,578.97,2.76,1.73,0.24
11260,25.0,368.2,740329.81,7171996.00,674.99,2.83,1.48,0.17
11260,25.0,338.9,740329.81,7171996.00,754.17,2.88,1.33,0.12
11260,25.0,308.0,740329.81,7171996.00,816.28,2.91,1.23,0.09
11260,25.0,275.1,740329.81,7171996.00,863.02,2.94,1.16,0.06
11260,25.0,240.3,740329.81,7171996.00,896.92,2.95,1.11,0.05
11260,25.0,203.2,740329.81,7171996.00,921.19,2.96,1.09,0.04
11260,25.0,163.5,740329.81,7171996.00,937.70,2.97,1.07,0.03
11260,25.0,121.5,740329.81,7171996.00,948.70,2.98,1.05,0.02
11260,25.0,77.0,740329.81,7171996.00,955.79,2.98,1.05,0.02
11260,25.0,29.8,740329.81,7171996.00,959.73,2.98,1.04,0.02
11260,75.0,583.6,740329.81,7172046.00,24.36,1.39,41.05,1.61
11260,75.0,573.6,740329.81,7172046.00,22.90,1.36,43.67,1.64
11260,75.0,563.6,740329.81,7172046.00,23.53,1.37,42.50,1.63
