Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,13.07,1.12,76.51,1.88
11260,25.0,571.9,740329.81,7171996.00,15.08,1.18,66.29,1.82
11260,25.0,561.9,740329.81,7171996.00,19.20,1.28,52.08,1.72
11260,25.0,551.9,740329.81,7171996.00,25.74,1.41,38.85,1.59
11260,25.0,541.9,740329.81,7171996.00,35.09,1.55,28.50,1.45
11260,25.0,529.4,740329.81,7171996.00,56.39,1.75,17.73,1.25
11260,25.0,511.9,740329.81,7171996.00,98.66,1.99,10.14,1.01
11260,25.0,491.3,740329.81,7171996.00,159.63,2.20,6.26,0.80
11260,25.0,469.4,740329.81,7171996.00,239.29,2.38,4.18,0.62
11260,25.0,446.3,740329.81,7171996.00,333.53,2.52,3.00,0.48
11260,25.0,421.7,740329.81,7171996.00,435.73,2.64,2.30,0.36
11260,25.0,395.7,740329.81,7171996.00,538.45,2.73,1.86,0.27
11260,25.0,368.2,740329.81,7171996.00,634.88,2.80,1.58,0.20
11260,25.0,338.9,740329.81,7171996.00,719.96,2.86,1.39,0.14
11260,25.0,308.0,740329.81,7171996.00,790.96,2.90,1.26,0.10
11260,25.0,275.1,740329.81,7171996.00,847.34,2.93,1.18,0.07
11260,25.0,240.3,740329.81,7171996.00,890.16,2.95,1.12,0.05
11260,25.0,203.2,740329.81,7171996.00,922.03,2.96,1.08,0.04
11260,25.0,163.5,740329.81,7171996.00,944.35,2.98,1.06,0.02
11260,25.0,121.5,740329.81,7171996.00,959.47,2.98,1.04,0.02
11260,25.0,77.0,740329.81,7171996.00,969.17,2.99,1.03,0.01
11260,25.0,29.8,740329.81,7171996.00,974.36,2.99,1.03,0.01
11260,75.0,583.6,740329.81,7172046.00,15.52,1.19,64.45,1.81
11260,75.0,573.6,740329.81,7172046.00,17.93,1.25,55.76,1.75
11260,75.0,563.6,740329.81,7172046.00,22.70,1.36,44.06,1.64
11260,75.0,553.6,740329.81,7172046.00,29.97,1.48,33.37,1.52
11260,75.0,543.6,740329.81,7172046.00,39.95,1.60,25.03,1.40
11260,75.0,531.1,740329.81,7172046.00,61.64,1.79,16.22,1.21
11260,75.0,513.6,740329.81,7172046.00,102.74,2.01,9.73,0.99
11260,75.0,493.0,740329.81,7172046.00,160.71,2.21,6.22,0.79
11260,75.0,471.2,740329.81,7172046.00,236.20,2.37,4.23,0.63
11260,75.0,448.0,740329.81,7172046.00,326.40,2.51,3.06,0.49
11260,75.0,423.5,740329.81,7172046.00,425.90,2.63,2.35,0.37
11260,75.0,397.5,740329.81,7172046.00,527.68,2.72,1.90,0.28
11260,75.0,369.9,740329.81,7172046.00,624.69,2.80,1.60,0.20
11260,75.0,340.7,740329.81,7172046.00,711.23,2.85,1.41,0.15
11260,75.0,309.7,740329.81,7172046.00,784.01,2.89,1.28,0.11
11260,75.0,276.9,740329.81,7172046.00,842.02,2.93,1.19,0.07
11260,75.0,242.1,740329.81,7172046.00,886.18,2.95,1.13,0.05
11260,75.0,204.7,740329.81,7172046.00,919.24,2.96,1.09,0.04
11260,75.0,164.7,740329.81,7172046.00,942.37,2.97,1.06,0.03
11260,75.0,122.3,740329.81,7172046.00,958.03,2.98,1.04,0.02
11260,75.0,77.5,740329.81,7172046.00,968.07,2.99,1.03,0.01
11260,75.0,30.0,740329.81,7172046.00,973.44,2.99,1.03,0.01
11260,125.0,585.3,740329.81,7172096.00,48.75,1.69,20.51,1.31
11260,125.0,575.3,740329.81,7172096.00,50.87,1.71,19.66,1.29
11260,125.0,565.3,740329.81,7172096.00,55.09,1.74,18.15,1.26
11260,125.0,555.3,740329.81,7172096.00,61.53,1.79,16.25,1.21
11260,125.0,545.3,740329.81,7172096.00,70.36,1.85,14.21,1.15
11260,125.0,532.8,740329.81,7172096.00,88.90,1.95,11.25,1.05
11260,125.0,515.3,740329.81,7172096.00,123.06,2.09,8.13,0.91
11260,125.0,494.7,740329.81,7172096.00,171.59,2.23,5.83,0.77
11260,125.0,472.9,740329.81,7172096.00,236.68,2.37,4.23,0.63
11260,125.0,449.7,740329.81,7172096.00,317.78,2.50,3.15,0.50
11260,125.0,425.2,740329.81,7172096.00,411.20,2.61,2.43,0.39
11260,125.0,399.2,740329.81,7172096.00,510.52,2.71,1.96,0.29
11260,125.0,371.6,740329.81,7172096.00,607.98,2.78,1.64,0.22
11260,125.0,342.4,740329.81,7172096.00,696.73,2.84,1.44,0.16
11260,125.0,311.4,740329.81,7172096.00,772.34,2.89,1.29,0.11
11260,125.0,278.6,740329.81,7172096.00,833.04,2.92,1.20,0.08
11260,125.0,243.8,740329.81,7172096.00,879.37,2.94,1.14,0.06
11260,125.0,206.3,740329.81,7172096.00,914.39,2.96,1.09,0.04
11260,125.0,165.9,740329.81,7172096.00,938.90,2.97,1.07,0.03
11260,125.0,123.2,740329.81,7172096.00,955.45,2.98,1.05,0.02
11260,125.0,78.0,740329.81,7172096.00,966.08,2.99,1.04,0.01
11260,125.0,30.2,740329.81,7172096.00,971.79,2.99,1.03,0.01
11260,175.0,587.0,740329.81,7172146.00,146.60,2.17,6.82,0.83
11260,175.0,577.0,740329.81,7172146.00,143.46,2.16,6.97,0.84
11260,175.0,567.0,740329.81,7172146.00,139.74,2.15,7.16,0.85
11260,175.0,557.0,740329.81,7172146.00,137.19,2.14,7.29,0.86
11260,175.0,547.0,740329.81,7172146.00,136.95,2.14,7.30,0.86
11260,175.0,534.5,740329.81,7172146.00,141.38,2.15,7.07,0.85
11260,175.0,517.0,740329.81,7172146.00,157.31,2.20,6.36,0.80
11260,175.0,496.4,740329.81,7172146.00,188.39,2.28,5.31,0.72
11260,175.0,474.6,740329.81,7172146.00,237.87,2.38,4.20,0.62
11260,175.0,451.4,740329.81,7172146.00,306.71,2.49,3.26,0.51
11260,175.0,426.9,740329.81,7172146.00,392.40,2.59,2.55,0.41
11260,175.0,400.9,740329.81,7172146.00,488.61,2.69,2.05,0.31
11260,175.0,373.3,740329.81,7172146.00,586.64,2.77,1.70,0.23
11260,175.0,344.1,740329.81,7172146.00,678.13,2.83,1.47,0.17
11260,175.0,313.1,740329.81,7172146.00,757.23,2.88,1.32,0.12
11260,175.0,280.3,740329.81,7172146.00,821.27,2.91,1.22,0.09
11260,175.0,245.5,740329.81,7172146.00,870.38,2.94,1.15,0.06
11260,175.0,207.8,740329.81,7172146.00,907.91,2.96,1.10,0.04
11260,175.0,167.1,740329.81,7172146.00,934.13,2.97,1.07,0.03
11260,175.0,124.0,740329.81,7172146.00,951.86,2.98,1.05,0.02
11260,175.0,78.5,740329.81,7172146.00,963.30,2.98,1.04,0.02
11260,175.0,30.3,740329.81,7172146.00,969.46,2.99,1.03,0.01
11260,225.0,588.6,740329.81,7172196.00,264.40,2.42,3.78,0.58
11260,225.0,578.6,740329.81,7172196.00,252.63,2.40,3.96,0.60
11260,225.0,568.6,740329.81,7172196.00,235.30,2.37,4.25,0.63
11260,225.0,558.6,740329.81,7172196.00,217.36,2.34,4.60,0.66
11260,225.0,548.6,740329.81,7172196.00,202.06,2.31,4.95,0.69
11260,225.0,536.1,740329.81,7172196.00,185.47,2.27,5.39,0.73
11260,225.0,518.6,740329.81,7172196.00,178.64,2.25,5.60,0.75
11260,225.0,498.0,740329.81,7172196.00,191.74,2.28,5.22,0.72
11260,225.0,476.2,740329.81,7172196.00,227.44,2.36,4.40,0.64
11260,225.0,453.0,740329.81,7172196.00,286.57,2.46,3.49,0.54
11260,225.0,428.5,740329.81,7172196.00,366.76,2.56,2.73,0.44
11260,225.0,402.5,740329.81,7172196.00,461.50,2.66,2.17,0.34
11260,225.0,374.9,740329.81,7172196.00,561.20,2.75,1.78,0.25
11260,225.0,345.7,740329.81,7172196.00,656.18,2.82,1.52,0.18
11260,225.0,314.7,740329.81,7172196.00,739.33,2.87,1.35,0.13
11260,225.0,281.9,740329.81,7172196.00,807.20,2.91,1.24,0.09
11260,225.0,247.1,740329.81,7172196.00,859.51,2.93,1.16,0.07
11260,225.0,209.2,740329.81,7172196.00,899.88,2.95,1.11,0.05
11260,225.0,168.2,740329.81,7172196.00,928.12,2.97,1.08,0.03
11260,225.0,124.8,740329.81,7172196.00,947.34,2.98,1.06,0.02
11260,225.0,79.0,740329.81,7172196.00,959.77,2.98,1.04,0.02
11260,225.0,30.5,740329.81,7172196.00,966.52,2.99,1.03,0.01
11260,275.0,589.5,740329.81,7172246.00,249.60,2.40,4.01,0.60
11260,275.0,579.5,740329.81,7172246.00,236.72,2.37,4.22,0.63
