Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,1,4109,740330.0,7172199.0,593.5,89.8,0.0,0.0,18129.15,4368.417,1054.827,299.3144,93.15267,33.60318,13.97486,3.963146,0.4465200,0.000000,49962.05,16589.52,5792.352,2064.984,770.7444,284.5541,97.60306,28.24196,5.998503,0.000000
1,1,4112,740330.0,7172236.5,595.2,85.7,0.0,0.0,17391.43,4256.408,997.2712,259.6967,74.10165,27.05929,12.55230,3.821445,0.4677069,0.000000,52067.05,17290.10,5919.288,2086.151,773.1438,286.6594,98.60947,28.64266,6.066457,0.000000
1,1,4115,740330.0,7172274.0,595.8,83.2,0.0,0.0,17827.71,4325.791,1031.596,247.9526,63.59901,24.61493,11.19148,3.736250,0.4871840,0.000000,54700.29,18093.71,6057.737,2111.093,776.6156,288.2043,99.45223,28.98347,6.119014,0.000000
1,1,4118,740330.0,7172311.5,594.3,85.1,0.0,0.0,17994.01,4291.824,1035.836,248.1496,58.42479,22.02484,10.50316,3.653570,0.4974160,0.000000,55655.15,18491.52,6150.065,2115.840,772.9939,287.9249,99.41508,29.15527,6.150243,0.000000
1,1,4121,740330.0,7172349.0,591.9,87.0,0.0,0.0,17819.82,4182.462,1023.387,252.3266,57.45596,19.83931,9.968692,3.566541,0.5028619,0.000000,55759.32,18625.68,6203.112,2111.906,766.3942,285.7531,99.31005,29.24820,6.168315,0.000000
1,1,4124,740330.1,7172386.5,590.7,87.1,0.0,0.0,17925.02,4172.802,1061.416,259.0510,59.95367,19.73212,8.999729,3.485939,0.5098198,0.000000,56990.59,18930.65,6269.446,2125.794,765.2115,283.8826,99.95679,29.42676,6.190028,0.000000
1,1,4127,740330.2,7172424.0,591.0,86.7,0.0,0.0,17700.11,4132.199,1068.283,265.2777,62.09895,17.22744,8.847820,3.376471,0.5072125,0.000000,57742.48,19152.30,6358.471,2143.971,763.0798,285.5397,99.52957,29.60925,6.219525,0.000000
1,1,4130,740330.4,7172461.5,591.5,86.6,0.0,0.0,17219.02,4066.502,1059.288,270.7329,63.16186,16.57691,8.401191,3.285202,0.5070953,0.000000,57832.20,19205.14,6417.493,2159.745,762.9052,284.6541,99.64491,29.75876,6.247146,0.000000
1,1,4133,740330.6,7172499.5,591.5,86.3,0.0,0.0,16488.88,3952.045,1051.159,275.9272,64.27667,17.71830,7.668029,3.224388,0.5108141,0.000000,57195.77,19109.31,6435.187,2171.587,764.7344,281.8830,100.2137,29.89375,6.278760,0.000000
1,1,4136,740330.8,7172538.5,591.4,86.4,0.0,0.0,15323.94,3729.065,1024.261,278.9074,66.05746,16.55542,7.655711,3.155737,0.5066403,0.000000,55576.73,18876.57,6436.753,2178.722,764.3120,282.5255,99.64568,30.02156,6.319920,0.000000
1,1,4139,740330.8,7172577.0,591.0,87.7,0.0,0.0,14063.11,3487.070,980.1493,274.9640,67.01362,16.75391,7.190727,3.080902,0.4998782,0.000000,53751.97,18534.41,6403.439,2182.285,763.6844,280.8571,99.63779,30.09145,6.337754,0.000000
1,1,4142,740330.8,7172614.0,590.2,89.4,0.0,0.0,12947.83,3260.042,932.6070,268.5628,67.19289,16.48608,6.883422,3.004288,0.4960345,0.000000,51859.23,18158.56,6360.039,2183.727,763.4924,279.8831,99.44954,30.16069,6.347455,0.000000
1,1,4145,740330.5,7172651.5,589.1,90.5,0.0,0.0,11991.54,3043.293,883.5077,260.9479,66.96358,15.79813,6.702755,2.914771,0.4882643,0.000000,50088.38,17814.14,6324.541,2187.404,764.4351,279.8000,99.18478,30.25559,6.362910,0.000000
1,1,4148,740330.1,7172689.0,588.0,91.2,0.0,0.0,11192.01,2845.384,832.6626,251.1599,66.29413,15.98368,6.241905,2.813800,0.4735160,0.000000,48702.08,17528.16,6295.161,2194.407,766.7057,278.8359,99.40275,30.35452,6.385041,0.000000
1,1,4151,740329.6,7172726.5,586.7,92.0,0.0,0.0,10475.93,2661.030,783.4774,240.8224,64.98501,15.41597,6.023647,2.722268,0.4663673,0.000000,47238.57,17204.37,6254.038,2196.927,768.4634,279.1460,99.20284,30.45181,6.414369,0.000000
1,1,4154,740329.1,7172764.0,585.7,92.9,0.0,0.0,9857.368,2496.666,736.2452,229.7119,63.55605,15.00955,5.754229,2.628892,0.4556339,0.000000,45718.19,16837.58,6194.160,2195.006,769.4261,278.7993,99.09919,30.52498,6.435023,0.000000
1,1,4157,740328.5,7172801.5,585.4,93.8,0.0,0.0,9356.435,2360.036,693.5001,218.6740,62.07021,14.83378,5.419287,2.526763,0.4398274,0.000000,44218.00,16449.40,6120.542,2189.266,769.6925,277.9527,99.06186,30.57560,6.446843,0.000000
1,1,4160,740328.0,7172838.5,585.6,94.7,0.0,0.0,8979.914,2256.280,659.0573,209.1462,60.39158,14.31455,5.225245,2.426036,0.4269739,0.000000,42785.23,16064.18,6042.403,2180.073,769.3723,277.8867,98.73895,30.61698,6.458643,0.000000
1,1,4163,740327.6,7172876.0,585.8,95.6,0.0,0.0,8720.648,2183.138,631.7918,200.5307,58.87083,14.11093,4.965372,2.334852,0.4144811,0.000000,41489.81,15695.11,5960.504,2169.729,768.8163,277.1027,98.60462,30.64585,6.467249,0.000000
1,1,4166,740327.2,7172913.0,585.5,96.5,0.0,0.0,8574.451,2140.099,612.0028,193.4120,57.53717,13.84392,4.743788,2.246325,0.4033636,0.000000,40386.36,15368.00,5884.747,2159.214,768.1774,276.6024,98.42162,30.67809,6.479256,0.000000
1,1,4169,740326.9,7172950.0,585.2,97.1,0.0,0.0,8546.425,2127.425,600.1465,187.9666,56.37737,13.50932,4.564744,2.155738,0.3935431,0.000000,39570.23,15112.36,5824.035,2151.123,768.1690,276.5189,98.21461,30.71568,6.491499,0.000000
1,1,4172,740326.7,7172986.0,585.3,96.9,0.0,0.0,8639.989,2144.987,596.6647,184.2468,55.48418,13.41605,4.358856,2.070682,0.3830714,0.000000,39154.93,14959.38,5785.774,2148.249,769.4155,276.2974,98.20676,30.75525,6.501450,0.000000
1,1,4175,740326.5,7173022.5,585.9,96.5,0.0,0.0,8817.670,2184.365,598.9399,181.9347,54.73038,13.22529,4.202764,1.988425,0.3688827,0.000000,38996.31,14878.18,5765.723,2148.588,771.4001,276.7356,98.15131,30.82077,6.527806,0.000000
