Iteration,Location,RL,East,North,Res_ohmm,LogRes,Cond_Ms_m,LogCond
1,25.0,581.9,740329.81,7171996.00,697.21,2.84,1.43,0.16
1,25.0,571.9,740329.81,7171996.00,698.36,2.84,1.43,0.16
1,25.0,561.9,740329.81,7171996.00,700.72,2.85,1.43,0.15
1,25.0,551.9,740329.81,7171996.00,704.27,2.85,1.42,0.15
1,25.0,541.9,740329.81,7171996.00,708.93,2.85,1.41,0.15
1,25.0,529.4,740329.81,7171996.00,717.83,2.86,1.39,0.14
1,25.0,511.9,740329.81,7171996.00,732.31,2.86,1.37,0.14
1,25.0,491.3,740329.81,7171996.00,750.52,2.88,1.33,0.12
1,25.0,469.4,740329.81,7171996.00,772.23,2.89,1.29,0.11
1,25.0,446.3,740329.81,7171996.00,796.63,2.90,1.26,0.10
1,25.0,421.7,740329.81,7171996.00,822.64,2.92,1.22,0.08
1,25.0,395.7,740329.81,7171996.00,849.07,2.93,1.18,0.07
1,25.0,368.2,740329.81,7171996.00,874.73,2.94,1.14,0.06
1,25.0,338.9,740329.81,7171996.00,898.55,2.95,1.11,0.05
1,25.0,308.0,740329.81,7171996.00,919.75,2.96,1.09,0.04
1,25.0,275.1,740329.81,7171996.00,937.87,2.97,1.07,0.03
1,25.0,240.3,740329.81,7171996.00,952.75,2.98,1.05,0.02
1,25.0,203.2,740329.81,7171996.00,964.74,2.98,1.04,0.02
1,25.0,163.5,740329.81,7171996.00,973.81,2.99,1.03,0.01
1,25.0,121.5,740329.81,7171996.00,980.39,2.99,1.02,0.01
1,25.0,77.0,740329.81,7171996.00,984.84,2.99,1.02,0.01
1,25.0,29.8,740329.81,7171996.00,987.33,2.99,1.01,0.01
1,75.0,583.6,740329.81,7172046.00,677.74,2.83,1.48,0.17
1,75.0,573.6,740329.81,7172046.00,679.06,2.83,1.47,0.17
1,75.0,563.6,740329.81,7172046.00,681.70,2.83,1.47,0.17
1,75.0,553.6,740329.81,7172046.00,685.59,2.84,1.46,0.16
1,75.0,543.6,740329.81,7172046.00,690.66,2.84,1.45,0.16
1,75.0,531.1,740329.81,7172046.00,700.26,2.85,1.43,0.15
1,75.0,513.6,740329.81,7172046.00,715.81,2.85,1.40,0.15
1,75.0,493.0,740329.81,7172046.00,735.37,2.87,1.36,0.13
1,75.0,471.2,740329.81,7172046.00,758.67,2.88,1.32,0.12
1,75.0,448.0,740329.81,7172046.00,784.81,2.89,1.27,0.11
1,75.0,423.5,740329.81,7172046.00,812.65,2.91,1.23,0.09
1,75.0,397.5,740329.81,7172046.00,840.88,2.92,1.19,0.08
1,75.0,369.9,740329.81,7172046.00,868.20,2.94,1.15,0.06
1,75.0,340.7,740329.81,7172046.00,893.48,2.95,1.12,0.05
1,75.0,309.7,740329.81,7172046.00,915.90,2.96,1.09,0.04
1,75.0,276.9,740329.81,7172046.00,935.00,2.97,1.07,0.03
1,75.0,242.1,740329.81,7172046.00,950.64,2.98,1.05,0.02
1,75.0,204.7,740329.81,7172046.00,963.27,2.98,1.04,0.02
1,75.0,164.7,740329.81,7172046.00,972.81,2.99,1.03,0.01
1,75.0,122.3,740329.81,7172046.00,979.70,2.99,1.02,0.01
1,75.0,77.5,740329.81,7172046.00,984.36,2.99,1.02,0.01
1,75.0,30.0,740329.81,7172046.00,986.95,2.99,1.01,0.01
1,125.0,585.3,740329.81,7172096.00,647.58,2.81,1.54,0.19
1,125.0,575.3,740329.81,7172096.00,649.09,2.81,1.54,0.19
1,125.0,565.3,740329.81,7172096.00,652.05,2.81,1.53,0.19
1,125.0,555.3,740329.81,7172096.00,656.39,2.82,1.52,0.18
1,125.0,545.3,740329.81,7172096.00,662.00,2.82,1.51,0.18
1,125.0,532.8,740329.81,7172096.00,672.60,2.83,1.49,0.17
1,125.0,515.3,740329.81,7172096.00,689.75,2.84,1.45,0.16
1,125.0,494.7,740329.81,7172096.00,711.32,2.85,1.41,0.15
1,125.0,472.9,740329.81,7172096.00,737.03,2.87,1.36,0.13
1,125.0,449.7,740329.81,7172096.00,765.87,2.88,1.31,0.12
1,125.0,425.2,740329.81,7172096.00,796.56,2.90,1.26,0.10
1,125.0,399.2,740329.81,7172096.00,827.62,2.92,1.21,0.08
1,125.0,371.6,740329.81,7172096.00,857.58,2.93,1.17,0.07
1,125.0,342.4,740329.81,7172096.00,885.19,2.95,1.13,0.05
1,125.0,311.4,740329.81,7172096.00,909.58,2.96,1.10,0.04
1,125.0,278.6,740329.81,7172096.00,930.27,2.97,1.07,0.03
1,125.0,243.8,740329.81,7172096.00,947.14,2.98,1.06,0.02
1,125.0,206.3,740329.81,7172096.00,960.84,2.98,1.04,0.02
1,125.0,165.9,740329.81,7172096.00,971.13,2.99,1.03,0.01
1,125.0,123.2,740329.81,7172096.00,978.54,2.99,1.02,0.01
1,125.0,78.0,740329.81,7172096.00,983.54,2.99,1.02,0.01
1,125.0,30.2,740329.81,7172096.00,986.33,2.99,1.01,0.01
1,175.0,587.0,740329.81,7172146.00,612.25,2.79,1.63,0.21
1,175.0,577.0,740329.81,7172146.00,613.89,2.79,1.63,0.21
1,175.0,567.0,740329.81,7172146.00,617.11,2.79,1.62,0.21
1,175.0,557.0,740329.81,7172146.00,621.84,2.79,1.61,0.21
1,175.0,547.0,740329.81,7172146.00,627.99,2.80,1.59,0.20
1,175.0,534.5,740329.81,7172146.00,639.62,2.81,1.56,0.19
1,175.0,517.0,740329.81,7172146.00,658.51,2.82,1.52,0.18
