Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11260,25.0,581.9,740329.81,7171996.00,10.46,1.02,95.58,1.98
11260,25.0,571.9,740329.81,7171996.00,12.28,1.09,81.42,1.91
11260,25.0,561.9,740329.81,7171996.00,16.06,1.21,62.26,1.79
11260,25.0,551.9,740329.81,7171996.00,22.18,1.35,45.08,1.65
11260,25.0,541.9,740329.81,7171996.00,31.10,1.49,32.16,1.51
11260,25.0,529.4,740329.81,7171996.00,51.86,1.71,19.28,1.29
11260,25.0,511.9,740329.81,7171996.00,93.98,1.97,10.64,1.03
11260,25.0,491.3,740329.81,7171996.00,155.47,2.19,6.43,0.81
11260,25.0,469.4,740329.81,7171996.00,236.12,2.37,4.24,0.63
11260,25.0,446.3,740329.81,7171996.00,331.41,2.52,3.02,0.48
11260,25.0,421.7,740329.81,7171996.00,434.38,2.64,2.30,0.36
11260,25.0,395.7,740329.81,7171996.00,537.45,2.73,1.86,0.27
11260,25.0,368.2,740329.81,7171996.00,633.88,2.80,1.58,0.20
11260,25.0,338.9,740329.81,7171996.00,718.78,2.86,1.39,0.14
11260,25.0,308.0,740329.81,7171996.00,789.58,2.90,1.27,0.10
11260,25.0,275.1,740329.81,7171996.00,845.85,2.93,1.18,0.07
11260,25.0,240.3,740329.81,7171996.00,888.66,2.95,1.13,0.05
11260,25.0,203.2,740329.81,7171996.00,920.60,2.96,1.09,0.04
11260,25.0,163.5,740329.81,7171996.00,943.04,2.97,1.06,0.03
11260,25.0,121.5,740329.81,7171996.00,958.30,2.98,1.04,0.02
11260,25.0,77.0,740329.81,7171996.00,968.13,2.99,1.03,0.01
11260,25.0,29.8,740329.81,7171996.00,973.41,2.99,1.03,0.01
11260,75.0,583.6,740329.81,7172046.00,14.39,1.16,69.49,1.84
11260,75.0,573.6,740329.81,7172046.00,16.67,1.22,59.99,1.78
11260,75.0,563.6,740329.81,7172046.00,21.21,1.33,47.14,1.67
11260,75.0,553.6,740329.81,7172046.00,28.24,1.45,35.41,1.55
11260,75.0,543.6,740329.81,7172046.00,38.00,1.58,26.31,1.42
11260,75.0,531.1,740329.81,7172046.00,59.49,1.77,16.81,1.23
11260,75.0,513.6,740329.81,7172046.00,100.74,2.00,9.93,1.00
11260,75.0,493.0,740329.81,7172046.00,159.27,2.20,6.28,0.80
11260,75.0,471.2,740329.81,7172046.00,235.51,2.37,4.25,0.63
11260,75.0,448.0,740329.81,7172046.00,326.33,2.51,3.06,0.49
11260,75.0,423.5,740329.81,7172046.00,426.06,2.63,2.35,0.37
11260,75.0,397.5,740329.81,7172046.00,527.69,2.72,1.90,0.28
11260,75.0,369.9,740329.81,7172046.00,624.27,2.80,1.60,0.20
11260,75.0,340.7,740329.81,7172046.00,710.34,2.85,1.41,0.15
11260,75.0,309.7,740329.81,7172046.00,782.73,2.89,1.28,0.11
11260,75.0,276.9,740329.81,7172046.00,840.53,2.92,1.19,0.08
11260,75.0,242.1,740329.81,7172046.00,884.62,2.95,1.13,0.05
11260,75.0,204.7,740329.81,7172046.00,917.73,2.96,1.09,0.04
11260,75.0,164.7,740329.81,7172046.00,940.98,2.97,1.06,0.03
11260,75.0,122.3,740329.81,7172046.00,956.77,2.98,1.05,0.02
11260,75.0,77.5,740329.81,7172046.00,966.95,2.99,1.03,0.01
11260,75.0,30.0,740329.81,7172046.00,972.41,2.99,1.03,0.01
11260,125.0,585.3,740329.81,7172096.00,50.44,1.70,19.83,1.30
11260,125.0,575.3,740329.81,7172096.00,52.52,1.72,19.04,1.28
11260,125.0,565.3,740329.81,7172096.00,56.68,1.75,17.64,1.25
11260,125.0,555.3,740329.81,7172096.00,63.09,1.80,15.85,1.20
11260,125.0,545.3,740329.81,7172096.00,71.95,1.86,13.90,1.14
11260,125.0,532.8,740329.81,7172096.00,90.67,1.96,11.03,1.04
11260,125.0,515.3,740329.81,7172096.00,125.30,2.10,7.98,0.90
11260,125.0,494.7,740329.81,7172096.00,174.36,2.24,5.74,0.76
11260,125.0,472.9,740329.81,7172096.00,239.80,2.38,4.17,0.62
11260,125.0,449.7,740329.81,7172096.00,320.81,2.51,3.12,0.49
11260,125.0,425.2,740329.81,7172096.00,413.66,2.62,2.42,0.38
11260,125.0,399.2,740329.81,7172096.00,512.02,2.71,1.95,0.29
11260,125.0,371.6,740329.81,7172096.00,608.41,2.78,1.64,0.22
11260,125.0,342.4,740329.81,7172096.00,696.22,2.84,1.44,0.16
11260,125.0,311.4,740329.81,7172096.00,771.16,2.89,1.30,0.11
11260,125.0,278.6,740329.81,7172096.00,831.48,2.92,1.20,0.08
11260,125.0,243.8,740329.81,7172096.00,877.68,2.94,1.14,0.06
11260,125.0,206.3,740329.81,7172096.00,912.72,2.96,1.10,0.04
11260,125.0,165.9,740329.81,7172096.00,937.35,2.97,1.07,0.03
11260,125.0,123.2,740329.81,7172096.00,954.05,2.98,1.05,0.02
11260,125.0,78.0,740329.81,7172096.00,964.82,2.98,1.04,0.02
11260,125.0,30.2,740329.81,7172096.00,970.63,2.99,1.03,0.01
11260,175.0,587.0,740329.81,7172146.00,152.91,2.18,6.54,0.82
11260,175.0,577.0,740329.81,7172146.00,149.74,2.18,6.68,0.82
11260,175.0,567.0,740329.81,7172146.00,146.03,2.16,6.85,0.84
11260,175.0,557.0,740329.81,7172146.00,143.55,2.16,6.97,0.84
11260,175.0,547.0,740329.81,7172146.00,143.44,2.16,6.97,0.84
11260,175.0,534.5,740329.81,7172146.00,148.17,2.17,6.75,0.83
11260,175.0,517.0,740329.81,7172146.00,164.48,2.22,6.08,0.78
11260,175.0,496.4,740329.81,7172146.00,195.71,2.29,5.11,0.71
11260,175.0,474.6,740329.81,7172146.00,244.88,2.39,4.08,0.61
11260,175.0,451.4,740329.81,7172146.00,312.81,2.50,3.20,0.50
11260,175.0,426.9,740329.81,7172146.00,397.03,2.60,2.52,0.40
11260,175.0,400.9,740329.81,7172146.00,491.46,2.69,2.03,0.31
11260,175.0,373.3,740329.81,7172146.00,587.76,2.77,1.70,0.23
11260,175.0,344.1,740329.81,7172146.00,677.86,2.83,1.48,0.17
11260,175.0,313.1,740329.81,7172146.00,756.01,2.88,1.32,0.12
11260,175.0,280.3,740329.81,7172146.00,819.54,2.91,1.22,0.09
11260,175.0,245.5,740329.81,7172146.00,868.47,2.94,1.15,0.06
11260,175.0,207.8,740329.81,7172146.00,906.00,2.96,1.10,0.04
11260,175.0,167.1,740329.81,7172146.00,932.35,2.97,1.07,0.03
11260,175.0,124.0,740329.81,7172146.00,950.24,2.98,1.05,0.02
11260,175.0,78.5,740329.81,7172146.00,961.84,2.98,1.04,0.02
11260,175.0,30.3,740329.81,7172146.00,968.12,2.99,1.03,0.01
11260,225.0,588.6,740329.81,7172196.00,273.58,2.44,3.66,0.56
11260,225.0,578.6,740329.81,7172196.00,262.07,2.42,3.82,0.58
11260,225.0,568.6,740329.81,7172196.00,245.22,2.39,4.08,0.61
11260,225.0,558.6,740329.81,7172196.00,227.78,2.36,4.39,0.64
11260,225.0,548.6,740329.81,7172196.00,212.90,2.33,4.70,0.67
11260,225.0,536.1,740329.81,7172196.00,196.73,2.29,5.08,0.71
11260,225.0,518.6,740329.81,7172196.00,189.92,2.28,5.27,0.72
11260,225.0,498.0,740329.81,7172196.00,202.42,2.31,4.94,0.69
11260,225.0,476.2,740329.81,7172196.00,237.02,2.37,4.22,0.63
11260,225.0,453.0,740329.81,7172196.00,294.49,2.47,3.40,0.53
11260,225.0,428.5,740329.81,7172196.00,372.54,2.57,2.68,0.43
11260,225.0,402.5,740329.81,7172196.00,464.92,2.67,2.15,0.33
11260,225.0,374.9,740329.81,7172196.00,562.44,2.75,1.78,0.25
11260,225.0,345.7,740329.81,7172196.00,655.75,2.82,1.52,0.18
11260,225.0,314.7,740329.81,7172196.00,737.80,2.87,1.36,0.13
11260,225.0,281.9,740329.81,7172196.00,805.11,2.91,1.24,0.09
11260,225.0,247.1,740329.81,7172196.00,857.23,2.93,1.17,0.07
11260,225.0,209.2,740329.81,7172196.00,897.63,2.95,1.11,0.05
11260,225.0,168.2,740329.81,7172196.00,926.04,2.97,1.08,0.03
11260,225.0,124.8,740329.81,7172196.00,945.45,2.98,1.06,0.02
11260,225.0,79.0,740329.81,7172196.00,958.06,2.98,1.04,0.02
11260,225.0,30.5,740329.81,7172196.00,964.93,2.98,1.04,0.02
11260,275.0,589.5,740329.81,7172246.00,249.86,2.40,4.00,0.60
11260,275.0,579.5,740329.81,7172246.00,238.46,2.38,4.19,0.62
11260,275.0,569.5,740329.81,7172246.00,221.50,2.35,4.51,0.65
11260,275.0,559.5,740329.81,7172246.00,203.64,2.31,4.91,0.69
11260,275.0,549.5,740329.81,7172246.00,188.05,2.27,5.32,0.73
11260,275.0,537.0,740329.81,7172246.00,170.62,2.23,5.86,0.77
11260,275.0,519.5,740329.81,7172246.00,161.70,2.21,6.18,0.79
11260,275.0,498.9,740329.81,7172246.00,171.72,2.23,5.82,0.77
11260,275.0,477.1,740329.81,7172246.00,203.92,2.31,4.90,0.69
11260,275.0,453.9,740329.81,7172246.00,259.70,2.41,3.85,0.59
11260,275.0,429.4,740329.81,7172246.00,337.54,2.53,2.96,0.47
11260,275.0,403.4,740329.81,7172246.00,431.58,2.64,2.32,0.36
11260,275.0,375.8,740329.81,7172246.00,532.45,2.73,1.88,0.27
11260,275.0,346.6,740329.81,7172246.00,630.09,2.80,1.59,0.20
11260,275.0,315.6,740329.81,7172246.00,716.75,2.86,1.40,0.14
11260,275.0,282.8,740329.81,7172246.00,788.31,2.90,1.27,0.10
11260,275.0,248.0,740329.81,7172246.00,844.03,2.93,1.18,0.07
11260,275.0,210.1,740329.81,7172246.00,887.63,2.95,1.13,0.05
11260,275.0,168.9,740329.81,7172246.00,918.42,2.96,1.09,0.04
11260,275.0,125.3,740329.81,7172246.00,939.58,2.97,1.06,0.03
11260,275.0,79.3,740329.81,7172246.00,953.42,2.98,1.05,0.02
11260,275.0,30.6,740329.81,7172246.00,961.02,2.98,1.04,0.02
11260,325.0,589.1,740329.81,7172296.00,88.65,1.95,11.28,1.05
11260,325.0,579.1,740329.81,7172296.00,87.30,1.94,11.45,1.06
11260,325.0,569.1,740329.81,7172296.00,85.16,1.93,11.74,1.07
11260,325.0,559.1,740329.81,7172296.00,83.25,1.92,12.01,1.08
11260,325.0,549.1,740329.81,7172296.00,82.43,1.92,12.13,1.08
11260,325.0,536.6,740329.81,7172296.00,83.81,1.92,11.93,1.08
11260,325.0,519.1,740329.81,7172296.00,92.64,1.97,10.79,1.03
11260,325.0,498.5,740329.81,7172296.00,114.09,2.06,8.77,0.94
11260,325.0,476.7,740329.81,7172296.00,153.14,2.19,6.53,0.81
11260,325.0,453.5,740329.81,7172296.00,213.37,2.33,4.69,0.67
11260,325.0,429.0,740329.81,7172296.00,294.97,2.47,3.39,0.53
11260,325.0,403.0,740329.81,7172296.00,393.08,2.59,2.54,0.41
11260,325.0,375.4,740329.81,7172296.00,498.60,2.70,2.01,0.30
11260,325.0,346.2,740329.81,7172296.00,601.24,2.78,1.66,0.22
11260,325.0,315.2,740329.81,7172296.00,692.89,2.84,1.44,0.16
11260,325.0,282.4,740329.81,7172296.00,769.06,2.89,1.30,0.11
11260,325.0,247.6,740329.81,7172296.00,828.79,2.92,1.21,0.08
11260,325.0,209.7,740329.81,7172296.00,875.86,2.94,1.14,0.06
11260,325.0,168.6,740329.81,7172296.00,909.36,2.96,1.10,0.04
11260,325.0,125.1,740329.81,7172296.00,932.58,2.97,1.07,0.03
11260,325.0,79.1,740329.81,7172296.00,947.90,2.98,1.05,0.02
11260,325.0,30.5,740329.81,7172296.00,956.38,2.98,1.05,0.02
11260,375.0,587.8,740329.81,7172346.00,28.23,1.45,35.42,1.55
11260,375.0,577.8,740329.81,7172346.00,27.82,1.44,35.95,1.56
11260,375.0,567.8,740329.81,7172346.00,27.55,1.44,36.30,1.56
11260,375.0,557.8,740329.81,7172346.00,28.13,1.45,35.55,1.55
11260,375.0,547.8,740329.81,7172346.00,29.88,1.48,33.47,1.52
11260,375.0,535.3,740329.81,7172346.00,34.67,1.54,28.84,1.46
11260,375.0,517.8,740329.81,7172346.00,46.66,1.67,21.43,1.33
11260,375.0,497.2,740329.81,7172346.00,69.62,1.84,14.36,1.16
11260,375.0,475.3,740329.81,7172346.00,109.07,2.04,9.17,0.96
11260,375.0,452.2,740329.81,7172346.00,169.63,2.23,5.90,0.77
11260,375.0,427.7,740329.81,7172346.00,252.40,2.40,3.96,0.60
11260,375.0,401.6,740329.81,7172346.00,353.01,2.55,2.83,0.45
11260,375.0,374.1,740329.81,7172346.00,462.29,2.66,2.16,0.34
11260,375.0,344.9,740329.81,7172346.00,569.58,2.76,1.76,0.24
11260,375.0,313.9,740329.81,7172346.00,666.19,2.82,1.50,0.18
11260,375.0,281.1,740329.81,7172346.00,747.20,2.87,1.34,0.13
11260,375.0,246.3,740329.81,7172346.00,811.36,2.91,1.23,0.09
11260,375.0,208.5,740329.81,7172346.00,862.18,2.94,1.16,0.06
11260,375.0,167.6,740329.81,7172346.00,898.79,2.95,1.11,0.05
11260,375.0,124.4,740329.81,7172346.00,924.40,2.97,1.08,0.03
11260,375.0,78.7,740329.81,7172346.00,941.46,2.97,1.06,0.03
11260,375.0,30.4,740329.81,7172346.00,950.96,2.98,1.05,0.02
11260,425.0,586.6,740329.81,7172396.00,71.68,1.86,13.95,1.14
11260,425.0,576.6,740329.81,7172396.00,59.12,1.77,16.92,1.23
11260,425.0,566.6,740329.81,7172396.00,45.32,1.66,22.06,1.34
11260,425.0,556.6,740329.81,7172396.00,35.74,1.55,27.98,1.45
11260,425.0,546.6,740329.81,7172396.00,30.73,1.49,32.54,1.51
11260,425.0,534.1,740329.81,7172396.00,28.56,1.46,35.02,1.54
11260,425.0,516.6,740329.81,7172396.00,33.57,1.53,29.79,1.47
11260,425.0,496.0,740329.81,7172396.00,49.63,1.70,20.15,1.30
11260,425.0,474.2,740329.81,7172396.00,81.97,1.91,12.20,1.09
11260,425.0,451.0,740329.81,7172396.00,136.21,2.13,7.34,0.87
11260,425.0,426.5,740329.81,7172396.00,214.79,2.33,4.66,0.67
11260,425.0,400.5,740329.81,7172396.00,314.07,2.50,3.18,0.50
11260,425.0,372.9,740329.81,7172396.00,424.76,2.63,2.35,0.37
11260,425.0,343.7,740329.81,7172396.00,535.48,2.73,1.87,0.27
11260,425.0,312.7,740329.81,7172396.00,636.68,2.80,1.57,0.20
11260,425.0,279.9,740329.81,7172396.00,722.62,2.86,1.38,0.14
11260,425.0,245.1,740329.81,7172396.00,791.52,2.90,1.26,0.10
11260,425.0,207.5,740329.81,7172396.00,846.52,2.93,1.18,0.07
11260,425.0,166.8,740329.81,7172396.00,886.63,2.95,1.13,0.05
11260,425.0,123.8,740329.81,7172396.00,915.00,2.96,1.09,0.04
11260,425.0,78.4,740329.81,7172396.00,934.10,2.97,1.07,0.03
