 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0762
  478994.2,     -40.0,        -0.2001
  478994.2,     -80.0,        -0.1077
  478994.2,    -120.0,        -0.0039
  478994.2,    -160.0,        -0.0264
  478994.2,    -200.0,         0.0781
  478994.2,    -240.0,        -0.0772
  478994.2,    -280.0,        -0.1270
  478994.2,    -320.0,        -0.1230
  478994.2,    -360.0,        -0.0122
  478994.2,    -400.0,        -0.0963
  478994.2,    -440.0,         0.0275
  478993.1,       0.0,        -0.0508
  478993.1,     -40.0,        -0.1972
  478993.1,     -80.0,        -0.1173
  478993.1,    -120.0,        -0.0127
  478993.1,    -160.0,        -0.0875
  478993.1,    -200.0,         0.0637
  478993.1,    -240.0,        -0.0755
  478993.1,    -280.0,        -0.0703
  478993.1,    -320.0,        -0.0849
  478993.1,    -360.0,         0.0291
  478993.1,    -400.0,        -0.0549
  478993.1,    -440.0,         0.0410
  478993.2,       0.0,         0.0236
  478993.2,     -40.0,        -0.1529
  478993.2,     -80.0,        -0.1065
  478993.2,    -120.0,         0.0019
  478993.2,    -160.0,        -0.0813
  478993.2,    -200.0,         0.0780
  478993.2,    -240.0,        -0.0944
  478993.2,    -280.0,         0.0748
  478993.2,    -320.0,        -0.0013
  478993.2,    -360.0,         0.0696
  478993.2,    -400.0,        -0.0300
  478993.2,    -440.0,         0.0811
  478994.3,       0.0,         0.0861
  478994.3,     -40.0,        -0.1018
  478994.3,     -80.0,        -0.0792
  478994.3,    -120.0,         0.0347
  478994.3,    -160.0,        -0.0324
  478994.3,    -200.0,         0.0906
  478994.3,    -240.0,        -0.1147
  478994.3,    -280.0,         0.1768
  478994.3,    -320.0,         0.0738
  478994.3,    -360.0,         0.1065
  478994.3,    -400.0,        -0.0056
  478994.3,    -440.0,         0.0833
  478995.7,       0.0,         0.0633
  478995.7,     -40.0,        -0.1453
  478995.7,     -80.0,        -0.0947
  478995.7,    -120.0,         0.0512
  478995.7,    -160.0,         0.0028
  478995.7,    -200.0,         0.0707
  478995.7,    -240.0,        -0.0893
  478995.7,    -280.0,         0.1389
  478995.7,    -320.0,         0.0082
  478995.7,    -360.0,         0.0761
  478995.7,    -400.0,        -0.0192
  478995.7,    -440.0,         0.0303
  478996.8,       0.0,         0.0083
  478996.8,     -40.0,        -0.2358
  478996.8,     -80.0,        -0.1305
  478996.8,    -120.0,         0.0599
  478996.8,    -160.0,         0.0251
  478996.8,    -200.0,         0.0368
  478996.8,    -240.0,        -0.0536
  478996.8,    -280.0,         0.0513
  478996.8,    -320.0,        -0.1402
  478996.8,    -360.0,         0.0245
  478996.8,    -400.0,        -0.0495
  478996.8,    -440.0,        -0.0633
  478997.1,       0.0,         0.0205
  478997.1,     -40.0,        -0.2453
  478997.1,     -80.0,        -0.1137
