 East  ,  RL  ,  Delpar	 
      25.0,     581.9,      0.28
      25.0,     571.9,      0.27
      25.0,     561.9,      0.25
      25.0,     551.9,      0.23
      25.0,     541.9,      0.21
      25.0,     529.4,      0.17
      25.0,     511.9,      0.13
      25.0,     491.3,      0.09
      25.0,     469.4,      0.07
      25.0,     446.3,      0.05
      25.0,     421.7,      0.03
      25.0,     395.7,      0.02
      25.0,     368.2,      0.01
      25.0,     338.9,      0.01
      25.0,     308.0,      0.01
      25.0,     275.1,      0.00
      25.0,     240.3,      0.00
      25.0,     203.2,      0.00
      25.0,     163.5,      0.00
      25.0,     121.5,      0.00
      25.0,      77.0,      0.00
      25.0,      29.8,      0.00
      75.0,     583.6,      0.29
      75.0,     573.6,      0.28
      75.0,     563.6,      0.26
      75.0,     553.6,      0.23
      75.0,     543.6,      0.20
      75.0,     531.1,      0.17
      75.0,     513.6,      0.12
      75.0,     493.0,      0.09
      75.0,     471.2,      0.07
      75.0,     448.0,      0.05
      75.0,     423.5,      0.03
      75.0,     397.5,      0.02
      75.0,     369.9,      0.01
      75.0,     340.7,      0.01
      75.0,     309.7,      0.01
      75.0,     276.9,      0.00
      75.0,     242.1,      0.00
      75.0,     204.7,      0.00
      75.0,     164.7,      0.00
      75.0,     122.3,      0.00
      75.0,      77.5,      0.00
      75.0,      30.0,      0.00
     125.0,     585.3,      0.22
     125.0,     575.3,      0.21
     125.0,     565.3,      0.20
     125.0,     555.3,      0.18
     125.0,     545.3,      0.16
     125.0,     532.8,      0.14
     125.0,     515.3,      0.11
     125.0,     494.7,      0.08
     125.0,     472.9,      0.06
     125.0,     449.7,      0.05
     125.0,     425.2,      0.03
     125.0,     399.2,      0.02
     125.0,     371.6,      0.02
     125.0,     342.4,      0.01
     125.0,     311.4,      0.01
     125.0,     278.6,      0.00
     125.0,     243.8,      0.00
     125.0,     206.3,      0.00
     125.0,     165.9,      0.00
     125.0,     123.2,      0.00
     125.0,      78.0,      0.00
     125.0,      30.2,      0.00
     175.0,     587.0,      0.10
     175.0,     577.0,      0.10
     175.0,     567.0,      0.10
     175.0,     557.0,      0.10
     175.0,     547.0,      0.10
     175.0,     534.5,      0.09
     175.0,     517.0,      0.09
     175.0,     496.4,      0.07
     175.0,     474.6,      0.06
     175.0,     451.4,      0.05
     175.0,     426.9,      0.04
     175.0,     400.9,      0.02
     175.0,     373.3,      0.02
     175.0,     344.1,      0.01
     175.0,     313.1,      0.01
     175.0,     280.3,      0.00
     175.0,     245.5,      0.00
     175.0,     207.8,      0.00
     175.0,     167.1,      0.00
     175.0,     124.0,      0.00
     175.0,      78.5,      0.00
     175.0,      30.3,      0.00
     225.0,     588.6,      0.02
     225.0,     578.6,      0.03
     225.0,     568.6,      0.03
     225.0,     558.6,      0.04
     225.0,     548.6,      0.05
     225.0,     536.1,      0.06
     225.0,     518.6,      0.07
     225.0,     498.0,      0.07
     225.0,     476.2,      0.06
     225.0,     453.0,      0.05
     225.0,     428.5,      0.04
     225.0,     402.5,      0.03
     225.0,     374.9,      0.02
     225.0,     345.7,      0.01
     225.0,     314.7,      0.01
     225.0,     281.9,      0.01
     225.0,     247.1,      0.00
     225.0,     209.2,      0.00
     225.0,     168.2,      0.00
     225.0,     124.8,      0.00
     225.0,      79.0,      0.00
     225.0,      30.5,      0.00
     275.0,     589.5,     -0.02
     275.0,     579.5,     -0.01
     275.0,     569.5,     -0.00
     275.0,     559.5,      0.01
     275.0,     549.5,      0.02
     275.0,     537.0,      0.04
     275.0,     519.5,      0.06
     275.0,     498.9,      0.07
     275.0,     477.1,      0.07
     275.0,     453.9,      0.06
     275.0,     429.4,      0.04
     275.0,     403.4,      0.03
     275.0,     375.8,      0.02
     275.0,     346.6,      0.01
     275.0,     315.6,      0.01
     275.0,     282.8,      0.01
     275.0,     248.0,      0.00
     275.0,     210.1,      0.00
     275.0,     168.9,      0.00
     275.0,     125.3,      0.00
     275.0,      79.3,      0.00
     275.0,      30.6,      0.00
     325.0,     589.1,     -0.05
     325.0,     579.1,     -0.04
     325.0,     569.1,     -0.02
     325.0,     559.1,      0.00
     325.0,     549.1,      0.02
     325.0,     536.6,      0.06
     325.0,     519.1,      0.08
     325.0,     498.5,      0.09
     325.0,     476.7,      0.08
     325.0,     453.5,      0.06
     325.0,     429.0,      0.05
     325.0,     403.0,      0.03
     325.0,     375.4,      0.02
     325.0,     346.2,      0.02
     325.0,     315.2,      0.01
     325.0,     282.4,      0.01
     325.0,     247.6,      0.00
     325.0,     209.7,      0.00
     325.0,     168.6,      0.00
     325.0,     125.1,      0.00
     325.0,      79.1,      0.00
     325.0,      30.5,      0.00
     375.0,     587.8,     -0.11
     375.0,     577.8,     -0.09
     375.0,     567.8,     -0.05
     375.0,     557.8,     -0.01
     375.0,     547.8,      0.03
     375.0,     535.3,      0.08
     375.0,     517.8,      0.11
     375.0,     497.2,      0.11
     375.0,     475.3,      0.10
     375.0,     452.2,      0.07
     375.0,     427.7,      0.05
     375.0,     401.6,      0.04
     375.0,     374.1,      0.03
     375.0,     344.9,      0.02
     375.0,     313.9,      0.01
     375.0,     281.1,      0.01
     375.0,     246.3,      0.01
     375.0,     208.5,      0.00
     375.0,     167.6,      0.00
     375.0,     124.4,      0.00
     375.0,      78.7,      0.00
     375.0,      30.4,      0.00
     425.0,     586.6,     -0.29
     425.0,     576.6,     -0.24
     425.0,     566.6,     -0.17
     425.0,     556.6,     -0.08
     425.0,     546.6,      0.00
     425.0,     534.1,      0.10
     425.0,     516.6,      0.15
     425.0,     496.0,      0.14
     425.0,     474.2,      0.11
     425.0,     451.0,      0.09
     425.0,     426.5,      0.06
     425.0,     400.5,      0.04
     425.0,     372.9,      0.03
     425.0,     343.7,      0.02
     425.0,     312.7,      0.01
     425.0,     279.9,      0.01
     425.0,     245.1,      0.01
     425.0,     207.5,      0.00
     425.0,     166.8,      0.00
     425.0,     123.8,      0.00
     425.0,      78.4,      0.00
     425.0,      30.3,      0.00
     475.0,     586.3,     -0.35
     475.0,     576.3,     -0.28
     475.0,     566.3,     -0.17
     475.0,     556.3,     -0.04
     475.0,     546.3,      0.06
     475.0,     533.8,      0.16
     475.0,     516.3,      0.20
     475.0,     495.7,      0.18
     475.0,     473.8,      0.14
     475.0,     450.7,      0.10
     475.0,     426.2,      0.07
     475.0,     400.2,      0.05
     475.0,     372.6,      0.03
     475.0,     343.4,      0.02
     475.0,     312.4,      0.02
     475.0,     279.6,      0.01
     475.0,     244.8,      0.01
     475.0,     207.1,      0.01
     475.0,     166.6,      0.00
     475.0,     123.7,      0.00
     475.0,      78.3,      0.00
     475.0,      30.3,      0.00
     525.0,     586.3,     -0.04
     525.0,     576.3,      0.02
     525.0,     566.3,      0.11
     525.0,     556.3,      0.19
     525.0,     546.3,      0.26
     525.0,     533.8,      0.30
     525.0,     516.3,      0.29
     525.0,     495.7,      0.23
     525.0,     473.9,      0.17
     525.0,     450.7,      0.12
     525.0,     426.2,      0.09
     525.0,     400.2,      0.06
     525.0,     372.6,      0.04
     525.0,     343.4,      0.03
     525.0,     312.4,      0.02
     525.0,     279.6,      0.01
     525.0,     244.8,      0.01
     525.0,     207.2,      0.01
     525.0,     166.6,      0.00
     525.0,     123.7,      0.00
     525.0,      78.3,      0.00
     525.0,      30.3,      0.00
     575.0,     586.1,      0.26
     575.0,     576.1,      0.28
     575.0,     566.1,      0.32
     575.0,     556.1,      0.36
     575.0,     546.1,      0.38
     575.0,     533.6,      0.38
     575.0,     516.1,      0.34
     575.0,     495.5,      0.27
     575.0,     473.7,      0.20
     575.0,     450.5,      0.14
     575.0,     426.0,      0.10
     575.0,     400.0,      0.07
     575.0,     372.4,      0.05
     575.0,     343.2,      0.03
     575.0,     312.2,      0.02
     575.0,     279.4,      0.02
     575.0,     244.6,      0.01
     575.0,     207.0,      0.01
     575.0,     166.5,      0.01
     575.0,     123.6,      0.00
     575.0,      78.2,      0.00
     575.0,      30.2,      0.00
     625.0,     585.4,      0.24
     625.0,     575.4,      0.26
     625.0,     565.4,      0.28
     625.0,     555.4,      0.31
     625.0,     545.4,      0.33
     625.0,     532.9,      0.35
     625.0,     515.4,      0.34
     625.0,     494.8,      0.28
     625.0,     473.0,      0.22
     625.0,     449.8,      0.16
     625.0,     425.3,      0.12
     625.0,     399.3,      0.08
     625.0,     371.7,      0.06
     625.0,     342.5,      0.04
     625.0,     311.5,      0.03
     625.0,     278.7,      0.02
     625.0,     243.9,      0.01
     625.0,     206.4,      0.01
     625.0,     166.0,      0.01
     625.0,     123.2,      0.00
     625.0,      78.0,      0.00
     625.0,      30.2,      0.00
     675.0,     584.2,      0.14
     675.0,     574.2,      0.15
     675.0,     564.2,      0.18
     675.0,     554.2,      0.21
     675.0,     544.2,      0.24
     675.0,     531.7,      0.28
     675.0,     514.2,      0.29
     675.0,     493.6,      0.27
     675.0,     471.8,      0.22
     675.0,     448.6,      0.17
     675.0,     424.1,      0.13
     675.0,     398.1,      0.09
     675.0,     370.5,      0.06
     675.0,     341.3,      0.04
     675.0,     310.3,      0.03
     675.0,     277.5,      0.02
     675.0,     242.7,      0.02
     675.0,     205.3,      0.01
     675.0,     165.1,      0.01
     675.0,     122.6,      0.01
     675.0,      77.7,      0.00
     675.0,      30.0,      0.00
     725.0,     582.7,      0.05
     725.0,     572.7,      0.07
     725.0,     562.7,      0.10
     725.0,     552.7,      0.13
     725.0,     542.7,      0.17
     725.0,     530.2,      0.21
     725.0,     512.7,      0.24
     725.0,     492.1,      0.24
     725.0,     470.3,      0.21
     725.0,     447.2,      0.17
     725.0,     422.6,      0.13
     725.0,     396.6,      0.10
     725.0,     369.1,      0.07
     725.0,     339.8,      0.05
     725.0,     308.9,      0.03
     725.0,     276.0,      0.02
     725.0,     241.2,      0.02
     725.0,     204.0,      0.01
     725.0,     164.1,      0.01
     725.0,     121.9,      0.01
     725.0,      77.2,      0.00
     725.0,      29.9,      0.00
     775.0,     581.5,      0.01
     775.0,     571.5,      0.03
     775.0,     561.5,      0.05
     775.0,     551.5,      0.09
     775.0,     541.5,      0.12
     775.0,     529.0,      0.16
     775.0,     511.5,      0.20
     775.0,     490.9,      0.21
     775.0,     469.0,      0.20
     775.0,     445.9,      0.16
     775.0,     421.4,      0.13
     775.0,     395.3,      0.10
     775.0,     367.8,      0.07
     775.0,     338.6,      0.05
     775.0,     307.6,      0.04
     775.0,     274.8,      0.03
     775.0,     240.0,      0.02
     775.0,     202.8,      0.01
     775.0,     163.2,      0.01
     775.0,     121.3,      0.01
     775.0,      76.8,      0.00
     775.0,      29.8,      0.00
     825.0,     580.7,     -0.00
     825.0,     570.7,      0.01
     825.0,     560.7,      0.03
     825.0,     550.7,      0.06
     825.0,     540.7,      0.09
     825.0,     528.2,      0.13
     825.0,     510.7,      0.17
     825.0,     490.1,      0.19
     825.0,     468.3,      0.18
     825.0,     445.1,      0.15
     825.0,     420.6,      0.12
     825.0,     394.6,      0.10
     825.0,     367.0,      0.07
     825.0,     337.8,      0.05
     825.0,     306.8,      0.04
     825.0,     274.0,      0.03
     825.0,     239.2,      0.02
     825.0,     202.1,      0.01
     825.0,     162.7,      0.01
     825.0,     120.9,      0.01
     825.0,      76.6,      0.01
     825.0,      29.7,      0.00
     875.0,     580.5,     -0.00
     875.0,     570.5,      0.01
     875.0,     560.5,      0.03
     875.0,     550.5,      0.05
     875.0,     540.5,      0.08
     875.0,     528.0,      0.12
     875.0,     510.5,      0.15
     875.0,     489.9,      0.17
     875.0,     468.0,      0.16
     875.0,     444.9,      0.14
     875.0,     420.3,      0.12
     875.0,     394.3,      0.09
     875.0,     366.8,      0.07
     875.0,     337.6,      0.05
     875.0,     306.6,      0.04
     875.0,     273.8,      0.03
     875.0,     238.9,      0.02
     875.0,     201.9,      0.01
     875.0,     162.5,      0.01
     875.0,     120.8,      0.01
     875.0,      76.5,      0.01
     875.0,      29.7,      0.00
     925.0,     580.4,      0.01
     925.0,     570.4,      0.02
     925.0,     560.4,      0.03
     925.0,     550.4,      0.06
     925.0,     540.4,      0.08
     925.0,     527.9,      0.11
     925.0,     510.4,      0.14
     925.0,     489.8,      0.15
     925.0,     468.0,      0.15
     925.0,     444.8,      0.14
     925.0,     420.3,      0.11
     925.0,     394.3,      0.09
     925.0,     366.7,      0.07
     925.0,     337.5,      0.05
     925.0,     306.5,      0.04
     925.0,     273.7,      0.03
     925.0,     238.9,      0.02
     925.0,     201.9,      0.01
     925.0,     162.5,      0.01
     925.0,     120.7,      0.01
     925.0,      76.5,      0.01
     925.0,      29.7,      0.00
     975.0,     580.5,      0.02
     975.0,     570.5,      0.03
     975.0,     560.5,      0.04
     975.0,     550.5,      0.06
     975.0,     540.5,      0.08
     975.0,     528.0,      0.11
     975.0,     510.5,      0.13
     975.0,     489.9,      0.15
     975.0,     468.0,      0.14
     975.0,     444.9,      0.13
     975.0,     420.3,      0.11
     975.0,     394.3,      0.09
     975.0,     366.8,      0.07
     975.0,     337.6,      0.05
     975.0,     306.6,      0.04
     975.0,     273.7,      0.03
     975.0,     238.9,      0.02
     975.0,     201.9,      0.01
     975.0,     162.5,      0.01
     975.0,     120.8,      0.01
     975.0,      76.5,      0.01
     975.0,      29.7,      0.00
    1025.0,     580.7,      0.02
    1025.0,     570.7,      0.03
    1025.0,     560.7,      0.04
    1025.0,     550.7,      0.06
    1025.0,     540.7,      0.08
    1025.0,     528.2,      0.11
    1025.0,     510.7,      0.13
    1025.0,     490.1,      0.14
    1025.0,     468.3,      0.14
    1025.0,     445.1,      0.13
    1025.0,     420.6,      0.11
    1025.0,     394.6,      0.09
    1025.0,     367.0,      0.07
    1025.0,     337.8,      0.05
    1025.0,     306.8,      0.04
    1025.0,     274.0,      0.03
    1025.0,     239.2,      0.02
    1025.0,     202.1,      0.01
    1025.0,     162.7,      0.01
    1025.0,     120.9,      0.01
    1025.0,      76.6,      0.01
    1025.0,      29.7,      0.00
    1075.0,     581.1,      0.02
    1075.0,     571.1,      0.03
    1075.0,     561.1,      0.04
    1075.0,     551.1,      0.06
