Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,26.08,1.42,38.35,1.58
31003,50.0,22.6,478996.81,6196058.00,25.92,1.41,38.58,1.59
31003,50.0,19.6,478996.81,6196058.00,25.78,1.41,38.78,1.59
31003,50.0,16.6,478996.81,6196058.00,25.80,1.41,38.76,1.59
31003,50.0,13.6,478996.81,6196058.00,26.00,1.41,38.47,1.59
31003,50.0,10.6,478996.81,6196058.00,26.34,1.42,37.96,1.58
31003,50.0,7.6,478996.81,6196058.00,26.79,1.43,37.33,1.57
31003,50.0,4.6,478996.81,6196058.00,27.27,1.44,36.67,1.56
31003,50.0,1.6,478996.81,6196058.00,27.74,1.44,36.05,1.56
31003,50.0,-1.4,478996.81,6196058.00,28.18,1.45,35.48,1.55
31003,50.0,-4.4,478996.81,6196058.00,28.57,1.46,35.01,1.54
31003,50.0,-7.4,478996.81,6196058.00,28.89,1.46,34.62,1.54
31003,50.0,-10.4,478996.81,6196058.00,29.15,1.46,34.31,1.54
31003,50.0,-13.4,478996.81,6196058.00,29.35,1.47,34.07,1.53
31003,50.0,-16.4,478996.81,6196058.00,29.50,1.47,33.89,1.53
31003,50.0,-19.4,478996.81,6196058.00,29.62,1.47,33.76,1.53
31003,50.0,-22.4,478996.81,6196058.00,29.71,1.47,33.66,1.53
31003,50.0,-25.4,478996.81,6196058.00,29.77,1.47,33.59,1.53
31003,50.0,-28.4,478996.81,6196058.00,29.82,1.47,33.53,1.53
31003,50.0,-31.4,478996.81,6196058.00,29.86,1.48,33.49,1.52
31003,50.0,-34.6,478996.81,6196058.00,29.89,1.48,33.45,1.52
31003,50.0,-38.1,478996.81,6196058.00,29.92,1.48,33.43,1.52
31003,50.0,-41.6,478996.81,6196058.00,29.94,1.48,33.41,1.52
31003,50.0,-45.0,478996.81,6196058.00,29.95,1.48,33.39,1.52
31003,50.0,-48.5,478996.81,6196058.00,29.96,1.48,33.38,1.52
31003,50.0,-52.0,478996.81,6196058.00,29.97,1.48,33.37,1.52
31003,50.0,-55.5,478996.81,6196058.00,29.98,1.48,33.36,1.52
31003,50.0,-58.9,478996.81,6196058.00,29.98,1.48,33.35,1.52
31003,50.0,-62.4,478996.81,6196058.00,29.99,1.48,33.35,1.52
31003,50.0,-65.9,478996.81,6196058.00,29.99,1.48,33.35,1.52
31003,150.0,24.6,478996.81,6196158.00,25.34,1.40,39.47,1.60
31003,150.0,21.6,478996.81,6196158.00,24.97,1.40,40.04,1.60
31003,150.0,18.6,478996.81,6196158.00,24.68,1.39,40.51,1.61
31003,150.0,15.6,478996.81,6196158.00,24.67,1.39,40.53,1.61
31003,150.0,12.6,478996.81,6196158.00,24.94,1.40,40.09,1.60
31003,150.0,9.6,478996.81,6196158.00,25.42,1.41,39.35,1.59
31003,150.0,6.6,478996.81,6196158.00,26.01,1.42,38.45,1.58
31003,150.0,3.6,478996.81,6196158.00,26.64,1.43,37.54,1.57
31003,150.0,0.6,478996.81,6196158.00,27.25,1.44,36.70,1.56
31003,150.0,-2.4,478996.81,6196158.00,27.81,1.44,35.96,1.56
31003,150.0,-5.4,478996.81,6196158.00,28.28,1.45,35.36,1.55
31003,150.0,-8.4,478996.81,6196158.00,28.68,1.46,34.87,1.54
31003,150.0,-11.4,478996.81,6196158.00,28.99,1.46,34.49,1.54
31003,150.0,-14.4,478996.81,6196158.00,29.24,1.47,34.20,1.53
31003,150.0,-17.4,478996.81,6196158.00,29.42,1.47,33.99,1.53
31003,150.0,-20.4,478996.81,6196158.00,29.56,1.47,33.83,1.53
31003,150.0,-23.4,478996.81,6196158.00,29.66,1.47,33.72,1.53
31003,150.0,-26.4,478996.81,6196158.00,29.73,1.47,33.63,1.53
31003,150.0,-29.4,478996.81,6196158.00,29.79,1.47,33.57,1.53
31003,150.0,-32.4,478996.81,6196158.00,29.83,1.47,33.52,1.53
31003,150.0,-35.6,478996.81,6196158.00,29.87,1.48,33.48,1.52
31003,150.0,-39.0,478996.81,6196158.00,29.90,1.48,33.45,1.52
31003,150.0,-42.3,478996.81,6196158.00,29.92,1.48,33.42,1.52
31003,150.0,-45.7,478996.81,6196158.00,29.94,1.48,33.40,1.52
31003,150.0,-49.1,478996.81,6196158.00,29.95,1.48,33.38,1.52
31003,150.0,-52.4,478996.81,6196158.00,29.96,1.48,33.37,1.52
31003,150.0,-55.8,478996.81,6196158.00,29.97,1.48,33.36,1.52
31003,150.0,-59.2,478996.81,6196158.00,29.98,1.48,33.36,1.52
31003,150.0,-62.6,478996.81,6196158.00,29.98,1.48,33.35,1.52
31003,150.0,-65.9,478996.81,6196158.00,29.99,1.48,33.35,1.52
31003,250.0,23.8,478996.81,6196258.00,23.98,1.38,41.70,1.62
31003,250.0,20.8,478996.81,6196258.00,22.98,1.36,43.51,1.64
31003,250.0,17.8,478996.81,6196258.00,22.32,1.35,44.81,1.65
31003,250.0,14.8,478996.81,6196258.00,22.27,1.35,44.91,1.65
31003,250.0,11.8,478996.81,6196258.00,22.71,1.36,44.04,1.64
31003,250.0,8.8,478996.81,6196258.00,23.46,1.37,42.62,1.63
31003,250.0,5.8,478996.81,6196258.00,24.37,1.39,41.04,1.61
31003,250.0,2.8,478996.81,6196258.00,25.31,1.40,39.51,1.60
31003,250.0,-0.2,478996.81,6196258.00,26.21,1.42,38.16,1.58
31003,250.0,-3.2,478996.81,6196258.00,27.01,1.43,37.02,1.57
31003,250.0,-6.2,478996.81,6196258.00,27.69,1.44,36.11,1.56
31003,250.0,-9.2,478996.81,6196258.00,28.24,1.45,35.41,1.55
31003,250.0,-12.2,478996.81,6196258.00,28.67,1.46,34.88,1.54
31003,250.0,-15.2,478996.81,6196258.00,29.00,1.46,34.48,1.54
31003,250.0,-18.2,478996.81,6196258.00,29.24,1.47,34.20,1.53
31003,250.0,-21.2,478996.81,6196258.00,29.42,1.47,33.99,1.53
31003,250.0,-24.2,478996.81,6196258.00,29.55,1.47,33.84,1.53
31003,250.0,-27.2,478996.81,6196258.00,29.65,1.47,33.73,1.53
31003,250.0,-30.2,478996.81,6196258.00,29.72,1.47,33.65,1.53
31003,250.0,-33.2,478996.81,6196258.00,29.77,1.47,33.59,1.53
31003,250.0,-36.3,478996.81,6196258.00,29.82,1.47,33.53,1.53
31003,250.0,-39.6,478996.81,6196258.00,29.86,1.48,33.49,1.52
31003,250.0,-42.9,478996.81,6196258.00,29.89,1.48,33.45,1.52
31003,250.0,-46.2,478996.81,6196258.00,29.92,1.48,33.43,1.52
31003,250.0,-49.5,478996.81,6196258.00,29.94,1.48,33.40,1.52
31003,250.0,-52.8,478996.81,6196258.00,29.95,1.48,33.39,1.52
31003,250.0,-56.1,478996.81,6196258.00,29.96,1.48,33.37,1.52
31003,250.0,-59.4,478996.81,6196258.00,29.97,1.48,33.37,1.52
31003,250.0,-62.7,478996.81,6196258.00,29.98,1.48,33.36,1.52
31003,250.0,-66.0,478996.81,6196258.00,29.98,1.48,33.35,1.52
