 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0353
  478994.2,     -40.0,        -0.1091
  478994.2,     -80.0,         0.0008
  478994.2,    -120.0,         0.2213
  478994.2,    -160.0,         0.6168
  478994.2,    -200.0,         0.2263
  478994.2,    -240.0,        -0.2023
  478994.2,    -280.0,        -0.2303
  478994.2,    -320.0,        -0.1816
  478994.2,    -360.0,        -0.3830
  478994.2,    -400.0,        -0.0708
  478994.2,    -440.0,        -0.1054
  478993.1,       0.0,        -0.0025
  478993.1,     -40.0,        -0.0945
  478993.1,     -80.0,        -0.0101
  478993.1,    -120.0,         0.1561
  478993.1,    -160.0,         0.5540
  478993.1,    -200.0,         0.1719
  478993.1,    -240.0,        -0.2127
  478993.1,    -280.0,        -0.1518
  478993.1,    -320.0,        -0.0826
  478993.1,    -360.0,        -0.3272
  478993.1,    -400.0,        -0.1628
  478993.1,    -440.0,        -0.0360
  478993.2,       0.0,         0.0853
  478993.2,     -40.0,        -0.0240
  478993.2,     -80.0,         0.0201
  478993.2,    -120.0,         0.1313
  478993.2,    -160.0,         0.5264
  478993.2,    -200.0,         0.1494
  478993.2,    -240.0,        -0.2664
  478993.2,    -280.0,         0.0009
  478993.2,    -320.0,         0.0683
  478993.2,    -360.0,        -0.2218
  478993.2,    -400.0,        -0.2128
  478993.2,    -440.0,         0.0741
  478994.3,       0.0,         0.1614
  478994.3,     -40.0,         0.0547
  478994.3,     -80.0,         0.0666
  478994.3,    -120.0,         0.1293
  478994.3,    -160.0,         0.5247
  478994.3,    -200.0,         0.1363
  478994.3,    -240.0,        -0.3246
  478994.3,    -280.0,         0.1086
  478994.3,    -320.0,         0.2140
  478994.3,    -360.0,        -0.1147
  478994.3,    -400.0,        -0.2287
  478994.3,    -440.0,         0.1520
  478995.7,       0.0,         0.1450
  478995.7,     -40.0,         0.0262
  478995.7,     -80.0,         0.0469
  478995.7,    -120.0,         0.1020
  478995.7,    -160.0,         0.5096
  478995.7,    -200.0,         0.1106
  478995.7,    -240.0,        -0.3191
  478995.7,    -280.0,         0.0873
  478995.7,    -320.0,         0.2189
  478995.7,    -360.0,        -0.1189
  478995.7,    -400.0,        -0.2746
  478995.7,    -440.0,         0.1711
  478996.8,       0.0,         0.0856
  478996.8,     -40.0,        -0.0707
  478996.8,     -80.0,        -0.0250
  478996.8,    -120.0,         0.0567
