LINE,FID,EAST,NORTH,TER,ALT,PITCH,MAG,AppCon_106140Hz,AppCon_25380Hz,AppCon_6135Hz,AppCon_1518Hz,AppCon_385Hz,AppCon_3323Hz
31023,3564,479294.9,6207789.5,46.9,34.9,0.0,0.00,35.70,52.54,91.47,151.97,294.61,119.78
31023,3571,479296.0,6207812.5,46.8,36.9,0.0,0.00,38.48,55.58,94.02,153.81,298.50,126.03
31023,3578,479297.2,6207835.0,46.7,39.5,0.0,0.00,45.32,59.07,98.52,158.18,307.11,139.40
31023,3585,479298.3,6207857.5,46.7,42.2,0.0,0.00,44.62,59.40,106.43,165.62,311.67,143.75
31023,3592,479299.3,6207880.0,46.9,44.2,0.0,0.00,41.15,55.19,105.12,165.22,304.15,150.78
31023,3599,479299.9,6207902.0,46.4,45.6,0.0,0.00,46.85,56.66,109.97,167.66,309.46,166.52
31023,3606,479300.1,6207923.5,46.2,45.3,0.0,0.00,40.73,54.35,110.25,167.20,307.97,153.13
31023,3613,479300.0,6207945.0,46.1,44.5,0.0,0.00,43.66,57.00,116.11,171.12,318.35,145.73
31023,3620,479299.5,6207966.5,45.8,43.7,0.0,0.00,48.02,64.33,126.05,180.31,322.97,155.14
31023,3627,479298.6,6207989.0,45.5,42.9,0.0,0.00,46.90,66.36,131.33,185.06,325.70,162.56
31023,3634,479297.4,6208012.0,45.3,42.4,0.0,0.00,49.32,69.33,136.35,187.66,326.47,168.82
31023,3641,479296.0,6208035.5,45.0,42.1,0.0,0.00,48.71,68.43,135.39,188.63,325.31,176.48
31023,3648,479294.8,6208059.5,45.0,41.7,0.0,0.00,47.30,69.67,138.07,195.55,331.83,173.49
31023,3655,479293.7,6208083.5,44.9,40.9,0.0,0.00,42.73,66.55,140.14,201.00,332.81,171.16
31023,3662,479292.9,6208107.5,44.8,40.0,0.0,0.00,47.89,72.40,148.75,208.59,337.46,190.78
31023,3669,479292.5,6208131.0,44.7,38.9,0.0,0.00,47.97,76.51,163.17,219.31,341.66,209.96
31023,3676,479292.5,6208154.5,44.7,37.7,0.0,0.00,50.67,78.06,176.32,228.78,345.02,221.26
31023,3683,479293.1,6208178.0,44.9,36.7,0.0,0.00,46.58,77.82,183.24,235.81,349.23,223.47
31023,3690,479294.1,6208201.0,45.2,36.0,0.0,0.00,46.35,77.74,187.57,237.97,349.11,223.89
31023,3697,479295.4,6208224.5,45.5,35.5,0.0,0.00,45.77,77.21,186.46,235.02,346.57,221.78
31023,3704,479296.8,6208248.0,45.6,34.9,0.0,0.00,40.67,73.55,177.67,227.29,340.12,212.14
31023,3711,479298.0,6208271.5,45.7,34.7,0.0,0.00,39.94,71.94,174.77,225.22,338.76,205.52
31023,3718,479298.9,6208295.0,45.8,34.5,0.0,0.00,36.98,66.31,162.63,218.05,328.66,192.08
31023,3725,479299.4,6208318.5,45.9,33.8,0.0,0.00,30.82,59.72,151.15,207.32,318.34,178.35
31023,3732,479299.6,6208342.0,45.9,33.7,0.0,0.00,31.59,61.14,153.39,206.60,316.65,182.97
31023,3739,479299.6,6208366.0,45.6,33.3,0.0,0.00,32.54,62.29,155.25,205.97,317.20,189.08
31023,3746,479299.3,6208390.0,44.8,33.4,0.0,0.00,36.59,67.24,162.93,214.60,327.78,199.69
31023,3753,479299.1,6208414.0,44.0,33.5,0.0,0.00,42.49,73.78,171.74,225.77,339.16,209.05
31023,3760,479298.9,6208438.5,43.2,33.9,0.0,0.00,44.39,74.05,168.35,230.70,348.19,213.57
31023,3767,479299.0,6208463.0,42.3,34.8,0.0,0.00,48.89,72.58,161.40,235.37,358.98,218.05
31023,3774,479299.4,6208487.5,41.3,35.8,0.0,0.00,49.60,66.99,156.88,239.70,374.40,210.89
31023,3781,479300.2,6208512.0,40.3,36.1,0.0,0.00,36.69,55.24,143.73,233.64,378.03,195.33
31023,3788,479301.2,6208536.5,39.5,36.0,0.0,0.00,29.46,47.55,133.20,225.62,380.68,192.06
31023,3795,479302.4,6208560.5,38.9,35.7,0.0,0.00,22.61,41.27,123.00,215.76,379.07,180.28
31023,3802,479303.6,6208585.0,38.3,36.4,0.0,0.00,22.14,41.35,125.36,218.27,388.47,176.88
31023,3809,479304.8,6208609.0,38.0,36.1,0.0,0.00,20.26,39.69,120.23,211.40,379.44,161.86
31023,3816,479305.8,6208633.0,38.4,35.4,0.0,0.00,21.93,40.63,119.38,206.17,368.66,157.63
31023,3823,479306.3,6208657.0,38.7,34.8,0.0,0.00,23.45,40.32,117.85,200.92,354.25,168.19
31023,3830,479306.3,6208681.5,38.7,35.0,0.0,0.00,30.31,47.12,134.15,215.22,358.59,179.27
31023,3837,479306.1,6208705.5,38.7,35.5,0.0,0.00,38.89,57.00,156.29,238.28,371.80,194.44
31023,3844,479305.5,6208730.0,38.7,34.2,0.0,0.00,32.82,51.83,148.37,233.67,360.98,195.78
31023,3851,479304.8,6208754.0,38.7,32.7,0.0,0.00,29.66,48.59,141.76,230.91,352.59,201.01
31023,3858,479303.8,6208778.5,38.1,33.0,0.0,0.00,31.11,50.86,156.26,256.07,369.43,218.88
31023,3865,479303.0,6208804.0,36.9,34.3,0.0,0.00,32.02,54.71,184.37,301.00,402.14,249.99
31023,3872,479302.5,6208829.5,35.5,36.0,0.0,0.00,31.05,57.85,209.06,342.39,425.03,297.97
31023,3879,479302.5,6208855.0,34.5,37.1,0.0,0.00,30.83,60.40,219.19,351.07,432.46,311.44
31023,3886,479303.0,6208880.0,33.7,38.7,0.0,0.00,38.81,71.50,230.30,331.67,434.70,313.81
31033,1,479445.3,6208894.0,36.7,32.6,0.0,0.00,23.23,59.93,167.21,218.58,335.85,186.97
31033,8,479444.6,6208875.0,37.1,32.1,0.0,0.00,20.40,52.28,156.81,223.13,332.71,183.92
31033,15,479444.2,6208856.0,37.7,32.4,0.0,0.00,20.25,49.73,153.58,234.70,338.24,189.59
31033,22,479444.0,6208836.5,38.5,32.6,0.0,0.00,23.80,52.67,157.45,247.22,344.79,199.23
31033,29,479444.0,6208816.5,39.4,32.2,0.0,0.00,25.87,55.40,155.13,248.46,341.74,207.57
31033,36,479444.0,6208796.0,40.5,31.7,0.0,0.00,30.02,61.92,158.84,251.95,338.84,208.39
31033,43,479444.1,6208775.0,41.7,30.9,0.0,0.00,29.12,66.93,161.20,250.84,333.00,203.38
31033,50,479444.1,6208753.5,43.2,29.7,0.0,0.00,22.14,59.30,148.44,234.76,316.53,192.38
31033,57,479444.2,6208731.5,44.4,29.1,0.0,0.00,19.13,54.66,143.46,226.82,307.70,180.18
31033,64,479444.2,6208709.0,45.3,29.2,0.0,0.00,17.76,51.17,138.92,221.04,302.37,173.90
31033,71,479444.2,6208687.0,45.8,29.9,0.0,0.00,17.22,48.42,135.71,216.38,299.08,172.82
31033,78,479444.5,6208664.5,45.6,31.1,0.0,0.00,19.80,52.86,146.18,223.39,306.88,189.29
31033,85,479445.0,6208642.5,45.6,31.8,0.0,0.00,22.44,55.74,152.78,228.26,309.06,196.47
31033,92,479445.6,6208621.0,45.4,32.0,0.0,0.00,23.86,58.22,156.34,231.16,312.74,197.44
31033,99,479446.3,6208600.0,45.0,33.0,0.0,0.00,26.90,62.13,166.23,239.66,320.03,205.40
31033,106,479447.1,6208579.0,45.2,33.4,0.0,0.00,24.10,58.80,157.17,232.72,316.87,199.76
31033,113,479447.8,6208557.5,45.3,34.4,0.0,0.00,25.41,60.65,162.28,235.68,320.94,204.68
31033,120,479448.3,6208536.5,45.3,35.3,0.0,0.00,22.36,56.39,156.15,231.54,315.49,197.53
31033,127,479448.6,6208515.0,45.7,35.6,0.0,0.00,19.33,50.69,144.00,219.03,308.26,183.91
31033,134,479448.8,6208493.5,46.1,35.8,0.0,0.00,17.69,46.92,134.41,208.72,302.98,173.93
31033,141,479448.9,6208472.0,46.3,36.2,0.0,0.00,17.30,45.49,129.07,203.30,299.34,164.93
31033,148,479449.0,6208450.0,46.4,36.4,0.0,0.00,17.39,45.62,125.72,198.69,296.89,157.81
31033,155,479449.1,6208428.0,46.3,37.1,0.0,0.00,18.90,48.42,126.25,195.91,298.17,157.90
31033,162,479449.2,6208405.5,46.1,37.7,0.0,0.00,19.75,48.33,123.67,189.27,295.18,157.00
31033,169,479449.4,6208383.5,46.0,38.4,0.0,0.00,22.62,51.65,126.86,188.90,297.86,157.03
31033,176,479449.6,6208361.0,45.8,39.0,0.0,0.00,24.28,54.69,128.58,188.27,299.38,157.01
31033,183,479449.6,6208338.5,45.7,39.3,0.0,0.00,24.77,56.22,128.59,186.04,301.26,159.53
31033,190,479449.6,6208316.5,45.6,39.4,0.0,0.00,25.17,58.42,130.33,186.15,304.34,161.46
31033,197,479449.6,6208294.0,45.5,38.9,0.0,0.00,25.07,58.57,128.39,184.82,305.65,157.40
31033,204,479449.6,6208272.0,45.4,38.5,0.0,0.00,26.90,62.09,130.37,187.52,311.71,159.43
31033,211,479449.7,6208250.0,45.4,38.0,0.0,0.00,29.12,64.78,132.89,190.60,316.80,158.35
31033,218,479449.7,6208228.0,45.3,37.7,0.0,0.00,31.75,69.45,138.98,194.71,322.15,163.33
31033,225,479449.6,6208206.5,45.2,37.1,0.0,0.00,31.14,72.14,141.20,195.65,324.18,173.68
31033,232,479449.3,6208184.5,45.1,36.7,0.0,0.00,33.25,76.17,145.42,200.90,330.69,179.89
31033,239,479448.9,6208163.0,45.0,36.6,0.0,0.00,33.74,75.73,145.68,207.74,337.81,174.75
31033,246,479448.5,6208141.0,44.9,36.6,0.0,0.00,33.45,73.40,142.52,211.96,344.14,167.85
31033,253,479448.1,6208119.5,44.9,36.7,0.0,0.00,32.44,72.32,139.31,214.31,348.94,174.39
31033,260,479447.8,6208097.5,44.7,37.1,0.0,0.00,34.75,78.57,144.19,222.79,358.44,183.03
31033,267,479447.7,6208076.0,44.6,37.9,0.0,0.00,37.78,82.98,151.65,233.00,365.91,182.34
31033,274,479447.9,6208054.0,44.5,38.9,0.0,0.00,38.95,85.25,153.94,237.82,369.44,186.94
31033,281,479448.1,6208032.0,44.4,39.9,0.0,0.00,39.46,87.77,155.53,238.50,368.61,190.94
31033,288,479448.4,6208010.0,44.4,40.8,0.0,0.00,41.17,88.12,151.71,228.69,364.05,188.93
31033,295,479448.7,6207988.0,44.6,41.9,0.0,0.00,37.41,79.90,138.85,212.07,356.05,177.01
31033,302,479448.9,6207965.5,44.9,43.1,0.0,0.00,36.02,67.42,122.11,194.15,342.15,151.03
31033,309,479449.0,6207943.0,45.4,43.6,0.0,0.00,26.87,52.00,99.92,170.16,312.50,136.37
31033,316,479449.2,6207920.5,45.9,43.4,0.0,0.00,23.94,44.54,84.36,151.96,298.38,126.85
31033,323,479449.3,6207898.5,46.3,42.3,0.0,0.00,19.42,37.53,74.13,140.68,285.48,111.11
31033,330,479449.4,6207877.0,46.8,41.4,0.0,0.00,18.46,36.69,71.74,138.76,277.19,98.81
31033,337,479449.6,6207855.5,47.2,40.0,0.0,0.00,16.87,35.62,69.92,135.50,270.93,96.58
31033,344,479449.7,6207834.0,47.4,38.3,0.0,0.00,16.74,35.89,69.54,133.52,266.65,99.36
31033,351,479449.7,6207812.5,47.3,37.1,0.0,0.00,18.40,38.61,74.42,140.26,271.99,101.66
31033,358,479449.7,6207791.0,46.8,36.5,0.0,0.00,20.73,43.58,81.90,150.98,283.87,105.29
31033,365,479449.6,6207769.5,46.3,36.1,0.0,0.00,22.17,47.13,87.21,159.76,295.26,111.45
31033,372,479449.5,6207747.0,45.7,36.6,0.0,0.00,27.04,54.85,95.68,172.39,311.60,124.10
31033,379,479449.4,6207725.0,45.0,38.0,0.0,0.00,32.37,63.22,106.71,185.00,324.29,138.88
31033,386,479449.2,6207702.5,44.6,39.1,0.0,0.00,32.82,66.09,111.51,189.77,329.48,148.49
31033,393,479448.8,6207680.5,44.2,40.0,0.0,0.00,35.79,69.01,115.45,193.87,335.05,151.65
31033,400,479448.3,6207658.5,43.9,40.4,0.0,0.00,35.61,67.69,115.00,196.53,339.77,150.87
31033,407,479447.7,6207636.5,43.6,40.4,0.0,0.00,35.68,65.72,113.23,197.64,343.04,146.95
31033,414,479447.2,6207614.5,43.4,39.7,0.0,0.00,33.71,59.52,106.36,192.94,340.67,143.95
31033,421,479446.8,6207592.0,43.3,38.6,0.0,0.00,32.92,56.80,102.37,189.23,341.76,140.76
31033,428,479446.8,6207569.5,43.2,38.1,0.0,0.00,36.79,57.24,103.18,190.74,344.62,139.91
31033,435,479447.0,6207547.0,43.3,37.3,0.0,0.00,31.96,50.53,96.00,181.88,336.03,134.70
31033,442,479447.5,6207524.0,43.3,36.7,0.0,0.00,30.06,47.65,93.11,177.63,334.72,132.02
31033,449,479448.1,6207501.0,43.1,36.4,0.0,0.00,30.40,47.70,93.93,179.73,338.26,130.44
31033,456,479448.8,6207478.5,42.9,35.8,0.0,0.00,31.65,48.15,94.29,181.19,339.30,129.80
31033,463,479449.5,6207456.0,42.8,35.6,0.0,0.00,34.56,50.68,97.49,186.05,346.15,135.70
31033,470,479450.1,6207433.5,42.7,35.3,0.0,0.00,33.22,50.55,97.03,185.47,344.65,139.12
31033,477,479450.5,6207411.0,42.9,35.0,0.0,0.00,33.34,51.16,98.27,188.00,347.30,139.19
31033,484,479450.7,6207389.0,43.1,34.9,0.0,0.00,33.99,52.10,100.09,190.82,346.09,139.12
31033,491,479450.6,6207366.5,43.4,34.2,0.0,0.00,29.76,49.35,97.51,184.84,336.83,135.45
31033,498,479450.3,6207344.0,43.7,33.6,0.0,0.00,27.87,48.24,96.58,178.72,328.97,134.50
31033,505,479449.9,6207321.5,44.0,33.1,0.0,0.00,27.92,48.81,97.47,175.86,322.35,131.84
31033,512,479449.3,6207299.0,44.3,33.2,0.0,0.00,29.24,50.15,98.48,173.89,318.49,130.46
31033,519,479448.7,6207276.0,44.6,33.4,0.0,0.00,29.27,50.42,97.80,169.28,312.52,127.88
31033,526,479448.1,6207252.5,44.8,34.0,0.0,0.00,29.73,50.03,96.88,166.28,310.09,125.80
31033,533,479447.6,6207229.0,45.0,34.7,0.0,0.00,28.36,48.39,94.88,163.40,305.79,123.56
31033,540,479447.2,6207205.5,45.4,35.1,0.0,0.00,24.89,44.12,89.70,157.33,298.64,119.32
31033,547,479446.9,6207182.0,45.7,35.1,0.0,0.00,22.43,39.41,84.02,151.42,292.31,113.75
31033,554,479446.6,6207158.0,45.7,35.3,0.0,0.00,22.59,38.71,83.51,151.82,294.90,113.61
31033,561,479446.2,6207134.5,45.1,35.8,0.0,0.00,25.00,41.54,88.06,157.92,307.47,117.68
31033,568,479445.9,6207110.5,44.4,36.6,0.0,0.00,28.68,45.64,94.13,167.02,322.04,124.72
31033,575,479445.5,6207086.5,43.8,37.5,0.0,0.00,32.78,49.17,98.96,176.10,336.85,132.53
31033,582,479445.1,6207063.0,43.4,38.4,0.0,0.00,34.29,51.41,103.95,187.74,353.17,140.83
31033,589,479444.6,6207039.0,43.1,39.0,0.0,0.00,34.49,51.81,106.79,200.25,369.47,148.61
31033,596,479444.4,6207015.5,42.9,39.3,0.0,0.00,33.55,51.22,108.65,214.62,387.33,154.20
31033,603,479444.4,6206992.0,42.8,39.5,0.0,0.00,31.36,49.31,108.45,227.06,400.89,158.81
31033,610,479444.7,6206968.5,42.7,39.2,0.0,0.00,27.79,46.06,105.71,233.00,409.57,160.17
31033,617,479445.2,6206945.0,42.7,38.8,0.0,0.00,26.24,44.72,105.58,234.57,410.37,155.74
31033,624,479445.9,6206921.5,42.6,38.2,0.0,0.00,26.58,42.32,102.68,223.50,399.54,152.60
31033,631,479446.6,6206898.0,42.8,37.2,0.0,0.00,25.70,42.00,99.11,205.04,385.00,144.82
31033,638,479447.3,6206874.5,42.7,37.0,0.0,0.00,29.17,45.11,101.53,195.68,375.29,139.22
31033,645,479447.7,6206850.0,42.7,36.9,0.0,0.00,29.69,45.45,100.68,182.45,356.24,133.69
31033,652,479447.9,6206826.0,43.0,36.7,0.0,0.00,29.24,46.55,100.57,169.77,341.93,130.79
31033,659,479447.8,6206802.0,43.0,36.9,0.0,0.00,31.04,48.84,101.77,160.68,327.83,130.82
31033,666,479447.5,6206778.5,43.2,36.5,0.0,0.00,29.92,50.96,99.56,152.74,317.61,123.13
31033,673,479446.9,6206755.0,43.4,36.5,0.0,0.00,33.75,54.99,98.67,147.84,313.20,118.36
31033,680,479446.0,6206731.5,43.6,35.9,0.0,0.00,32.19,55.68,92.96,140.02,304.08,109.46
31033,687,479444.9,6206708.5,43.9,35.1,0.0,0.00,33.19,57.55,88.82,134.48,301.21,102.46
31033,694,479443.6,6206685.0,44.0,34.9,0.0,0.00,34.70,60.50,87.56,132.24,299.22,99.78
31033,701,479442.4,6206662.0,44.2,34.8,0.0,0.00,36.18,62.81,87.44,130.98,296.77,98.81
31033,708,479441.7,6206638.5,44.5,34.6,0.0,0.00,36.21,63.22,88.50,130.59,293.76,97.94
31033,715,479441.5,6206614.5,44.9,34.4,0.0,0.00,33.91,65.32,92.05,131.43,288.83,97.91
31033,722,479441.9,6206591.0,45.3,34.2,0.0,0.00,33.03,71.21,102.08,136.06,285.99,107.17
31033,729,479443.0,6206567.5,45.9,34.0,0.0,0.00,32.09,75.85,120.50,143.70,283.55,126.16
31033,736,479444.4,6206544.0,46.2,34.4,0.0,0.00,34.94,84.53,149.94,157.49,288.23,148.62
31033,743,479446.0,6206521.0,46.3,35.2,0.0,0.00,35.55,90.41,176.96,173.02,292.70,171.12
31033,750,479447.6,6206497.5,46.3,36.1,0.0,0.00,36.79,89.93,193.66,186.83,299.07,185.28
31033,757,479449.0,6206474.5,46.5,36.6,0.0,0.00,34.69,83.26,192.45,193.08,299.24,193.17
31033,764,479450.2,6206451.5,46.6,37.1,0.0,0.00,34.66,81.88,195.49,199.86,301.52,205.17
31033,771,479451.1,6206429.0,46.7,37.2,0.0,0.00,31.48,78.28,193.73,204.12,303.68,209.17
31033,778,479451.5,6206406.0,47.0,37.6,0.0,0.00,30.10,72.50,188.46,208.36,305.57,210.15
31033,785,479451.6,6206382.5,47.7,37.2,0.0,0.00,22.92,57.67,161.37,201.46,298.30,192.01
31033,792,479451.3,6206359.5,48.8,36.2,0.0,0.00,16.95,45.18,134.07,186.68,284.56,168.68
31033,799,479450.8,6206336.5,49.7,35.1,0.0,0.00,14.54,38.06,117.75,176.68,273.43,154.37
31033,806,479450.2,6206313.5,50.1,34.6,0.0,0.00,14.61,37.16,113.87,177.61,273.46,150.70
31033,813,479449.2,6206290.0,49.7,35.0,0.0,0.00,17.75,41.79,125.60,191.29,287.71,160.82
31033,820,479448.3,6206267.0,49.1,35.6,0.0,0.00,20.51,48.20,141.65,206.83,301.71,179.24
31033,827,479447.3,6206243.5,48.5,36.1,0.0,0.00,23.22,54.50,159.00,223.43,313.59,202.71
31033,834,479446.6,6206220.0,47.9,36.6,0.0,0.00,27.15,63.09,188.32,245.85,328.63,229.54
31033,841,479446.1,6206196.5,47.4,36.9,0.0,0.00,31.96,70.92,211.90,267.40,340.23,247.74
31033,848,479446.0,6206173.0,47.4,37.2,0.0,0.00,32.50,73.03,219.87,278.24,346.76,265.31
31033,855,479446.2,6206149.5,47.3,37.7,0.0,0.00,32.95,74.12,223.23,288.21,354.33,276.99
31033,862,479446.8,6206126.0,47.4,38.4,0.0,0.00,33.63,72.43,221.52,298.31,362.00,276.45
31033,869,479447.6,6206102.5,47.6,38.9,0.0,0.00,30.98,63.94,206.56,298.60,363.41,266.99
31033,876,479448.6,6206078.5,48.0,39.1,0.0,0.00,27.43,56.73,184.12,288.78,358.83,249.06
31033,883,479449.6,6206054.5,48.5,39.2,0.0,0.00,26.09,53.76,170.12,283.66,355.17,240.83
31033,890,479450.5,6206030.5,49.1,38.9,0.0,0.00,23.07,47.58,152.11,271.34,346.23,224.27
31033,897,479451.2,6206006.5,49.8,38.3,0.0,0.00,22.18,43.30,138.28,257.10,337.85,205.61
31033,904,479451.8,6205982.5,50.6,37.1,0.0,0.00,17.96,37.16,119.31,235.44,320.27,179.60
31033,911,479452.2,6205958.5,51.4,35.4,0.0,0.00,15.57,34.12,106.65,216.65,307.67,162.21
31033,918,479452.3,6205934.5,51.2,35.1,0.0,0.00,17.97,37.17,114.00,224.06,317.27,172.96
31033,925,479452.0,6205910.5,50.5,35.5,0.0,0.00,21.53,42.57,128.87,241.77,331.35,187.63
31033,932,479451.5,6205886.5,49.9,36.0,0.0,0.00,24.03,47.20,143.68,256.45,345.66,205.06
31033,939,479450.9,6205862.0,49.3,36.0,0.0,0.00,23.55,48.93,150.89,261.11,350.83,217.45
31033,946,479450.1,6205838.0,48.7,36.0,0.0,0.00,24.23,51.82,159.25,267.62,356.84,227.80
31033,953,479449.3,6205814.0,48.1,36.0,0.0,0.00,24.17,53.81,168.06,274.62,364.29,232.33
31033,960,479448.6,6205790.5,47.7,36.1,0.0,0.00,24.84,56.01,174.27,281.11,372.34,237.40
31033,967,479447.8,6205767.0,47.3,36.2,0.0,0.00,25.24,57.60,180.05,290.28,381.18,247.29
31033,974,479447.2,6205744.0,46.9,36.1,0.0,0.00,25.14,58.75,188.19,304.40,393.76,253.65
31033,981,479446.6,6205721.5,46.5,36.2,0.0,0.00,27.13,61.39,199.93,321.09,405.40,271.02
31033,988,479446.3,6205698.5,46.3,36.1,0.0,0.00,28.48,62.66,206.09,330.67,413.58,279.78
31033,995,479446.1,6205675.5,46.1,36.2,0.0,0.00,29.18,62.93,205.70,330.79,417.89,280.55
31033,1002,479446.0,6205652.5,46.0,36.4,0.0,0.00,28.95,61.13,197.33,319.62,412.16,272.54
31033,1009,479445.9,6205629.5,46.0,36.4,0.0,0.00,25.28,54.80,179.03,297.09,400.36,251.32
31033,1016,479445.8,6205606.5,46.2,36.0,0.0,0.00,21.98,49.18,159.58,274.92,387.31,230.16
31033,1023,479445.8,6205584.0,46.2,35.3,0.0,0.00,19.73,45.58,150.56,261.64,376.88,214.57
31033,1030,479445.9,6205561.5,45.9,34.9,0.0,0.00,21.21,48.42,155.03,264.99,379.26,218.46
31033,1037,479445.9,6205539.5,45.3,35.6,0.0,0.00,25.15,54.68,173.27,282.38,389.89,238.86
31033,1044,479445.5,6205517.0,44.7,36.0,0.0,0.00,26.46,57.32,183.75,289.77,393.51,250.28
31033,1051,479445.0,6205494.5,44.2,36.5,0.0,0.00,29.00,62.51,198.97,301.62,402.16,264.46
31033,1058,479444.5,6205472.0,43.9,37.0,0.0,0.00,31.44,66.19,209.16,310.61,404.27,275.43
31033,1065,479444.1,6205449.5,43.7,37.5,0.0,0.00,33.30,68.03,214.78,316.28,406.54,284.50
31033,1072,479444.0,6205427.5,43.8,37.6,0.0,0.00,32.26,65.54,211.16,317.86,406.21,285.61
31033,1079,479444.2,6205405.5,44.0,37.1,0.0,0.00,29.85,61.26,198.57,316.21,403.22,271.03
31033,1086,479444.6,6205383.5,44.2,36.1,0.0,0.00,27.45,57.72,187.33,318.33,404.41,258.40
31033,1093,479445.3,6205362.0,44.6,34.9,0.0,0.00,27.35,55.15,176.48,316.55,405.63,246.70
31033,1100,479446.3,6205340.0,45.1,33.9,0.0,0.00,27.53,52.97,167.40,310.89,399.36,240.10
31033,1107,479447.6,6205318.0,45.6,33.3,0.0,0.00,26.08,49.68,155.72,296.99,390.76,227.62
31033,1114,479449.0,6205296.0,46.3,32.9,0.0,0.00,25.05,45.85,144.10,277.87,379.55,210.17
31033,1121,479450.8,6205273.5,47.1,32.1,0.0,0.00,21.59,39.17,124.76,244.43,354.33,183.56
31033,1128,479452.6,6205251.5,47.9,31.9,0.0,0.00,21.48,36.63,112.50,222.70,336.74,166.35
31033,1135,479454.4,6205229.0,48.6,30.9,0.0,0.00,18.73,31.64,94.64,194.93,309.70,142.64
31033,1142,479456.1,6205206.5,49.2,30.3,0.0,0.00,17.40,29.10,85.24,179.07,295.12,130.18
31033,1149,479457.2,6205184.5,48.9,31.2,0.0,0.00,19.57,31.37,89.14,185.65,301.33,137.07
31033,1156,479457.8,6205162.0,47.8,33.1,0.0,0.00,25.17,38.07,104.16,209.85,323.95,159.76
31033,1163,479457.9,6205140.0,46.7,34.5,0.0,0.00,27.03,42.20,116.84,227.48,341.09,177.44
31033,1170,479457.6,6205118.0,45.8,35.1,0.0,0.00,26.46,44.77,124.81,235.20,350.00,185.98
31033,1177,479456.8,6205096.0,45.0,35.8,0.0,0.00,30.35,50.63,136.53,243.83,364.19,196.65
31033,1184,479455.6,6205074.0,44.5,36.3,0.0,0.00,31.40,53.16,141.13,242.85,366.93,198.71
31033,1191,479454.3,6205051.5,44.2,36.2,0.0,0.00,30.45,54.08,140.77,238.97,369.68,192.20
31033,1198,479453.0,6205029.5,44.0,36.2,0.0,0.00,31.48,54.29,139.83,237.49,371.83,189.87
31033,1205,479452.1,6205007.0,44.2,35.9,0.0,0.00,28.51,49.63,131.29,230.63,364.95,181.02
31033,1212,479451.7,6204984.0,44.6,35.7,0.0,0.00,28.49,47.68,126.04,226.26,359.57,175.44
31033,1219,479451.8,6204961.5,45.2,35.6,0.0,0.00,26.89,44.88,117.79,217.36,349.94,166.81
31033,1226,479452.2,6204939.0,46.0,35.5,0.0,0.00,25.12,43.38,110.54,207.56,338.87,158.10
31033,1233,479452.9,6204916.5,46.9,35.5,0.0,0.00,24.50,42.24,102.69,198.34,330.48,147.65
31033,1240,479453.6,6204894.0,47.8,35.8,0.0,0.00,23.28,39.63,95.00,188.73,320.28,138.59
31033,1247,479454.3,6204871.5,48.7,35.6,0.0,0.00,17.74,34.12,83.33,173.32,305.36,125.73
31033,1254,479454.6,6204849.0,49.3,35.6,0.0,0.00,15.49,30.67,76.53,166.42,298.29,119.75
31033,1261,479454.6,6204827.0,48.9,36.4,0.0,0.00,17.19,32.25,80.14,178.60,314.13,126.46
31033,1268,479454.1,6204805.0,48.2,36.8,0.0,0.00,20.64,35.87,86.93,197.24,338.28,134.95
31033,1275,479453.3,6204783.0,47.4,37.0,0.0,0.00,23.05,39.12,93.81,216.06,364.46,143.53
31033,1282,479452.1,6204760.5,46.6,36.9,0.0,0.00,23.19,40.15,97.49,229.74,385.04,150.63
31033,1289,479450.7,6204738.0,46.0,36.8,0.0,0.00,22.82,41.37,101.19,241.74,405.19,156.17
31033,1296,479449.2,6204715.5,45.4,36.8,0.0,0.00,23.55,43.32,106.65,256.21,424.33,161.82
31033,1303,479447.6,6204693.0,44.7,36.6,0.0,0.00,23.56,44.16,110.11,263.87,436.21,166.67
31033,1310,479446.1,6204670.0,44.0,36.5,0.0,0.00,25.28,48.14,118.84,270.90,443.81,179.33
31033,1317,479445.0,6204647.0,43.3,36.5,0.0,0.00,27.64,52.37,127.97,266.34,440.63,187.43
31033,1324,479444.5,6204624.0,42.8,36.4,0.0,0.00,30.04,56.08,133.73,249.96,428.54,186.22
31033,1331,479444.7,6204601.0,42.5,36.5,0.0,0.00,31.68,59.17,134.99,231.25,411.42,178.35
31033,1338,479445.5,6204577.5,42.4,36.0,0.0,0.00,31.86,57.99,128.63,209.16,389.66,161.20
31033,1345,479446.8,6204554.5,42.5,35.4,0.0,0.00,32.95,58.53,125.32,196.36,376.91,152.73
31033,1352,479448.4,6204531.5,42.6,34.8,0.0,0.00,32.86,57.42,124.20,189.31,366.86,150.44
31033,1359,479450.0,6204508.5,42.9,34.6,0.0,0.00,31.29,54.81,123.47,185.86,361.00,150.65
31033,1366,479451.3,6204485.0,43.4,34.3,0.0,0.00,23.73,46.57,112.23,175.35,342.96,140.53
31033,1373,479452.2,6204462.0,44.1,34.1,0.0,0.00,19.88,40.66,102.10,166.27,330.25,133.20
31033,1380,479452.7,6204438.5,44.4,33.9,0.0,0.00,17.57,37.82,95.85,159.67,320.88,126.15
31033,1387,479452.6,6204415.0,44.1,34.7,0.0,0.00,19.62,40.66,101.28,166.07,325.91,130.65
