Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,22.37,1.35,44.70,1.65
31003,50.0,22.6,478996.81,6196058.00,21.54,1.33,46.42,1.67
31003,50.0,19.6,478996.81,6196058.00,20.60,1.31,48.55,1.69
31003,50.0,16.6,478996.81,6196058.00,20.08,1.30,49.79,1.70
31003,50.0,13.6,478996.81,6196058.00,20.17,1.30,49.59,1.70
31003,50.0,10.6,478996.81,6196058.00,20.77,1.32,48.14,1.68
31003,50.0,7.6,478996.81,6196058.00,21.73,1.34,46.01,1.66
31003,50.0,4.6,478996.81,6196058.00,22.88,1.36,43.71,1.64
31003,50.0,1.6,478996.81,6196058.00,24.05,1.38,41.58,1.62
31003,50.0,-1.4,478996.81,6196058.00,25.15,1.40,39.77,1.60
31003,50.0,-4.4,478996.81,6196058.00,26.11,1.42,38.30,1.58
31003,50.0,-7.4,478996.81,6196058.00,26.92,1.43,37.15,1.57
31003,50.0,-10.4,478996.81,6196058.00,27.57,1.44,36.27,1.56
31003,50.0,-13.4,478996.81,6196058.00,28.08,1.45,35.61,1.55
31003,50.0,-16.4,478996.81,6196058.00,28.48,1.45,35.11,1.55
31003,50.0,-19.4,478996.81,6196058.00,28.79,1.46,34.74,1.54
31003,50.0,-22.4,478996.81,6196058.00,29.02,1.46,34.46,1.54
31003,50.0,-25.4,478996.81,6196058.00,29.20,1.47,34.25,1.53
31003,50.0,-28.4,478996.81,6196058.00,29.34,1.47,34.08,1.53
31003,50.0,-31.4,478996.81,6196058.00,29.45,1.47,33.96,1.53
31003,50.0,-34.6,478996.81,6196058.00,29.54,1.47,33.85,1.53
31003,50.0,-38.1,478996.81,6196058.00,29.62,1.47,33.76,1.53
31003,50.0,-41.6,478996.81,6196058.00,29.67,1.47,33.70,1.53
31003,50.0,-45.0,478996.81,6196058.00,29.72,1.47,33.65,1.53
31003,50.0,-48.5,478996.81,6196058.00,29.75,1.47,33.61,1.53
31003,50.0,-52.0,478996.81,6196058.00,29.78,1.47,33.58,1.53
31003,50.0,-55.5,478996.81,6196058.00,29.80,1.47,33.55,1.53
31003,50.0,-58.9,478996.81,6196058.00,29.82,1.47,33.53,1.53
31003,50.0,-62.4,478996.81,6196058.00,29.83,1.47,33.52,1.53
31003,50.0,-65.9,478996.81,6196058.00,29.84,1.47,33.51,1.53
31003,150.0,24.6,478996.81,6196158.00,21.61,1.33,46.28,1.67
31003,150.0,21.6,478996.81,6196158.00,19.98,1.30,50.05,1.70
31003,150.0,18.6,478996.81,6196158.00,18.39,1.26,54.37,1.74
31003,150.0,15.6,478996.81,6196158.00,17.65,1.25,56.67,1.75
31003,150.0,12.6,478996.81,6196158.00,17.80,1.25,56.17,1.75
31003,150.0,9.6,478996.81,6196158.00,18.66,1.27,53.60,1.73
31003,150.0,6.6,478996.81,6196158.00,19.94,1.30,50.16,1.70
31003,150.0,3.6,478996.81,6196158.00,21.40,1.33,46.72,1.67
31003,150.0,0.6,478996.81,6196158.00,22.88,1.36,43.71,1.64
31003,150.0,-2.4,478996.81,6196158.00,24.23,1.38,41.27,1.62
31003,150.0,-5.4,478996.81,6196158.00,25.40,1.40,39.37,1.60
31003,150.0,-8.4,478996.81,6196158.00,26.37,1.42,37.93,1.58
31003,150.0,-11.4,478996.81,6196158.00,27.14,1.43,36.85,1.57
31003,150.0,-14.4,478996.81,6196158.00,27.74,1.44,36.04,1.56
31003,150.0,-17.4,478996.81,6196158.00,28.21,1.45,35.45,1.55
31003,150.0,-20.4,478996.81,6196158.00,28.56,1.46,35.01,1.54
31003,150.0,-23.4,478996.81,6196158.00,28.84,1.46,34.68,1.54
31003,150.0,-26.4,478996.81,6196158.00,29.04,1.46,34.43,1.54
31003,150.0,-29.4,478996.81,6196158.00,29.21,1.47,34.24,1.53
31003,150.0,-32.4,478996.81,6196158.00,29.33,1.47,34.09,1.53
31003,150.0,-35.6,478996.81,6196158.00,29.45,1.47,33.96,1.53
31003,150.0,-39.0,478996.81,6196158.00,29.53,1.47,33.86,1.53
31003,150.0,-42.3,478996.81,6196158.00,29.60,1.47,33.78,1.53
31003,150.0,-45.7,478996.81,6196158.00,29.65,1.47,33.72,1.53
31003,150.0,-49.1,478996.81,6196158.00,29.70,1.47,33.67,1.53
31003,150.0,-52.4,478996.81,6196158.00,29.73,1.47,33.63,1.53
31003,150.0,-55.8,478996.81,6196158.00,29.76,1.47,33.61,1.53
31003,150.0,-59.2,478996.81,6196158.00,29.78,1.47,33.58,1.53
31003,150.0,-62.6,478996.81,6196158.00,29.80,1.47,33.56,1.53
31003,150.0,-65.9,478996.81,6196158.00,29.81,1.47,33.55,1.53
31003,250.0,23.8,478996.81,6196258.00,20.87,1.32,47.91,1.68
31003,250.0,20.8,478996.81,6196258.00,17.01,1.23,58.78,1.77
31003,250.0,17.8,478996.81,6196258.00,14.12,1.15,70.81,1.85
31003,250.0,14.8,478996.81,6196258.00,13.05,1.12,76.60,1.88
31003,250.0,11.8,478996.81,6196258.00,13.40,1.13,74.60,1.87
31003,250.0,8.8,478996.81,6196258.00,14.69,1.17,68.08,1.83
31003,250.0,5.8,478996.81,6196258.00,16.51,1.22,60.55,1.78
31003,250.0,2.8,478996.81,6196258.00,18.56,1.27,53.89,1.73
31003,250.0,-0.2,478996.81,6196258.00,20.58,1.31,48.60,1.69
31003,250.0,-3.2,478996.81,6196258.00,22.41,1.35,44.63,1.65
31003,250.0,-6.2,478996.81,6196258.00,23.97,1.38,41.72,1.62
31003,250.0,-9.2,478996.81,6196258.00,25.25,1.40,39.61,1.60
31003,250.0,-12.2,478996.81,6196258.00,26.26,1.42,38.08,1.58
31003,250.0,-15.2,478996.81,6196258.00,27.04,1.43,36.98,1.57
31003,250.0,-18.2,478996.81,6196258.00,27.64,1.44,36.18,1.56
31003,250.0,-21.2,478996.81,6196258.00,28.10,1.45,35.59,1.55
31003,250.0,-24.2,478996.81,6196258.00,28.44,1.45,35.16,1.55
31003,250.0,-27.2,478996.81,6196258.00,28.71,1.46,34.83,1.54
31003,250.0,-30.2,478996.81,6196258.00,28.92,1.46,34.58,1.54
31003,250.0,-33.2,478996.81,6196258.00,29.08,1.46,34.38,1.54
31003,250.0,-36.3,478996.81,6196258.00,29.23,1.47,34.21,1.53
31003,250.0,-39.6,478996.81,6196258.00,29.35,1.47,34.07,1.53
31003,250.0,-42.9,478996.81,6196258.00,29.44,1.47,33.97,1.53
31003,250.0,-46.2,478996.81,6196258.00,29.51,1.47,33.88,1.53
31003,250.0,-49.5,478996.81,6196258.00,29.57,1.47,33.82,1.53
31003,250.0,-52.8,478996.81,6196258.00,29.62,1.47,33.76,1.53
31003,250.0,-56.1,478996.81,6196258.00,29.65,1.47,33.72,1.53
31003,250.0,-59.4,478996.81,6196258.00,29.68,1.47,33.69,1.53
31003,250.0,-62.7,478996.81,6196258.00,29.71,1.47,33.66,1.53
31003,250.0,-66.0,478996.81,6196258.00,29.73,1.47,33.64,1.53
31003,350.0,24.7,478996.81,6196358.00,21.04,1.32,47.53,1.68
31003,350.0,21.7,478996.81,6196358.00,13.77,1.14,72.60,1.86
