 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0184
  478994.2,     -40.0,        -0.0325
  478994.2,     -80.0,         0.2610
  478994.2,    -120.0,         0.5804
  478994.2,    -160.0,         0.7938
  478994.2,    -200.0,         0.4776
  478994.2,    -240.0,        -0.3613
  478994.2,    -280.0,        -0.5530
  478994.2,    -320.0,        -0.4361
  478994.2,    -360.0,        -0.1305
  478994.2,    -400.0,         0.3518
  478994.2,    -440.0,        -0.1961
  478993.1,       0.0,         0.0141
  478993.1,     -40.0,        -0.0202
  478993.1,     -80.0,         0.2643
  478993.1,    -120.0,         0.5972
  478993.1,    -160.0,         0.8152
  478993.1,    -200.0,         0.4768
  478993.1,    -240.0,        -0.3726
  478993.1,    -280.0,        -0.4980
  478993.1,    -320.0,        -0.4144
  478993.1,    -360.0,        -0.1277
  478993.1,    -400.0,         0.3641
  478993.1,    -440.0,        -0.2132
  478993.2,       0.0,         0.1074
  478993.2,     -40.0,         0.0552
  478993.2,     -80.0,         0.3160
  478993.2,    -120.0,         0.6625
  478993.2,    -160.0,         0.8877
  478993.2,    -200.0,         0.5262
  478993.2,    -240.0,        -0.4329
  478993.2,    -280.0,        -0.3657
  478993.2,    -320.0,        -0.3376
  478993.2,    -360.0,        -0.0787
  478993.2,    -400.0,         0.4295
  478993.2,    -440.0,        -0.1891
  478994.3,       0.0,         0.1966
  478994.3,     -40.0,         0.1492
  478994.3,     -80.0,         0.3860
  478994.3,    -120.0,         0.7431
  478994.3,    -160.0,         0.9813
  478994.3,    -200.0,         0.5821
  478994.3,    -240.0,        -0.5068
  478994.3,    -280.0,        -0.2626
  478994.3,    -320.0,        -0.2444
  478994.3,    -360.0,        -0.0202
  478994.3,    -400.0,         0.5197
  478994.3,    -440.0,        -0.1833
  478995.7,       0.0,         0.2033
  478995.7,     -40.0,         0.1494
  478995.7,     -80.0,         0.3865
  478995.7,    -120.0,         0.7743
  478995.7,    -160.0,         1.0343
  478995.7,    -200.0,         0.5995
  478995.7,    -240.0,        -0.5292
  478995.7,    -280.0,        -0.2590
  478995.7,    -320.0,        -0.2505
  478995.7,    -360.0,        -0.0528
  478995.7,    -400.0,         0.5487
  478995.7,    -440.0,        -0.2082
  478996.8,       0.0,         0.1755
  478996.8,     -40.0,         0.0946
  478996.8,     -80.0,         0.3301
  478996.8,    -120.0,         0.7546
  478996.8,    -160.0,         1.0496
  478996.8,    -200.0,         0.5853
  478996.8,    -240.0,        -0.5246
  478996.8,    -280.0,        -0.2638
  478996.8,    -320.0,        -0.3021
  478996.8,    -360.0,        -0.1438
  478996.8,    -400.0,         0.5129
  478996.8,    -440.0,        -0.2501
  478997.1,       0.0,         0.2085
