Loop,Line,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,0,1,734929.5,7170158.5,572.5,94.9,0.0,0.0,547555.9,103794.1,25690.88,9961.712,4418.083,1686.875,557.9294,110.8264,18.89570,0.000000,810646.9,217422.5,57535.28,16794.28,6233.570,2528.304,936.4979,266.1019,49.84618,0.000000
1,0,2,734929.6,7170208.5,573.2,94.9,0.0,0.0,499744.9,93846.99,18799.95,6238.673,2868.865,1188.791,364.8401,58.00923,6.523851,0.000000,884627.8,234850.6,62269.75,19241.86,7362.520,2961.810,1082.844,304.0057,58.00206,0.000000
1,0,3,734929.6,7170258.5,573.2,94.9,0.0,0.0,504721.2,96141.46,18067.20,5202.895,2334.213,972.2455,286.0966,34.62252,0.7829223,0.000000,937411.2,246482.5,63115.20,19401.18,7518.841,3069.870,1115.481,309.2834,58.28303,0.000000
1,0,4,734929.6,7170308.5,573.1,94.9,0.0,0.0,499133.7,98616.70,19645.46,5228.761,2170.084,892.7640,240.1681,22.26894,-2.060321,0.000000,974247.1,256118.4,64263.48,19564.03,7671.026,3170.522,1144.398,313.7589,58.16351,0.000000
1,0,5,734929.7,7170358.5,573.2,94.9,0.0,0.0,474521.3,97133.79,20968.22,5615.231,2186.457,836.6769,223.5016,15.50396,-3.633327,0.000000,990339.9,263782.4,66380.59,19974.84,7858.850,3276.235,1174.859,318.7503,58.19308,0.000000
1,0,6,734929.8,7170408.5,573.2,94.9,0.0,0.0,440005.2,92570.08,21712.97,6000.718,2230.105,825.0026,202.4925,10.67232,-4.522355,0.000000,980858.5,267710.4,68749.95,20640.10,8146.500,3401.842,1217.148,326.6262,58.84893,0.000000
1,0,7,734929.8,7170458.5,573.2,94.9,0.0,0.0,405537.6,85780.92,21320.67,6257.450,2273.522,786.5481,191.3482,6.057440,-5.398170,0.000000,957605.5,269173.0,71299.71,21461.91,8473.983,3546.721,1261.293,335.8365,59.79252,0.000000
1,0,8,734929.8,7170508.5,573.2,94.9,0.0,0.0,374009.6,78088.84,20227.54,6351.723,2293.536,771.2936,171.7056,1.548861,-6.037260,0.000000,931374.4,269066.7,73508.59,22374.19,8863.676,3702.258,1315.429,347.2842,61.28243,0.000000
1,0,9,734929.9,7170558.5,573.1,94.9,0.0,0.0,348711.8,70267.98,18569.98,6333.812,2283.025,724.5181,156.5555,-4.105147,-7.149814,0.000000,908448.4,268436.4,75411.99,23309.86,9274.956,3874.808,1370.876,359.8002,62.90034,0.000000
1,0,10,734930.0,7170608.5,573.2,94.9,0.0,0.0,332165.5,63632.22,17019.29,6297.015,2273.157,702.4714,135.0093,-8.967713,-8.030360,0.000000,896079.8,268380.0,77034.75,24319.27,9744.669,4063.937,1437.543,374.7882,65.00477,0.000000
1,0,11,734930.0,7170658.5,573.0,94.9,0.0,0.0,321914.1,58588.95,15698.07,6278.357,2243.422,645.1942,114.0084,-16.07985,-9.243678,0.000000,883391.8,267072.2,78191.15,25322.06,10235.48,4271.659,1506.210,391.2747,67.31610,0.000000
