Loop,Line,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,0,12,734930.1,7170708.5,577.2,94.9,0.0,0.0,318911.2,56116.10,15086.37,6348.180,2208.062,596.8463,82.84018,-24.47470,-10.65684,0.000000,863240.5,263677.9,78785.17,26370.25,10776.40,4488.595,1582.852,409.1208,69.87285,0.000000
1,0,13,734930.1,7170758.5,577.1,94.9,0.0,0.0,338900.2,58236.12,15594.28,6657.816,2201.215,532.6857,53.24121,-33.58511,-12.10818,0.000000,860986.6,263517.3,80041.90,27689.71,11411.18,4743.329,1666.508,428.6699,72.58003,0.000000
1,0,14,734930.2,7170808.5,577.2,94.9,0.0,0.0,380470.7,65426.41,17457.14,7210.423,2217.848,476.6516,15.32611,-43.80839,-13.60533,0.000000,880176.2,267114.1,82262.93,29462.99,12210.07,5047.245,1768.494,452.6933,76.20461,0.000000
1,0,15,734930.2,7170858.5,577.2,94.9,0.0,0.0,425761.8,76134.43,20446.72,7866.962,2182.073,368.1889,-33.80250,-59.24858,-16.35121,0.000000,910871.6,272834.1,85304.29,31638.26,13130.81,5389.355,1878.196,478.6486,80.15646,0.000000
1,0,16,734930.2,7170908.5,577.2,94.9,0.0,0.0,466385.9,89589.96,24789.41,8659.317,2132.865,265.8747,-92.66863,-75.07207,-19.02997,0.000000,948534.1,281476.6,89634.18,34309.61,14184.43,5757.124,1996.171,504.6022,83.59980,0.000000
1,0,17,734930.4,7170958.5,577.2,94.9,0.0,0.0,494484.8,103747.0,29897.77,9385.997,1990.395,103.1498,-163.1896,-95.18069,-22.36245,0.000000,987412.4,293523.0,96040.23,37622.95,15408.12,6186.468,2128.888,535.9135,88.47575,0.000000
1,0,18,734930.4,7171008.5,577.2,94.9,0.0,0.0,499109.3,116484.9,35108.66,9866.683,1735.473,-91.62700,-254.9198,-119.5097,-26.26816,0.000000,1019099.,308629.8,104873.2,41554.50,16763.21,6638.896,2270.507,567.2612,92.62244,0.000000
1,0,19,734930.4,7171058.5,577.2,94.9,0.0,0.0,483429.0,127005.3,39520.43,9974.809,1350.707,-349.4148,-361.5159,-148.3429,-30.86874,0.000000,1028576.,325961.4,116345.8,46054.27,18236.72,7134.458,2420.280,601.5391,97.61627,0.000000
1,0,20,734930.5,7171108.5,577.2,94.9,0.0,0.0,463436.0,135821.4,42356.67,9638.349,860.5928,-645.9082,-493.5519,-182.0736,-35.86285,0.000000,1015916.,346176.1,130078.4,50960.20,19781.25,7645.035,2578.203,637.0343,102.6612,0.000000
1,0,21,734930.6,7171158.5,577.2,94.9,0.0,0.0,449612.3,141763.5,43100.98,9040.156,355.3518,-993.6248,-646.1379,-221.7164,-41.84107,0.000000,998819.1,371211.6,145182.5,55978.16,21324.22,8159.895,2731.805,671.8825,107.7069,0.000000
1,0,22,734930.6,7171208.5,577.1,94.9,0.0,0.0,436780.4,141895.8,42277.43,8772.191,82.68784,-1326.827,-827.1246,-268.0057,-48.79665,0.000000,1000376.,401144.8,160224.0,60808.12,22784.97,8630.480,2872.361,703.4057,112.4990,0.000000
1,0,23,734930.6,7171258.5,578.0,94.9,0.0,0.0,406630.1,135254.8,42711.50,10590.17,747.6376,-1502.566,-1003.515,-314.3881,-55.52657,0.000000,997059.9,422449.5,170883.5,64358.63,23821.77,8918.900,2933.419,714.3668,113.7350,0.000000
1,0,24,734930.7,7171308.5,581.7,94.9,0.0,0.0,370877.0,134280.2,51688.54,17807.84,3582.419,-1234.585,-1140.671,-352.6375,-60.43359,0.000000,971697.9,427480.2,176451.8,67022.84,24635.95,9008.353,2896.488,700.9368,111.8006,0.000000
1,0,25,734930.8,7171358.5,581.1,94.9,0.0,0.0,373833.8,163944.5,80986.71,35673.46,10421.72,-169.8137,-1196.283,-378.5724,-63.68240,0.000000,945387.9,429517.6,184414.9,72072.89,26328.87,9092.518,2759.232,659.4523,105.5541,0.000000
1,0,26,734930.8,7171408.5,581.3,94.9,0.0,0.0,420763.9,232192.2,136696.2,68188.52,22980.45,2128.425,-1085.929,-371.4387,-61.62289,0.000000,914730.1,441505.2,205605.4,85610.36,31120.02,9478.185,2499.153,578.7474,93.46916,0.000000
1,0,27,734930.9,7171458.5,581.1,94.9,0.0,0.0,491530.9,316900.5,205484.7,109996.4,39792.01,5531.594,-748.1541,-314.2768,-52.23021,0.000000,910999.9,488289.2,256643.6,117226.0,42731.02,10875.25,2169.836,465.7138,76.40699,0.000000
1,0,28,734930.9,7171508.5,581.6,94.9,0.0,0.0,549049.2,377625.1,257093.9,144598.6,54941.21,9064.831,-202.5158,-198.7546,-33.79340,0.000000,960409.2,576541.2,340491.0,170440.7,63270.12,13875.85,1898.612,348.2730,58.45949,0.000000
1,0,29,734931.0,7171558.5,577.5,94.9,0.0,0.0,561662.9,390250.5,270025.5,156124.7,61376.70,11347.69,467.2180,-32.25453,-7.755748,0.000000,1051307.,684580.8,438303.9,235564.2,89885.71,18240.19,1775.425,255.3287,43.83233,0.000000
1,0,30,734931.0,7171608.5,577.2,94.9,0.0,0.0,524604.2,353306.4,238914.7,135739.6,53616.07,11084.03,1128.037,164.9908,23.00116,0.000000,1102335.,753396.8,505368.6,284329.7,111216.4,22018.76,1780.448,206.6827,36.41306,0.000000
1,0,31,734931.1,7171658.5,576.8,94.9,0.0,0.0,498857.9,310078.2,192018.6,98521.98,37012.79,9030.810,1725.695,368.8925,54.66746,0.000000,1121876.,780812.1,531645.4,302818.4,119199.2,23569.28,1857.346,205.8889,35.75372,0.000000
1,0,32,734931.1,7171708.5,572.8,94.9,0.0,0.0,509352.5,280764.3,145359.8,58367.68,18981.26,6652.898,2281.730,567.7146,85.78226,0.000000,1151071.,791156.4,528795.5,293492.3,113375.6,22655.60,1991.271,254.0885,42.48365,0.000000
1,0,33,734931.2,7171758.5,573.0,94.9,0.0,0.0,515683.0,244679.2,94741.85,22452.58,5280.179,5058.309,2734.842,728.2145,111.4734,0.000000,1137099.,748660.9,473231.7,246859.9,91948.73,19069.23,2142.456,343.1559,55.26172,0.000000
1,0,34,734931.2,7171808.5,575.0,94.9,0.0,0.0,508616.0,202865.3,54115.91,3177.316,593.6588,4895.657,3026.686,824.6598,127.6506,0.000000,1067774.,649551.0,373470.5,178958.8,64551.62,14708.50,2334.553,455.0331,71.65284,0.000000
1,0,35,734931.2,7171858.5,577.6,94.9,0.0,0.0,494661.3,173222.2,39908.14,3687.333,3269.987,5584.385,3105.353,848.9215,132.7654,0.000000,980499.2,529586.8,268791.6,118008.0,42556.53,11514.35,2593.286,572.9538,89.28299,0.000000
1,0,36,734931.4,7171908.5,577.1,94.9,0.0,0.0,488950.5,165773.9,47288.85,13974.15,8074.611,6187.713,2975.734,812.2953,128.5377,0.000000,939983.1,444413.1,198930.1,81291.43,30399.07,10049.73,2901.079,684.2737,105.9676,0.000000
1,0,37,734931.4,7171958.5,577.2,94.9,0.0,0.0,455854.4,154692.2,53608.71,21315.65,10720.44,6007.073,2609.635,714.0283,114.4208,0.000000,932149.1,399150.2,164703.8,65079.07,25421.12,9592.977,3128.426,760.4169,117.6282,0.000000
1,0,38,734931.4,7172008.5,577.1,94.9,0.0,0.0,389362.3,125916.1,48056.55,21381.53,10410.73,5161.199,2132.512,589.1692,95.98934,0.000000,932101.4,378601.1,150819.7,59284.61,23693.15,9400.246,3202.729,788.8925,122.1195,0.000000
1,0,39,734931.5,7172058.5,577.1,94.9,0.0,0.0,326734.8,88272.08,35286.61,17193.19,8551.627,4089.975,1666.613,467.8882,77.50831,0.000000,908794.6,359536.9,141906.8,56156.16,22670.15,9106.511,3146.910,778.7313,120.5584,0.000000
1,0,40,734931.6,7172108.5,572.9,94.9,0.0,0.0,310642.7,57298.44,22326.77,12211.01,6463.505,3132.839,1293.264,374.6272,64.09678,0.000000,878456.9,334670.5,132436.2,53040.88,21569.49,8691.827,3014.413,747.3707,115.7380,0.000000
1,0,41,734931.6,7172158.5,573.2,94.9,0.0,0.0,316056.1,39132.36,12120.25,7640.928,4493.186,2290.560,979.5436,293.5000,51.53635,0.000000,850522.6,301834.8,120294.0,49086.12,20169.18,8154.978,2840.146,707.1606,110.2450,0.000000
1,0,42,734931.6,7172208.5,573.1,94.9,0.0,0.0,314940.7,33296.77,6068.294,4321.559,2982.552,1651.542,742.3765,232.7975,42.31036,0.000000,832164.9,271649.6,108071.3,44881.83,18640.36,7569.017,2640.927,658.4401,102.8540,0.000000
1,0,43,734931.7,7172258.5,573.0,94.9,0.0,0.0,308746.8,34725.84,3106.878,2052.549,1863.463,1167.766,562.4522,186.2998,35.21783,0.000000,812571.1,249178.7,97775.20,41120.53,17244.91,7030.845,2461.212,614.8887,96.49464,0.000000
1,0,44,734931.8,7172308.5,573.6,94.9,0.0,0.0,304185.2,39387.73,2063.561,530.0602,1039.460,801.7979,422.4393,150.1771,29.71511,0.000000,792090.4,234722.2,89692.52,37869.54,16003.94,6554.604,2297.782,575.4528,90.60697,0.000000
1,0,45,734931.8,7172358.5,570.2,94.9,0.0,0.0,307896.1,44875.49,2066.532,-479.0990,424.6269,515.9750,313.4951,121.4943,25.43388,0.000000,789737.9,229724.0,84272.28,35287.14,14968.40,6145.062,2159.634,541.6979,85.61311,0.000000
1,0,46,734931.9,7172408.5,568.9,94.9,0.0,0.0,308356.7,48465.98,2479.438,-1105.526,-13.91464,305.0292,227.4147,99.33438,22.12482,0.000000,797250.0,230394.0,80688.66,33157.04,14071.98,5791.877,2036.272,512.0889,81.49690,0.000000
1,0,47,734931.9,7172458.5,569.1,94.9,0.0,0.0,294779.6,48364.71,2787.820,-1500.829,-357.6066,123.7823,153.1737,78.08341,18.44842,0.000000,797645.4,231748.1,77937.49,31273.14,13242.63,5455.178,1921.375,483.8829,77.32954,0.000000
1,0,48,734932.0,7172508.5,569.1,94.9,0.0,0.0,285418.2,47767.19,3327.907,-1610.018,-547.3981,9.675692,101.2114,64.51247,16.51830,0.000000,803254.8,235103.9,76352.16,29785.24,12534.88,5164.145,1816.022,457.8113,73.35795,0.000000
1,0,49,734932.1,7172558.5,569.1,94.9,0.0,0.0,288574.9,48139.15,4000.904,-1641.034,-714.7734,-100.0745,53.02230,50.66166,14.28137,0.000000,808489.9,238842.7,75493.08,28616.88,11942.09,4907.199,1725.336,434.9807,69.90157,0.000000
1,0,50,734932.1,7172608.5,569.0,94.9,0.0,0.0,311554.1,51798.03,5339.783,-1406.424,-755.8315,-147.4495,26.62162,44.85650,13.90975,0.000000,818075.8,243107.7,75256.18,27705.18,11443.31,4694.060,1645.285,415.4200,67.08289,0.000000
1,0,51,734932.1,7172658.5,569.4,94.9,0.0,0.0,352839.2,59341.81,7191.875,-1164.589,-836.8819,-225.0385,-8.331190,34.14019,11.81373,0.000000,835166.9,247908.0,75418.20,26988.30,11024.00,4512.349,1581.961,400.6206,65.35651,0.000000
1,0,52,734932.2,7172708.5,567.2,94.9,0.0,0.0,418457.4,72912.83,10116.94,-680.4538,-823.0032,-257.7944,-30.76368,29.04282,11.37417,0.000000,878656.3,257439.0,76681.39,26500.32,10662.89,4356.408,1521.043,385.8268,63.09565,0.000000
1,0,53,734932.2,7172758.5,564.7,94.9,0.0,0.0,494016.0,91434.63,14043.52,-27.69733,-793.4842,-299.0730,-48.08529,24.21230,10.79131,0.000000,947116.2,272148.5,79006.30,26246.50,10374.96,4223.607,1474.606,374.7296,61.86700,0.000000
1,0,54,734932.3,7172808.5,565.1,94.9,0.0,0.0,531132.6,107317.8,17614.22,605.8993,-749.1339,-325.3419,-74.07146,17.84496,9.633414,0.000000,1004250.,288053.6,81957.38,26083.03,10098.65,4106.693,1430.176,365.3776,60.89658,0.000000
1,0,55,734932.4,7172858.5,565.0,94.9,0.0,0.0,541452.2,119524.1,20961.56,1336.996,-661.6288,-355.9050,-86.06460,14.00284,9.199200,0.000000,1054012.,307821.5,85805.49,26066.75,9845.155,3984.638,1383.408,353.9232,59.20161,0.000000
1,0,56,734932.4,7172908.5,565.1,94.9,0.0,0.0,539440.9,126245.5,23011.20,1919.021,-574.1879,-372.2919,-105.3536,9.235970,8.414337,0.000000,1082692.,329298.7,90821.98,26371.51,9684.137,3895.987,1347.487,346.4704,58.62211,0.000000
1,0,57,734932.5,7172958.5,565.1,94.9,0.0,0.0,534974.8,127061.0,23715.17,2369.897,-518.6004,-411.9521,-119.6833,4.732389,7.698256,0.000000,1105844.,351085.9,95823.02,26802.01,9577.180,3810.010,1312.880,338.0879,57.54573,0.000000
1,0,58,734932.5,7173008.5,565.1,94.9,0.0,0.0,528240.6,121923.3,23092.71,2599.123,-493.7984,-443.3474,-145.0292,-1.320276,6.526298,0.000000,1127858.,370707.4,100551.0,27373.06,9513.035,3742.881,1281.422,331.1510,56.88719,0.000000
1,0,59,734932.6,7173058.5,565.1,94.9,0.0,0.0,521771.8,113511.5,21909.30,2714.757,-534.9203,-524.8776,-169.2661,-9.418689,4.969599,0.000000,1145942.,383531.4,103489.0,27844.48,9477.330,3669.186,1247.853,322.3114,55.45381,0.000000
1,0,60,734932.6,7173108.5,565.1,94.9,0.0,0.0,520705.2,105631.0,21483.77,2760.793,-647.5416,-600.9665,-210.8587,-18.63933,3.318010,0.000000,1154264.,385524.8,104296.3,28137.89,9384.873,3575.325,1206.547,311.0409,53.58209,0.000000
1,0,61,734932.7,7173158.5,565.1,94.9,0.0,0.0,513994.2,103102.1,22879.21,2748.230,-873.1661,-769.9197,-256.2319,-31.87065,0.8770722,0.000000,1139704.,368081.3,101422.4,27860.59,9162.209,3425.794,1143.588,293.4417,50.20589,0.000000
