"LOOP" "LINE" "FID" "EAST" "NORTH" "TER" "ALT" "PITCH" "MAG" EM1_Z01 EM1_Z02 EM1_Z03 EM1_Z04 EM1_Z05 EM1_Z06 EM1_Z07 EM1_Z08 EM1_Z09 EM1_Z10
 1 11240 3852 729512.81 7168817.0 558.4442384456744 102.05375594743093 0.0 54891.78 246891.0 187937.0 123064.0 65667.0 28222.0 9980.0 2951.0 781.0 161.0 0.0
 1 11240 3853 729512.63 7168829.5 558.583232079227 102.35918930694527 0.0 54890.64 244156.0 184191.0 119356.0 63162.0 27078.0 9630.0 2869.0 774.0 159.0 0.0
 1 11240 3854 729512.5 7168842.0 558.7159486272463 102.67639518751463 0.0 54889.34 241679.0 180790.0 115995.0 60895.0 26053.0 9316.0 2797.0 769.0 156.0 0.0
 1 11240 3855 729512.38 7168854.5 558.827812748466 102.9935550237453 0.0 54887.78 239448.0 177714.0 112983.0 58863.0 25146.0 9040.0 2736.0 764.0 153.0 0.0
 1 11240 3856 729512.31 7168867.0 558.9038129529274 103.30958097182076 0.0 54885.91 237440.0 174930.0 110302.0 57053.0 24350.0 8801.0 2690.0 762.0 150.0 0.0
 1 11240 3857 729512.25 7168879.5 558.9313184448926 103.62714687467547 0.0 54883.97 235620.0 172403.0 107917.0 55443.0 23646.0 8597.0 2658.0 762.0 148.0 0.0
 1 11240 3858 729512.19 7168892.0 558.9171616410974 103.93787574469282 0.0 54881.97 233952.0 170096.0 105786.0 54005.0 23015.0 8420.0 2638.0 766.0 147.0 0.0
 1 11240 3859 729512.19 7168904.0 558.8742097490496 104.2122076064894 0.0 54879.84 232389.0 167968.0 103864.0 52708.0 22435.0 8264.0 2628.0 774.0 148.0 0.0
 1 11240 3860 729512.25 7168916.0 558.8111027043155 104.4055879416597 0.0 54877.62 230879.0 165973.0 102099.0 51522.0 21888.0 8126.0 2627.0 788.0 153.0 0.0
 1 11240 3861 729512.38 7168928.0 558.7361528940788 104.48039670450586 0.0 54875.39 229368.0 164063.0 100442.0 50419.0 21362.0 8003.0 2634.0 808.0 161.0 0.0
 1 11240 3862 729512.5 7168940.0 558.659016110306 104.42929950977418 0.0 54872.96 227807.0 162192.0 98852.0 49374.0 20850.0 7893.0 2648.0 834.0 175.0 0.0
 1 11240 3863 729512.69 7168952.0 558.5873249209571 104.2831426207778 0.0 54870.55 226160.0 160321.0 97292.0 48367.0 20352.0 7795.0 2670.0 866.0 192.0 0.0
 1 11240 3864 729512.94 7168964.0 558.5300367030974 104.09782730109178 0.0 54868.08 224413.0 158416.0 95740.0 47385.0 19873.0 7711.0 2700.0 904.0 213.0 0.0
 1 11240 3865 729513.19 7168976.0 558.4968142478019 103.92865223700741 0.0 54865.5 222568.0 156451.0 94179.0 46422.0 19427.0 7643.0 2742.0 949.0 237.0 0.0
 1 11240 3866 729513.5 7168988.0 558.4759970612598 103.8072893234299 0.0 54862.95 220644.0 154409.0 92603.0 45478.0 19028.0 7594.0 2796.0 1002.0 263.0 0.0
 1 11240 3867 729513.88 7169000.0 558.4605369863175 103.73310633809132 0.0 54860.46 218666.0 152284.0 91007.0 44563.0 18692.0 7568.0 2864.0 1067.0 290.0 0.0
 1 11240 3868 729514.31 7169012.0 558.4513730519586 103.6808727496812 0.0 54857.97 216662.0 150089.0 89395.0 43690.0 18426.0 7567.0 2946.0 1147.0 319.0 0.0
 1 11240 3869 729514.75 7169024.0 558.4497780843058 103.61934814151516 0.0 54855.51 214662.0 147852.0 87779.0 42874.0 18231.0 7590.0 3041.0 1245.0 349.0 0.0
 1 11240 3870 729515.25 7169036.0 558.455433313925 103.53131088797097 0.0 54853.1 212701.0 145618.0 86181.0 42131.0 18101.0 7633.0 3148.0 1360.0 384.0 0.0
 1 11240 3871 729515.75 7169048.0 558.4698885965291 103.4257834104061 0.0 54850.65 210815.0 143447.0 84638.0 41479.0 18027.0 7694.0 3266.0 1493.0 424.0 0.0
 1 11240 3872 729516.31 7169060.0 558.4927766346716 103.33674980717268 0.0 54848.2 209051.0 141412.0 83204.0 40935.0 18000.0 7768.0 3395.0 1640.0 474.0 0.0
 1 11240 3873 729516.88 7169072.0 558.5254638590758 103.30776203050415 0.0 54845.79 207466.0 139596.0 81943.0 40517.0 18019.0 7857.0 3538.0 1796.0 537.0 0.0
 1 11240 3874 729517.5 7169084.0 558.5907616195765 103.36830334789452 0.0 54843.55 206125.0 138081.0 80922.0 40247.0 18092.0 7965.0 3695.0 1958.0 617.0 0.0
 1 11240 3875 729518.13 7169096.0 558.7152428384353 103.51335092470377 0.0 54841.35 205099.0 136942.0 80204.0 40147.0 18230.0 8101.0 3873.0 2123.0 713.0 0.0
 1 11240 3876 729518.81 7169108.0 558.8817627493125 103.7003914918392 0.0 54839.38 204468.0 136237.0 79837.0 40237.0 18448.0 8279.0 4075.0 2291.0 824.0 0.0
 1 11240 3877 729519.5 7169120.0 559.0720704609578 103.869664696758 0.0 54837.42 204306.0 136004.0 79856.0 40528.0 18762.0 8510.0 4307.0 2463.0 946.0 0.0
 1 11240 3878 729520.25 7169132.5 559.2743534214035 103.97637982637882 0.0 54835.46 204663.0 136255.0 80280.0 41019.0 19175.0 8802.0 4571.0 2641.0 1074.0 0.0
 1 11240 3879 729521.0 7169145.0 559.4568183859905 104.01046742920693 0.0 54833.66 205534.0 136964.0 81097.0 41687.0 19682.0 9151.0 4863.0 2822.0 1205.0 181.0
 1 11240 3880 729521.81 7169157.5 559.594885897771 103.99292127884233 0.0 54831.89 206841.0 138057.0 82257.0 42490.0 20262.0 9545.0 5178.0 3008.0 1336.0 604.1666666666666
 1 11240 3881 729522.56 7169170.0 559.6584358342241 103.95896247984878 0.0 54830.11 208423.0 139409.0 83660.0 43375.0 20887.0 9967.0 5506.0 3195.0 1465.0 832.2916666666666
 1 11240 3882 729523.38 7169182.5 559.6249259055554 103.94516134496604 0.0 54828.33 210073.0 140865.0 85171.0 44293.0 21529.0 10397.0 5837.0 3382.0 1592.0 1213.0
 1 11240 3883 729524.19 7169195.0 559.4986557865644 103.98669745052699 0.0 54826.55 211583.0 142265.0 86638.0 45205.0 22157.0 10821.0 6158.0 3567.0 1715.0 1449.0
 1 11240 3884 729524.94 7169207.5 559.3019286411052 104.1139411372956 0.0 54824.8 212789.0 143472.0 87917.0 46089.0 22750.0 11230.0 6463.0 3747.0 1832.0 1227.0
 1 11240 3885 729525.75 7169220.0 559.0628120478538 104.33458455455984 0.0 54823.08 213590.0 144387.0 88899.0 46933.0 23294.0 11622.0 6746.0 3920.0 1942.0 1221.0
 1 11240 3886 729526.56 7169232.5 558.8051133140586 104.60619829026152 0.0 54821.36 213931.0 144939.0 89516.0 47728.0 23784.0 12002.0 7010.0 4085.0 2043.0 1185.0
 1 11240 3887 729527.31 7169244.5 558.564083887747 104.82512666403451 0.0 54819.65 213774.0 145079.0 89744.0 48467.0 24234.0 12381.0 7266.0 4244.0 2134.0 1108.0
 1 11240 3888 729528.13 7169256.0 558.3642161293297 104.85646388240296 0.0 54818.11 213073.0 144776.0 89600.0 49147.0 24671.0 12786.0 7534.0 4408.0 2222.0 1065.0
 1 11240 3889 729528.94 7169268.0 558.208678907273 104.59980641367274 0.0 54816.6 211778.0 144019.0 89134.0 49776.0 25143.0 13257.0 7850.0 4595.0 2315.0 1030.8333333333333
 1 11240 3890 729529.75 7169280.0 558.1264273178296 104.05132789130663 0.0 54815.25 209854.0 142833.0 88434.0 50375.0 25714.0 13848.0 8260.0 4836.0 2429.0 987.0
 1 11240 3891 729530.5 7169292.0 558.091231289028 103.3167940422001 0.0 54813.97 207311.0 141283.0 87616.0 50985.0 26463.0 14628.0 8820.0 5170.0 2587.0 928.5277777777778
 1 11240 3892 729531.31 7169304.0 558.0882689634936 102.56190037441864 0.0 54812.81 204232.0 139481.0 86815.0 51662.0 27470.0 15661.0 9581.0 5635.0 2809.0 870.0
 1 11240 3893 729532.13 7169316.0 558.1041332056719 101.93011505559227 0.0 54811.73 200779.0 137561.0 86159.0 52475.0 28798.0 16992.0 10582.0 6259.0 3109.0 1094.4583333333333
 1 11240 3894 729532.94 7169328.0 558.1267620469858 101.4816549167875 0.0 54810.65 197186.0 135670.0 85754.0 53492.0 30480.0 18641.0 11835.0 7053.0 3491.0 1299.2364004629626
 1 11240 3895 729533.75 7169340.0 558.1450679434033 101.1891078659082 0.0 54809.56 193719.0 133939.0 85670.0 54768.0 32510.0 20588.0 13326.0 8006.0 3947.0 1507.25
 1 11240 3896 729534.5 7169352.0 558.1485963218781 100.98222490576723 0.0 54808.56 190629.0 132462.0 85936.0 56317.0 34838.0 22787.0 15019.0 9093.0 4463.0 1710.5943166473762
 1 11240 3897 729535.25 7169364.0 558.1277480627288 100.80244209428596 0.0 54807.55 188106.0 131288.0 86536.0 58101.0 37383.0 25164.0 16858.0 10281.0 5021.0 1907.7269000771603
 1 11240 3898 729536.0 7169376.0 558.0728637779977 100.6295653644831 0.0 54806.55 186237.0 130412.0 87411.0 60035.0 40034.0 27629.0 18778.0 11529.0 5605.0 2127.4018012152774
 1 11240 3899 729536.81 7169388.0 557.9684645571854 100.4724311223259 0.0 54805.57 185007.0 129783.0 88461.0 62002.0 42668.0 30081.0 20703.0 12794.0 6202.0 2321.831597222222
 1 11240 3900 729537.56 7169400.0 557.8238978592424 100.3428732318002 0.0 54804.59 184317.0 129322.0 89558.0 63878.0 45158.0 32418.0 22558.0 14029.0 6802.0 2566.5711805555557
 1 11240 3901 729538.31 7169412.0 557.6560021674627 100.23807470547847 0.0 54803.65 184017.0 128943.0 90573.0 65555.0 47395.0 34547.0 24273.0 15191.0 7390.0 2771.4513888888887
 1 11240 3902 729539.0 7169424.5 557.4748461300471 100.14138686839011 0.0 54802.8 183947.0 128564.0 91398.0 66957.0 49303.0 36405.0 25798.0 16245.0 7953.0 2982.0416666666665
 1 11240 3903 729539.69 7169437.0 557.3050111469125 100.03420713176777 0.0 54801.97 183958.0 128119.0 91967.0 68043.0 50854.0 37965.0 27109.0 17169.0 8475.0 3290.176215277778
 1 11240 3904 729540.31 7169449.5 557.1648061853183 99.9069439639155 0.0 54801.16 183931.0 127553.0 92252.0 68813.0 52063.0 39237.0 28208.0 17960.0 8945.0 3561.0
 1 11240 3905 729540.88 7169462.0 557.0716804506927 99.76227961538197 0.0 54800.33 183776.0 126828.0 92253.0 69292.0 52970.0 40253.0 29109.0 18620.0 9352.0 3878.0
 1 11240 3906 729541.44 7169474.5 557.0426645344444 99.60993777303796 0.0 54799.52 183438.0 125919.0 91975.0 69519.0 53622.0 41047.0 29829.0 19155.0 9686.0 4069.0
 1 11240 3907 729542.0 7169487.0 557.0743164560848 99.45588799859256 0.0 54798.71 182889.0 124814.0 91424.0 69522.0 54061.0 41650.0 30380.0 19562.0 9939.0 4211.0
 1 11240 3908 729542.56 7169499.5 557.1492629849167 99.29438080767743 0.0 54797.87 182132.0 123515.0 90605.0 69317.0 54311.0 42077.0 30764.0 19837.0 10100.0 4309.0
 1 11240 3909 729543.06 7169512.0 557.2576828646702 99.10891400905268 0.0 54796.96 181190.0 122035.0 89525.0 68906.0 54385.0 42338.0 30981.0 19971.0 10164.0 4366.0
 1 11240 3910 729543.5 7169524.5 557.3899230791193 98.88105205782303 0.0 54796.02 180104.0 120400.0 88204.0 68286.0 54286.0 42434.0 31029.0 19960.0 10126.0 4379.0
 1 11240 3911 729543.94 7169537.0 557.536437846752 98.60083030769749 0.0 54795.02 178929.0 118651.0 86682.0 67459.0 54010.0 42365.0 30910.0 19808.0 9993.0 4408.0
 1 11240 3912 729544.31 7169549.5 557.6880801599754 98.27269071475204 0.0 54793.98 177731.0 116843.0 85010.0 66436.0 53552.0 42127.0 30630.0 19527.0 9781.0 4026.875
 1 11240 3913 729544.69 7169562.0 557.8356120623076 97.91356640447427 0.0 54792.9 176578.0 115042.0 83251.0 65235.0 52901.0 41708.0 30193.0 19131.0 9512.0 3850.75
 1 11240 3914 729545.0 7169574.5 557.9704177991081 97.54441170908208 0.0 54791.88 175547.0 113321.0 81462.0 63870.0 52038.0 41088.0 29600.0 18636.0 9213.0 3620.0
 1 11240 3915 729545.31 7169587.0 558.1340322761173 97.17997268971261 0.0 54790.89 174713.0 111750.0 79691.0 62352.0 50939.0 40240.0 28849.0 18058.0 8907.0 3428.0
 1 11240 3916 729545.63 7169599.5 558.3446524698087 96.822968698801 0.0 54789.89 174153.0 110391.0 77972.0 60684.0 49580.0 39139.0 27937.0 17412.0 8614.0 3315.1666666666665
 1 11240 3917 729545.81 7169612.0 558.5780059613309 96.46619245058893 0.0 54788.88 173935.0 109296.0 76321.0 58869.0 47945.0 37767.0 26870.0 16721.0 8353.0 3210.0
 1 11240 3918 729546.0 7169623.5 558.7931146049119 96.10142295543432 0.0 54787.85 174107.0 108494.0 74744.0 56916.0 46033.0 36126.0 25662.0 16019.0 8140.0 3197.833333333333
 1 11240 3919 729546.13 7169635.5 558.9961358382316 95.7292770815441 0.0 54786.82 174681.0 107990.0 73238.0 54837.0 43865.0 34239.0 24351.0 15348.0 7994.0 3175.0
 1 11240 3920 729546.25 7169647.5 559.1567259266287 95.36317650541756 0.0 54785.82 175620.0 107762.0 71792.0 52655.0 41485.0 32160.0 22991.0 14755.0 7931.0 3121.0
 1 11240 3921 729546.38 7169659.5 559.2537947147977 95.02469220695156 0.0 54784.88 176843.0 107776.0 70393.0 50396.0 38958.0 29969.0 21654.0 14287.0 7963.0 3197.0
 1 11240 3922 729546.44 7169671.5 559.2640681759685 94.73290224598638 0.0 54784.0 178247.0 107995.0 69031.0 48095.0 36367.0 27773.0 20421.0 13980.0 8092.0 3627.0
 1 11240 3923 729546.56 7169683.5 559.1648083165945 94.49385187842718 0.0 54783.14 179730.0 108395.0 67707.0 45805.0 33819.0 25691.0 19371.0 13858.0 8307.0 4295.0
 1 11240 3924 729546.69 7169695.5 558.9554155105544 94.29655465170572 0.0 54782.25 181215.0 108965.0 66452.0 43602.0 31440.0 23842.0 18565.0 13925.0 8591.0 5176.0
 1 11240 3925 729546.75 7169708.0 558.6508024829235 94.11737755672213 0.0 54781.46 182660.0 109704.0 65333.0 41602.0 29375.0 22326.0 18044.0 14169.0 8916.0 6799.0
 1 11240 3926 729546.81 7169720.5 558.2935160894245 93.93039770368519 0.0 54780.88 184052.0 110612.0 64467.0 39968.0 27784.0 21232.0 17827.0 14561.0 9259.0 6299.177083333334
 1 11240 3927 729546.81 7169733.0 557.9174030641906 93.7188791619471 0.0 54780.26 185391.0 111700.0 64016.0 38910.0 26830.0 20642.0 17925.0 15068.0 9599.0 9388.049479166668
 1 11240 3928 729546.88 7169745.5 557.558568104134 93.48205262195191 0.0 54779.59 186678.0 112992.0 64166.0 38659.0 26658.0 20636.0 18340.0 15656.0 9925.0 8842.802408854168
 1 11240 3929 729546.94 7169758.0 557.250584646275 93.23506623153779 0.0 54778.98 187910.0 114532.0 65097.0 39423.0 27384.0 21282.0 19072.0 16296.0 10229.0 9786.877115885418
 1 11240 3930 729547.0 7169770.5 557.0282172683252 93.00362749257916 0.0 54778.23 189074.0 116367.0 66937.0 41328.0 29070.0 22624.0 20111.0 16967.0 10508.0 9859.377604166668
 1 11240 3931 729547.0 7169783.0 556.9032238785496 92.81624992608866 0.0 54777.31 190153.0 118522.0 69715.0 44364.0 31707.0 24658.0 21440.0 17650.0 10761.0 10236.8427734375
