 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0581
  478994.2,     -40.0,        -0.1428
  478994.2,     -80.0,        -0.0448
  478994.2,    -120.0,         0.0822
  478994.2,    -160.0,         0.4392
  478994.2,    -200.0,         0.1747
  478994.2,    -240.0,        -0.1657
  478994.2,    -280.0,        -0.2062
  478994.2,    -320.0,        -0.1159
  478994.2,    -360.0,        -0.2799
  478994.2,    -400.0,        -0.2628
  478994.2,    -440.0,        -0.0103
  478993.1,       0.0,        -0.0344
  478993.1,     -40.0,        -0.1387
  478993.1,     -80.0,        -0.0546
  478993.1,    -120.0,         0.0263
  478993.1,    -160.0,         0.3311
  478993.1,    -200.0,         0.1267
  478993.1,    -240.0,        -0.1676
  478993.1,    -280.0,        -0.1498
  478993.1,    -320.0,        -0.0418
  478993.1,    -360.0,        -0.1862
  478993.1,    -400.0,        -0.3301
  478993.1,    -440.0,         0.0579
  478993.2,       0.0,         0.0417
  478993.2,     -40.0,        -0.0844
  478993.2,     -80.0,        -0.0269
  478993.2,    -120.0,         0.0158
  478993.2,    -160.0,         0.2674
  478993.2,    -200.0,         0.1053
  478993.2,    -240.0,        -0.2034
  478993.2,    -280.0,        -0.0226
  478993.2,    -320.0,         0.0744
  478993.2,    -360.0,        -0.0618
  478993.2,    -400.0,        -0.3393
  478993.2,    -440.0,         0.1566
  478994.3,       0.0,         0.1067
  478994.3,     -40.0,        -0.0238
  478994.3,     -80.0,         0.0169
  478994.3,    -120.0,         0.0320
  478994.3,    -160.0,         0.2457
  478994.3,    -200.0,         0.0924
  478994.3,    -240.0,        -0.2380
  478994.3,    -280.0,         0.0624
  478994.3,    -320.0,         0.1789
  478994.3,    -360.0,         0.0503
  478994.3,    -400.0,        -0.3105
  478994.3,    -440.0,         0.2141
  478995.7,       0.0,         0.0841
  478995.7,     -40.0,        -0.0684
  478995.7,     -80.0,        -0.0021
  478995.7,    -120.0,         0.0254
  478995.7,    -160.0,         0.2339
  478995.7,    -200.0,         0.0709
  478995.7,    -240.0,        -0.2067
  478995.7,    -280.0,         0.0275
  478995.7,    -320.0,         0.1399
  478995.7,    -360.0,         0.0429
  478995.7,    -400.0,        -0.3208
  478995.7,    -440.0,         0.2050
  478996.8,       0.0,         0.0257
  478996.8,     -40.0,        -0.1750
  478996.8,     -80.0,        -0.0685
  478996.8,    -120.0,         0.0007
  478996.8,    -160.0,         0.2482
  478996.8,    -200.0,         0.0614
  478996.8,    -240.0,        -0.1386
  478996.8,    -280.0,        -0.0292
  478996.8,    -320.0,         0.0101
  478996.8,    -360.0,        -0.0555
  478996.8,    -400.0,        -0.3715
  478996.8,    -440.0,         0.1364
  478997.1,       0.0,         0.0325
  478997.1,     -40.0,        -0.2072
  478997.1,     -80.0,        -0.0890
  478997.1,    -120.0,         0.0169
  478997.1,    -160.0,         0.3067
  478997.1,    -200.0,         0.0792
  478997.1,    -240.0,        -0.0179
  478997.1,    -280.0,         0.0143
  478997.1,    -320.0,        -0.0274
  478997.1,    -360.0,        -0.1034
  478997.1,    -400.0,        -0.3730
  478997.1,    -440.0,         0.1230
  478996.1,       0.0,         0.0849
  478996.1,     -40.0,        -0.1619
  478996.1,     -80.0,        -0.0841
  478996.1,    -120.0,         0.0153
  478996.1,    -160.0,         0.3368
  478996.1,    -200.0,         0.1174
  478996.1,    -240.0,        -0.0096
  478996.1,    -280.0,         0.1122
  478996.1,    -320.0,         0.0720
  478996.1,    -360.0,        -0.0949
  478996.1,    -400.0,        -0.3775
  478996.1,    -440.0,         0.1844
  478994.3,       0.0,         0.1384
  478994.3,     -40.0,        -0.0833
  478994.3,     -80.0,        -0.0306
  478994.3,    -120.0,         0.0200
  478994.3,    -160.0,         0.3446
  478994.3,    -200.0,         0.1975
  478994.3,    -240.0,         0.0235
  478994.3,    -280.0,         0.1540
  478994.3,    -320.0,         0.2340
  478994.3,    -360.0,        -0.0115
  478994.3,    -400.0,        -0.3524
  478994.3,    -440.0,         0.3437
  478992.4,       0.0,         0.1284
  478992.4,     -40.0,        -0.1076
  478992.4,     -80.0,        -0.0056
  478992.4,    -120.0,         0.0151
  478992.4,    -160.0,         0.3192
  478992.4,    -200.0,         0.2260
  478992.4,    -240.0,         0.0529
  478992.4,    -280.0,         0.0790
  478992.4,    -320.0,         0.2331
  478992.4,    -360.0,         0.0453
  478992.4,    -400.0,        -0.3482
  478992.4,    -440.0,         0.3612
  478991.2,       0.0,         0.0306
  478991.2,     -40.0,        -0.2111
  478991.2,     -80.0,        -0.0732
  478991.2,    -120.0,        -0.0253
  478991.2,    -160.0,         0.2680
  478991.2,    -200.0,         0.1707
  478991.2,    -240.0,         0.0058
  478991.2,    -280.0,        -0.0043
  478991.2,    -320.0,         0.0772
  478991.2,    -360.0,        -0.0225
  478991.2,    -400.0,        -0.3930
  478991.2,    -440.0,         0.2486
  478990.8,       0.0,        -0.0001
  478990.8,     -40.0,        -0.2520
  478990.8,     -80.0,        -0.0972
  478990.8,    -120.0,        -0.0285
  478990.8,    -160.0,         0.2480
  478990.8,    -200.0,         0.1351
  478990.8,    -240.0,         0.0121
  478990.8,    -280.0,        -0.0350
  478990.8,    -320.0,        -0.0059
  478990.8,    -360.0,        -0.0373
  478990.8,    -400.0,        -0.3963
  478990.8,    -440.0,         0.2042
  478991.1,       0.0,         0.0336
  478991.1,     -40.0,        -0.2160
  478991.1,     -80.0,        -0.0488
  478991.1,    -120.0,         0.0193
  478991.1,    -160.0,         0.2703
  478991.1,    -200.0,         0.1564
  478991.1,    -240.0,         0.0651
  478991.1,    -280.0,        -0.0028
  478991.1,    -320.0,         0.0050
  478991.1,    -360.0,         0.0326
  478991.1,    -400.0,        -0.3420
  478991.1,    -440.0,         0.2166
  478992.3,       0.0,         0.0470
  478992.3,     -40.0,        -0.1978
  478992.3,     -80.0,        -0.0237
  478992.3,    -120.0,         0.0518
  478992.3,    -160.0,         0.2835
  478992.3,    -200.0,         0.1860
  478992.3,    -240.0,         0.1234
  478992.3,    -280.0,        -0.0084
  478992.3,    -320.0,        -0.0029
  478992.3,    -360.0,         0.0719
  478992.3,    -400.0,        -0.3053
  478992.3,    -440.0,         0.2122
  478993.9,       0.0,         0.0185
  478993.9,     -40.0,        -0.2224
  478993.9,     -80.0,        -0.0376
  478993.9,    -120.0,         0.0467
  478993.9,    -160.0,         0.2714
  478993.9,    -200.0,         0.1959
  478993.9,    -240.0,         0.0864
  478993.9,    -280.0,        -0.0330
  478993.9,    -320.0,        -0.0389
  478993.9,    -360.0,         0.0612
  478993.9,    -400.0,        -0.3141
