 "LINE" "FID" "EAST" "NORTH" "TER" "ALT" "PITCH" "MAG" EM1_X01 EM1_X02 EM1_X03 EM1_X04 EM1_X05 EM1_X06 EM1_X07 EM1_X08 EM1_X09 EM1_X10 EM1_Z01 EM1_Z02 EM1_Z03 EM1_Z04 EM1_Z05 EM1_Z06 EM1_Z07 EM1_Z08 EM1_Z09 EM1_Z10
 1 11260 4152 740329.44 7172739.0 586.3311692689712 92.01369534875953 0.0 54849.55 208420.0 106944.0 52800.0 24123.0 10213.0 4154.0 1789.0 836.0 456.0 0.0 217157.0 150210.0 95021.0 49638.0 21345.0 8013.0 3024.0 1359.0 522.0 0.0
 1 11260 4153 740329.25 7172751.5 585.9715073380492 92.31192217220215 0.0 54849.06 199607.0 99679.0 48890.0 22715.0 10066.0 4275.0 1904.0 900.0 482.0 0.0 215883.0 147153.0 92501.0 48875.0 21449.0 8105.0 3066.0 1342.0 518.0 0.0
 1 11260 4154 740329.06 7172764.0 585.6842340919403 92.61134266852325 0.0 54848.68 190795.0 92637.0 45148.0 21369.0 9900.0 4393.0 2022.0 966.0 511.0 0.0 214470.0 143926.0 89805.0 48055.0 21558.0 8230.0 3133.0 1343.0 524.0 0.0
 1 11260 4155 740328.88 7172776.5 585.4924901372002 92.90991847647089 0.0 54848.32 181986.0 85858.0 41584.0 20090.0 9717.0 4506.0 2143.0 1036.0 542.0 0.0 212812.0 140562.0 87018.0 47211.0 21679.0 8399.0 3235.0 1368.0 544.0 0.0
 1 11260 4156 740328.69 7172789.0 585.4032209767638 93.20582067865594 0.0 54847.97 173199.0 79409.0 38227.0 18883.0 9515.0 4610.0 2264.0 1105.0 576.0 0.0 210793.0 137088.0 84222.0 46367.0 21816.0 8631.0 3386.0 1426.0 584.0 0.0
 1 11260 4157 740328.5 7172801.5 585.3961885359779 93.49813550631133 0.0 54847.55 164476.0 73363.0 35117.0 17753.0 9293.0 4697.0 2379.0 1173.0 611.0 89.16666666666666 208305.0 133530.0 81488.0 45534.0 21970.0 8939.0 3601.0 1528.0 648.0 89.16666666666666
 1 11260 4158 740328.31 7172813.5 585.4450869201432 93.78835423703863 0.0 54847.0 155878.0 67770.0 32281.0 16699.0 9050.0 4757.0 2482.0 1236.0 646.0 162.34027777777777 205266.0 129908.0 78876.0 44716.0 22139.0 9336.0 3887.0 1677.0 739.0 162.34027777777777
 1 11260 4159 740328.13 7172826.0 585.5319275755263 94.07977710641313 0.0 54846.28 147492.0 62649.0 29726.0 15715.0 8783.0 4782.0 2563.0 1289.0 675.0 233.66666666666666 201623.0 126236.0 76425.0 43914.0 22318.0 9814.0 4241.0 1872.0 854.0 233.66666666666666
 1 11260 4160 740328.0 7172838.5 585.6328633610899 94.37457573541963 0.0 54845.56 139425.0 57986.0 27431.0 14789.0 8493.0 4763.0 2613.0 1331.0 696.0 317.29166666666663 197362.0 122523.0 74142.0 43126.0 22501.0 10353.0 4647.0 2104.0 986.0 317.29166666666663
 1 11260 4161 740327.88 7172851.0 585.7237837542117 94.67140910664871 0.0 54844.88 131802.0 53760.0 25366.0 13912.0 8176.0 4694.0 2627.0 1359.0 705.0 434.91666666666663 192507.0 118770.0 72009.0 42353.0 22679.0 10912.0 5073.0 2355.0 1123.0 434.91666666666663
 1 11260 4162 740327.75 7172863.5 585.7809708496823 94.96683995942138 0.0 54843.8 124764.0 49962.0 23507.0 13078.0 7835.0 4576.0 2603.0 1372.0 703.0 539.0 187124.0 114977.0 69992.0 41595.0 22840.0 11447.0 5485.0 2605.0 1254.0 539.0
 1 11260 4163 740327.63 7172876.0 585.7816015587058 95.26023449950223 0.0 54842.43 118459.0 46607.0 21848.0 12287.0 7468.0 4413.0 2543.0 1370.0 689.0 582.0 181324.0 111144.0 68050.0 40847.0 22972.0 11917.0 5853.0 2835.0 1371.0 582.0
 1 11260 4164 740327.5 7172888.5 585.7218447626459 95.55726593211705 0.0 54841.08 113023.0 43722.0 20397.0 11545.0 7079.0 4211.0 2453.0 1354.0 666.0 596.5138888888888 175247.0 107281.0 66150.0 40104.0 23060.0 12295.0 6157.0 3032.0 1467.0 596.5138888888888
 1 11260 4165 740327.38 7172900.5 585.6250691377359 95.86642716441334 0.0 54839.58 108552.0 41324.0 19167.0 10851.0 6666.0 3976.0 2337.0 1324.0 638.0 619.3888888888888 169036.0 103404.0 64271.0 39356.0 23085.0 12569.0 6390.0 3187.0 1541.0 619.3888888888888
 1 11260 4166 740327.25 7172913.0 585.5007099611396 96.18835929515961 0.0 54837.88 105073.0 39408.0 18161.0 10204.0 6230.0 3713.0 2199.0 1282.0 606.0 647.0 162822.0 99538.0 62400.0 38589.0 23031.0 12733.0 6551.0 3296.0 1594.0 647.0
 1 11260 4167 740327.13 7172925.5 585.3704450862003 96.50590007250374 0.0 54836.15 102535.0 37934.0 17367.0 9597.0 5770.0 3423.0 2038.0 1228.0 573.0 659.0 156708.0 95709.0 60535.0 37788.0 22876.0 12790.0 6645.0 3363.0 1627.0 659.0
 1 11260 4168 740327.0 7172938.0 585.2522929518533 96.78434869960559 0.0 54834.42 100815.0 36841.0 16760.0 9024.0 5293.0 3110.0 1857.0 1165.0 542.0 635.3333333333333 150767.0 91951.0 58681.0 36941.0 22605.0 12739.0 6673.0 3392.0 1644.0 635.3333333333333
 1 11260 4169 740326.88 7172950.0 585.1672850615416 96.98457613367262 0.0 54832.7 99758.0 36055.0 16306.0 8483.0 4810.0 2781.0 1659.0 1094.0 511.0 623.9166666666666 145057.0 88305.0 56849.0 36040.0 22211.0 12584.0 6640.0 3390.0 1647.0 623.9166666666666
 1 11260 4170 740326.81 7172962.0 585.1266284878773 97.08170359204065 0.0 54831.12 99210.0 35514.0 15972.0 7977.0 4340.0 2450.0 1454.0 1019.0 483.0 601.8333333333333 139625.0 84823.0 55055.0 35086.0 21698.0 12336.0 6552.0 3367.0 1641.0 601.8333333333333
 1 11260 4171 740326.75 7172974.0 585.1460957661952 97.07925722061144 0.0 54829.6 99042.0 35175.0 15727.0 7519.0 3909.0 2130.0 1256.0 944.0 456.0 590.8333333333333 134523.0 81564.0 53321.0 34091.0 21086.0 12010.0 6419.0 3332.0 1630.0 590.8333333333333
 1 11260 4172 740326.69 7172986.0 585.2503529232785 97.00730646652673 0.0 54828.08 99160.0 35018.0 15547.0 7121.0 3538.0 1841.0 1082.0 869.0 430.0 561.0 129812.0 78587.0 51664.0 33070.0 20404.0 11632.0 6257.0 3293.0 1618.0 561.0
