Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11240,25.0,556.1,729521.25,7168044.50,7.76,0.89,128.85,2.11
11240,25.0,546.1,729521.25,7168044.50,7.20,0.86,138.85,2.14
11240,25.0,536.1,729521.25,7168044.50,5.84,0.77,171.37,2.23
11240,25.0,526.1,729521.25,7168044.50,4.18,0.62,239.21,2.38
11240,25.0,516.1,729521.25,7168044.50,2.89,0.46,346.38,2.54
11240,25.0,503.6,729521.25,7168044.50,1.94,0.29,514.27,2.71
11240,25.0,486.1,729521.25,7168044.50,2.78,0.44,359.66,2.56
11240,25.0,465.5,729521.25,7168044.50,9.04,0.96,110.60,2.04
11240,25.0,443.6,729521.25,7168044.50,30.83,1.49,32.43,1.51
11240,25.0,420.5,729521.25,7168044.50,83.30,1.92,12.01,1.08
11240,25.0,395.9,729521.25,7168044.50,175.04,2.24,5.71,0.76
11240,25.0,369.9,729521.25,7168044.50,299.21,2.48,3.34,0.52
11240,25.0,342.4,729521.25,7168044.50,437.53,2.64,2.29,0.36
11240,25.0,313.1,729521.25,7168044.50,570.66,2.76,1.75,0.24
11240,25.0,282.2,729521.25,7168044.50,685.70,2.84,1.46,0.16
11240,25.0,249.3,729521.25,7168044.50,777.42,2.89,1.29,0.11
11240,25.0,214.5,729521.25,7168044.50,846.34,2.93,1.18,0.07
11240,25.0,176.8,729521.25,7168044.50,897.97,2.95,1.11,0.05
11240,25.0,136.0,729521.25,7168044.50,933.36,2.97,1.07,0.03
11240,25.0,92.9,729521.25,7168044.50,956.88,2.98,1.05,0.02
11240,25.0,47.3,729521.25,7168044.50,971.77,2.99,1.03,0.01
11240,25.0,-1.0,729521.25,7168044.50,979.75,2.99,1.02,0.01
11240,75.0,556.0,729521.50,7168094.50,18.45,1.27,54.21,1.73
11240,75.0,546.0,729521.50,7168094.50,18.29,1.26,54.67,1.74
11240,75.0,536.0,729521.50,7168094.50,17.97,1.25,55.66,1.75
11240,75.0,526.0,729521.50,7168094.50,17.37,1.24,57.56,1.76
11240,75.0,516.0,729521.50,7168094.50,16.52,1.22,60.52,1.78
11240,75.0,503.5,729521.50,7168094.50,15.40,1.19,64.93,1.81
11240,75.0,486.0,729521.50,7168094.50,16.78,1.22,59.59,1.78
11240,75.0,465.4,729521.50,7168094.50,26.52,1.42,37.71,1.58
11240,75.0,443.6,729521.50,7168094.50,52.98,1.72,18.88,1.28
11240,75.0,420.4,729521.50,7168094.50,107.36,2.03,9.31,0.97
11240,75.0,395.9,729521.50,7168094.50,196.35,2.29,5.09,0.71
11240,75.0,369.9,729521.50,7168094.50,314.73,2.50,3.18,0.50
11240,75.0,342.3,729521.50,7168094.50,447.06,2.65,2.24,0.35
11240,75.0,313.1,729521.50,7168094.50,575.74,2.76,1.74,0.24
11240,75.0,282.1,729521.50,7168094.50,688.17,2.84,1.45,0.16
11240,75.0,249.3,729521.50,7168094.50,778.71,2.89,1.28,0.11
11240,75.0,214.5,729521.50,7168094.50,847.27,2.93,1.18,0.07
11240,75.0,176.7,729521.50,7168094.50,898.99,2.95,1.11,0.05
11240,75.0,136.0,729521.50,7168094.50,934.52,2.97,1.07,0.03
11240,75.0,92.8,729521.50,7168094.50,958.13,2.98,1.04,0.02
11240,75.0,47.2,729521.50,7168094.50,973.08,2.99,1.03,0.01
11240,75.0,-1.0,729521.50,7168094.50,981.01,2.99,1.02,0.01
11240,125.0,555.7,729521.62,7168144.50,22.35,1.35,44.75,1.65
11240,125.0,545.7,729521.62,7168144.50,19.86,1.30,50.35,1.70
11240,125.0,535.7,729521.62,7168144.50,18.80,1.27,53.19,1.73
11240,125.0,525.7,729521.62,7168144.50,20.66,1.32,48.39,1.68
11240,125.0,515.7,729521.62,7168144.50,24.83,1.40,40.27,1.60
11240,125.0,503.2,729521.62,7168144.50,33.29,1.52,30.04,1.48
11240,125.0,485.7,729521.62,7168144.50,44.71,1.65,22.37,1.35
11240,125.0,465.1,729521.62,7168144.50,60.54,1.78,16.52,1.22
11240,125.0,443.3,729521.62,7168144.50,91.02,1.96,10.99,1.04
11240,125.0,420.1,729521.62,7168144.50,145.55,2.16,6.87,0.84
11240,125.0,395.6,729521.62,7168144.50,228.96,2.36,4.37,0.64
11240,125.0,369.6,729521.62,7168144.50,337.73,2.53,2.96,0.47
11240,125.0,342.0,729521.62,7168144.50,460.18,2.66,2.17,0.34
11240,125.0,312.8,729521.62,7168144.50,581.56,2.76,1.72,0.24
11240,125.0,281.8,729521.62,7168144.50,689.95,2.84,1.45,0.16
11240,125.0,249.0,729521.62,7168144.50,779.03,2.89,1.28,0.11
11240,125.0,214.2,729521.62,7168144.50,847.56,2.93,1.18,0.07
11240,125.0,176.5,729521.62,7168144.50,899.81,2.95,1.11,0.05
11240,125.0,135.8,729521.62,7168144.50,935.92,2.97,1.07,0.03
11240,125.0,92.7,729521.62,7168144.50,960.00,2.98,1.04,0.02
11240,125.0,47.2,729521.62,7168144.50,975.10,2.99,1.03,0.01
11240,125.0,-1.0,729521.62,7168144.50,983.05,2.99,1.02,0.01
11240,175.0,555.4,729521.88,7168194.50,24.47,1.39,40.87,1.61
11240,175.0,545.4,729521.88,7168194.50,13.97,1.15,71.56,1.85
11240,175.0,535.4,729521.88,7168194.50,8.33,0.92,120.00,2.08
11240,175.0,525.4,729521.88,7168194.50,8.57,0.93,116.75,2.07
11240,175.0,515.4,729521.88,7168194.50,13.15,1.12,76.05,1.88
11240,175.0,502.9,729521.88,7168194.50,28.34,1.45,35.29,1.55
11240,175.0,485.4,729521.88,7168194.50,58.10,1.76,17.21,1.24
11240,175.0,464.8,729521.88,7168194.50,89.33,1.95,11.19,1.05
11240,175.0,442.9,729521.88,7168194.50,126.69,2.10,7.89,0.90
11240,175.0,419.8,729521.88,7168194.50,180.78,2.26,5.53,0.74
11240,175.0,395.3,729521.88,7168194.50,257.68,2.41,3.88,0.59
11240,175.0,369.3,729521.88,7168194.50,356.26,2.55,2.81,0.45
11240,175.0,341.7,729521.88,7168194.50,468.60,2.67,2.13,0.33
11240,175.0,312.5,729521.88,7168194.50,582.75,2.77,1.72,0.23
11240,175.0,281.5,729521.88,7168194.50,687.65,2.84,1.45,0.16
11240,175.0,248.7,729521.88,7168194.50,776.12,2.89,1.29,0.11
11240,175.0,213.9,729521.88,7168194.50,845.66,2.93,1.18,0.07
11240,175.0,176.2,729521.88,7168194.50,899.40,2.95,1.11,0.05
11240,175.0,135.5,729521.88,7168194.50,936.87,2.97,1.07,0.03
11240,175.0,92.5,729521.88,7168194.50,961.87,2.98,1.04,0.02
11240,175.0,47.1,729521.88,7168194.50,977.45,2.99,1.02,0.01
11240,175.0,-1.1,729521.88,7168194.50,985.53,2.99,1.01,0.01
11240,225.0,555.1,729522.00,7168244.50,32.51,1.51,30.76,1.49
11240,225.0,545.1,729522.00,7168244.50,15.48,1.19,64.58,1.81
11240,225.0,535.1,729522.00,7168244.50,6.60,0.82,151.55,2.18
11240,225.0,525.1,729522.00,7168244.50,5.10,0.71,195.99,2.29
11240,225.0,515.1,729522.00,7168244.50,7.63,0.88,131.13,2.12
11240,225.0,502.6,729522.00,7168244.50,19.88,1.30,50.31,1.70
11240,225.0,485.1,729522.00,7168244.50,54.02,1.73,18.51,1.27
11240,225.0,464.5,729522.00,7168244.50,97.02,1.99,10.31,1.01
11240,225.0,442.7,729522.00,7168244.50,142.13,2.15,7.04,0.85
11240,225.0,419.5,729522.00,7168244.50,197.00,2.29,5.08,0.71
11240,225.0,395.0,729522.00,7168244.50,269.23,2.43,3.71,0.57
11240,225.0,369.0,729522.00,7168244.50,360.40,2.56,2.77,0.44
11240,225.0,341.4,729522.00,7168244.50,465.61,2.67,2.15,0.33
11240,225.0,312.2,729522.00,7168244.50,575.23,2.76,1.74,0.24
11240,225.0,281.2,729522.00,7168244.50,678.88,2.83,1.47,0.17
11240,225.0,248.4,729522.00,7168244.50,768.71,2.89,1.30,0.11
11240,225.0,213.6,729522.00,7168244.50,840.85,2.92,1.19,0.08
11240,225.0,176.0,729522.00,7168244.50,897.34,2.95,1.11,0.05
11240,225.0,135.4,729522.00,7168244.50,937.08,2.97,1.07,0.03
11240,225.0,92.4,729522.00,7168244.50,963.58,2.98,1.04,0.02
11240,225.0,47.0,729522.00,7168244.50,980.00,2.99,1.02,0.01
11240,225.0,-1.1,729522.00,7168244.50,988.34,2.99,1.01,0.01
11240,275.0,555.0,729522.25,7168294.50,23.04,1.36,43.40,1.64
11240,275.0,545.0,729522.25,7168294.50,14.26,1.15,70.14,1.85
11240,275.0,535.0,729522.25,7168294.50,8.34,0.92,119.92,2.08
11240,275.0,525.0,729522.25,7168294.50,6.94,0.84,144.12,2.16
11240,275.0,515.0,729522.25,7168294.50,9.01,0.95,111.05,2.05
11240,275.0,502.5,729522.25,7168294.50,19.17,1.28,52.16,1.72
11240,275.0,485.0,729522.25,7168294.50,49.36,1.69,20.26,1.31
11240,275.0,464.4,729522.25,7168294.50,91.98,1.96,10.87,1.04
11240,275.0,442.6,729522.25,7168294.50,138.10,2.14,7.24,0.86
11240,275.0,419.5,729522.25,7168294.50,192.00,2.28,5.21,0.72
11240,275.0,394.9,729522.25,7168294.50,261.06,2.42,3.83,0.58
11240,275.0,368.9,729522.25,7168294.50,348.09,2.54,2.87,0.46
11240,275.0,341.3,729522.25,7168294.50,449.95,2.65,2.22,0.35
11240,275.0,312.1,729522.25,7168294.50,558.54,2.75,1.79,0.25
11240,275.0,281.1,729522.25,7168294.50,663.78,2.82,1.51,0.18
11240,275.0,248.3,729522.25,7168294.50,757.08,2.88,1.32,0.12
11240,275.0,213.5,729522.25,7168294.50,833.38,2.92,1.20,0.08
11240,275.0,175.9,729522.25,7168294.50,893.90,2.95,1.12,0.05
11240,275.0,135.3,729522.25,7168294.50,936.70,2.97,1.07,0.03
11240,275.0,92.4,729522.25,7168294.50,965.17,2.98,1.04,0.02
11240,275.0,47.0,729522.25,7168294.50,982.68,2.99,1.02,0.01
11240,275.0,-1.1,729522.25,7168294.50,991.46,3.00,1.01,0.00
11240,325.0,555.1,729522.38,7168344.50,14.88,1.17,67.22,1.83
11240,325.0,545.1,729522.38,7168344.50,9.93,1.00,100.66,2.00
11240,325.0,535.1,729522.38,7168344.50,6.80,0.83,146.97,2.17
11240,325.0,525.1,729522.38,7168344.50,6.75,0.83,148.04,2.17
11240,325.0,515.1,729522.38,7168344.50,9.44,0.97,105.98,2.03
11240,325.0,502.6,729522.38,7168344.50,19.37,1.29,51.64,1.71
11240,325.0,485.1,729522.38,7168344.50,45.71,1.66,21.88,1.34
11240,325.0,464.5,729522.38,7168344.50,82.99,1.92,12.05,1.08
11240,325.0,442.7,729522.38,7168344.50,124.85,2.10,8.01,0.90
11240,325.0,419.5,729522.38,7168344.50,175.13,2.24,5.71,0.76
11240,325.0,395.0,729522.38,7168344.50,240.84,2.38,4.15,0.62
11240,325.0,369.0,729522.38,7168344.50,325.28,2.51,3.07,0.49
11240,325.0,341.4,729522.38,7168344.50,426.22,2.63,2.35,0.37
11240,325.0,312.2,729522.38,7168344.50,536.14,2.73,1.87,0.27
11240,325.0,281.2,729522.38,7168344.50,644.92,2.81,1.55,0.19
11240,325.0,248.4,729522.38,7168344.50,743.17,2.87,1.35,0.13
11240,325.0,213.6,729522.38,7168344.50,824.72,2.92,1.21,0.08
11240,325.0,176.0,729522.38,7168344.50,889.94,2.95,1.12,0.05
11240,325.0,135.4,729522.38,7168344.50,936.28,2.97,1.07,0.03
11240,325.0,92.4,729522.38,7168344.50,966.99,2.99,1.03,0.01
11240,325.0,47.0,729522.38,7168344.50,985.70,2.99,1.01,0.01
11240,325.0,-1.1,729522.38,7168344.50,995.00,3.00,1.01,0.00
11240,375.0,555.4,729522.62,7168394.50,22.83,1.36,43.81,1.64
11240,375.0,545.4,729522.62,7168394.50,13.38,1.13,74.71,1.87
11240,375.0,535.4,729522.62,7168394.50,7.69,0.89,130.06,2.11
11240,375.0,525.4,729522.62,7168394.50,6.93,0.84,144.21,2.16
11240,375.0,515.4,729522.62,7168394.50,9.51,0.98,105.18,2.02
11240,375.0,502.9,729522.62,7168394.50,19.19,1.28,52.11,1.72
11240,375.0,485.4,729522.62,7168394.50,42.85,1.63,23.34,1.37
11240,375.0,464.8,729522.62,7168394.50,74.84,1.87,13.36,1.13
11240,375.0,442.9,729522.62,7168394.50,111.29,2.05,8.99,0.95
11240,375.0,419.8,729522.62,7168394.50,156.92,2.20,6.37,0.80
11240,375.0,395.3,729522.62,7168394.50,218.89,2.34,4.57,0.66
11240,375.0,369.2,729522.62,7168394.50,301.00,2.48,3.32,0.52
11240,375.0,341.7,729522.62,7168394.50,401.64,2.60,2.49,0.40
