Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,1,3806,729518.6,7168253.0,560.1,100.9,0.0,0.0,229952.0,173350.3,118882.0,71253.00,32691.00,10172.33,2036.333,373.3333,213.0000,0.000000,268817.0,230858.0,184765.0,127672.0,70368.00,27841.34,7006.000,1067.000,100.0000,0.000000
1,1,3809,729518.2,7168290.5,560.0,101.1,0.0,0.0,231077.3,175182.3,120676.0,72375.67,32705.67,9894.333,1834.333,223.6667,122.3333,0.000000,268606.3,231339.0,186889.7,130504.3,72300.00,28382.67,6998.000,1018.667,76.33334,0.000000
1,1,3812,729518.1,7168326.5,560.0,101.0,0.0,0.0,232427.7,177551.7,122812.0,73257.00,32415.00,9500.000,1643.000,138.3333,43.00000,0.000000,267498.0,231771.3,188590.0,132862.0,73689.34,28584.00,6953.667,979.3334,54.33334,0.000000
1,1,3815,729517.9,7168362.5,560.0,100.8,0.0,0.0,233719.3,179471.0,124571.3,73069.34,31298.00,8828.666,1470.000,153.6667,21.00000,0.000000,266571.0,232187.7,190017.0,134585.3,74457.66,28476.34,6826.667,957.0000,41.00000,0.000000
1,1,3818,729517.8,7168398.5,560.3,100.7,0.0,0.0,234642.3,180117.3,125457.3,71842.34,29355.34,7892.666,1297.667,213.3333,42.33334,0.000000,266460.0,232680.0,190662.0,134796.3,74036.66,27945.34,6616.333,953.6666,36.33333,0.000000
1,1,3821,729517.9,7168434.5,560.7,100.6,0.0,0.0,234995.3,179824.7,125283.0,70124.33,27107.33,6851.333,1091.667,260.6667,75.66667,0.000000,266927.7,233357.0,190234.7,133164.7,72056.34,26778.33,6356.000,966.6666,37.00000,0.000000
1,1,3824,729517.9,7168472.5,560.9,100.5,0.0,0.0,234985.3,178653.0,123371.7,67401.00,24727.33,5814.667,838.3333,284.3333,109.3333,0.000000,267638.7,234240.0,189264.3,130536.0,69007.66,25121.00,6062.667,993.3333,45.00000,0.000000
1,1,3827,729517.9,7168510.0,560.8,100.6,0.0,0.0,234821.3,176504.0,119182.0,63086.66,22148.00,4828.000,624.0000,315.6667,149.6667,0.000000,268386.7,234946.3,188023.7,127557.7,65601.67,23308.33,5725.333,1029.667,61.00000,0.000000
1,1,3830,729517.6,7168547.5,560.4,100.6,0.0,0.0,234429.0,173752.0,113535.7,57687.34,19363.67,3955.667,571.3333,388.3333,208.3333,0.000000,269071.7,234736.0,185833.0,123853.0,61892.34,21466.33,5339.667,1073.333,80.66666,0.000000
1,1,3833,729517.2,7168585.0,559.9,100.6,0.0,0.0,233274.0,170014.0,106586.0,51329.33,16310.00,3242.000,653.0000,486.3333,279.6667,0.000000,269560.0,233445.3,182034.3,118638.3,57616.00,19606.00,4922.000,1092.000,99.00000,0.000000
