Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11240,25.0,556.1,729521.25,7168044.50,7.32,0.86,136.52,2.14
11240,25.0,546.1,729521.25,7168044.50,6.45,0.81,155.11,2.19
11240,25.0,536.1,729521.25,7168044.50,5.12,0.71,195.39,2.29
11240,25.0,526.1,729521.25,7168044.50,3.89,0.59,256.86,2.41
11240,25.0,516.1,729521.25,7168044.50,3.10,0.49,322.54,2.51
11240,25.0,503.6,729521.25,7168044.50,2.71,0.43,369.35,2.57
11240,25.0,486.1,729521.25,7168044.50,4.22,0.63,236.90,2.37
11240,25.0,465.5,729521.25,7168044.50,11.27,1.05,88.72,1.95
11240,25.0,443.6,729521.25,7168044.50,32.57,1.51,30.70,1.49
11240,25.0,420.5,729521.25,7168044.50,81.03,1.91,12.34,1.09
11240,25.0,395.9,729521.25,7168044.50,165.50,2.22,6.04,0.78
11240,25.0,369.9,729521.25,7168044.50,282.47,2.45,3.54,0.55
11240,25.0,342.4,729521.25,7168044.50,416.85,2.62,2.40,0.38
11240,25.0,313.1,729521.25,7168044.50,550.07,2.74,1.82,0.26
11240,25.0,282.2,729521.25,7168044.50,667.93,2.82,1.50,0.18
11240,25.0,249.3,729521.25,7168044.50,763.44,2.88,1.31,0.12
11240,25.0,214.5,729521.25,7168044.50,835.87,2.92,1.20,0.08
11240,25.0,176.8,729521.25,7168044.50,890.29,2.95,1.12,0.05
11240,25.0,136.0,729521.25,7168044.50,927.51,2.97,1.08,0.03
11240,25.0,92.9,729521.25,7168044.50,952.09,2.98,1.05,0.02
11240,25.0,47.3,729521.25,7168044.50,967.55,2.99,1.03,0.01
11240,25.0,-1.0,729521.25,7168044.50,975.77,2.99,1.02,0.01
11240,75.0,556.0,729521.50,7168094.50,20.26,1.31,49.37,1.69
11240,75.0,546.0,729521.50,7168094.50,18.80,1.27,53.18,1.73
11240,75.0,536.0,729521.50,7168094.50,16.83,1.23,59.41,1.77
11240,75.0,526.0,729521.50,7168094.50,15.01,1.18,66.61,1.82
11240,75.0,516.0,729521.50,7168094.50,13.67,1.14,73.13,1.86
11240,75.0,503.5,729521.50,7168094.50,12.71,1.10,78.71,1.90
11240,75.0,486.0,729521.50,7168094.50,14.54,1.16,68.76,1.84
11240,75.0,465.4,729521.50,7168094.50,23.65,1.37,42.28,1.63
11240,75.0,443.6,729521.50,7168094.50,47.63,1.68,20.99,1.32
11240,75.0,420.4,729521.50,7168094.50,97.16,1.99,10.29,1.01
11240,75.0,395.9,729521.50,7168094.50,179.79,2.25,5.56,0.75
11240,75.0,369.9,729521.50,7168094.50,292.76,2.47,3.42,0.53
11240,75.0,342.3,729521.50,7168094.50,422.77,2.63,2.37,0.37
11240,75.0,313.1,729521.50,7168094.50,552.57,2.74,1.81,0.26
11240,75.0,282.1,729521.50,7168094.50,668.38,2.83,1.50,0.17
11240,75.0,249.3,729521.50,7168094.50,763.02,2.88,1.31,0.12
11240,75.0,214.5,729521.50,7168094.50,835.30,2.92,1.20,0.08
11240,75.0,176.7,729521.50,7168094.50,889.98,2.95,1.12,0.05
11240,75.0,136.0,729521.50,7168094.50,927.51,2.97,1.08,0.03
11240,75.0,92.8,729521.50,7168094.50,952.35,2.98,1.05,0.02
11240,75.0,47.2,729521.50,7168094.50,968.00,2.99,1.03,0.01
11240,75.0,-1.0,729521.50,7168094.50,976.27,2.99,1.02,0.01
11240,125.0,555.7,729521.62,7168144.50,25.22,1.40,39.65,1.60
11240,125.0,545.7,729521.62,7168144.50,22.45,1.35,44.54,1.65
11240,125.0,535.7,729521.62,7168144.50,20.21,1.31,49.47,1.69
11240,125.0,525.7,729521.62,7168144.50,19.90,1.30,50.25,1.70
11240,125.0,515.7,729521.62,7168144.50,21.29,1.33,46.98,1.67
11240,125.0,503.2,729521.62,7168144.50,25.22,1.40,39.65,1.60
11240,125.0,485.7,729521.62,7168144.50,32.56,1.51,30.72,1.49
11240,125.0,465.1,729521.62,7168144.50,45.83,1.66,21.82,1.34
11240,125.0,443.3,729521.62,7168144.50,73.13,1.86,13.67,1.14
11240,125.0,420.1,729521.62,7168144.50,123.35,2.09,8.11,0.91
11240,125.0,395.6,729521.62,7168144.50,202.40,2.31,4.94,0.69
11240,125.0,369.6,729521.62,7168144.50,308.38,2.49,3.24,0.51
11240,125.0,342.0,729521.62,7168144.50,430.78,2.63,2.32,0.37
11240,125.0,312.8,729521.62,7168144.50,554.75,2.74,1.80,0.26
11240,125.0,281.8,729521.62,7168144.50,667.30,2.82,1.50,0.18
11240,125.0,249.0,729521.62,7168144.50,760.87,2.88,1.31,0.12
11240,125.0,214.2,729521.62,7168144.50,833.34,2.92,1.20,0.08
11240,125.0,176.5,729521.62,7168144.50,888.76,2.95,1.13,0.05
11240,125.0,135.8,729521.62,7168144.50,927.07,2.97,1.08,0.03
11240,125.0,92.7,729521.62,7168144.50,952.58,2.98,1.05,0.02
11240,125.0,47.2,729521.62,7168144.50,968.58,2.99,1.03,0.01
11240,125.0,-1.0,729521.62,7168144.50,977.01,2.99,1.02,0.01
11240,175.0,555.4,729521.88,7168194.50,20.90,1.32,47.85,1.68
11240,175.0,545.4,729521.88,7168194.50,14.16,1.15,70.62,1.85
11240,175.0,535.4,729521.88,7168194.50,10.09,1.00,99.15,2.00
11240,175.0,525.4,729521.88,7168194.50,10.20,1.01,98.00,1.99
11240,175.0,515.4,729521.88,7168194.50,13.61,1.13,73.50,1.87
11240,175.0,502.9,729521.88,7168194.50,23.96,1.38,41.74,1.62
11240,175.0,485.4,729521.88,7168194.50,43.66,1.64,22.90,1.36
11240,175.0,464.8,729521.88,7168194.50,66.81,1.82,14.97,1.18
11240,175.0,442.9,729521.88,7168194.50,98.97,2.00,10.10,1.00
11240,175.0,419.8,729521.88,7168194.50,149.13,2.17,6.71,0.83
11240,175.0,395.3,729521.88,7168194.50,223.25,2.35,4.48,0.65
11240,175.0,369.3,729521.88,7168194.50,321.00,2.51,3.12,0.49
11240,175.0,341.7,729521.88,7168194.50,434.89,2.64,2.30,0.36
11240,175.0,312.5,729521.88,7168194.50,552.62,2.74,1.81,0.26
11240,175.0,281.5,729521.88,7168194.50,662.17,2.82,1.51,0.18
11240,175.0,248.7,729521.88,7168194.50,755.34,2.88,1.32,0.12
11240,175.0,213.9,729521.88,7168194.50,828.93,2.92,1.21,0.08
11240,175.0,176.2,729521.88,7168194.50,885.94,2.95,1.13,0.05
11240,175.0,135.5,729521.88,7168194.50,925.75,2.97,1.08,0.03
11240,175.0,92.5,729521.88,7168194.50,952.39,2.98,1.05,0.02
11240,175.0,47.1,729521.88,7168194.50,969.07,2.99,1.03,0.01
11240,175.0,-1.1,729521.88,7168194.50,977.80,2.99,1.02,0.01
11240,225.0,555.1,729522.00,7168244.50,26.63,1.43,37.55,1.57
11240,225.0,545.1,729522.00,7168244.50,13.89,1.14,71.98,1.86
11240,225.0,535.1,729522.00,7168244.50,6.93,0.84,144.23,2.16
11240,225.0,525.1,729522.00,7168244.50,5.86,0.77,170.77,2.23
11240,225.0,515.1,729522.00,7168244.50,8.24,0.92,121.32,2.08
11240,225.0,502.6,729522.00,7168244.50,18.34,1.26,54.52,1.74
11240,225.0,485.1,729522.00,7168244.50,43.88,1.64,22.79,1.36
11240,225.0,464.5,729522.00,7168244.50,75.93,1.88,13.17,1.12
11240,225.0,442.7,729522.00,7168244.50,112.93,2.05,8.85,0.95
11240,225.0,419.5,729522.00,7168244.50,162.60,2.21,6.15,0.79
11240,225.0,395.0,729522.00,7168244.50,231.94,2.37,4.31,0.63
11240,225.0,369.0,729522.00,7168244.50,322.57,2.51,3.10,0.49
11240,225.0,341.4,729522.00,7168244.50,429.62,2.63,2.33,0.37
11240,225.0,312.2,729522.00,7168244.50,542.92,2.73,1.84,0.27
11240,225.0,281.2,729522.00,7168244.50,651.14,2.81,1.54,0.19
11240,225.0,248.4,729522.00,7168244.50,745.51,2.87,1.34,0.13
11240,225.0,213.6,729522.00,7168244.50,821.56,2.91,1.22,0.09
11240,225.0,176.0,729522.00,7168244.50,881.28,2.95,1.13,0.05
11240,225.0,135.4,729522.00,7168244.50,923.43,2.97,1.08,0.03
11240,225.0,92.4,729522.00,7168244.50,951.71,2.98,1.05,0.02
11240,225.0,47.0,729522.00,7168244.50,969.44,2.99,1.03,0.01
11240,225.0,-1.1,729522.00,7168244.50,978.59,2.99,1.02,0.01
11240,275.0,555.0,729522.25,7168294.50,23.16,1.36,43.17,1.64
11240,275.0,545.0,729522.25,7168294.50,14.18,1.15,70.51,1.85
11240,275.0,535.0,729522.25,7168294.50,8.26,0.92,121.09,2.08
11240,275.0,525.0,729522.25,7168294.50,6.87,0.84,145.50,2.16
11240,275.0,515.0,729522.25,7168294.50,8.67,0.94,115.38,2.06
11240,275.0,502.5,729522.25,7168294.50,17.10,1.23,58.47,1.77
11240,275.0,485.0,729522.25,7168294.50,40.71,1.61,24.56,1.39
11240,275.0,464.4,729522.25,7168294.50,73.56,1.87,13.59,1.13
11240,275.0,442.6,729522.25,7168294.50,111.22,2.05,8.99,0.95
11240,275.0,419.5,729522.25,7168294.50,159.20,2.20,6.28,0.80
11240,275.0,394.9,729522.25,7168294.50,224.68,2.35,4.45,0.65
11240,275.0,368.9,729522.25,7168294.50,310.54,2.49,3.22,0.51
11240,275.0,341.3,729522.25,7168294.50,413.61,2.62,2.42,0.38
11240,275.0,312.1,729522.25,7168294.50,525.24,2.72,1.90,0.28
11240,275.0,281.1,729522.25,7168294.50,634.44,2.80,1.58,0.20
11240,275.0,248.3,729522.25,7168294.50,731.75,2.86,1.37,0.14
11240,275.0,213.5,729522.25,7168294.50,811.58,2.91,1.23,0.09
11240,275.0,175.9,729522.25,7168294.50,875.11,2.94,1.14,0.06
11240,275.0,135.3,729522.25,7168294.50,920.28,2.96,1.09,0.04
11240,275.0,92.4,729522.25,7168294.50,950.64,2.98,1.05,0.02
11240,275.0,47.0,729522.25,7168294.50,969.63,2.99,1.03,0.01
11240,275.0,-1.1,729522.25,7168294.50,979.41,2.99,1.02,0.01
11240,325.0,555.1,729522.38,7168344.50,16.27,1.21,61.48,1.79
11240,325.0,545.1,729522.38,7168344.50,11.34,1.05,88.19,1.95
11240,325.0,535.1,729522.38,7168344.50,7.93,0.90,126.03,2.10
11240,325.0,525.1,729522.38,7168344.50,7.47,0.87,133.82,2.13
11240,325.0,515.1,729522.38,7168344.50,9.50,0.98,105.22,2.02
11240,325.0,502.6,729522.38,7168344.50,17.17,1.23,58.24,1.77
11240,325.0,485.1,729522.38,7168344.50,37.14,1.57,26.93,1.43
11240,325.0,464.5,729522.38,7168344.50,65.83,1.82,15.19,1.18
11240,325.0,442.7,729522.38,7168344.50,100.22,2.00,9.98,1.00
11240,325.0,419.5,729522.38,7168344.50,144.95,2.16,6.90,0.84
11240,325.0,395.0,729522.38,7168344.50,206.90,2.32,4.83,0.68
11240,325.0,369.0,729522.38,7168344.50,289.55,2.46,3.45,0.54
11240,325.0,341.4,729522.38,7168344.50,390.78,2.59,2.56,0.41
11240,325.0,312.2,729522.38,7168344.50,502.73,2.70,1.99,0.30
11240,325.0,281.2,729522.38,7168344.50,614.49,2.79,1.63,0.21
11240,325.0,248.4,729522.38,7168344.50,715.91,2.85,1.40,0.15
11240,325.0,213.6,729522.38,7168344.50,800.38,2.90,1.25,0.10
11240,325.0,176.0,729522.38,7168344.50,868.22,2.94,1.15,0.06
11240,325.0,135.4,729522.38,7168344.50,916.82,2.96,1.09,0.04
11240,325.0,92.4,729522.38,7168344.50,949.49,2.98,1.05,0.02
11240,325.0,47.0,729522.38,7168344.50,969.87,2.99,1.03,0.01
11240,325.0,-1.1,729522.38,7168344.50,980.34,2.99,1.02,0.01
11240,375.0,555.4,729522.62,7168394.50,18.02,1.26,55.50,1.74
11240,375.0,545.4,729522.62,7168394.50,11.51,1.06,86.88,1.94
11240,375.0,535.4,729522.62,7168394.50,7.35,0.87,136.06,2.13
11240,375.0,525.4,729522.62,7168394.50,6.77,0.83,147.79,2.17
11240,375.0,515.4,729522.62,7168394.50,8.76,0.94,114.13,2.06
11240,375.0,502.9,729522.62,7168394.50,16.02,1.20,62.41,1.80
11240,375.0,485.4,729522.62,7168394.50,33.64,1.53,29.73,1.47
11240,375.0,464.8,729522.62,7168394.50,58.38,1.77,17.13,1.23
11240,375.0,442.9,729522.62,7168394.50,88.75,1.95,11.27,1.05
11240,375.0,419.8,729522.62,7168394.50,129.65,2.11,7.71,0.89
11240,375.0,395.3,729522.62,7168394.50,187.98,2.27,5.32,0.73
11240,375.0,369.2,729522.62,7168394.50,267.83,2.43,3.73,0.57
11240,375.0,341.7,729522.62,7168394.50,367.81,2.57,2.72,0.43
11240,375.0,312.5,729522.62,7168394.50,480.63,2.68,2.08,0.32
11240,375.0,281.5,729522.62,7168394.50,595.32,2.77,1.68,0.23
11240,375.0,248.6,729522.62,7168394.50,700.95,2.85,1.43,0.15
11240,375.0,213.8,729522.62,7168394.50,789.93,2.90,1.27,0.10
11240,375.0,176.2,729522.62,7168394.50,862.05,2.94,1.16,0.06
11240,375.0,135.5,729522.62,7168394.50,913.85,2.96,1.09,0.04
11240,375.0,92.5,729522.62,7168394.50,948.74,2.98,1.05,0.02
11240,375.0,47.0,729522.62,7168394.50,970.47,2.99,1.03,0.01
11240,375.0,-1.1,729522.62,7168394.50,981.54,2.99,1.02,0.01
11240,425.0,555.6,729522.75,7168444.50,19.04,1.28,52.53,1.72
11240,425.0,545.6,729522.75,7168444.50,11.63,1.07,86.01,1.93
11240,425.0,535.6,729522.75,7168444.50,6.95,0.84,143.84,2.16
11240,425.0,525.6,729522.75,7168444.50,6.14,0.79,162.92,2.21
11240,425.0,515.6,729522.75,7168444.50,7.98,0.90,125.36,2.10
11240,425.0,503.1,729522.75,7168444.50,15.02,1.18,66.59,1.82
11240,425.0,485.6,729522.75,7168444.50,31.86,1.50,31.39,1.50
11240,425.0,465.0,729522.75,7168444.50,54.64,1.74,18.30,1.26
11240,425.0,443.2,729522.75,7168444.50,82.23,1.92,12.16,1.08
11240,425.0,420.0,729522.75,7168444.50,119.92,2.08,8.34,0.92
11240,425.0,395.5,729522.75,7168444.50,175.03,2.24,5.71,0.76
11240,425.0,369.5,729522.75,7168444.50,252.25,2.40,3.96,0.60
11240,425.0,341.9,729522.75,7168444.50,350.93,2.55,2.85,0.45
11240,425.0,312.7,729522.75,7168444.50,464.27,2.67,2.15,0.33
11240,425.0,281.7,729522.75,7168444.50,581.13,2.76,1.72,0.24
11240,425.0,248.9,729522.75,7168444.50,690.05,2.84,1.45,0.16
11240,425.0,214.1,729522.75,7168444.50,782.59,2.89,1.28,0.11
11240,425.0,176.4,729522.75,7168444.50,858.07,2.93,1.17,0.07
11240,425.0,135.7,729522.75,7168444.50,912.40,2.96,1.10,0.04
11240,425.0,92.7,729522.75,7168444.50,948.97,2.98,1.05,0.02
11240,425.0,47.1,729522.75,7168444.50,971.65,2.99,1.03,0.01
11240,425.0,-1.0,729522.75,7168444.50,983.19,2.99,1.02,0.01
11240,475.0,555.6,729523.00,7168494.50,22.33,1.35,44.78,1.65
11240,475.0,545.6,729523.00,7168494.50,14.49,1.16,69.00,1.84
11240,475.0,535.6,729523.00,7168494.50,9.20,0.96,108.65,2.04
11240,475.0,525.6,729523.00,7168494.50,8.02,0.90,124.62,2.10
11240,475.0,515.6,729523.00,7168494.50,9.78,0.99,102.21,2.01
11240,475.0,503.1,729523.00,7168494.50,16.80,1.23,59.51,1.77
11240,475.0,485.6,729523.00,7168494.50,33.33,1.52,30.01,1.48
11240,475.0,465.0,729523.00,7168494.50,55.32,1.74,18.08,1.26
11240,475.0,443.2,729523.00,7168494.50,81.73,1.91,12.23,1.09
11240,475.0,420.0,729523.00,7168494.50,117.82,2.07,8.49,0.93
11240,475.0,395.5,729523.00,7168494.50,171.09,2.23,5.84,0.77
11240,475.0,369.5,729523.00,7168494.50,246.62,2.39,4.05,0.61
11240,475.0,341.9,729523.00,7168494.50,344.28,2.54,2.90,0.46
11240,475.0,312.7,729523.00,7168494.50,457.57,2.66,2.19,0.34
11240,475.0,281.7,729523.00,7168494.50,575.42,2.76,1.74,0.24
11240,475.0,248.9,729523.00,7168494.50,686.00,2.84,1.46,0.16
11240,475.0,214.1,729523.00,7168494.50,780.46,2.89,1.28,0.11
11240,475.0,176.4,729523.00,7168494.50,857.68,2.93,1.17,0.07
11240,475.0,135.7,729523.00,7168494.50,913.31,2.96,1.09,0.04
