Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11240,25.0,556.1,729521.25,7168044.50,7.30,0.86,137.05,2.14
11240,25.0,546.1,729521.25,7168044.50,6.51,0.81,153.60,2.19
11240,25.0,536.1,729521.25,7168044.50,5.48,0.74,182.40,2.26
11240,25.0,526.1,729521.25,7168044.50,4.63,0.67,215.87,2.33
11240,25.0,516.1,729521.25,7168044.50,4.17,0.62,239.95,2.38
11240,25.0,503.6,729521.25,7168044.50,4.19,0.62,238.68,2.38
11240,25.0,486.1,729521.25,7168044.50,6.33,0.80,157.96,2.20
11240,25.0,465.5,729521.25,7168044.50,14.03,1.15,71.28,1.85
11240,25.0,443.6,729521.25,7168044.50,34.77,1.54,28.76,1.46
11240,25.0,420.5,729521.25,7168044.50,79.81,1.90,12.53,1.10
11240,25.0,395.9,729521.25,7168044.50,158.25,2.20,6.32,0.80
11240,25.0,369.9,729521.25,7168044.50,269.27,2.43,3.71,0.57
11240,25.0,342.4,729521.25,7168044.50,400.60,2.60,2.50,0.40
11240,25.0,313.1,729521.25,7168044.50,534.36,2.73,1.87,0.27
11240,25.0,282.2,729521.25,7168044.50,655.17,2.82,1.53,0.18
11240,25.0,249.3,729521.25,7168044.50,754.36,2.88,1.33,0.12
11240,25.0,214.5,729521.25,7168044.50,829.96,2.92,1.20,0.08
11240,25.0,176.8,729521.25,7168044.50,886.72,2.95,1.13,0.05
11240,25.0,136.0,729521.25,7168044.50,925.24,2.97,1.08,0.03
11240,25.0,92.9,729521.25,7168044.50,950.40,2.98,1.05,0.02
11240,25.0,47.3,729521.25,7168044.50,966.00,2.98,1.04,0.02
11240,25.0,-1.0,729521.25,7168044.50,974.17,2.99,1.03,0.01
11240,75.0,556.0,729521.50,7168094.50,19.95,1.30,50.12,1.70
11240,75.0,546.0,729521.50,7168094.50,17.88,1.25,55.92,1.75
11240,75.0,536.0,729521.50,7168094.50,15.23,1.18,65.67,1.82
11240,75.0,526.0,729521.50,7168094.50,12.98,1.11,77.05,1.89
11240,75.0,516.0,729521.50,7168094.50,11.51,1.06,86.85,1.94
11240,75.0,503.5,729521.50,7168094.50,10.63,1.03,94.07,1.97
11240,75.0,486.0,729521.50,7168094.50,12.55,1.10,79.70,1.90
11240,75.0,465.4,729521.50,7168094.50,20.97,1.32,47.68,1.68
