 East  ,  Channel ,   Error 	 
  740330.0,       0.0,         0.5741
  740330.0,     -40.0,         0.7885
  740330.0,     -80.0,         0.7897
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.6888
  740330.0,    -200.0,         0.3328
  740330.0,    -240.0,         0.1655
  740330.0,    -280.0,         0.1712
  740330.0,    -320.0,         0.1813
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.4451
  740330.0,    -440.0,         0.4246
  740330.0,    -480.0,         0.3755
  740330.0,    -520.0,         0.3046
  740330.0,    -560.0,         0.2224
  740330.0,    -600.0,         0.0541
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0223
  740330.0,    -720.0,         0.0983
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,         0.4635
  740330.0,     -40.0,         0.6737
  740330.0,     -80.0,         0.7059
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.6557
  740330.0,    -200.0,         0.3328
  740330.0,    -240.0,         0.1840
  740330.0,    -280.0,         0.1930
  740330.0,    -320.0,         0.2060
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.4052
  740330.0,    -440.0,         0.3528
  740330.0,    -480.0,         0.2911
  740330.0,    -520.0,         0.2102
  740330.0,    -560.0,         0.1325
  740330.0,    -600.0,         0.0280
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1169
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,         0.2936
  740330.0,     -40.0,         0.5121
  740330.0,     -80.0,         0.5756
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.5950
  740330.0,    -200.0,         0.3281
  740330.0,    -240.0,         0.2006
  740330.0,    -280.0,         0.2167
  740330.0,    -320.0,         0.2300
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.3723
  740330.0,    -440.0,         0.3195
  740330.0,    -480.0,         0.2550
  740330.0,    -520.0,         0.1703
  740330.0,    -560.0,         0.0956
  740330.0,    -600.0,         0.0224
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1220
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,         0.1128
  740330.0,     -40.0,         0.3141
  740330.0,     -80.0,         0.4101
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.5191
  740330.0,    -200.0,         0.3192
  740330.0,    -240.0,         0.2133
  740330.0,    -280.0,         0.2354
  740330.0,    -320.0,         0.2465
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.3815
  740330.0,    -440.0,         0.3600
  740330.0,    -480.0,         0.3020
  740330.0,    -520.0,         0.2191
  740330.0,    -560.0,         0.1390
  740330.0,    -600.0,         0.0412
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1169
  740330.0,    -760.0,         0.0000
  740330.0,       0.0,        -0.0329
  740330.0,     -40.0,         0.1296
  740330.0,     -80.0,         0.2573
  740330.0,    -120.0,         0.0000
  740330.0,    -160.0,         0.4456
  740330.0,    -200.0,         0.3061
  740330.0,    -240.0,         0.2218
  740330.0,    -280.0,         0.2447
  740330.0,    -320.0,         0.2566
  740330.0,    -360.0,         0.0000
  740330.0,    -400.0,         0.4490
  740330.0,    -440.0,         0.5001
  740330.0,    -480.0,         0.4553
  740330.0,    -520.0,         0.3683
  740330.0,    -560.0,         0.2678
  740330.0,    -600.0,         0.0941
  740330.0,    -640.0,         0.0000
  740330.0,    -680.0,         0.0000
  740330.0,    -720.0,         0.1097
  740330.0,    -760.0,         0.0000
  740330.1,       0.0,        -0.0991
  740330.1,     -40.0,         0.0499
  740330.1,     -80.0,         0.1950
  740330.1,    -120.0,         0.0000
  740330.1,    -160.0,         0.4071
  740330.1,    -200.0,         0.2947
  740330.1,    -240.0,         0.2272
  740330.1,    -280.0,         0.2439
  740330.1,    -320.0,         0.2695
  740330.1,    -360.0,         0.0000
  740330.1,    -400.0,         0.5311
  740330.1,    -440.0,         0.6955
  740330.1,    -480.0,         0.6740
  740330.1,    -520.0,         0.5828
  740330.1,    -560.0,         0.4603
  740330.1,    -600.0,         0.1716
  740330.1,    -640.0,         0.0284
  740330.1,    -680.0,         0.0248
  740330.1,    -720.0,         0.1030
  740330.1,    -760.0,         0.0000
  740330.2,       0.0,        -0.0586
  740330.2,     -40.0,         0.0999
  740330.2,     -80.0,         0.2415
  740330.2,    -120.0,         0.0000
  740330.2,    -160.0,         0.4321
  740330.2,    -200.0,         0.3004
  740330.2,    -240.0,         0.2327
  740330.2,    -280.0,         0.2337
  740330.2,    -320.0,         0.2823
  740330.2,    -360.0,         0.0000
  740330.2,    -400.0,         0.5773
  740330.2,    -440.0,         0.8271
  740330.2,    -480.0,         0.8345
  740330.2,    -520.0,         0.7574
  740330.2,    -560.0,         0.6276
  740330.2,    -600.0,         0.2376
  740330.2,    -640.0,         0.0557
  740330.2,    -680.0,         0.0393
  740330.2,    -720.0,         0.0964
  740330.2,    -760.0,         0.0000
  740330.4,       0.0,        -0.0000
  740330.4,     -40.0,         0.1821
  740330.4,     -80.0,         0.3251
  740330.4,    -120.0,         0.0000
  740330.4,    -160.0,         0.5040
  740330.4,    -200.0,         0.3321
  740330.4,    -240.0,         0.2414
  740330.4,    -280.0,         0.2228
  740330.4,    -320.0,         0.2881
  740330.4,    -360.0,         0.0000
  740330.4,    -400.0,         0.5961
  740330.4,    -440.0,         0.8465
  740330.4,    -480.0,         0.8713
  740330.4,    -520.0,         0.8186
  740330.4,    -560.0,         0.7021
  740330.4,    -600.0,         0.2738
  740330.4,    -640.0,         0.0783
  740330.4,    -680.0,         0.0528
  740330.4,    -720.0,         0.0921
  740330.4,    -760.0,         0.0000
  740330.6,       0.0,         0.0338
  740330.6,     -40.0,         0.2379
  740330.6,     -80.0,         0.3969
  740330.6,    -120.0,         0.0000
  740330.6,    -160.0,         0.5832
  740330.6,    -200.0,         0.3757
  740330.6,    -240.0,         0.2552
  740330.6,    -280.0,         0.2236
  740330.6,    -320.0,         0.2890
  740330.6,    -360.0,         0.0000
  740330.6,    -400.0,         0.6242
  740330.6,    -440.0,         0.8376
  740330.6,    -480.0,         0.8558
  740330.6,    -520.0,         0.8134
  740330.6,    -560.0,         0.7158
  740330.6,    -600.0,         0.2929
  740330.6,    -640.0,         0.0983
  740330.6,    -680.0,         0.0660
  740330.6,    -720.0,         0.0934
  740330.6,    -760.0,         0.0000
  740330.8,       0.0,         0.0693
  740330.8,     -40.0,         0.2912
  740330.8,     -80.0,         0.4598
  740330.8,    -120.0,         0.0000
  740330.8,    -160.0,         0.6414
  740330.8,    -200.0,         0.4163
  740330.8,    -240.0,         0.2727
  740330.8,    -280.0,         0.2374
  740330.8,    -320.0,         0.2891
  740330.8,    -360.0,         0.0000
  740330.8,    -400.0,         0.6778
  740330.8,    -440.0,         0.8692
  740330.8,    -480.0,         0.8584
  740330.8,    -520.0,         0.8081
  740330.8,    -560.0,         0.7197
  740330.8,    -600.0,         0.3114
  740330.8,    -640.0,         0.1237
  740330.8,    -680.0,         0.0852
  740330.8,    -720.0,         0.1042
  740330.8,    -760.0,         0.0000
  740330.8,       0.0,         0.1073
  740330.8,     -40.0,         0.3581
  740330.8,     -80.0,         0.5201
  740330.8,    -120.0,         0.0000
  740330.8,    -160.0,         0.6749
  740330.8,    -200.0,         0.4503
  740330.8,    -240.0,         0.2887
  740330.8,    -280.0,         0.2554
  740330.8,    -320.0,         0.2889
  740330.8,    -360.0,         0.0000
  740330.8,    -400.0,         0.7658
  740330.8,    -440.0,         0.9293
  740330.8,    -480.0,         0.8815
  740330.8,    -520.0,         0.8175
  740330.8,    -560.0,         0.7335
  740330.8,    -600.0,         0.3389
  740330.8,    -640.0,         0.1631
  740330.8,    -680.0,         0.1128
  740330.8,    -720.0,         0.1288
  740330.8,    -760.0,         0.0000
  740330.8,       0.0,         0.1667
  740330.8,     -40.0,         0.4290
  740330.8,     -80.0,         0.5717
  740330.8,    -120.0,         0.0000
  740330.8,    -160.0,         0.6973
  740330.8,    -200.0,         0.4775
  740330.8,    -240.0,         0.2991
  740330.8,    -280.0,         0.2696
  740330.8,    -320.0,         0.2864
