 East  ,  RL  ,  Delpar	 
      25.0,     556.1,      0.75
      25.0,     546.1,      0.75
      25.0,     536.1,      0.75
      25.0,     526.1,      0.74
      25.0,     516.1,      0.72
      25.0,     503.6,      0.70
      25.0,     486.1,      0.66
      25.0,     465.5,      0.60
      25.0,     443.6,      0.52
      25.0,     420.5,      0.44
      25.0,     395.9,      0.36
      25.0,     369.9,      0.29
      25.0,     342.4,      0.22
      25.0,     313.1,      0.16
      25.0,     282.2,      0.11
      25.0,     249.3,      0.08
      25.0,     214.5,      0.05
      25.0,     176.8,      0.03
      25.0,     136.0,      0.02
      25.0,      92.9,      0.01
      25.0,      47.3,      0.01
      25.0,      -1.0,      0.01
      75.0,     556.0,      0.80
      75.0,     546.0,      0.80
      75.0,     536.0,      0.79
      75.0,     526.0,      0.78
      75.0,     516.0,      0.77
      75.0,     503.5,      0.75
      75.0,     486.0,      0.70
      75.0,     465.4,      0.63
      75.0,     443.6,      0.56
      75.0,     420.4,      0.47
      75.0,     395.9,      0.38
      75.0,     369.9,      0.30
      75.0,     342.3,      0.23
      75.0,     313.1,      0.17
      75.0,     282.1,      0.12
      75.0,     249.3,      0.08
      75.0,     214.5,      0.05
      75.0,     176.7,      0.04
      75.0,     136.0,      0.02
      75.0,      92.8,      0.01
      75.0,      47.2,      0.01
      75.0,      -1.0,      0.01
     125.0,     555.7,      0.88
     125.0,     545.7,      0.88
     125.0,     535.7,      0.87
     125.0,     525.7,      0.86
     125.0,     515.7,      0.84
     125.0,     503.2,      0.81
     125.0,     485.7,      0.76
     125.0,     465.1,      0.69
     125.0,     443.3,      0.60
     125.0,     420.1,      0.51
     125.0,     395.6,      0.41
     125.0,     369.6,      0.32
     125.0,     342.0,      0.24
     125.0,     312.8,      0.18
     125.0,     281.8,      0.13
     125.0,     249.0,      0.09
     125.0,     214.2,      0.06
     125.0,     176.5,      0.04
     125.0,     135.8,      0.02
     125.0,      92.7,      0.02
     125.0,      47.2,      0.01
     125.0,      -1.0,      0.01
     175.0,     555.4,      0.95
     175.0,     545.4,      0.95
     175.0,     535.4,      0.94
     175.0,     525.4,      0.93
     175.0,     515.4,      0.91
     175.0,     502.9,      0.87
     175.0,     485.4,      0.82
     175.0,     464.8,      0.74
     175.0,     442.9,      0.65
     175.0,     419.8,      0.55
     175.0,     395.3,      0.45
     175.0,     369.3,      0.35
     175.0,     341.7,      0.27
     175.0,     312.5,      0.20
     175.0,     281.5,      0.14
     175.0,     248.7,      0.10
     175.0,     213.9,      0.07
     175.0,     176.2,      0.04
     175.0,     135.5,      0.03
     175.0,      92.5,      0.02
     175.0,      47.1,      0.01
     175.0,      -1.1,      0.01
     225.0,     555.1,      0.96
     225.0,     545.1,      0.96
     225.0,     535.1,      0.95
     225.0,     525.1,      0.94
     225.0,     515.1,      0.92
     225.0,     502.6,      0.89
     225.0,     485.1,      0.84
     225.0,     464.5,      0.77
     225.0,     442.7,      0.68
     225.0,     419.5,      0.58
     225.0,     395.0,      0.48
     225.0,     369.0,      0.38
     225.0,     341.4,      0.29
     225.0,     312.2,      0.21
     225.0,     281.2,      0.15
     225.0,     248.4,      0.11
     225.0,     213.6,      0.07
     225.0,     176.0,      0.05
     225.0,     135.4,      0.03
     225.0,      92.4,      0.02
     225.0,      47.0,      0.01
     225.0,      -1.1,      0.01
     275.0,     555.0,      0.89
     275.0,     545.0,      0.89
     275.0,     535.0,      0.88
     275.0,     525.0,      0.88
     275.0,     515.0,      0.87
     275.0,     502.5,      0.85
     275.0,     485.0,      0.82
     275.0,     464.4,      0.76
     275.0,     442.6,      0.69
     275.0,     419.5,      0.60
     275.0,     394.9,      0.50
     275.0,     368.9,      0.40
     275.0,     341.3,      0.31
     275.0,     312.1,      0.23
     275.0,     281.1,      0.17
     275.0,     248.3,      0.12
     275.0,     213.5,      0.08
     275.0,     175.9,      0.05
     275.0,     135.3,      0.04
     275.0,      92.4,      0.02
     275.0,      47.0,      0.02
     275.0,      -1.1,      0.01
     325.0,     555.1,      0.77
     325.0,     545.1,      0.77
     325.0,     535.1,      0.77
     325.0,     525.1,      0.78
     325.0,     515.1,      0.78
     325.0,     502.6,      0.78
     325.0,     485.1,      0.77
     325.0,     464.5,      0.74
     325.0,     442.7,      0.69
     325.0,     419.5,      0.61
     325.0,     395.0,      0.52
     325.0,     369.0,      0.43
     325.0,     341.4,      0.34
     325.0,     312.2,      0.26
     325.0,     281.2,      0.19
     325.0,     248.4,      0.13
