Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
11240,25.0,556.1,729521.25,7168044.50,7.75,0.89,128.97,2.11
11240,25.0,546.1,729521.25,7168044.50,7.52,0.88,133.02,2.12
11240,25.0,536.1,729521.25,7168044.50,6.37,0.80,156.93,2.20
11240,25.0,526.1,729521.25,7168044.50,4.64,0.67,215.38,2.33
11240,25.0,516.1,729521.25,7168044.50,3.11,0.49,321.29,2.51
11240,25.0,503.6,729521.25,7168044.50,1.87,0.27,533.85,2.73
11240,25.0,486.1,729521.25,7168044.50,2.36,0.37,423.75,2.63
11240,25.0,465.5,729521.25,7168044.50,8.04,0.91,124.40,2.09
11240,25.0,443.6,729521.25,7168044.50,29.22,1.47,34.22,1.53
11240,25.0,420.5,729521.25,7168044.50,82.00,1.91,12.20,1.09
11240,25.0,395.9,729521.25,7168044.50,175.34,2.24,5.70,0.76
11240,25.0,369.9,729521.25,7168044.50,301.52,2.48,3.32,0.52
11240,25.0,342.4,729521.25,7168044.50,441.16,2.64,2.27,0.36
11240,25.0,313.1,729521.25,7168044.50,574.55,2.76,1.74,0.24
11240,25.0,282.2,729521.25,7168044.50,689.09,2.84,1.45,0.16
11240,25.0,249.3,729521.25,7168044.50,780.04,2.89,1.28,0.11
11240,25.0,214.5,729521.25,7168044.50,848.25,2.93,1.18,0.07
11240,25.0,176.8,729521.25,7168044.50,899.38,2.95,1.11,0.05
11240,25.0,136.0,729521.25,7168044.50,934.49,2.97,1.07,0.03
11240,25.0,92.9,729521.25,7168044.50,957.89,2.98,1.04,0.02
11240,25.0,47.3,729521.25,7168044.50,972.76,2.99,1.03,0.01
11240,25.0,-1.0,729521.25,7168044.50,980.75,2.99,1.02,0.01
11240,75.0,556.0,729521.50,7168094.50,17.10,1.23,58.47,1.77
11240,75.0,546.0,729521.50,7168094.50,17.46,1.24,57.28,1.76
11240,75.0,536.0,729521.50,7168094.50,17.92,1.25,55.80,1.75
11240,75.0,526.0,729521.50,7168094.50,18.06,1.26,55.38,1.74
11240,75.0,516.0,729521.50,7168094.50,17.57,1.24,56.91,1.76
11240,75.0,503.5,729521.50,7168094.50,16.40,1.21,60.97,1.79
11240,75.0,486.0,729521.50,7168094.50,17.26,1.24,57.95,1.76
11240,75.0,465.4,729521.50,7168094.50,26.75,1.43,37.39,1.57
11240,75.0,443.6,729521.50,7168094.50,53.39,1.73,18.73,1.27
11240,75.0,420.4,729521.50,7168094.50,108.64,2.04,9.20,0.96
11240,75.0,395.9,729521.50,7168094.50,199.13,2.30,5.02,0.70
11240,75.0,369.9,729521.50,7168094.50,319.04,2.50,3.13,0.50
11240,75.0,342.3,729521.50,7168094.50,452.21,2.66,2.21,0.34
11240,75.0,313.1,729521.50,7168094.50,580.84,2.76,1.72,0.24
11240,75.0,282.1,729521.50,7168094.50,692.60,2.84,1.44,0.16
11240,75.0,249.3,729521.50,7168094.50,782.24,2.89,1.28,0.11
11240,75.0,214.5,729521.50,7168094.50,850.01,2.93,1.18,0.07
11240,75.0,176.7,729521.50,7168094.50,901.12,2.95,1.11,0.05
11240,75.0,136.0,729521.50,7168094.50,936.28,2.97,1.07,0.03
11240,75.0,92.8,729521.50,7168094.50,959.69,2.98,1.04,0.02
11240,75.0,47.2,729521.50,7168094.50,974.53,2.99,1.03,0.01
11240,75.0,-1.0,729521.50,7168094.50,982.42,2.99,1.02,0.01
11240,125.0,555.7,729521.62,7168144.50,21.69,1.34,46.10,1.66
11240,125.0,545.7,729521.62,7168144.50,19.04,1.28,52.53,1.72
11240,125.0,535.7,729521.62,7168144.50,18.16,1.26,55.08,1.74
11240,125.0,525.7,729521.62,7168144.50,20.65,1.31,48.42,1.69
11240,125.0,515.7,729521.62,7168144.50,25.75,1.41,38.83,1.59
11240,125.0,503.2,729521.62,7168144.50,35.74,1.55,27.98,1.45
11240,125.0,485.7,729521.62,7168144.50,48.22,1.68,20.74,1.32
11240,125.0,465.1,729521.62,7168144.50,64.37,1.81,15.53,1.19
11240,125.0,443.3,729521.62,7168144.50,95.29,1.98,10.49,1.02
11240,125.0,420.1,729521.62,7168144.50,150.64,2.18,6.64,0.82
11240,125.0,395.6,729521.62,7168144.50,235.07,2.37,4.25,0.63
11240,125.0,369.6,729521.62,7168144.50,344.63,2.54,2.90,0.46
11240,125.0,342.0,729521.62,7168144.50,467.31,2.67,2.14,0.33
11240,125.0,312.8,729521.62,7168144.50,588.27,2.77,1.70,0.23
11240,125.0,281.8,729521.62,7168144.50,695.81,2.84,1.44,0.16
11240,125.0,249.0,729521.62,7168144.50,783.91,2.89,1.28,0.11
11240,125.0,214.2,729521.62,7168144.50,851.58,2.93,1.17,0.07
11240,125.0,176.5,729521.62,7168144.50,903.12,2.96,1.11,0.04
11240,125.0,135.8,729521.62,7168144.50,938.74,2.97,1.07,0.03
11240,125.0,92.7,729521.62,7168144.50,962.49,2.98,1.04,0.02
11240,125.0,47.2,729521.62,7168144.50,977.36,2.99,1.02,0.01
11240,125.0,-1.0,729521.62,7168144.50,985.17,2.99,1.02,0.01
11240,175.0,555.4,729521.88,7168194.50,25.67,1.41,38.96,1.59
11240,175.0,545.4,729521.88,7168194.50,14.19,1.15,70.46,1.85
