 East  ,  Channel ,   Error 	 
  729518.6,       0.0,        -0.0065
  729518.6,     -40.0,         0.0233
  729518.6,     -80.0,         0.0505
  729518.6,    -120.0,         0.0000
  729518.6,    -160.0,         0.0227
  729518.6,    -200.0,         0.0546
  729518.6,    -240.0,         0.0805
  729518.6,    -280.0,         0.0480
  729518.6,    -320.0,         0.0096
  729518.6,    -360.0,         0.0000
  729518.6,    -400.0,        -0.0155
  729518.6,    -440.0,        -0.0016
  729518.6,    -480.0,        -0.0050
  729518.6,    -520.0,         0.0060
  729518.6,    -560.0,        -0.1281
  729518.6,    -600.0,        -0.2566
  729518.6,    -640.0,        -0.1523
  729518.6,    -680.0,        -0.0332
  729518.6,    -720.0,         0.0415
  729518.6,    -760.0,         0.0000
  729518.2,       0.0,        -0.0153
  729518.2,     -40.0,         0.0183
  729518.2,     -80.0,         0.0581
  729518.2,    -120.0,         0.0000
  729518.2,    -160.0,         0.0285
  729518.2,    -200.0,         0.0076
  729518.2,    -240.0,         0.0380
  729518.2,    -280.0,         0.0303
  729518.2,    -320.0,        -0.0020
  729518.2,    -360.0,         0.0000
  729518.2,    -400.0,         0.0103
  729518.2,    -440.0,         0.0129
  729518.2,    -480.0,         0.0023
  729518.2,    -520.0,         0.0665
  729518.2,    -560.0,         0.0450
  729518.2,    -600.0,        -0.0976
  729518.2,    -640.0,        -0.1043
  729518.2,    -680.0,        -0.0461
  729518.2,    -720.0,         0.0124
  729518.2,    -760.0,         0.0000
  729518.1,       0.0,        -0.0305
  729518.1,     -40.0,        -0.0103
  729518.1,     -80.0,         0.0225
  729518.1,    -120.0,         0.0000
  729518.1,    -160.0,         0.0407
  729518.1,    -200.0,         0.0043
  729518.1,    -240.0,         0.0211
  729518.1,    -280.0,         0.0185
  729518.1,    -320.0,         0.0000
  729518.1,    -360.0,         0.0000
  729518.1,    -400.0,         0.0241
  729518.1,    -440.0,         0.0149
  729518.1,    -480.0,        -0.0257
  729518.1,    -520.0,         0.0168
  729518.1,    -560.0,         0.0612
  729518.1,    -600.0,        -0.0161
  729518.1,    -640.0,        -0.0707
  729518.1,    -680.0,        -0.0523
  729518.1,    -720.0,        -0.0135
  729518.1,    -760.0,         0.0000
  729517.9,       0.0,        -0.0184
  729517.9,     -40.0,        -0.0195
  729517.9,     -80.0,        -0.0123
  729517.9,    -120.0,         0.0000
  729517.9,    -160.0,         0.0259
  729517.9,    -200.0,         0.0095
  729517.9,    -240.0,         0.0153
  729517.9,    -280.0,         0.0112
  729517.9,    -320.0,         0.0000
  729517.9,    -360.0,         0.0000
  729517.9,    -400.0,         0.0294
  729517.9,    -440.0,         0.0255
  729517.9,    -480.0,        -0.0218
  729517.9,    -520.0,        -0.0209
  729517.9,    -560.0,         0.0279
  729517.9,    -600.0,         0.0169
  729517.9,    -640.0,        -0.0456
  729517.9,    -680.0,        -0.0457
  729517.9,    -720.0,         0.0000
  729517.9,    -760.0,         0.0000
  729517.8,       0.0,         0.0002
  729517.8,     -40.0,        -0.0137
  729517.8,     -80.0,        -0.0315
  729517.8,    -120.0,         0.0000
  729517.8,    -160.0,        -0.0073
  729517.8,    -200.0,         0.0136
  729517.8,    -240.0,         0.0163
  729517.8,    -280.0,         0.0079
  729517.8,    -320.0,         0.0000
  729517.8,    -360.0,         0.0000
  729517.8,    -400.0,         0.0127
  729517.8,    -440.0,         0.0214
  729517.8,    -480.0,        -0.0031
  729517.8,    -520.0,        -0.0241
  729517.8,    -560.0,        -0.0056
  729517.8,    -600.0,         0.0210
  729517.8,    -640.0,        -0.0301
  729517.8,    -680.0,        -0.0346
  729517.8,    -720.0,        -0.0154
  729517.8,    -760.0,         0.0000
  729517.9,       0.0,        -0.0075
  729517.9,     -40.0,        -0.0148
  729517.9,     -80.0,        -0.0384
  729517.9,    -120.0,         0.0000
  729517.9,    -160.0,        -0.0319
  729517.9,    -200.0,         0.0151
  729517.9,    -240.0,         0.0234
  729517.9,    -280.0,         0.0075
  729517.9,    -320.0,         0.0000
  729517.9,    -360.0,         0.0000
  729517.9,    -400.0,        -0.0173
  729517.9,    -440.0,        -0.0033
  729517.9,    -480.0,        -0.0025
  729517.9,    -520.0,        -0.0162
  729517.9,    -560.0,        -0.0214
  729517.9,    -600.0,         0.0141
  729517.9,    -640.0,        -0.0267
  729517.9,    -680.0,        -0.0275
  729517.9,    -720.0,        -0.0062
  729517.9,    -760.0,         0.0000
  729517.9,       0.0,        -0.0140
  729517.9,     -40.0,        -0.0112
  729517.9,     -80.0,        -0.0343
  729517.9,    -120.0,         0.0000
  729517.9,    -160.0,        -0.0450
  729517.9,    -200.0,         0.0151
  729517.9,    -240.0,         0.0322
  729517.9,    -280.0,         0.0071
  729517.9,    -320.0,         0.0000
  729517.9,    -360.0,         0.0000
  729517.9,    -400.0,         0.0010
  729517.9,    -440.0,         0.0138
  729517.9,    -480.0,         0.0205
  729517.9,    -520.0,         0.0079
  729517.9,    -560.0,        -0.0152
  729517.9,    -600.0,         0.0079
  729517.9,    -640.0,        -0.0336
  729517.9,    -680.0,        -0.0243
  729517.9,    -720.0,         0.0032
  729517.9,    -760.0,         0.0000
  729517.9,       0.0,        -0.0055
  729517.9,     -40.0,         0.0026
  729517.9,     -80.0,        -0.0203
  729517.9,    -120.0,         0.0000
  729517.9,    -160.0,        -0.0378
  729517.9,    -200.0,         0.0216
  729517.9,    -240.0,         0.0385
  729517.9,    -280.0,         0.0075
  729517.9,    -320.0,         0.0000
  729517.9,    -360.0,         0.0000
  729517.9,    -400.0,         0.0016
  729517.9,    -440.0,         0.0097
  729517.9,    -480.0,         0.0069
  729517.9,    -520.0,        -0.0030
  729517.9,    -560.0,        -0.0104
  729517.9,    -600.0,         0.0014
  729517.9,    -640.0,        -0.0420
  729517.9,    -680.0,        -0.0194
  729517.9,    -720.0,         0.0157
  729517.9,    -760.0,         0.0000
  729517.6,       0.0,        -0.0045
  729517.6,     -40.0,         0.0018
  729517.6,     -80.0,        -0.0219
  729517.6,    -120.0,         0.0000
  729517.6,    -160.0,        -0.0243
  729517.6,    -200.0,         0.0323
  729517.6,    -240.0,         0.0394
  729517.6,    -280.0,         0.0083
  729517.6,    -320.0,        -0.0334
  729517.6,    -360.0,         0.0000
  729517.6,    -400.0,        -0.0091
  729517.6,    -440.0,        -0.0009
  729517.6,    -480.0,        -0.0138
  729517.6,    -520.0,        -0.0193
  729517.6,    -560.0,        -0.0058
  729517.6,    -600.0,        -0.0029
  729517.6,    -640.0,        -0.0398
  729517.6,    -680.0,        -0.0079
  729517.6,    -720.0,         0.0349
  729517.6,    -760.0,         0.0000
  729517.2,       0.0,        -0.0177
  729517.2,     -40.0,        -0.0180
  729517.2,     -80.0,        -0.0460
  729517.2,    -120.0,         0.0000
  729517.2,    -160.0,        -0.0249
  729517.2,    -200.0,         0.0363
  729517.2,    -240.0,         0.0322
  729517.2,    -280.0,         0.0048
  729517.2,    -320.0,        -0.0346
  729517.2,    -360.0,         0.0000
  729517.2,    -400.0,         0.0312
  729517.2,    -440.0,         0.0461
  729517.2,    -480.0,         0.0245
  729517.2,    -520.0,         0.0074
  729517.2,    -560.0,         0.0086
  729517.2,    -600.0,        -0.0013
  729517.2,    -640.0,        -0.0277
  729517.2,    -680.0,         0.0084
  729517.2,    -720.0,         0.0589
  729517.2,    -760.0,         0.0000
  729516.8,       0.0,         0.0122
  729516.8,     -40.0,         0.0067
  729516.8,     -80.0,        -0.0315
  729516.8,    -120.0,         0.0000
  729516.8,    -160.0,        -0.0247
  729516.8,    -200.0,         0.0349
  729516.8,    -240.0,         0.0201
  729516.8,    -280.0,        -0.0059
  729516.8,    -320.0,        -0.0360
  729516.8,    -360.0,         0.0000
  729516.8,    -400.0,         0.0455
  729516.8,    -440.0,         0.0614
  729516.8,    -480.0,         0.0329
  729516.8,    -520.0,         0.0190
  729516.8,    -560.0,         0.0264
  729516.8,    -600.0,         0.0073
  729516.8,    -640.0,        -0.0139
  729516.8,    -680.0,         0.0223
  729516.8,    -720.0,         0.0784
  729516.8,    -760.0,         0.0000
  729516.1,       0.0,         0.0019
  729516.1,     -40.0,        -0.0004
  729516.1,     -80.0,        -0.0335
  729516.1,    -120.0,         0.0000
  729516.1,    -160.0,        -0.0186
  729516.1,    -200.0,         0.0339
  729516.1,    -240.0,         0.0085
  729516.1,    -280.0,        -0.0203
  729516.1,    -320.0,        -0.0375
