Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
11260,25.0,581.9,740329.81,7171996.00,8.69,0.94,115.07,2.06
11260,25.0,571.9,740329.81,7171996.00,10.36,1.02,96.53,1.98
11260,25.0,561.9,740329.81,7171996.00,13.89,1.14,71.99,1.86
11260,25.0,551.9,740329.81,7171996.00,19.72,1.29,50.71,1.71
11260,25.0,541.9,740329.81,7171996.00,28.35,1.45,35.27,1.55
11260,25.0,529.4,740329.81,7171996.00,48.88,1.69,20.46,1.31
11260,25.0,511.9,740329.81,7171996.00,91.29,1.96,10.95,1.04
11260,25.0,491.3,740329.81,7171996.00,153.83,2.19,6.50,0.81
11260,25.0,469.4,740329.81,7171996.00,236.01,2.37,4.24,0.63
11260,25.0,446.3,740329.81,7171996.00,332.80,2.52,3.00,0.48
11260,25.0,421.7,740329.81,7171996.00,436.77,2.64,2.29,0.36
11260,25.0,395.7,740329.81,7171996.00,540.16,2.73,1.85,0.27
11260,25.0,368.2,740329.81,7171996.00,636.33,2.80,1.57,0.20
11260,25.0,338.9,740329.81,7171996.00,720.62,2.86,1.39,0.14
11260,25.0,308.0,740329.81,7171996.00,790.72,2.90,1.26,0.10
11260,25.0,275.1,740329.81,7171996.00,846.36,2.93,1.18,0.07
11260,25.0,240.3,740329.81,7171996.00,888.70,2.95,1.13,0.05
11260,25.0,203.2,740329.81,7171996.00,920.31,2.96,1.09,0.04
11260,25.0,163.5,740329.81,7171996.00,942.56,2.97,1.06,0.03
11260,25.0,121.5,740329.81,7171996.00,957.71,2.98,1.04,0.02
11260,25.0,77.0,740329.81,7171996.00,967.49,2.99,1.03,0.01
11260,25.0,29.8,740329.81,7171996.00,972.77,2.99,1.03,0.01
11260,75.0,583.6,740329.81,7172046.00,13.98,1.15,71.55,1.85
11260,75.0,573.6,740329.81,7172046.00,16.16,1.21,61.88,1.79
11260,75.0,563.6,740329.81,7172046.00,20.56,1.31,48.64,1.69
11260,75.0,553.6,740329.81,7172046.00,27.45,1.44,36.43,1.56
11260,75.0,543.6,740329.81,7172046.00,37.13,1.57,26.93,1.43
11260,75.0,531.1,740329.81,7172046.00,58.69,1.77,17.04,1.23
11260,75.0,513.6,740329.81,7172046.00,100.56,2.00,9.94,1.00
11260,75.0,493.0,740329.81,7172046.00,160.25,2.20,6.24,0.80
11260,75.0,471.2,740329.81,7172046.00,237.90,2.38,4.20,0.62
11260,75.0,448.0,740329.81,7172046.00,329.87,2.52,3.03,0.48
11260,75.0,423.5,740329.81,7172046.00,430.16,2.63,2.32,0.37
11260,75.0,397.5,740329.81,7172046.00,531.63,2.73,1.88,0.27
11260,75.0,369.9,740329.81,7172046.00,627.52,2.80,1.59,0.20
11260,75.0,340.7,740329.81,7172046.00,712.66,2.85,1.40,0.15
11260,75.0,309.7,740329.81,7172046.00,784.13,2.89,1.28,0.11
11260,75.0,276.9,740329.81,7172046.00,841.16,2.92,1.19,0.08
11260,75.0,242.1,740329.81,7172046.00,884.69,2.95,1.13,0.05
11260,75.0,204.7,740329.81,7172046.00,917.43,2.96,1.09,0.04
11260,75.0,164.7,740329.81,7172046.00,940.45,2.97,1.06,0.03
11260,75.0,122.3,740329.81,7172046.00,956.13,2.98,1.05,0.02
11260,75.0,77.5,740329.81,7172046.00,966.25,2.99,1.03,0.01
11260,75.0,30.0,740329.81,7172046.00,971.70,2.99,1.03,0.01
11260,125.0,585.3,740329.81,7172096.00,51.28,1.71,19.50,1.29
11260,125.0,575.3,740329.81,7172096.00,53.45,1.73,18.71,1.27
11260,125.0,565.3,740329.81,7172096.00,57.77,1.76,17.31,1.24
11260,125.0,555.3,740329.81,7172096.00,64.42,1.81,15.52,1.19
11260,125.0,545.3,740329.81,7172096.00,73.60,1.87,13.59,1.13
11260,125.0,532.8,740329.81,7172096.00,93.02,1.97,10.75,1.03
11260,125.0,515.3,740329.81,7172096.00,128.89,2.11,7.76,0.89
11260,125.0,494.7,740329.81,7172096.00,179.37,2.25,5.58,0.75
11260,125.0,472.9,740329.81,7172096.00,246.05,2.39,4.06,0.61
11260,125.0,449.7,740329.81,7172096.00,327.70,2.52,3.05,0.48
11260,125.0,425.2,740329.81,7172096.00,420.38,2.62,2.38,0.38
