Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,21.69,1.34,46.10,1.66
31003,50.0,22.6,478996.81,6196058.00,9.76,0.99,102.43,2.01
31003,50.0,19.6,478996.81,6196058.00,5.64,0.75,177.19,2.25
31003,50.0,16.6,478996.81,6196058.00,3.89,0.59,257.33,2.41
31003,50.0,13.6,478996.81,6196058.00,2.66,0.43,375.26,2.57
31003,50.0,10.6,478996.81,6196058.00,1.97,0.29,508.40,2.71
31003,50.0,7.6,478996.81,6196058.00,2.16,0.33,463.48,2.67
31003,50.0,4.6,478996.81,6196058.00,3.21,0.51,311.74,2.49
31003,50.0,1.6,478996.81,6196058.00,5.16,0.71,193.85,2.29
31003,50.0,-1.4,478996.81,6196058.00,7.92,0.90,126.20,2.10
31003,50.0,-4.4,478996.81,6196058.00,11.17,1.05,89.53,1.95
31003,50.0,-7.4,478996.81,6196058.00,14.46,1.16,69.14,1.84
31003,50.0,-10.4,478996.81,6196058.00,17.49,1.24,57.18,1.76
31003,50.0,-13.4,478996.81,6196058.00,20.11,1.30,49.72,1.70
31003,50.0,-16.4,478996.81,6196058.00,22.36,1.35,44.73,1.65
31003,50.0,-19.4,478996.81,6196058.00,24.29,1.39,41.16,1.61
31003,50.0,-22.4,478996.81,6196058.00,26.02,1.42,38.43,1.58
31003,50.0,-25.4,478996.81,6196058.00,27.62,1.44,36.21,1.56
31003,50.0,-28.4,478996.81,6196058.00,29.13,1.46,34.33,1.54
31003,50.0,-31.4,478996.81,6196058.00,30.60,1.49,32.68,1.51
31003,50.0,-34.6,478996.81,6196058.00,32.28,1.51,30.98,1.49
31003,50.0,-38.1,478996.81,6196058.00,33.94,1.53,29.46,1.47
31003,50.0,-41.6,478996.81,6196058.00,35.60,1.55,28.09,1.45
31003,50.0,-45.0,478996.81,6196058.00,37.22,1.57,26.87,1.43
31003,50.0,-48.5,478996.81,6196058.00,38.81,1.59,25.77,1.41
31003,50.0,-52.0,478996.81,6196058.00,40.31,1.61,24.81,1.39
31003,50.0,-55.5,478996.81,6196058.00,41.70,1.62,23.98,1.38
31003,50.0,-58.9,478996.81,6196058.00,42.90,1.63,23.31,1.37
31003,50.0,-62.4,478996.81,6196058.00,43.85,1.64,22.80,1.36
31003,50.0,-65.9,478996.81,6196058.00,44.41,1.65,22.52,1.35
31003,150.0,24.6,478996.81,6196158.00,45.04,1.65,22.20,1.35
31003,150.0,21.6,478996.81,6196158.00,5.92,0.77,168.80,2.23
31003,150.0,18.6,478996.81,6196158.00,3.26,0.51,306.54,2.49
31003,150.0,15.6,478996.81,6196158.00,2.45,0.39,408.12,2.61
31003,150.0,12.6,478996.81,6196158.00,1.42,0.15,703.83,2.85
31003,150.0,9.6,478996.81,6196158.00,0.71,-0.15,1413.54,3.15
31003,150.0,6.6,478996.81,6196158.00,0.86,-0.06,1157.89,3.06
31003,150.0,3.6,478996.81,6196158.00,1.75,0.24,570.89,2.76
31003,150.0,0.6,478996.81,6196158.00,3.55,0.55,281.45,2.45
31003,150.0,-2.4,478996.81,6196158.00,6.28,0.80,159.17,2.20
31003,150.0,-5.4,478996.81,6196158.00,9.60,0.98,104.15,2.02
31003,150.0,-8.4,478996.81,6196158.00,13.02,1.11,76.81,1.89
31003,150.0,-11.4,478996.81,6196158.00,16.18,1.21,61.81,1.79
31003,150.0,-14.4,478996.81,6196158.00,18.95,1.28,52.77,1.72
31003,150.0,-17.4,478996.81,6196158.00,21.36,1.33,46.82,1.67
31003,150.0,-20.4,478996.81,6196158.00,23.49,1.37,42.57,1.63
31003,150.0,-23.4,478996.81,6196158.00,25.45,1.41,39.29,1.59
31003,150.0,-26.4,478996.81,6196158.00,27.32,1.44,36.61,1.56
31003,150.0,-29.4,478996.81,6196158.00,29.14,1.46,34.32,1.54
31003,150.0,-32.4,478996.81,6196158.00,30.96,1.49,32.30,1.51
31003,150.0,-35.6,478996.81,6196158.00,33.05,1.52,30.26,1.48
31003,150.0,-39.0,478996.81,6196158.00,35.16,1.55,28.44,1.45
31003,150.0,-42.3,478996.81,6196158.00,37.31,1.57,26.80,1.43
31003,150.0,-45.7,478996.81,6196158.00,39.46,1.60,25.34,1.40
31003,150.0,-49.1,478996.81,6196158.00,41.58,1.62,24.05,1.38
31003,150.0,-52.4,478996.81,6196158.00,43.62,1.64,22.93,1.36
31003,150.0,-55.8,478996.81,6196158.00,45.52,1.66,21.97,1.34
31003,150.0,-59.2,478996.81,6196158.00,47.21,1.67,21.18,1.33
31003,150.0,-62.6,478996.81,6196158.00,48.59,1.69,20.58,1.31
31003,150.0,-65.9,478996.81,6196158.00,49.48,1.69,20.21,1.31
31003,250.0,23.8,478996.81,6196258.00,163.12,2.21,6.13,0.79
31003,250.0,20.8,478996.81,6196258.00,0.42,-0.37,2362.91,3.37
