 East  ,  RL  ,  Delpar	 
      25.0,     561.4,      0.86
      25.0,     551.4,      0.85
      25.0,     541.4,      0.83
      25.0,     531.4,      0.80
      25.0,     521.4,      0.77
      25.0,     508.9,      0.70
      25.0,     491.4,      0.61
      25.0,     470.8,      0.51
      25.0,     449.0,      0.41
      25.0,     425.8,      0.32
      25.0,     401.3,      0.24
      25.0,     375.3,      0.18
      25.0,     347.7,      0.13
      25.0,     318.5,      0.09
      25.0,     287.5,      0.06
      25.0,     254.7,      0.04
      25.0,     219.9,      0.03
      25.0,     182.9,      0.02
      25.0,     143.7,      0.01
      25.0,     102.1,      0.01
      25.0,      58.0,      0.00
      25.0,      11.3,      0.00
      75.0,     561.0,      0.94
      75.0,     551.0,      0.93
      75.0,     541.0,      0.90
      75.0,     531.0,      0.87
      75.0,     521.0,      0.83
      75.0,     508.5,      0.75
      75.0,     491.0,      0.65
      75.0,     470.4,      0.54
      75.0,     448.5,      0.43
      75.0,     425.4,      0.34
      75.0,     400.8,      0.25
      75.0,     374.8,      0.19
      75.0,     347.3,      0.14
      75.0,     318.1,      0.10
      75.0,     287.1,      0.07
      75.0,     254.2,      0.05
      75.0,     219.4,      0.03
      75.0,     182.5,      0.02
      75.0,     143.4,      0.01
      75.0,     101.9,      0.01
      75.0,      57.9,      0.01
      75.0,      11.3,      0.00
     125.0,     560.7,      1.00
     125.0,     550.7,      0.99
     125.0,     540.7,      0.96
     125.0,     530.7,      0.92
     125.0,     520.7,      0.88
     125.0,     508.2,      0.80
     125.0,     490.7,      0.69
     125.0,     470.1,      0.57
     125.0,     448.3,      0.46
     125.0,     425.2,      0.36
     125.0,     400.6,      0.27
     125.0,     374.6,      0.20
     125.0,     347.0,      0.15
     125.0,     317.8,      0.10
     125.0,     286.9,      0.07
     125.0,     254.0,      0.05
     125.0,     219.2,      0.03
     125.0,     182.3,      0.02
     125.0,     143.2,      0.01
     125.0,     101.8,      0.01
     125.0,      57.8,      0.01
     125.0,      11.2,      0.00
     175.0,     561.0,      0.98
     175.0,     551.0,      0.96
     175.0,     541.0,      0.94
     175.0,     531.0,      0.90
     175.0,     521.0,      0.86
     175.0,     508.5,      0.79
     175.0,     491.0,      0.69
     175.0,     470.4,      0.58
     175.0,     448.6,      0.48
     175.0,     425.4,      0.38
     175.0,     400.9,      0.29
     175.0,     374.9,      0.22
     175.0,     347.3,      0.16
     175.0,     318.1,      0.12
     175.0,     287.1,      0.08
     175.0,     254.3,      0.06
     175.0,     219.5,      0.04
     175.0,     182.6,      0.02
     175.0,     143.4,      0.02
     175.0,     101.9,      0.01
     175.0,      57.9,      0.01
     175.0,      11.3,      0.00
     225.0,     561.6,      0.87
     225.0,     551.6,      0.86
     225.0,     541.6,      0.84
     225.0,     531.6,      0.82
     225.0,     521.6,      0.79
     225.0,     509.1,      0.73
     225.0,     491.6,      0.65
     225.0,     471.0,      0.56
     225.0,     449.1,      0.47
     225.0,     426.0,      0.38
     225.0,     401.5,      0.30
     225.0,     375.4,      0.23
     225.0,     347.9,      0.17
     225.0,     318.7,      0.13
     225.0,     287.7,      0.09
     225.0,     254.8,      0.06
     225.0,     220.0,      0.04
     225.0,     183.1,      0.03
     225.0,     143.8,      0.02
     225.0,     102.2,      0.01
     225.0,      58.1,      0.01
     225.0,      11.3,      0.00
     275.0,     562.1,      0.72
     275.0,     552.1,      0.72
     275.0,     542.1,      0.71
     275.0,     532.1,      0.69
     275.0,     522.1,      0.68
     275.0,     509.6,      0.64
     275.0,     492.1,      0.59
     275.0,     471.5,      0.52
     275.0,     449.6,      0.45
     275.0,     426.5,      0.38
     275.0,     402.0,      0.31
     275.0,     376.0,      0.24
     275.0,     348.4,      0.19
     275.0,     319.2,      0.14
     275.0,     288.2,      0.10
     275.0,     255.4,      0.07
     275.0,     220.5,      0.05
     275.0,     183.5,      0.03
     275.0,     144.1,      0.02
     275.0,     102.4,      0.01
     275.0,      58.2,      0.01
     275.0,      11.4,      0.01
     325.0,     562.3,      0.58
     325.0,     552.3,      0.58
     325.0,     542.3,      0.58
     325.0,     532.3,      0.57
     325.0,     522.3,      0.56
     325.0,     509.8,      0.55
     325.0,     492.3,      0.52
     325.0,     471.7,      0.48
     325.0,     449.9,      0.43
     325.0,     426.8,      0.37
     325.0,     402.2,      0.31
     325.0,     376.2,      0.25
     325.0,     348.6,      0.20
     325.0,     319.4,      0.15
     325.0,     288.4,      0.11
     325.0,     255.6,      0.08
     325.0,     220.8,      0.05
     325.0,     183.8,      0.03
     325.0,     144.3,      0.02
     325.0,     102.6,      0.01
     325.0,      58.3,      0.01
     325.0,      11.4,      0.01
     375.0,     562.4,      0.47
     375.0,     552.4,      0.47
     375.0,     542.4,      0.47
     375.0,     532.4,      0.47
     375.0,     522.4,      0.47
     375.0,     509.9,      0.46
     375.0,     492.4,      0.45
     375.0,     471.8,      0.43
     375.0,     450.0,      0.40
     375.0,     426.8,      0.36
     375.0,     402.3,      0.31
     375.0,     376.3,      0.26
     375.0,     348.7,      0.21
     375.0,     319.5,      0.16
     375.0,     288.5,      0.12
     375.0,     255.7,      0.08
     375.0,     220.9,      0.06
     375.0,     183.8,      0.04
     375.0,     144.4,      0.02
     375.0,     102.6,      0.01
     375.0,      58.3,      0.01
     375.0,      11.4,      0.01
     425.0,     562.6,      0.39
     425.0,     552.6,      0.39
     425.0,     542.6,      0.40
     425.0,     532.6,      0.40
     425.0,     522.6,      0.41
     425.0,     510.1,      0.41
     425.0,     492.6,      0.41
     425.0,     472.0,      0.40
     425.0,     450.1,      0.39
     425.0,     427.0,      0.36
     425.0,     402.5,      0.32
     425.0,     376.4,      0.27
     425.0,     348.9,      0.22
     425.0,     319.7,      0.17
     425.0,     288.7,      0.12
     425.0,     255.9,      0.09
     425.0,     221.0,      0.06
     425.0,     184.0,      0.04
     425.0,     144.5,      0.02
     425.0,     102.7,      0.02
     425.0,      58.4,      0.01
     425.0,      11.4,      0.01
     475.0,     562.9,      0.37
     475.0,     552.9,      0.37
     475.0,     542.9,      0.38
     475.0,     532.9,      0.38
     475.0,     522.9,      0.39
     475.0,     510.4,      0.40
     475.0,     492.9,      0.40
     475.0,     472.3,      0.40
     475.0,     450.5,      0.39
     475.0,     427.3,      0.37
     475.0,     402.8,      0.33
     475.0,     376.8,      0.28
     475.0,     349.2,      0.23
     475.0,     320.0,      0.18
     475.0,     289.0,      0.13
     475.0,     256.2,      0.09
     475.0,     221.4,      0.06
     475.0,     184.3,      0.04
     475.0,     144.7,      0.03
     475.0,     102.9,      0.02
     475.0,      58.5,      0.01
     475.0,      11.5,      0.01
     525.0,     563.3,      0.41
     525.0,     553.3,      0.41
     525.0,     543.3,      0.42
     525.0,     533.3,      0.42
     525.0,     523.3,      0.43
     525.0,     510.8,      0.43
     525.0,     493.3,      0.44
     525.0,     472.7,      0.44
     525.0,     450.9,      0.43
     525.0,     427.7,      0.40
     525.0,     403.2,      0.36
     525.0,     377.2,      0.30
     525.0,     349.6,      0.25
     525.0,     320.4,      0.19
     525.0,     289.4,      0.14
     525.0,     256.6,      0.10
     525.0,     221.8,      0.07
     525.0,     184.6,      0.04
     525.0,     145.0,      0.03
     525.0,     103.1,      0.02
     525.0,      58.6,      0.01
     525.0,      11.5,      0.01
     575.0,     563.6,      0.51
     575.0,     553.6,      0.51
     575.0,     543.6,      0.51
     575.0,     533.6,      0.52
     575.0,     523.6,      0.52
     575.0,     511.1,      0.52
     575.0,     493.6,      0.52
     575.0,     473.0,      0.51
     575.0,     451.1,      0.49
     575.0,     428.0,      0.45
     575.0,     403.5,      0.39
     575.0,     377.4,      0.33
     575.0,     349.9,      0.27
     575.0,     320.7,      0.20
     575.0,     289.7,      0.15
     575.0,     256.9,      0.10
     575.0,     222.0,      0.07
     575.0,     184.9,      0.05
     575.0,     145.2,      0.03
     575.0,     103.2,      0.02
     575.0,      58.7,      0.01
     575.0,      11.5,      0.01
     625.0,     563.7,      0.65
     625.0,     553.7,      0.65
     625.0,     543.7,      0.65
     625.0,     533.7,      0.65
     625.0,     523.7,      0.65
     625.0,     511.2,      0.64
     625.0,     493.7,      0.63
     625.0,     473.1,      0.61
     625.0,     451.3,      0.57
     625.0,     428.1,      0.51
     625.0,     403.6,      0.44
     625.0,     377.6,      0.37
     625.0,     350.0,      0.29
     625.0,     320.8,      0.22
     625.0,     289.8,      0.16
     625.0,     257.0,      0.11
     625.0,     222.2,      0.07
     625.0,     185.0,      0.05
     625.0,     145.3,      0.03
     625.0,     103.3,      0.02
     625.0,      58.7,      0.01
     625.0,      11.5,      0.01
     675.0,     564.0,      0.77
     675.0,     554.0,      0.77
     675.0,     544.0,      0.77
     675.0,     534.0,      0.77
     675.0,     524.0,      0.76
     675.0,     511.5,      0.76
     675.0,     494.0,      0.74
     675.0,     473.4,      0.70
     675.0,     451.5,      0.65
     675.0,     428.4,      0.58
     675.0,     403.8,      0.49
     675.0,     377.8,      0.40
     675.0,     350.3,      0.31
     675.0,     321.0,      0.24
     675.0,     290.1,      0.17
     675.0,     257.2,      0.12
     675.0,     222.4,      0.08
     675.0,     185.2,      0.05
     675.0,     145.5,      0.03
     675.0,     103.4,      0.02
     675.0,      58.8,      0.01
     675.0,      11.6,      0.01
     725.0,     564.4,      0.81
     725.0,     554.4,      0.81
     725.0,     544.4,      0.81
     725.0,     534.4,      0.82
     725.0,     524.4,      0.82
     725.0,     511.9,      0.82
     725.0,     494.4,      0.81
     725.0,     473.8,      0.78
     725.0,     452.0,      0.72
     725.0,     428.9,      0.64
     725.0,     404.3,      0.54
     725.0,     378.3,      0.44
     725.0,     350.7,      0.34
     725.0,     321.5,      0.25
     725.0,     290.5,      0.18
     725.0,     257.7,      0.12
     725.0,     222.9,      0.08
     725.0,     185.6,      0.05
     725.0,     145.8,      0.03
     725.0,     103.6,      0.02
     725.0,      58.9,      0.01
     725.0,      11.6,      0.01
     775.0,     565.2,      0.74
     775.0,     555.2,      0.75
     775.0,     545.2,      0.76
     775.0,     535.2,      0.78
     775.0,     525.2,      0.79
     775.0,     512.7,      0.82
     775.0,     495.2,      0.83
     775.0,     474.6,      0.81
     775.0,     452.7,      0.77
     775.0,     429.6,      0.69
     775.0,     405.0,      0.58
     775.0,     379.0,      0.47
     775.0,     351.5,      0.36
     775.0,     322.2,      0.27
     775.0,     291.3,      0.19
     775.0,     258.4,      0.13
     775.0,     223.6,      0.09
     775.0,     186.3,      0.06
     775.0,     146.3,      0.03
     775.0,     104.0,      0.02
     775.0,      59.2,      0.01
     775.0,      11.7,      0.01
     825.0,     566.0,      0.63
     825.0,     556.0,      0.64
     825.0,     546.0,      0.67
     825.0,     536.0,      0.70
     825.0,     526.0,      0.73
     825.0,     513.5,      0.78
     825.0,     496.0,      0.82
     825.0,     475.4,      0.83
     825.0,     453.5,      0.80
     825.0,     430.4,      0.72
     825.0,     405.8,      0.62
     825.0,     379.8,      0.50
     825.0,     352.3,      0.39
     825.0,     323.0,      0.29
     825.0,     292.1,      0.20
     825.0,     259.2,      0.14
     825.0,     224.4,      0.09
     825.0,     187.0,      0.06
     825.0,     146.9,      0.04
     825.0,     104.4,      0.02
     825.0,      59.4,      0.02
     825.0,      11.8,      0.01
     875.0,     566.6,      0.57
     875.0,     556.6,      0.59
     875.0,     546.6,      0.62
     875.0,     536.6,      0.66
     875.0,     526.6,      0.70
     875.0,     514.1,      0.76
     875.0,     496.6,      0.83
     875.0,     476.0,      0.85
     875.0,     454.2,      0.83
     875.0,     431.0,      0.75
     875.0,     406.5,      0.65
     875.0,     380.5,      0.53
     875.0,     352.9,      0.41
     875.0,     323.7,      0.30
     875.0,     292.7,      0.22
     875.0,     259.9,      0.15
     875.0,     225.1,      0.10
     875.0,     187.6,      0.06
     875.0,     147.3,      0.04
     875.0,     104.7,      0.03
     875.0,      59.6,      0.02
     875.0,      11.8,      0.01
     925.0,     567.0,      0.62
     925.0,     557.0,      0.64
     925.0,     547.0,      0.67
     925.0,     537.0,      0.70
     925.0,     527.0,      0.74
     925.0,     514.5,      0.80
     925.0,     497.0,      0.86
     925.0,     476.4,      0.88
     925.0,     454.5,      0.86
     925.0,     431.4,      0.78
     925.0,     406.9,      0.68
     925.0,     380.8,      0.55
     925.0,     353.3,      0.43
     925.0,     324.1,      0.32
     925.0,     293.1,      0.23
     925.0,     260.2,      0.16
     925.0,     225.4,      0.11
     925.0,     187.9,      0.07
     925.0,     147.6,      0.05
     925.0,     104.9,      0.03
     925.0,      59.7,      0.02
     925.0,      11.9,      0.01
     975.0,     567.1,      0.74
     975.0,     557.1,      0.76
     975.0,     547.1,      0.78
     975.0,     537.1,      0.80
     975.0,     527.1,      0.83
     975.0,     514.6,      0.87
     975.0,     497.1,      0.91
     975.0,     476.5,      0.92
     975.0,     454.7,      0.88
     975.0,     431.5,      0.81
     975.0,     407.0,      0.70
     975.0,     381.0,      0.57
     975.0,     353.4,      0.45
     975.0,     324.2,      0.34
     975.0,     293.2,      0.24
     975.0,     260.4,      0.17
     975.0,     225.6,      0.12
     975.0,     188.1,      0.08
     975.0,     147.7,      0.05
     975.0,     105.0,      0.03
     975.0,      59.7,      0.02
     975.0,      11.9,      0.02
    1025.0,     567.4,      0.84
    1025.0,     557.4,      0.85
    1025.0,     547.4,      0.86
    1025.0,     537.4,      0.88
    1025.0,     527.4,      0.90
    1025.0,     514.9,      0.92
    1025.0,     497.4,      0.94
    1025.0,     476.8,      0.94
    1025.0,     455.0,      0.90
    1025.0,     431.9,      0.82
    1025.0,     407.3,      0.71
    1025.0,     381.3,      0.59
    1025.0,     353.7,      0.47
    1025.0,     324.5,      0.35
    1025.0,     293.6,      0.26
    1025.0,     260.7,      0.18
    1025.0,     225.9,      0.13
    1025.0,     188.4,      0.08
    1025.0,     147.9,      0.05
    1025.0,     105.1,      0.04
    1025.0,      59.8,      0.02
    1025.0,      11.9,      0.02
    1075.0,     568.1,      0.85
    1075.0,     558.1,      0.85
    1075.0,     548.1,      0.86
    1075.0,     538.1,      0.88
    1075.0,     528.1,      0.89
    1075.0,     515.6,      0.91
    1075.0,     498.1,      0.93
    1075.0,     477.5,      0.92
    1075.0,     455.7,      0.89
    1075.0,     432.5,      0.81
    1075.0,     408.0,      0.72
    1075.0,     382.0,      0.60
    1075.0,     354.4,      0.48
    1075.0,     325.2,      0.37
    1075.0,     294.2,      0.27
    1075.0,     261.4,      0.19
    1075.0,     226.6,      0.13
    1075.0,     189.0,      0.09
    1075.0,     148.4,      0.06
    1075.0,     105.4,      0.04
    1075.0,      60.0,      0.03
    1075.0,      12.0,      0.02
    1125.0,     568.7,      0.78
    1125.0,     558.7,      0.78
    1125.0,     548.7,      0.79
    1125.0,     538.7,      0.81
    1125.0,     528.7,      0.82
    1125.0,     516.2,      0.84
    1125.0,     498.7,      0.87
    1125.0,     478.1,      0.87
    1125.0,     456.3,      0.85
    1125.0,     433.1,      0.79
    1125.0,     408.6,      0.71
    1125.0,     382.6,      0.60
    1125.0,     355.0,      0.48
    1125.0,     325.8,      0.38
    1125.0,     294.8,      0.28
    1125.0,     262.0,      0.20
    1125.0,     227.2,      0.14
    1125.0,     189.5,      0.09
    1125.0,     148.8,      0.06
    1125.0,     105.8,      0.04
    1125.0,      60.2,      0.03
    1125.0,      12.0,      0.02
    1175.0,     569.0,      0.68
    1175.0,     559.0,      0.69
    1175.0,     549.0,      0.70
    1175.0,     539.0,      0.72
    1175.0,     529.0,      0.74
    1175.0,     516.5,      0.76
    1175.0,     499.0,      0.79
    1175.0,     478.4,      0.81
    1175.0,     456.5,      0.80
    1175.0,     433.4,      0.76
    1175.0,     408.8,      0.69
    1175.0,     382.8,      0.59
    1175.0,     355.3,      0.48
    1175.0,     326.0,      0.38
    1175.0,     295.1,      0.29
    1175.0,     262.2,      0.21
    1175.0,     227.4,      0.15
    1175.0,     189.7,      0.10
    1175.0,     149.0,      0.07
    1175.0,     105.9,      0.04
    1175.0,      60.3,      0.03
    1175.0,      12.1,      0.02
    1225.0,     569.5,      0.62
    1225.0,     559.5,      0.62
    1225.0,     549.5,      0.63
    1225.0,     539.5,      0.65
    1225.0,     529.5,      0.67
    1225.0,     517.0,      0.70
    1225.0,     499.5,      0.73
    1225.0,     478.9,      0.75
    1225.0,     457.1,      0.75
    1225.0,     433.9,      0.72
    1225.0,     409.4,      0.66
    1225.0,     383.4,      0.58
    1225.0,     355.8,      0.48
    1225.0,     326.6,      0.38
    1225.0,     295.6,      0.29
    1225.0,     262.8,      0.21
    1225.0,     228.0,      0.15
    1225.0,     190.2,      0.10
    1225.0,     149.4,      0.07
    1225.0,     106.1,      0.05
    1225.0,      60.5,      0.03
    1225.0,      12.1,      0.02
    1275.0,     571.0,      0.58
    1275.0,     561.0,      0.59
    1275.0,     551.0,      0.60
    1275.0,     541.0,      0.61
    1275.0,     531.0,      0.63
    1275.0,     518.5,      0.65
    1275.0,     501.0,      0.68
    1275.0,     480.4,      0.70
    1275.0,     458.5,      0.71
    1275.0,     435.4,      0.68
    1275.0,     410.9,      0.63
    1275.0,     384.9,      0.56
    1275.0,     357.3,      0.47
    1275.0,     328.1,      0.37
    1275.0,     297.1,      0.29
    1275.0,     264.3,      0.21
    1275.0,     229.5,      0.15
    1275.0,     191.5,      0.10
    1275.0,     150.4,      0.07
    1275.0,     106.9,      0.05
    1275.0,      60.9,      0.03
    1275.0,      12.3,      0.02
    1325.0,     573.0,      0.57
    1325.0,     563.0,      0.58
    1325.0,     553.0,      0.58
    1325.0,     543.0,      0.60
    1325.0,     533.0,      0.61
    1325.0,     520.5,      0.63
    1325.0,     503.0,      0.65
    1325.0,     482.4,      0.67
    1325.0,     460.5,      0.67
    1325.0,     437.4,      0.65
    1325.0,     412.8,      0.60
    1325.0,     386.8,      0.53
    1325.0,     359.3,      0.45
    1325.0,     330.0,      0.36
    1325.0,     299.1,      0.28
    1325.0,     266.2,      0.21
    1325.0,     231.4,      0.15
    1325.0,     193.3,      0.10
    1325.0,     151.8,      0.07
    1325.0,     107.9,      0.05
    1325.0,      61.5,      0.03
    1325.0,      12.5,      0.02
    1375.0,     574.4,      0.58
    1375.0,     564.4,      0.58
    1375.0,     554.4,      0.59
    1375.0,     544.4,      0.60
    1375.0,     534.4,      0.61
    1375.0,     521.9,      0.62
    1375.0,     504.4,      0.64
    1375.0,     483.8,      0.65
    1375.0,     462.0,      0.64
