 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0217
  478994.2,     -40.0,        -0.0513
  478994.2,     -80.0,         0.2122
  478994.2,    -120.0,         0.5471
  478994.2,    -160.0,         0.7820
  478994.2,    -200.0,         0.4416
  478994.2,    -240.0,        -0.3271
  478994.2,    -280.0,        -0.4892
  478994.2,    -320.0,        -0.4310
  478994.2,    -360.0,        -0.1897
  478994.2,    -400.0,         0.3109
  478994.2,    -440.0,        -0.2133
  478993.1,       0.0,         0.0125
  478993.1,     -40.0,        -0.0389
  478993.1,     -80.0,         0.2057
  478993.1,    -120.0,         0.5546
  478993.1,    -160.0,         0.8002
  478993.1,    -200.0,         0.4289
  478993.1,    -240.0,        -0.3340
  478993.1,    -280.0,        -0.4174
  478993.1,    -320.0,        -0.3984
  478993.1,    -360.0,        -0.1994
  478993.1,    -400.0,         0.3126
  478993.1,    -440.0,        -0.2334
  478993.2,       0.0,         0.1075
  478993.2,     -40.0,         0.0358
  478993.2,     -80.0,         0.2439
  478993.2,    -120.0,         0.6061
  478993.2,    -160.0,         0.8679
  478993.2,    -200.0,         0.4611
  478993.2,    -240.0,        -0.3878
  478993.2,    -280.0,        -0.2636
  478993.2,    -320.0,        -0.3067
  478993.2,    -360.0,        -0.1678
  478993.2,    -400.0,         0.3625
  478993.2,    -440.0,        -0.2146
  478994.3,       0.0,         0.1980
  478994.3,     -40.0,         0.1284
  478994.3,     -80.0,         0.2980
  478994.3,    -120.0,         0.6679
  478994.3,    -160.0,         0.9546
  478994.3,    -200.0,         0.4959
  478994.3,    -240.0,        -0.4537
  478994.3,    -280.0,        -0.1375
  478994.3,    -320.0,        -0.1939
  478994.3,    -360.0,        -0.1298
  478994.3,    -400.0,         0.4316
  478994.3,    -440.0,        -0.2121
  478995.7,       0.0,         0.2049
  478995.7,     -40.0,         0.1265
  478995.7,     -80.0,         0.2814
  478995.7,    -120.0,         0.6746
  478995.7,    -160.0,         0.9981
  478995.7,    -200.0,         0.4900
  478995.7,    -240.0,        -0.4678
  478995.7,    -280.0,        -0.1127
  478995.7,    -320.0,        -0.1748
  478995.7,    -360.0,        -0.1841
  478995.7,    -400.0,         0.4333
  478995.7,    -440.0,        -0.2331
  478996.8,       0.0,         0.1758
  478996.8,     -40.0,         0.0688
  478996.8,     -80.0,         0.2088
  478996.8,    -120.0,         0.6256
  478996.8,    -160.0,         1.0012
  478996.8,    -200.0,         0.4530
  478996.8,    -240.0,        -0.4557
  478996.8,    -280.0,        -0.1014
