Loop,Line,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,0,32,734931.1,7171708.5,572.8,100.0,0.0,0.0,1808658.,867164.8,399151.6,156575.7,46090.88,11705.03,3399.253,875.1672,135.0620,0.000000,2503018.,1609036.,1017314.,593869.6,268350.2,72238.59,8481.029,656.3141,82.31653,0.000000
1,0,33,734931.2,7171758.5,573.0,100.0,0.0,0.0,1927522.,937859.6,402078.6,122809.0,20539.11,4532.391,3170.463,1051.848,168.3835,0.000000,2621606.,1701271.,1043780.,569930.5,240822.0,63268.57,7932.907,764.3369,100.9529,0.000000
1,0,34,734931.2,7171808.5,575.0,100.0,0.0,0.0,1947966.,943120.7,361555.4,79666.77,2065.172,1031.106,3261.119,1207.342,198.8721,0.000000,2668613.,1720336.,1003168.,496252.3,191268.1,49161.86,6972.944,883.8016,123.5017,0.000000
1,0,35,734931.2,7171858.5,577.6,100.0,0.0,0.0,1924684.,889704.2,286762.4,44463.89,-2659.704,1988.546,3670.447,1326.182,221.2451,0.000000,2475475.,1567261.,843341.2,368525.7,129768.1,34068.28,6028.491,1024.216,150.0270,0.000000
1,0,36,734931.4,7171908.5,577.1,100.0,0.0,0.0,2037315.,841890.4,239391.6,44686.08,8141.952,6050.134,4205.462,1405.483,238.1161,0.000000,2100690.,1265879.,600538.4,229583.3,77049.71,22809.96,5526.435,1196.750,181.8679,0.000000
1,0,37,734931.4,7171958.5,577.2,100.0,0.0,0.0,2083522.,813709.6,258682.8,75833.51,24175.94,9770.529,4383.951,1379.190,238.6614,0.000000,1854420.,972347.9,401732.5,141898.5,49304.78,17520.76,5503.487,1363.456,210.7210,0.000000
1,0,38,734931.4,7172008.5,577.1,100.0,0.0,0.0,1870736.,743440.5,262393.8,88140.98,29487.52,10170.64,3845.465,1167.462,200.6238,0.000000,1997231.,958826.9,377076.2,130614.2,45620.75,16935.46,5812.982,1530.948,244.6732,0.000000
1,0,39,734931.5,7172058.5,577.1,100.0,0.0,0.0,1447892.,547581.3,192381.5,68033.10,23919.45,8127.709,2924.574,878.1781,149.9725,0.000000,2200078.,1036301.,402632.8,138072.7,47061.67,16852.53,5760.192,1515.826,234.4593,0.000000
1,0,40,734931.6,7172108.5,572.9,100.0,0.0,0.0,1267206.,384124.2,119635.8,44496.67,17276.37,6298.792,2349.443,743.2896,141.1869,0.000000,2081758.,1000235.,392065.3,135676.9,46307.64,16362.08,5556.900,1467.135,227.8704,0.000000
1,0,41,734931.6,7172158.5,573.2,100.0,0.0,0.0,1382364.,345791.2,77825.06,26935.27,11203.52,4258.995,1619.999,512.4518,93.72083,0.000000,2020074.,918373.9,355909.3,125752.2,43821.38,15590.11,5318.090,1423.083,228.8540,0.000000
1,0,42,734931.6,7172208.5,573.1,100.0,0.0,0.0,1389594.,344216.8,61442.41,17313.38,7487.462,3037.910,1218.918,399.9491,75.19588,0.000000,2070786.,877931.9,320887.8,114175.7,40453.55,14397.94,4875.569,1288.624,201.9130,0.000000
1,0,43,734931.7,7172258.5,573.0,100.0,0.0,0.0,1346333.,340207.1,58049.51,12348.85,5025.823,2186.810,939.3997,323.6250,63.62099,0.000000,2067110.,852391.8,294884.8,104773.4,37741.89,13499.44,4569.544,1206.506,189.1532,0.000000
1,0,44,734931.8,7172308.5,573.6,100.0,0.0,0.0,1310104.,335380.2,60774.47,10078.51,3307.460,1540.842,721.8937,263.0623,54.12695,0.000000,2028557.,827576.7,277796.9,97599.15,35445.45,12725.04,4301.370,1133.230,176.9665,0.000000
1,0,45,734931.8,7172358.5,570.2,100.0,0.0,0.0,1323284.,339734.2,65926.45,9209.624,2078.609,1045.784,551.3893,215.4667,46.80718,0.000000,2030274.,821559.7,272363.7,93384.90,33726.75,12106.86,4087.295,1074.918,167.7242,0.000000
1,0,46,734931.9,7172408.5,568.9,100.0,0.0,0.0,1321334.,339797.0,68884.75,8690.596,1170.519,655.9054,415.0988,176.5692,40.50583,0.000000,2054473.,827879.9,274457.6,91204.00,32392.35,11602.38,3908.278,1026.796,160.3314,0.000000
1,0,47,734931.9,7172458.5,569.1,100.0,0.0,0.0,1242423.,321903.2,66484.52,7759.693,409.6844,311.3683,284.9537,136.8193,33.33826,0.000000,2038299.,828643.8,277573.3,89716.76,31183.16,11117.23,3737.662,979.5031,152.7968,0.000000
1,0,48,734932.0,7172508.5,569.1,100.0,0.0,0.0,1187046.,307307.7,63389.62,7120.236,-56.36908,75.93736,194.8518,110.3970,29.14153,0.000000,2020577.,834638.7,282890.2,89290.49,30310.80,10731.59,3590.742,937.5015,145.7286,0.000000
1,0,49,734932.1,7172558.5,569.1,100.0,0.0,0.0,1182462.,309028.5,63009.59,7080.869,-344.1017,-121.1215,110.8112,83.75197,24.20647,0.000000,1983744.,837774.2,287802.6,89279.77,29615.38,10381.36,3453.405,895.6767,138.0935,0.000000
1,0,50,734932.1,7172608.5,569.0,100.0,0.0,0.0,1249432.,337776.8,69260.75,8559.648,-215.2887,-173.4420,88.76466,81.06105,25.88604,0.000000,1961557.,845089.4,293211.3,89827.51,29195.84,10139.42,3353.204,866.7404,133.3875,0.000000
1,0,51,734932.1,7172658.5,569.4,100.0,0.0,0.0,1342550.,391605.2,83541.65,11519.92,8.658814,-295.6820,19.60159,56.64455,20.77029,0.000000,1972275.,863419.8,300239.7,90851.07,28938.93,9959.116,3289.511,850.9279,132.0173,0.000000
1,0,52,734932.2,7172708.5,567.2,100.0,0.0,0.0,1490320.,475558.4,108757.6,17110.39,757.9958,-287.7443,-1.879895,50.49112,20.74336,0.000000,2047471.,914344.9,315480.0,93406.20,28890.15,9792.834,3217.406,828.7301,127.6126,0.000000
1,0,53,734932.2,7172758.5,564.7,100.0,0.0,0.0,1645752.,572098.9,142033.6,25046.22,1880.631,-239.5025,-20.66223,44.07968,20.85176,0.000000,2181447.,998113.6,341141.7,98262.80,29220.97,9698.266,3184.636,820.3329,127.0680,0.000000
1,0,54,734932.3,7172808.5,565.1,100.0,0.0,0.0,1647082.,617789.8,168417.6,32975.27,3097.123,-191.3215,-59.82753,28.17331,17.77267,0.000000,2260417.,1073913.,370385.1,104907.2,29784.62,9622.686,3154.022,814.9809,127.4327,0.000000
1,0,55,734932.4,7172858.5,565.0,100.0,0.0,0.0,1606624.,626097.9,185756.2,39852.64,4373.119,-87.74271,-78.86401,18.30611,16.43053,0.000000,2291873.,1137091.,403992.8,114160.2,30722.08,9546.662,3113.337,801.6358,124.8358,0.000000
1,0,56,734932.4,7172908.5,565.1,100.0,0.0,0.0,1584194.,619277.4,193884.5,44233.70,5403.792,13.20488,-105.2550,6.421871,14.72687,0.000000,2275589.,1170122.,436343.4,125231.1,32137.08,9584.631,3100.896,798.6658,125.0997,0.000000
1,0,57,734932.5,7172958.5,565.1,100.0,0.0,0.0,1578205.,612517.8,194391.7,45467.51,6018.511,65.74615,-144.1825,-9.771888,12.19740,0.000000,2265921.,1193311.,467255.7,136878.5,33790.38,9664.609,3097.427,794.9146,124.9933,0.000000
1,0,58,734932.5,7173008.5,565.1,100.0,0.0,0.0,1576459.,604646.7,188149.1,43713.29,6242.209,56.07575,-215.2377,-36.58671,7.115095,0.000000,2266542.,1216455.,494742.0,147335.7,35465.23,9808.430,3102.234,794.3167,125.2956,0.000000
1,0,59,734932.6,7173058.5,565.1,100.0,0.0,0.0,1569355.,596103.8,178624.7,40552.33,6256.045,-47.90334,-321.5470,-76.26149,-1.084878,0.000000,2268568.,1233881.,514492.3,154496.2,36834.71,9920.550,3096.075,786.9205,124.1818,0.000000
1,0,60,734932.6,7173108.5,565.1,100.0,0.0,0.0,1569131.,597781.6,170348.8,38459.63,6460.065,-199.8886,-480.5372,-129.2659,-11.48540,0.000000,2258104.,1239131.,521107.8,156414.0,37575.31,9948.522,3050.406,765.8463,119.1870,0.000000
1,0,61,734932.7,7173158.5,565.1,100.0,0.0,0.0,1556556.,597671.8,167180.6,40717.89,7129.163,-531.9391,-726.1859,-211.8746,-27.59804,0.000000,2238010.,1225409.,503165.5,150895.4,37318.74,9746.791,2920.631,715.8683,107.4552,0.000000
