Loop,Line,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,0,1,734929.5,7170158.5,572.5,100.0,0.0,0.0,1633490.,603927.9,155955.9,36288.55,11891.62,4685.675,1705.735,461.1408,92.51919,0.000000,1939175.,825972.4,256621.6,62247.74,14531.30,4157.498,1305.440,362.6088,67.60566,0.000000
1,0,2,734929.6,7170208.5,573.2,100.0,0.0,0.0,1540884.,571168.4,144623.8,28006.99,7102.788,2680.252,941.4378,222.0605,37.61084,0.000000,2020808.,912782.2,287550.9,70253.42,17791.18,5524.715,1820.442,518.8405,102.6127,0.000000
1,0,3,734929.6,7170258.5,573.2,100.0,0.0,0.0,1584552.,589019.6,150961.5,28521.47,5897.798,1919.796,626.8066,119.2628,13.88944,0.000000,2108046.,986891.3,310638.6,72851.22,17918.62,5620.045,1861.774,523.7255,101.7127,0.000000
1,0,4,734929.6,7170308.5,573.1,100.0,0.0,0.0,1592862.,583472.0,153716.2,31241.60,6084.594,1691.583,484.4066,70.67329,2.263359,0.000000,2174639.,1041145.,330262.6,76213.08,18162.76,5671.084,1881.279,521.1490,99.16574,0.000000
1,0,5,734929.7,7170358.5,573.2,100.0,0.0,0.0,1561320.,548945.4,147519.1,33083.04,6615.871,1640.940,428.5692,48.78287,-2.702403,0.000000,2208528.,1064160.,343566.9,80510.62,18794.21,5785.531,1907.192,519.7786,96.95308,0.000000
1,0,6,734929.8,7170408.5,573.2,100.0,0.0,0.0,1515952.,503477.3,135505.4,32888.87,6932.953,1637.886,386.0970,35.49123,-5.311135,0.000000,2200461.,1051649.,347378.9,84815.98,19770.83,5985.164,1961.882,525.7221,95.86344,0.000000
1,0,7,734929.8,7170458.5,573.2,100.0,0.0,0.0,1465680.,458486.6,121491.8,30786.94,6864.692,1585.580,353.3469,24.87613,-7.392669,0.000000,2173398.,1020770.,344945.0,88423.86,20825.11,6229.137,2023.200,536.0695,96.43695,0.000000
1,0,8,734929.8,7170508.5,573.2,100.0,0.0,0.0,1416242.,419774.2,107434.7,27228.16,6430.890,1502.248,311.2704,14.25430,-9.320894,0.000000,2141609.,985304.3,339986.4,91125.55,21848.28,6495.940,2101.594,551.8807,98.08270,0.000000
1,0,9,734929.9,7170558.5,573.1,100.0,0.0,0.0,1370729.,389543.5,94342.93,22948.02,5752.389,1365.020,269.8468,3.437050,-11.15192,0.000000,2113587.,956348.8,335108.5,92742.91,22684.40,6756.405,2176.358,568.6724,100.0296,0.000000
1,0,10,734930.0,7170608.5,573.2,100.0,0.0,0.0,1347727.,368758.8,82778.54,18611.21,5005.585,1229.666,225.0925,-6.738832,-12.50182,0.000000,2109565.,942274.9,332424.0,93737.57,23438.42,7038.589,2271.763,592.2491,103.4195,0.000000
1,0,11,734930.0,7170658.5,573.0,100.0,0.0,0.0,1311024.,352447.7,73054.30,14712.40,4261.593,1060.203,173.4174,-21.14035,-15.12976,0.000000,2095884.,929017.4,328332.5,93493.48,23978.83,7306.030,2361.826,615.0235,106.8189,0.000000
1,0,12,734930.1,7170708.5,577.2,100.0,0.0,0.0,1262987.,343886.4,66400.37,11742.70,3651.568,909.1174,116.9877,-35.29240,-17.23672,0.000000,2027885.,904718.5,320729.4,91998.15,24385.74,7575.201,2463.250,641.1599,110.9782,0.000000
1,0,13,734930.1,7170758.5,577.1,100.0,0.0,0.0,1299460.,363032.8,65787.21,10203.27,3279.196,778.1472,66.46642,-49.21144,-19.51428,0.000000,1989088.,897583.8,315948.8,90577.27,24881.07,7892.690,2572.253,669.4634,115.0506,0.000000
1,0,14,734930.2,7170808.5,577.2,100.0,0.0,0.0,1408942.,406210.1,71010.88,10120.87,3094.329,656.5367,5.937687,-66.49709,-22.20324,0.000000,2014064.,912967.2,313818.8,89369.71,25605.22,8302.481,2717.266,707.8073,121.4795,0.000000
1,0,15,734930.2,7170858.5,577.2,100.0,0.0,0.0,1488082.,446048.1,78840.55,11374.07,2950.957,457.9063,-86.06606,-95.85217,-28.06591,0.000000,2073314.,937443.4,310350.7,87694.42,26374.65,8740.222,2862.613,745.3578,127.6760,0.000000
1,0,16,734930.2,7170908.5,577.2,100.0,0.0,0.0,1522412.,467943.2,87332.90,14075.94,2956.380,277.3924,-173.9787,-120.6669,-31.89830,0.000000,2125302.,956800.2,304731.6,86307.61,27291.54,9196.324,3010.787,779.9100,132.1057,0.000000
1,0,17,734930.4,7170958.5,577.2,100.0,0.0,0.0,1503900.,460405.8,93903.91,17195.67,2784.321,-10.42577,-291.3976,-154.6476,-37.74957,0.000000,2150286.,956670.4,297000.2,86315.77,28537.63,9739.883,3184.814,824.8447,139.6198,0.000000
1,0,18,734930.4,7171008.5,577.2,100.0,0.0,0.0,1411596.,416395.8,95934.77,19267.42,2227.296,-394.8675,-437.8415,-195.6855,-44.86086,0.000000,2122483.,923411.0,288828.8,88485.87,30078.02,10301.99,3366.174,868.9614,145.6307,0.000000
1,0,19,734930.4,7171058.5,577.2,100.0,0.0,0.0,1248324.,352161.2,91768.44,18603.65,1064.396,-908.6323,-609.3159,-242.0608,-52.31427,0.000000,2009471.,851357.1,282807.2,92867.33,31891.84,10922.66,3569.818,920.9215,153.7065,0.000000
1,0,20,734930.5,7171108.5,577.2,100.0,0.0,0.0,1040481.,293468.5,80358.10,14424.11,-742.9106,-1545.255,-817.1123,-296.7858,-60.97924,0.000000,1805005.,766313.2,282008.2,98483.09,33806.63,11575.03,3800.018,981.3705,163.4532,0.000000
1,0,21,734930.6,7171158.5,577.2,100.0,0.0,0.0,866393.8,246740.4,61997.87,7879.806,-2784.001,-2212.901,-1045.706,-358.1395,-70.67795,0.000000,1578452.,710002.8,286003.8,103648.7,35514.11,12212.93,4039.969,1046.625,174.1915,0.000000
1,0,22,734930.6,7171208.5,577.1,100.0,0.0,0.0,768782.0,211787.5,46291.10,3261.815,-3783.010,-2631.084,-1293.907,-438.4851,-85.25111,0.000000,1450140.,680011.6,285136.3,105418.9,36307.71,12682.18,4270.077,1115.028,186.8095,0.000000
1,0,23,734930.6,7171258.5,578.0,100.0,0.0,0.0,815352.7,264438.4,69685.60,14365.36,1081.955,-1504.300,-1323.694,-482.8472,-91.21666,0.000000,1227208.,578638.2,247434.2,93391.07,33040.11,12158.11,4241.251,1109.240,183.6259,0.000000
1,0,24,734930.7,7171308.5,581.7,100.0,0.0,0.0,1482947.,612651.1,215158.9,71577.00,21300.48,3172.184,-967.5350,-495.4453,-92.61873,0.000000,868298.1,401480.8,168193.4,64683.55,25019.09,10642.95,4006.771,1064.628,178.6632,0.000000
1,0,25,734930.8,7171358.5,581.1,100.0,0.0,0.0,2672753.,1348668.,573204.9,217931.2,70805.61,14111.63,-40.44880,-497.7120,-98.19840,0.000000,1154763.,525907.9,191893.6,64652.45,24086.34,10221.03,3651.901,940.4233,157.8674,0.000000
1,0,26,734930.8,7171408.5,581.3,100.0,0.0,0.0,2914964.,1663993.,849184.1,376870.0,134493.7,29447.17,1579.659,-378.2081,-79.32417,0.000000,2171625.,1198140.,519891.4,189142.2,61724.57,17297.54,3744.768,758.9099,123.4460,0.000000
1,0,27,734930.9,7171458.5,581.1,100.0,0.0,0.0,2277500.,1321178.,766750.9,402621.9,163700.2,39251.33,2991.943,-197.0683,-52.28724,0.000000,2751203.,1688806.,873310.4,378356.5,133302.2,32939.59,4689.662,628.6357,97.51947,0.000000
1,0,28,734930.9,7171508.5,581.6,100.0,0.0,0.0,1749104.,943961.8,571559.9,339806.8,155661.3,40697.39,3787.415,10.30493,-18.67978,0.000000,2700406.,1740857.,1006592.,504351.2,198379.3,49678.57,5959.466,551.7579,79.44077,0.000000
1,0,29,734931.0,7171558.5,577.5,100.0,0.0,0.0,1624169.,778049.8,446115.4,273552.9,133081.4,37029.90,4133.703,235.7138,19.63414,0.000000,2536160.,1655018.,1021408.,567584.6,244730.7,63610.91,7184.132,519.5541,68.09038,0.000000
1,0,30,734931.0,7171608.5,577.2,100.0,0.0,0.0,1636719.,744204.6,389678.7,220915.1,103611.6,29506.03,4043.497,457.3044,58.35254,0.000000,2431326.,1559738.,991981.0,586197.1,268109.8,71915.85,8052.089,530.9416,66.41685,0.000000
1,0,31,734931.1,7171658.5,576.8,100.0,0.0,0.0,1671410.,777093.8,379701.6,183567.1,73630.51,20441.09,3719.913,667.2734,96.24614,0.000000,2413247.,1534210.,981416.1,589370.7,273973.2,74442.12,8465.065,577.5717,71.11378,0.000000
