 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0807
  478994.2,     -40.0,        -0.1761
  478994.2,     -80.0,        -0.0695
  478994.2,    -120.0,        -0.0110
  478994.2,    -160.0,         0.0910
  478994.2,    -200.0,         0.1502
  478994.2,    -240.0,        -0.1249
  478994.2,    -280.0,        -0.2088
  478994.2,    -320.0,        -0.0798
  478994.2,    -360.0,        -0.0455
  478994.2,    -400.0,        -0.2616
  478994.2,    -440.0,         0.0797
  478993.1,       0.0,        -0.0649
  478993.1,     -40.0,        -0.1929
  478993.1,     -80.0,        -0.0976
  478993.1,    -120.0,        -0.0381
  478993.1,    -160.0,        -0.0227
  478993.1,    -200.0,         0.1040
  478993.1,    -240.0,        -0.0970
  478993.1,    -280.0,        -0.1432
  478993.1,    -320.0,        -0.0570
  478993.1,    -360.0,         0.0135
  478993.1,    -400.0,        -0.2325
  478993.1,    -440.0,         0.0989
  478993.2,       0.0,         0.0019
  478993.2,     -40.0,        -0.1668
  478993.2,     -80.0,        -0.0975
  478993.2,    -120.0,        -0.0259
  478993.2,    -160.0,        -0.0666
  478993.2,    -200.0,         0.0760
  478993.2,    -240.0,        -0.0912
  478993.2,    -280.0,         0.0058
  478993.2,    -320.0,        -0.0014
  478993.2,    -360.0,         0.0789
  478993.2,    -400.0,        -0.1679
  478993.2,    -440.0,         0.1418
  478994.3,       0.0,         0.0605
  478994.3,     -40.0,        -0.1298
  478994.3,     -80.0,        -0.0739
  478994.3,    -120.0,         0.0124
  478994.3,    -160.0,        -0.0568
  478994.3,    -200.0,         0.0559
  478994.3,    -240.0,        -0.0905
  478994.3,    -280.0,         0.1109
  478994.3,    -320.0,         0.0449
  478994.3,    -360.0,         0.1399
  478994.3,    -400.0,        -0.0854
  478994.3,    -440.0,         0.1454
  478995.7,       0.0,         0.0386
  478995.7,     -40.0,        -0.1809
  478995.7,     -80.0,        -0.0879
  478995.7,    -120.0,         0.0337
  478995.7,    -160.0,        -0.0406
  478995.7,    -200.0,         0.0353
  478995.7,    -240.0,        -0.0505
  478995.7,    -280.0,         0.0794
  478995.7,    -320.0,        -0.0374
  478995.7,    -360.0,         0.1245
  478995.7,    -400.0,        -0.0591
  478995.7,    -440.0,         0.0943
  478996.8,       0.0,        -0.0103
  478996.8,     -40.0,        -0.2713
  478996.8,     -80.0,        -0.1197
  478996.8,    -120.0,         0.0412
  478996.8,    -160.0,        -0.0129
  478996.8,    -200.0,         0.0383
  478996.8,    -240.0,        -0.0081
  478996.8,    -280.0,         0.0039
  478996.8,    -320.0,        -0.1837
  478996.8,    -360.0,         0.0728
  478996.8,    -400.0,        -0.0903
  478996.8,    -440.0,         0.0029
  478997.1,       0.0,         0.0093
  478997.1,     -40.0,        -0.2763
  478997.1,     -80.0,        -0.1012
  478997.1,    -120.0,         0.0782
  478997.1,    -160.0,         0.0462
  478997.1,    -200.0,         0.0717
  478997.1,    -240.0,         0.0719
  478997.1,    -280.0,         0.0252
  478997.1,    -320.0,        -0.2058
  478997.1,    -360.0,         0.0837
  478997.1,    -400.0,        -0.0942
  478997.1,    -440.0,        -0.0157
  478996.1,       0.0,         0.0722
  478996.1,     -40.0,        -0.2054
  478996.1,     -80.0,        -0.0796
  478996.1,    -120.0,         0.0701
  478996.1,    -160.0,         0.0675
  478996.1,    -200.0,         0.1196
  478996.1,    -240.0,         0.0461
  478996.1,    -280.0,         0.1168
  478996.1,    -320.0,        -0.0555
  478996.1,    -360.0,         0.1177
  478996.1,    -400.0,        -0.1276
  478996.1,    -440.0,         0.0558
  478994.3,       0.0,         0.1320
  478994.3,     -40.0,        -0.1081
  478994.3,     -80.0,        -0.0341
  478994.3,    -120.0,         0.0462
  478994.3,    -160.0,         0.0648
  478994.3,    -200.0,         0.1970
  478994.3,    -240.0,         0.0587
  478994.3,    -280.0,         0.1691
  478994.3,    -320.0,         0.1777
  478994.3,    -360.0,         0.1860
  478994.3,    -400.0,        -0.1487
