Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,88,479445.2,6208633.5,45.6,31.9,0.0,0.0,1862.494,399.2131,1433.658,562.5847,803.3185,621.8052,259.8657,404.1384,55.93535,162.8551,174.7932,179.2489
1,1,99,479446.3,6208600.0,45.0,32.9,0.0,0.0,1827.452,388.0247,1414.434,543.8986,804.9966,609.5657,264.0032,403.9648,56.65669,164.0648,178.4263,179.2478
1,1,110,479447.5,6208566.5,45.3,33.9,0.0,0.0,1753.617,369.7334,1363.295,515.4062,786.5356,583.5844,262.0694,393.6234,56.57615,161.5042,176.2255,172.9761
1,1,121,479448.4,6208533.0,45.3,35.3,0.0,0.0,1658.027,347.6169,1293.692,482.1353,755.2852,550.0112,255.9286,376.8914,55.91436,156.4499,170.3298,163.1224
1,1,132,479448.8,6208499.5,46.0,35.7,0.0,0.0,1557.720,324.9527,1219.077,449.1134,718.5952,514.9961,247.4453,357.5457,54.89198,150.1786,162.8784,152.3753
1,1,143,479448.9,6208465.5,46.4,36.2,0.0,0.0,1467.634,304.5561,1151.315,420.6899,683.0216,483.9459,238.2999,338.9485,53.70811,143.8323,155.8049,143.1328
1,1,154,479449.1,6208431.0,46.3,37.0,0.0,0.0,1394.485,287.5409,1096.098,398.3756,652.4470,459.1947,229.7643,323.0530,52.53888,138.1687,149.9530,136.0573
1,1,165,479449.3,6208396.0,46.1,38.0,0.0,0.0,1338.533,273.6490,1054.315,381.4109,628.7298,440.6778,222.8181,310.7380,51.54539,133.6577,145.3845,130.5305
1,1,176,479449.6,6208361.0,45.8,39.0,0.0,0.0,1300.974,262.9254,1027.470,369.3888,613.9895,428.6272,218.5017,303.0244,50.89978,130.8177,142.2898,126.1740
1,1,187,479449.6,6208326.0,45.7,39.4,0.0,0.0,1286.852,256.8439,1019.064,364.0401,609.9791,424.6403,217.3257,300.8346,50.69418,129.9968,141.5695,124.4665
1,1,198,479449.6,6208291.0,45.5,38.9,0.0,0.0,1303.540,257.6633,1033.936,368.2518,618.5079,431.1320,219.6167,305.1631,50.99196,131.5057,144.4949,127.7978
1,1,209,479449.7,6208256.5,45.4,38.2,0.0,0.0,1352.916,266.3511,1072.870,383.1163,639.3313,448.6546,225.1618,315.9304,51.77396,135.2780,151.5098,137.2784
1,1,220,479449.7,6208222.0,45.2,37.5,0.0,0.0,1415.933,278.6599,1121.457,402.7500,664.6447,470.7402,231.7753,329.0891,52.71256,139.8552,159.8451,148.8989
1,1,231,479449.4,6208187.5,45.1,36.8,0.0,0.0,1466.885,288.7618,1160.390,419.0822,684.1779,488.6664,236.6263,339.3015,53.38062,143.3259,165.6994,157.0366
