Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,88,479445.2,6208633.5,45.6,31.9,0.0,0.0,2079.736,325.5273,1753.964,341.8455,1478.873,634.8727,852.0545,678.9182,379.5091,387.1818,452.0182,256.8000
1,1,99,479446.3,6208600.0,45.0,32.9,0.0,0.0,1990.064,305.4363,1679.782,322.8636,1417.854,603.0909,825.8908,648.1636,372.2545,372.1454,431.7364,246.8273
1,1,110,479447.5,6208566.5,45.3,33.9,0.0,0.0,1829.791,278.6182,1558.736,287.5000,1319.845,549.6091,776.8455,596.3818,358.4182,347.8182,406.7727,227.1545
1,1,121,479448.4,6208533.0,45.3,35.3,0.0,0.0,1589.509,234.1091,1374.527,238.8545,1185.582,475.7727,711.7090,530.2909,334.3273,313.0454,367.1909,197.5091
1,1,132,479448.8,6208499.5,46.0,35.7,0.0,0.0,1470.691,211.4727,1274.764,217.1909,1101.236,440.8455,664.2272,485.4636,321.3273,288.8364,343.6909,183.5182
1,1,143,479448.9,6208465.5,46.4,36.2,0.0,0.0,1407.400,212.1454,1214.827,210.4545,1039.127,423.4454,630.4181,455.5545,310.5000,271.5545,322.1091,173.5182
1,1,154,479449.1,6208431.0,46.3,37.0,0.0,0.0,1369.418,210.4727,1183.282,216.2182,990.0727,415.5455,598.2363,432.5000,301.6909,257.3182,305.3091,167.3454
1,1,165,479449.3,6208396.0,46.1,38.0,0.0,0.0,1317.409,202.3363,1123.018,214.4000,928.5453,401.1363,556.2000,400.6727,288.8091,237.9636,288.3364,159.4091
1,1,176,479449.6,6208361.0,45.8,39.0,0.0,0.0,1284.118,179.6727,1091.873,210.4091,889.1000,393.7909,530.1909,381.0364,280.9091,225.1091,273.8727,153.4636
1,1,187,479449.6,6208326.0,45.7,39.4,0.0,0.0,1265.336,168.8273,1088.091,210.9545,875.4636,394.7454,518.4182,372.4454,280.0545,219.5363,272.1727,155.1364
1,1,198,479449.6,6208291.0,45.5,38.9,0.0,0.0,1311.064,161.1182,1131.782,228.4363,897.3818,412.5273,528.8818,381.1454,287.7727,223.9546,276.6091,158.3545
1,1,209,479449.7,6208256.5,45.4,38.2,0.0,0.0,1401.955,164.4545,1209.045,249.9909,941.1181,444.7000,553.0091,401.2181,301.3909,235.1182,287.1727,170.1545
1,1,220,479449.7,6208222.0,45.2,37.5,0.0,0.0,1499.682,164.6091,1293.891,263.8636,1001.782,483.6727,580.2545,428.4909,314.8546,248.6727,304.1273,183.2727
1,1,231,479449.4,6208187.5,45.1,36.8,0.0,0.0,1593.627,160.8364,1386.309,280.8909,1062.454,520.0454,610.7454,456.9636,329.4364,264.0091,326.8182,196.3545
1,1,242,479448.7,6208153.5,45.0,36.6,0.0,0.0,1618.818,159.2364,1395.791,289.0363,1070.873,513.0364,633.3090,459.6273,340.1273,272.7455,322.8000,191.0727
1,1,253,479448.1,6208119.5,44.9,36.7,0.0,0.0,1598.127,156.6545,1377.527,291.3364,1050.454,498.7273,639.8546,447.3818,345.8000,274.1636,324.1000,187.2455
1,1,264,479447.7,6208085.0,44.7,37.6,0.0,0.0,1538.364,140.0818,1339.800,270.2364,1023.545,480.6454,637.2181,433.6091,344.4909,271.4636,315.8000,177.5636
1,1,275,479447.9,6208051.0,44.5,39.0,0.0,0.0,1413.427,123.6727,1240.109,234.3363,958.3182,438.5909,609.5455,401.2090,330.5182,257.6364,295.8545,160.6454
1,1,286,479448.3,6208016.5,44.4,40.5,0.0,0.0,1288.027,117.8273,1135.418,206.9182,876.6727,401.3000,558.6818,363.2091,309.2364,233.6636,274.8000,146.5363
1,1,297,479448.8,6207981.5,44.6,42.2,0.0,0.0,1139.291,112.9636,991.5181,194.4636,759.7635,347.0000,484.9727,306.8818,282.8727,196.9727,240.5454,127.9454
1,1,308,479449.0,6207946.0,45.3,43.6,0.0,0.0,998.0455,103.5273,839.1000,192.1182,642.4091,297.3727,415.5091,251.9091,249.9909,162.9818,205.3909,107.9636
1,1,319,479449.2,6207911.0,46.1,43.0,0.0,0.0,979.7728,120.5545,795.7636,207.9273,587.4454,279.0818,384.3454,231.5363,240.1727,151.3455,197.6454,105.2364
1,1,330,479449.4,6207877.0,46.8,41.4,0.0,0.0,1034.909,145.9636,835.0000,233.7273,604.3273,296.1091,395.5545,243.8636,243.6727,153.8818,192.9273,103.2091
1,1,341,479449.6,6207843.5,47.3,39.0,0.0,0.0,1162.264,184.0091,937.4272,271.2636,665.6818,339.7091,425.3364,272.5727,257.4818,169.9727,212.7727,120.2364
1,1,352,479449.7,6207809.5,47.2,37.0,0.0,0.0,1364.527,224.8727,1097.864,320.4182,769.4727,405.0182,482.6091,325.2182,281.2545,198.5091,239.6454,139.8455
1,1,363,479449.6,6207775.5,46.5,36.2,0.0,0.0,1503.682,239.3727,1224.445,347.9545,860.1000,447.5637,539.3182,367.8636,305.4727,225.8545,259.5273,151.4364
1,1,374,479449.5,6207741.0,45.5,37.0,0.0,0.0,1520.318,205.1909,1255.809,341.0363,885.9454,454.3909,558.4000,378.0000,315.4091,234.1545,271.7000,158.1636
1,1,385,479449.2,6207706.0,44.6,38.9,0.0,0.0,1379.173,156.8727,1164.827,289.5727,840.1909,415.8182,533.9363,352.8182,302.9546,221.1636,265.6091,149.1636
1,1,396,479448.6,6207671.0,44.1,40.2,0.0,0.0,1284.200,121.7091,1086.800,261.0182,796.4000,379.5545,512.5909,329.7636,294.4000,209.3909,252.8091,136.5091
1,1,407,479447.7,6207636.5,43.6,40.4,0.0,0.0,1267.536,119.2364,1062.100,264.0909,782.0908,366.1182,512.1727,321.5546,296.2636,207.1545,246.7545,131.6000
1,1,418,479447.0,6207601.5,43.3,39.0,0.0,0.0,1368.309,142.0182,1110.727,308.9363,812.1909,383.2000,533.5091,335.1182,310.5909,215.4091,259.5363,139.0818
1,1,429,479446.8,6207566.5,43.3,37.9,0.0,0.0,1494.491,175.4636,1173.291,345.7818,853.3546,405.7727,558.1000,354.5363,324.9182,227.2636,270.6364,146.1273
1,1,440,479447.3,6207530.5,43.3,36.9,0.0,0.0,1555.182,207.8364,1192.264,373.8000,868.3455,416.6000,566.0636,358.6364,332.0454,231.1818,278.7000,151.2364
1,1,451,479448.3,6207494.5,43.0,36.2,0.0,0.0,1629.627,231.1182,1234.355,400.0182,899.3727,434.4000,585.8727,371.6636,343.0818,239.4545,284.4546,156.2818
1,1,462,479449.4,6207459.0,42.8,35.6,0.0,0.0,1734.555,257.1000,1303.927,426.8818,944.9910,461.6272,613.3000,393.5818,356.7090,252.3636,299.4091,165.2545
1,1,473,479450.3,6207424.0,42.8,35.2,0.0,0.0,1780.964,267.5363,1347.300,447.1091,971.9363,475.7182,629.1727,405.6909,363.8909,260.3182,312.2545,173.4182
1,1,484,479450.7,6207389.0,43.1,34.8,0.0,0.0,1836.045,273.8636,1388.064,457.2454,1004.018,491.7636,648.0999,424.5727,368.7182,270.2455,317.5909,178.9000
1,1,495,479450.5,6207353.5,43.6,33.8,0.0,0.0,1900.755,292.3636,1447.291,475.6364,1046.391,519.1273,659.5091,447.7272,371.5728,276.2909,329.5364,187.1818
1,1,506,479449.8,6207318.5,44.0,33.1,0.0,0.0,1989.927,328.3273,1516.309,493.5363,1092.127,558.6364,667.4091,473.2727,371.7000,283.8455,336.8182,199.7818
1,1,517,479448.8,6207282.5,44.5,33.3,0.0,0.0,1987.354,332.4818,1516.509,494.2818,1084.655,569.0273,649.8636,472.6182,361.9363,278.1000,329.4273,201.7364
1,1,528,479447.9,6207246.0,44.9,34.2,0.0,0.0,1862.891,305.9272,1422.563,457.7727,1021.218,536.3364,610.6091,441.4363,344.6909,259.7455,309.4000,189.6364
