Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,89,480046.6,6208634.0,41.1,37.5,0.0,0.0,1448.664,180.4727,1156.018,252.4727,969.6818,398.2909,584.1545,390.3545,331.1636,235.1273,278.3818,150.9818
1,1,100,480045.1,6208602.5,41.0,39.1,0.0,0.0,1321.136,159.3363,1059.973,218.4636,906.6727,358.1454,556.5637,357.5909,320.5454,220.7091,267.8000,142.6182
1,1,111,480044.3,6208569.5,40.7,40.2,0.0,0.0,1209.400,150.4454,978.4545,188.4727,840.6273,328.0182,523.6909,321.1000,313.6000,203.7727,253.2091,131.8000
1,1,122,480045.0,6208535.5,39.2,40.8,0.0,0.0,1117.773,138.9636,916.9909,160.8273,793.4637,301.1182,504.6363,295.1909,310.3455,192.1364,238.7727,122.7909
1,1,133,480047.3,6208500.5,37.8,41.1,0.0,0.0,1102.345,149.1727,902.6545,155.6000,795.4454,297.1545,505.9636,293.9636,312.3000,191.5273,242.9454,121.7636
1,1,144,480050.8,6208465.0,41.2,37.6,0.0,0.0,1246.745,174.1727,1004.500,188.7182,881.3363,332.7545,554.0455,331.8545,335.9363,213.6454,273.7818,141.1091
1,1,155,480054.6,6208429.0,40.5,39.3,0.0,0.0,1390.955,194.5182,1110.182,228.1364,961.9363,361.6091,606.9727,371.9454,356.8363,238.6727,291.6909,149.7091
1,1,166,480057.9,6208393.0,41.0,38.1,0.0,0.0,1412.664,197.3909,1091.927,247.5091,944.7728,349.2273,604.1454,368.0546,350.7454,238.8636,300.8091,150.7091
1,1,177,480059.6,6208357.0,41.9,38.4,0.0,0.0,1418.382,197.0000,1076.000,268.0182,916.7546,340.7273,592.0818,357.7090,342.8727,234.0364,296.0909,146.2545
1,1,188,480059.8,6208322.5,42.5,38.1,0.0,0.0,1409.218,200.6636,1065.827,275.7818,902.3546,338.6636,585.7273,351.2182,341.0363,230.3727,284.9727,141.6727
1,1,199,480059.2,6208288.5,42.7,38.2,0.0,0.0,1376.227,193.9182,1051.291,266.0546,891.1545,337.8636,576.3273,346.3909,337.2000,225.8273,275.6182,138.0000
1,1,210,480059.0,6208255.0,42.9,39.5,0.0,0.0,1304.464,174.8273,996.1909,246.7000,846.3999,317.7000,552.2727,327.3545,323.9727,214.5818,262.9636,129.8364
1,1,221,480059.3,6208221.5,42.9,39.5,0.0,0.0,1268.655,158.4364,967.1000,235.2818,829.5818,303.9454,546.1273,320.4818,319.1182,211.2818,259.9727,126.0091
1,1,232,480059.9,6208188.0,43.1,38.5,0.0,0.0,1354.909,178.3545,1026.382,257.2000,875.2363,321.9000,575.2454,342.5454,330.9273,224.4364,273.6545,132.7455
1,1,243,480060.6,6208155.0,43.2,37.2,0.0,0.0,1458.345,213.1182,1099.791,283.6091,938.5818,348.8727,612.5636,371.1454,347.8636,241.5091,294.7364,146.0909
1,1,254,480061.6,6208122.0,42.9,36.1,0.0,0.0,1582.109,238.4091,1189.918,312.3091,1008.236,384.0818,645.5727,401.2000,365.6818,257.9909,315.6000,157.3182
1,1,265,480062.4,6208088.5,42.7,36.0,0.0,0.0,1584.927,253.1273,1193.418,314.3636,1007.091,390.7454,640.6818,396.9091,366.7455,255.5364,317.6545,162.9273
1,1,276,480062.5,6208056.0,42.9,36.2,0.0,0.0,1515.982,279.0363,1128.473,295.4182,950.5545,373.8727,602.9000,367.5818,354.7181,239.1363,304.2636,156.1636
1,1,287,480061.9,6208024.0,43.5,37.0,0.0,0.0,1384.773,283.0818,1013.855,276.6273,851.4454,336.0818,547.3545,324.8636,333.0454,212.7182,272.0000,136.5545
1,1,298,480060.4,6207992.5,43.9,39.3,0.0,0.0,1201.945,238.4182,868.0454,238.5909,721.2182,281.5727,476.4091,267.1636,298.7636,178.9727,231.5182,113.4091
1,1,309,480058.6,6207961.5,43.8,42.8,0.0,0.0,1016.200,176.7818,736.4272,198.7727,614.1364,232.5636,415.2545,222.3909,268.8636,152.1636,197.5636,92.84546
1,1,320,480056.9,6207930.5,43.9,44.7,0.0,0.0,906.2636,127.2091,671.0727,174.4363,564.8545,206.1273,391.8000,203.6000,254.6818,140.9818,183.6727,82.55454
1,1,331,480055.8,6207900.5,44.1,44.2,0.0,0.0,914.0908,128.4364,681.2908,172.4182,572.4727,203.0727,393.3546,202.4455,256.7909,144.0727,191.1182,83.12727
1,1,342,480055.7,6207869.5,44.1,42.3,0.0,0.0,996.1727,140.4454,751.6636,196.3636,627.0455,222.9000,441.4818,226.6636,277.2727,161.7636,204.5182,88.60909
1,1,353,480056.9,6207839.0,43.9,39.5,0.0,0.0,1183.818,169.6182,895.4818,253.7182,727.2000,264.6454,520.2909,273.0454,315.9727,195.8818,235.1455,104.3545
1,1,364,480059.0,6207807.5,42.9,37.7,0.0,0.0,1414.773,202.4364,1068.727,313.4272,849.7727,318.2909,611.6182,326.9182,358.2182,236.4455,276.3364,122.3091
1,1,375,480061.1,6207774.5,41.8,36.4,0.0,0.0,1623.427,234.4727,1223.382,365.6364,956.8000,365.1727,690.9182,373.7091,394.6636,272.8545,315.1727,140.1727
1,1,386,480062.2,6207741.0,41.2,35.3,0.0,0.0,1793.127,253.9000,1356.891,416.9545,1045.127,408.0545,750.7454,412.5454,422.7909,301.5636,346.7454,157.2545
1,1,397,480061.6,6207707.0,41.2,34.7,0.0,0.0,1881.000,259.9909,1429.373,439.0545,1101.309,433.5727,781.9727,437.4636,437.0182,316.3909,362.0364,167.6727
1,1,408,480059.7,6207673.5,41.5,34.3,0.0,0.0,1880.536,259.8182,1446.046,427.5727,1122.927,435.1909,791.4000,446.7909,439.2455,321.7455,374.0727,171.4000
1,1,419,480056.6,6207640.5,41.9,34.3,0.0,0.0,1825.018,248.3273,1422.973,404.5818,1118.318,419.6636,795.0818,444.8636,436.5546,322.7364,369.5000,165.8818
1,1,430,480053.5,6207608.5,42.0,35.2,0.0,0.0,1714.291,216.0455,1342.373,365.3727,1072.327,386.4727,776.1273,421.3545,428.0182,313.1000,353.8363,152.9273
1,1,441,480051.1,6207576.5,42.0,36.5,0.0,0.0,1553.927,185.0909,1234.364,321.8546,1003.427,344.8727,741.5545,387.5273,412.7000,295.6545,330.7909,137.1727
1,1,452,480049.9,6207545.0,41.6,37.9,0.0,0.0,1441.027,160.2636,1135.109,280.5636,943.2272,307.6182,710.7818,359.0545,398.7636,278.6454,311.4454,122.7364
1,1,463,480049.6,6207513.0,41.2,38.8,0.0,0.0,1374.273,155.9727,1075.800,262.8909,909.0908,285.2636,693.1364,340.9818,394.5000,269.2727,301.3455,115.3455
1,1,474,480050.1,6207480.0,40.7,39.7,0.0,0.0,1314.582,152.3818,1017.909,247.7818,869.7999,264.2636,667.9727,319.9363,387.0091,256.1909,292.6091,109.8000
1,1,485,480050.8,6207446.0,40.8,39.2,0.0,0.0,1309.418,178.8818,992.5818,242.4273,854.7999,255.1273,661.1273,308.3273,388.7636,252.6000,288.2636,107.4273
1,1,496,480051.3,6207411.5,40.8,37.9,0.0,0.0,1398.618,222.4364,1030.991,267.1454,894.9453,265.3636,693.8363,323.6636,407.3727,265.0909,301.6000,111.1636
1,1,507,480051.2,6207376.5,40.6,37.1,0.0,0.0,1473.718,266.1364,1071.200,277.1091,946.0453,273.3636,733.6818,345.6182,425.9636,282.1000,319.8909,114.7909
1,1,518,480050.6,6207341.0,40.7,36.5,0.0,0.0,1473.264,275.5000,1072.900,259.4182,972.0453,270.5727,751.5728,354.5454,434.3181,289.2363,329.1818,117.9727
1,1,529,480049.7,6207304.5,40.8,35.9,0.0,0.0,1512.818,289.8273,1106.064,262.2636,1008.218,281.5364,765.8545,372.6182,439.2000,295.9182,338.3000,124.4636
1,1,540,480048.8,6207268.5,41.1,35.3,0.0,0.0,1565.664,322.7273,1128.473,280.3909,1031.546,300.6636,763.3999,385.6818,436.5545,296.4000,342.5636,131.1545
1,1,551,480048.6,6207232.5,41.4,35.2,0.0,0.0,1529.800,338.0000,1109.827,267.4000,1015.854,303.0273,740.5454,380.6273,424.4000,287.1636,336.1273,133.3455
1,1,562,480049.1,6207197.0,41.5,35.5,0.0,0.0,1485.091,333.2364,1092.927,254.4273,997.4727,300.4091,722.5000,375.7000,414.6000,279.2909,326.1909,131.5545
1,1,573,480050.3,6207162.0,41.5,36.4,0.0,0.0,1407.836,293.7364,1040.854,232.9909,946.0363,290.7000,675.5636,357.2727,389.2727,259.7273,308.5636,125.6000
1,1,584,480051.8,6207126.5,41.2,37.2,0.0,0.0,1359.282,282.9818,1005.809,230.9909,906.1727,294.9000,625.8000,343.2454,367.2545,239.6000,291.5636,126.5000
1,1,595,480053.2,6207090.5,41.2,38.2,0.0,0.0,1277.291,264.1273,942.5182,218.1909,837.5546,293.0909,558.8545,314.8727,336.3454,211.4364,264.9909,124.2909
1,1,606,480054.0,6207054.0,41.2,39.2,0.0,0.0,1212.136,242.7727,886.4272,205.1000,776.8636,292.5363,501.4273,288.4727,311.0545,188.3091,244.2091,119.0182
1,1,617,480054.2,6207017.0,41.2,39.9,0.0,0.0,1181.618,225.6364,869.1909,206.5455,740.5728,295.0363,473.3181,273.7273,299.2273,176.4273,227.7272,117.0727
1,1,628,480053.9,6206980.5,41.4,40.2,0.0,0.0,1180.582,204.4091,869.9908,218.5727,721.6273,298.9182,460.4727,266.4818,291.7727,171.7636,222.2273,115.4636
1,1,639,480052.8,6206943.5,41.7,39.3,0.0,0.0,1241.364,197.1182,905.9091,237.3727,750.1091,313.7000,476.9182,278.9636,299.0818,179.5000,231.4454,121.4636
1,1,650,480051.4,6206907.0,41.8,38.1,0.0,0.0,1364.373,200.4182,1009.064,275.3091,820.2818,348.4637,518.0636,310.8272,320.5545,198.2000,247.2091,132.8273
1,1,661,480050.1,6206871.0,41.8,38.4,0.0,0.0,1376.473,185.7727,1022.745,279.5636,833.5636,349.7727,529.1909,316.5909,324.7727,203.0545,252.1909,134.7909
1,1,672,480049.2,6206835.0,41.7,39.2,0.0,0.0,1321.300,175.2273,989.3909,258.2455,814.9636,331.2818,521.6636,307.7182,320.7363,199.5273,254.1818,131.2818
1,1,683,480048.6,6206800.0,41.8,38.6,0.0,0.0,1350.682,187.1545,1010.791,261.9909,840.6727,335.1000,543.3727,317.9363,331.2545,206.9545,259.4545,132.2000
1,1,694,480048.2,6206765.0,41.9,37.3,0.0,0.0,1483.755,202.3091,1116.664,301.1727,907.6636,369.5182,590.7000,348.1454,355.8636,227.7727,276.9272,143.1909
1,1,705,480048.2,6206730.5,42.0,36.7,0.0,0.0,1615.336,212.7727,1218.373,350.5909,952.7637,400.8909,627.6727,370.1727,375.2636,244.8727,295.8455,153.3727
1,1,716,480048.4,6206695.0,42.3,36.9,0.0,0.0,1582.464,206.0455,1192.791,356.5545,909.3455,392.6545,611.9636,352.9363,365.8091,238.3636,286.1636,144.8909
1,1,727,480048.3,6206659.5,43.4,36.4,0.0,0.0,1576.982,231.1364,1179.727,362.8818,865.9999,406.3636,567.4908,336.5273,345.7909,221.3454,265.4454,140.9182
1,1,738,480047.8,6206624.5,44.7,35.0,0.0,0.0,1657.354,258.8545,1243.382,400.9727,857.7000,473.1091,521.1364,335.9000,327.9000,205.5454,252.2727,157.4182
1,1,749,480047.1,6206589.0,46.0,33.8,0.0,0.0,1732.382,262.9818,1322.973,439.5727,852.7090,545.5727,481.4091,338.2636,312.4636,192.2909,240.5000,175.0818
1,1,760,480046.8,6206554.0,46.3,33.6,0.0,0.0,1804.264,267.8546,1419.582,455.2182,886.8817,612.5909,467.5273,359.1545,303.5273,191.9545,234.6909,186.7091
1,1,771,480047.4,6206519.0,45.9,34.1,0.0,0.0,1856.509,226.2091,1530.809,438.9182,955.9545,677.3636,475.5455,394.0545,302.1545,200.4000,251.9909,213.6000
1,1,782,480048.8,6206484.0,45.6,34.5,0.0,0.0,1848.336,197.9091,1573.409,383.9363,1051.273,704.4636,495.2273,433.9091,303.3909,214.0364,263.8909,223.1454
1,1,793,480050.6,6206449.0,45.5,34.4,0.0,0.0,1877.809,180.5545,1630.318,360.4909,1138.900,727.3636,522.9636,471.1455,311.1273,229.4000,292.9909,243.3909
1,1,804,480052.4,6206413.5,45.5,34.3,0.0,0.0,1877.736,163.2273,1648.764,340.0273,1187.964,725.7908,546.0273,493.7636,317.7091,240.2273,301.4636,248.1636
1,1,815,480054.1,6206378.5,45.5,34.5,0.0,0.0,1851.627,169.1182,1619.136,333.6545,1179.618,703.2181,550.7091,488.7363,319.6182,240.8091,308.8000,249.0363
1,1,826,480055.5,6206343.0,45.3,34.9,0.0,0.0,1813.982,167.2363,1580.518,324.2545,1165.736,681.4818,550.8455,481.7818,318.4091,239.9909,313.4273,243.5273
1,1,837,480055.9,6206307.5,45.1,35.5,0.0,0.0,1755.827,165.8091,1520.245,316.7182,1131.745,641.2909,550.7818,467.3909,316.5727,237.3454,306.5455,232.7273
1,1,848,480055.0,6206272.5,45.3,35.1,0.0,0.0,1781.954,178.2091,1524.300,322.1454,1139.254,630.9636,569.4636,472.6182,323.4546,244.8182,309.2545,229.7545
1,1,859,480052.7,6206237.0,45.7,34.2,0.0,0.0,1852.718,191.1454,1588.091,333.3909,1211.909,642.9454,620.4909,509.4818,340.9636,266.3727,335.1182,238.6454
1,1,870,480049.7,6206201.5,45.9,34.0,0.0,0.0,1874.373,187.9000,1628.100,306.5000,1311.991,630.9545,688.5364,558.9182,358.5091,296.6545,366.1454,244.4636
1,1,881,480047.2,6206165.5,46.0,34.2,0.0,0.0,1848.518,189.5091,1606.936,270.1091,1357.109,586.5272,738.7817,584.3000,366.6000,317.6091,387.9636,241.6727
1,1,892,480046.2,6206130.0,46.2,34.5,0.0,0.0,1793.109,174.7636,1573.845,244.0546,1375.191,551.0454,762.1454,597.8182,367.9364,327.0182,404.3546,236.6091
