X,Y,Z,Lith
734932.66,7173137.50,   504.38, 6
734932.71,7173182.50,   504.38, 6
734932.75,7173227.50,   504.38, 6
734932.80,7173272.50,   504.38, 6
734932.85,7173317.50,   504.38, 6
734929.31,7169987.50,   500.34, 1
734929.36,7170032.50,   500.34, 1
734929.41,7170077.50,   500.34, 1
734929.45,7170122.50,   500.34, 6
734929.50,7170167.50,   500.34, 6
734929.55,7170212.50,   500.34, 6
734929.60,7170257.50,   500.34, 6
734929.64,7170302.50,   500.34, 6
734929.69,7170347.50,   500.34, 6
734929.74,7170392.50,   500.34, 6
734929.79,7170437.50,   500.34, 1
734929.84,7170482.50,   500.34, 1
734929.88,7170527.50,   500.34, 1
734929.93,7170572.50,   500.34, 1
734929.98,7170617.50,   500.34, 1
734930.03,7170662.50,   500.34, 1
734930.08,7170707.50,   500.34, 1
734930.12,7170752.50,   500.34, 1
734930.17,7170797.50,   500.34, 1
734930.22,7170842.50,   500.34, 6
734930.27,7170887.50,   500.34, 6
734930.31,7170932.50,   500.34, 6
734930.36,7170977.50,   500.34, 6
734930.41,7171022.50,   500.34, 6
734930.46,7171067.50,   500.34, 5
734930.51,7171112.50,   500.34, 5
734930.55,7171157.50,   500.34, 5
734930.60,7171202.50,   500.34, 5
734930.65,7171247.50,   500.34, 5
734930.70,7171292.50,   500.34, 5
734930.74,7171337.50,   500.34, 5
734930.79,7171382.50,   500.34, 5
734930.84,7171427.50,   500.34, 2
734930.89,7171472.50,   500.34, 3
734930.94,7171517.50,   500.34, 3
734930.98,7171562.50,   500.34, 3
734931.03,7171607.50,   500.34, 3
734931.08,7171652.50,   500.34, 3
734931.13,7171697.50,   500.34, 3
734931.17,7171742.50,   500.34, 2
734931.22,7171787.50,   500.34, 2
734931.27,7171832.50,   500.34, 2
734931.32,7171877.50,   500.34, 5
734931.37,7171922.50,   500.34, 5
734931.41,7171967.50,   500.34, 5
734931.46,7172012.50,   500.34, 1
734931.51,7172057.50,   500.34, 1
734931.56,7172102.50,   500.34, 1
734931.61,7172147.50,   500.34, 1
734931.65,7172192.50,   500.34, 1
734931.70,7172237.50,   500.34, 1
734931.75,7172282.50,   500.34, 1
734931.80,7172327.50,   500.34, 1
734931.84,7172372.50,   500.34, 1
734931.89,7172417.50,   500.34, 1
734931.94,7172462.50,   500.34, 1
734931.99,7172507.50,   500.34, 1
734932.04,7172552.50,   500.34, 1
734932.08,7172597.50,   500.34, 1
734932.13,7172642.50,   500.34, 6
734932.18,7172687.50,   500.34, 6
734932.23,7172732.50,   500.34, 6
734932.27,7172777.50,   500.34, 6
734932.32,7172822.50,   500.34, 6
734932.37,7172867.50,   500.34, 6
734932.42,7172912.50,   500.34, 6
734932.47,7172957.50,   500.34, 6
734932.51,7173002.50,   500.34, 6
734932.56,7173047.50,   500.34, 6
734932.61,7173092.50,   500.34, 6
734932.66,7173137.50,   500.34, 6
734932.71,7173182.50,   500.34, 6
734932.75,7173227.50,   500.34, 6
734932.80,7173272.50,   500.34, 6
734932.85,7173317.50,   500.34, 6
734929.31,7169987.50,   496.29, 1
734929.36,7170032.50,   496.29, 1
734929.41,7170077.50,   496.29, 1
734929.45,7170122.50,   496.29, 1
734929.50,7170167.50,   496.29, 6
734929.55,7170212.50,   496.29, 6
734929.60,7170257.50,   496.29, 6
734929.64,7170302.50,   496.29, 6
734929.69,7170347.50,   496.29, 6
734929.74,7170392.50,   496.29, 1
734929.79,7170437.50,   496.29, 1
734929.84,7170482.50,   496.29, 1
734929.88,7170527.50,   496.29, 1
734929.93,7170572.50,   496.29, 1
734929.98,7170617.50,   496.29, 1
734930.03,7170662.50,   496.29, 1
734930.08,7170707.50,   496.29, 1
734930.12,7170752.50,   496.29, 1
734930.17,7170797.50,   496.29, 1
734930.22,7170842.50,   496.29, 6
734930.27,7170887.50,   496.29, 6
734930.31,7170932.50,   496.29, 6
734930.36,7170977.50,   496.29, 6
734930.41,7171022.50,   496.29, 5
734930.46,7171067.50,   496.29, 5
734930.51,7171112.50,   496.29, 5
734930.55,7171157.50,   496.29, 5
734930.60,7171202.50,   496.29, 5
734930.65,7171247.50,   496.29, 5
734930.70,7171292.50,   496.29, 5
734930.74,7171337.50,   496.29, 5
734930.79,7171382.50,   496.29, 5
734930.84,7171427.50,   496.29, 2
734930.89,7171472.50,   496.29, 3
734930.94,7171517.50,   496.29, 3
734930.98,7171562.50,   496.29, 3
734931.03,7171607.50,   496.29, 3
734931.08,7171652.50,   496.29, 3
734931.13,7171697.50,   496.29, 3
734931.17,7171742.50,   496.29, 2
734931.22,7171787.50,   496.29, 2
734931.27,7171832.50,   496.29, 2
734931.32,7171877.50,   496.29, 5
734931.37,7171922.50,   496.29, 5
734931.41,7171967.50,   496.29, 1
734931.46,7172012.50,   496.29, 1
734931.51,7172057.50,   496.29, 1
734931.56,7172102.50,   496.29, 1
734931.61,7172147.50,   496.29, 1
734931.65,7172192.50,   496.29, 1
734931.70,7172237.50,   496.29, 1
734931.75,7172282.50,   496.29, 1
734931.80,7172327.50,   496.29, 1
734931.84,7172372.50,   496.29, 1
734931.89,7172417.50,   496.29, 1
734931.94,7172462.50,   496.29, 1
734931.99,7172507.50,   496.29, 1
734932.04,7172552.50,   496.29, 1
734932.08,7172597.50,   496.29, 1
734932.13,7172642.50,   496.29, 6
734932.18,7172687.50,   496.29, 6
734932.23,7172732.50,   496.29, 6
734932.27,7172777.50,   496.29, 6
734932.32,7172822.50,   496.29, 6
734932.37,7172867.50,   496.29, 6
734932.42,7172912.50,   496.29, 6
734932.47,7172957.50,   496.29, 6
734932.51,7173002.50,   496.29, 6
734932.56,7173047.50,   496.29, 6
734932.61,7173092.50,   496.29, 6
734932.66,7173137.50,   496.29, 6
734932.71,7173182.50,   496.29, 6
734932.75,7173227.50,   496.29, 6
734932.80,7173272.50,   496.29, 6
734932.85,7173317.50,   496.29, 6
734929.31,7169987.50,   492.25, 1
734929.36,7170032.50,   492.25, 1
734929.41,7170077.50,   492.25, 1
734929.45,7170122.50,   492.25, 1
734929.50,7170167.50,   492.25, 6
734929.55,7170212.50,   492.25, 6
734929.60,7170257.50,   492.25, 6
734929.64,7170302.50,   492.25, 6
734929.69,7170347.50,   492.25, 6
734929.74,7170392.50,   492.25, 1
734929.79,7170437.50,   492.25, 1
734929.84,7170482.50,   492.25, 1
734929.88,7170527.50,   492.25, 1
734929.93,7170572.50,   492.25, 1
734929.98,7170617.50,   492.25, 1
734930.03,7170662.50,   492.25, 1
734930.08,7170707.50,   492.25, 1
734930.12,7170752.50,   492.25, 1
734930.17,7170797.50,   492.25, 1
734930.22,7170842.50,   492.25, 6
734930.27,7170887.50,   492.25, 6
734930.31,7170932.50,   492.25, 6
734930.36,7170977.50,   492.25, 6
734930.41,7171022.50,   492.25, 5
734930.46,7171067.50,   492.25, 5
734930.51,7171112.50,   492.25, 5
734930.55,7171157.50,   492.25, 5
734930.60,7171202.50,   492.25, 5
734930.65,7171247.50,   492.25, 5
734930.70,7171292.50,   492.25, 5
734930.74,7171337.50,   492.25, 5
734930.79,7171382.50,   492.25, 5
734930.84,7171427.50,   492.25, 2
734930.89,7171472.50,   492.25, 3
734930.94,7171517.50,   492.25, 3
734930.98,7171562.50,   492.25, 3
734931.03,7171607.50,   492.25, 3
734931.08,7171652.50,   492.25, 3
734931.13,7171697.50,   492.25, 3
734931.17,7171742.50,   492.25, 2
734931.22,7171787.50,   492.25, 2
734931.27,7171832.50,   492.25, 2
734931.32,7171877.50,   492.25, 2
734931.37,7171922.50,   492.25, 1
734931.41,7171967.50,   492.25, 1
734931.46,7172012.50,   492.25, 1
734931.51,7172057.50,   492.25, 1
734931.56,7172102.50,   492.25, 1
734931.61,7172147.50,   492.25, 1
734931.65,7172192.50,   492.25, 1
734931.70,7172237.50,   492.25, 1
734931.75,7172282.50,   492.25, 1
734931.80,7172327.50,   492.25, 1
734931.84,7172372.50,   492.25, 1
734931.89,7172417.50,   492.25, 1
734931.94,7172462.50,   492.25, 1
734931.99,7172507.50,   492.25, 1
734932.04,7172552.50,   492.25, 1
734932.08,7172597.50,   492.25, 1
734932.13,7172642.50,   492.25, 1
734932.18,7172687.50,   492.25, 6
734932.23,7172732.50,   492.25, 6
734932.27,7172777.50,   492.25, 6
734932.32,7172822.50,   492.25, 6
734932.37,7172867.50,   492.25, 6
734932.42,7172912.50,   492.25, 6
734932.47,7172957.50,   492.25, 6
734932.51,7173002.50,   492.25, 6
734932.56,7173047.50,   492.25, 6
734932.61,7173092.50,   492.25, 6
734932.66,7173137.50,   492.25, 6
734932.71,7173182.50,   492.25, 6
734932.75,7173227.50,   492.25, 6
734932.80,7173272.50,   492.25, 6
734932.85,7173317.50,   492.25, 6
734929.31,7169987.50,   488.20, 1
734929.36,7170032.50,   488.20, 1
734929.41,7170077.50,   488.20, 1
734929.45,7170122.50,   488.20, 1
734929.50,7170167.50,   488.20, 6
734929.55,7170212.50,   488.20, 6
734929.60,7170257.50,   488.20, 6
734929.64,7170302.50,   488.20, 6
734929.69,7170347.50,   488.20, 1
734929.74,7170392.50,   488.20, 1
734929.79,7170437.50,   488.20, 1
734929.84,7170482.50,   488.20, 1
734929.88,7170527.50,   488.20, 1
734929.93,7170572.50,   488.20, 1
734929.98,7170617.50,   488.20, 1
734930.03,7170662.50,   488.20, 1
734930.08,7170707.50,   488.20, 1
734930.12,7170752.50,   488.20, 1
734930.17,7170797.50,   488.20, 1
734930.22,7170842.50,   488.20, 1
734930.27,7170887.50,   488.20, 6
734930.31,7170932.50,   488.20, 6
734930.36,7170977.50,   488.20, 1
734930.41,7171022.50,   488.20, 5
734930.46,7171067.50,   488.20, 5
734930.51,7171112.50,   488.20, 5
734930.55,7171157.50,   488.20, 5
734930.60,7171202.50,   488.20, 5
734930.65,7171247.50,   488.20, 5
734930.70,7171292.50,   488.20, 5
734930.74,7171337.50,   488.20, 5
734930.79,7171382.50,   488.20, 2
734930.84,7171427.50,   488.20, 2
734930.89,7171472.50,   488.20, 3
734930.94,7171517.50,   488.20, 3
734930.98,7171562.50,   488.20, 3
734931.03,7171607.50,   488.20, 3
734931.08,7171652.50,   488.20, 3
734931.13,7171697.50,   488.20, 3
734931.17,7171742.50,   488.20, 2
734931.22,7171787.50,   488.20, 2
734931.27,7171832.50,   488.20, 2
734931.32,7171877.50,   488.20, 2
734931.37,7171922.50,   488.20, 1
734931.41,7171967.50,   488.20, 1
734931.46,7172012.50,   488.20, 1
734931.51,7172057.50,   488.20, 1
734931.56,7172102.50,   488.20, 1
734931.61,7172147.50,   488.20, 1
734931.65,7172192.50,   488.20, 1
734931.70,7172237.50,   488.20, 1
734931.75,7172282.50,   488.20, 1
734931.80,7172327.50,   488.20, 1
734931.84,7172372.50,   488.20, 1
734931.89,7172417.50,   488.20, 1
734931.94,7172462.50,   488.20, 1
734931.99,7172507.50,   488.20, 1
734932.04,7172552.50,   488.20, 1
734932.08,7172597.50,   488.20, 1
734932.13,7172642.50,   488.20, 1
734932.18,7172687.50,   488.20, 6
734932.23,7172732.50,   488.20, 6
734932.27,7172777.50,   488.20, 6
734932.32,7172822.50,   488.20, 6
734932.37,7172867.50,   488.20, 6
734932.42,7172912.50,   488.20, 6
734932.47,7172957.50,   488.20, 6
734932.51,7173002.50,   488.20, 6
734932.56,7173047.50,   488.20, 6
734932.61,7173092.50,   488.20, 6
734932.66,7173137.50,   488.20, 6
734932.71,7173182.50,   488.20, 6
734932.75,7173227.50,   488.20, 6
734932.80,7173272.50,   488.20, 6
734932.85,7173317.50,   488.20, 1
734929.31,7169987.50,   484.16, 1
734929.36,7170032.50,   484.16, 1
734929.41,7170077.50,   484.16, 1
734929.45,7170122.50,   484.16, 1
734929.50,7170167.50,   484.16, 1
734929.55,7170212.50,   484.16, 6
734929.60,7170257.50,   484.16, 6
734929.64,7170302.50,   484.16, 6
734929.69,7170347.50,   484.16, 1
734929.74,7170392.50,   484.16, 1
734929.79,7170437.50,   484.16, 1
734929.84,7170482.50,   484.16, 1
734929.88,7170527.50,   484.16, 1
734929.93,7170572.50,   484.16, 1
734929.98,7170617.50,   484.16, 1
734930.03,7170662.50,   484.16, 1
734930.08,7170707.50,   484.16, 1
734930.12,7170752.50,   484.16, 1
734930.17,7170797.50,   484.16, 1
734930.22,7170842.50,   484.16, 1
734930.27,7170887.50,   484.16, 6
734930.31,7170932.50,   484.16, 6
734930.36,7170977.50,   484.16, 1
734930.41,7171022.50,   484.16, 5
734930.46,7171067.50,   484.16, 5
734930.51,7171112.50,   484.16, 5
734930.55,7171157.50,   484.16, 5
734930.60,7171202.50,   484.16, 5
734930.65,7171247.50,   484.16, 5
734930.70,7171292.50,   484.16, 5
734930.74,7171337.50,   484.16, 5
734930.79,7171382.50,   484.16, 2
734930.84,7171427.50,   484.16, 2
734930.89,7171472.50,   484.16, 3
734930.94,7171517.50,   484.16, 3
734930.98,7171562.50,   484.16, 3
734931.03,7171607.50,   484.16, 3
734931.08,7171652.50,   484.16, 3
734931.13,7171697.50,   484.16, 3
734931.17,7171742.50,   484.16, 2
734931.22,7171787.50,   484.16, 2
734931.27,7171832.50,   484.16, 2
734931.32,7171877.50,   484.16, 2
734931.37,7171922.50,   484.16, 1
734931.41,7171967.50,   484.16, 1
734931.46,7172012.50,   484.16, 1
734931.51,7172057.50,   484.16, 1
734931.56,7172102.50,   484.16, 1
734931.61,7172147.50,   484.16, 1
734931.65,7172192.50,   484.16, 1
734931.70,7172237.50,   484.16, 1
734931.75,7172282.50,   484.16, 1
734931.80,7172327.50,   484.16, 1
734931.84,7172372.50,   484.16, 1
734931.89,7172417.50,   484.16, 1
734931.94,7172462.50,   484.16, 1
734931.99,7172507.50,   484.16, 1
734932.04,7172552.50,   484.16, 1
734932.08,7172597.50,   484.16, 1
734932.13,7172642.50,   484.16, 1
734932.18,7172687.50,   484.16, 6
734932.23,7172732.50,   484.16, 6
734932.27,7172777.50,   484.16, 6
734932.32,7172822.50,   484.16, 6
734932.37,7172867.50,   484.16, 6
734932.42,7172912.50,   484.16, 6
734932.47,7172957.50,   484.16, 1
734932.51,7173002.50,   484.16, 1
734932.56,7173047.50,   484.16, 6
734932.61,7173092.50,   484.16, 6
734932.66,7173137.50,   484.16, 6
734932.71,7173182.50,   484.16, 6
734932.75,7173227.50,   484.16, 6
734932.80,7173272.50,   484.16, 6
734932.85,7173317.50,   484.16, 1
734929.31,7169987.50,   480.11, 1
734929.36,7170032.50,   480.11, 1
734929.41,7170077.50,   480.11, 1
734929.45,7170122.50,   480.11, 1
734929.50,7170167.50,   480.11, 1
734929.55,7170212.50,   480.11, 1
734929.60,7170257.50,   480.11, 6
734929.64,7170302.50,   480.11, 1
734929.69,7170347.50,   480.11, 1
734929.74,7170392.50,   480.11, 1
734929.79,7170437.50,   480.11, 1
734929.84,7170482.50,   480.11, 1
734929.88,7170527.50,   480.11, 1
734929.93,7170572.50,   480.11, 1
734929.98,7170617.50,   480.11, 1
734930.03,7170662.50,   480.11, 1
734930.08,7170707.50,   480.11, 1
734930.12,7170752.50,   480.11, 1
734930.17,7170797.50,   480.11, 1
734930.22,7170842.50,   480.11, 1
734930.27,7170887.50,   480.11, 1
734930.31,7170932.50,   480.11, 1
734930.36,7170977.50,   480.11, 1
734930.41,7171022.50,   480.11, 5
734930.46,7171067.50,   480.11, 5
734930.51,7171112.50,   480.11, 5
734930.55,7171157.50,   480.11, 5
734930.60,7171202.50,   480.11, 5
734930.65,7171247.50,   480.11, 5
734930.70,7171292.50,   480.11, 5
734930.74,7171337.50,   480.11, 5
734930.79,7171382.50,   480.11, 2
734930.84,7171427.50,   480.11, 2
734930.89,7171472.50,   480.11, 3
734930.94,7171517.50,   480.11, 3
734930.98,7171562.50,   480.11, 3
734931.03,7171607.50,   480.11, 3
734931.08,7171652.50,   480.11, 3
734931.13,7171697.50,   480.11, 3
734931.17,7171742.50,   480.11, 2
734931.22,7171787.50,   480.11, 2
734931.27,7171832.50,   480.11, 2
734931.32,7171877.50,   480.11, 2
734931.37,7171922.50,   480.11, 1
734931.41,7171967.50,   480.11, 1
734931.46,7172012.50,   480.11, 1
734931.51,7172057.50,   480.11, 1
734931.56,7172102.50,   480.11, 1
734931.61,7172147.50,   480.11, 1
734931.65,7172192.50,   480.11, 1
734931.70,7172237.50,   480.11, 1
734931.75,7172282.50,   480.11, 1
734931.80,7172327.50,   480.11, 1
734931.84,7172372.50,   480.11, 1
734931.89,7172417.50,   480.11, 1
734931.94,7172462.50,   480.11, 1
734931.99,7172507.50,   480.11, 1
734932.04,7172552.50,   480.11, 1
734932.08,7172597.50,   480.11, 1
734932.13,7172642.50,   480.11, 1
734932.18,7172687.50,   480.11, 6
734932.23,7172732.50,   480.11, 6
734932.27,7172777.50,   480.11, 6
734932.32,7172822.50,   480.11, 6
734932.37,7172867.50,   480.11, 6
734932.42,7172912.50,   480.11, 6
734932.47,7172957.50,   480.11, 1
734932.51,7173002.50,   480.11, 1
734932.56,7173047.50,   480.11, 6
734932.61,7173092.50,   480.11, 6
734932.66,7173137.50,   480.11, 6
734932.71,7173182.50,   480.11, 6
734932.75,7173227.50,   480.11, 6
734932.80,7173272.50,   480.11, 6
734932.85,7173317.50,   480.11, 1
734929.31,7169987.50,   476.07, 1
734929.36,7170032.50,   476.07, 1
734929.41,7170077.50,   476.07, 1
734929.45,7170122.50,   476.07, 1
734929.50,7170167.50,   476.07, 1
734929.55,7170212.50,   476.07, 1
734929.60,7170257.50,   476.07, 1
734929.64,7170302.50,   476.07, 1
734929.69,7170347.50,   476.07, 1
734929.74,7170392.50,   476.07, 1
734929.79,7170437.50,   476.07, 1
734929.84,7170482.50,   476.07, 1
734929.88,7170527.50,   476.07, 1
734929.93,7170572.50,   476.07, 1
734929.98,7170617.50,   476.07, 1
734930.03,7170662.50,   476.07, 1
734930.08,7170707.50,   476.07, 1
734930.12,7170752.50,   476.07, 1
734930.17,7170797.50,   476.07, 1
734930.22,7170842.50,   476.07, 1
734930.27,7170887.50,   476.07, 1
734930.31,7170932.50,   476.07, 1
734930.36,7170977.50,   476.07, 1
734930.41,7171022.50,   476.07, 1
734930.46,7171067.50,   476.07, 5
734930.51,7171112.50,   476.07, 5
734930.55,7171157.50,   476.07, 5
734930.60,7171202.50,   476.07, 5
734930.65,7171247.50,   476.07, 5
734930.70,7171292.50,   476.07, 5
734930.74,7171337.50,   476.07, 2
734930.79,7171382.50,   476.07, 2
734930.84,7171427.50,   476.07, 2
734930.89,7171472.50,   476.07, 3
734930.94,7171517.50,   476.07, 3
734930.98,7171562.50,   476.07, 3
734931.03,7171607.50,   476.07, 3
734931.08,7171652.50,   476.07, 3
734931.13,7171697.50,   476.07, 3
734931.17,7171742.50,   476.07, 2
734931.22,7171787.50,   476.07, 2
734931.27,7171832.50,   476.07, 2
734931.32,7171877.50,   476.07, 2
734931.37,7171922.50,   476.07, 1
734931.41,7171967.50,   476.07, 1
734931.46,7172012.50,   476.07, 1
734931.51,7172057.50,   476.07, 1
734931.56,7172102.50,   476.07, 1
734931.61,7172147.50,   476.07, 1
734931.65,7172192.50,   476.07, 1
734931.70,7172237.50,   476.07, 1
734931.75,7172282.50,   476.07, 1
734931.80,7172327.50,   476.07, 1
734931.84,7172372.50,   476.07, 1
734931.89,7172417.50,   476.07, 1
734931.94,7172462.50,   476.07, 1
734931.99,7172507.50,   476.07, 1
734932.04,7172552.50,   476.07, 1
734932.08,7172597.50,   476.07, 1
734932.13,7172642.50,   476.07, 1
734932.18,7172687.50,   476.07, 6
734932.23,7172732.50,   476.07, 6
734932.27,7172777.50,   476.07, 6
734932.32,7172822.50,   476.07, 6
734932.37,7172867.50,   476.07, 6
734932.42,7172912.50,   476.07, 6
734932.47,7172957.50,   476.07, 1
734932.51,7173002.50,   476.07, 1
734932.56,7173047.50,   476.07, 6
734932.61,7173092.50,   476.07, 6
734932.66,7173137.50,   476.07, 6
734932.71,7173182.50,   476.07, 6
734932.75,7173227.50,   476.07, 6
734932.80,7173272.50,   476.07, 1
734932.85,7173317.50,   476.07, 1
734929.31,7169987.50,   472.02, 1
734929.36,7170032.50,   472.02, 1
734929.41,7170077.50,   472.02, 1
734929.45,7170122.50,   472.02, 1
734929.50,7170167.50,   472.02, 1
734929.55,7170212.50,   472.02, 1
734929.60,7170257.50,   472.02, 1
734929.64,7170302.50,   472.02, 1
734929.69,7170347.50,   472.02, 1
734929.74,7170392.50,   472.02, 1
734929.79,7170437.50,   472.02, 1
734929.84,7170482.50,   472.02, 1
734929.88,7170527.50,   472.02, 1
734929.93,7170572.50,   472.02, 1
734929.98,7170617.50,   472.02, 1
734930.03,7170662.50,   472.02, 1
734930.08,7170707.50,   472.02, 1
734930.12,7170752.50,   472.02, 1
734930.17,7170797.50,   472.02, 1
734930.22,7170842.50,   472.02, 1
734930.27,7170887.50,   472.02, 1
734930.31,7170932.50,   472.02, 1
734930.36,7170977.50,   472.02, 1
734930.41,7171022.50,   472.02, 1
734930.46,7171067.50,   472.02, 5
734930.51,7171112.50,   472.02, 5
734930.55,7171157.50,   472.02, 5
734930.60,7171202.50,   472.02, 5
734930.65,7171247.50,   472.02, 5
734930.70,7171292.50,   472.02, 5
734930.74,7171337.50,   472.02, 2
734930.79,7171382.50,   472.02, 2
734930.84,7171427.50,   472.02, 2
734930.89,7171472.50,   472.02, 2
734930.94,7171517.50,   472.02, 3
734930.98,7171562.50,   472.02, 3
734931.03,7171607.50,   472.02, 3
734931.08,7171652.50,   472.02, 3
734931.13,7171697.50,   472.02, 2
734931.17,7171742.50,   472.02, 2
734931.22,7171787.50,   472.02, 2
734931.27,7171832.50,   472.02, 2
734931.32,7171877.50,   472.02, 2
734931.37,7171922.50,   472.02, 1
734931.41,7171967.50,   472.02, 1
734931.46,7172012.50,   472.02, 1
734931.51,7172057.50,   472.02, 1
734931.56,7172102.50,   472.02, 1
734931.61,7172147.50,   472.02, 1
734931.65,7172192.50,   472.02, 1
734931.70,7172237.50,   472.02, 1
734931.75,7172282.50,   472.02, 1
734931.80,7172327.50,   472.02, 1
734931.84,7172372.50,   472.02, 1
734931.89,7172417.50,   472.02, 1
734931.94,7172462.50,   472.02, 1
734931.99,7172507.50,   472.02, 1
734932.04,7172552.50,   472.02, 1
734932.08,7172597.50,   472.02, 1
734932.13,7172642.50,   472.02, 1
734932.18,7172687.50,   472.02, 1
734932.23,7172732.50,   472.02, 6
734932.27,7172777.50,   472.02, 6
734932.32,7172822.50,   472.02, 6
734932.37,7172867.50,   472.02, 6
734932.42,7172912.50,   472.02, 1
734932.47,7172957.50,   472.02, 1
734932.51,7173002.50,   472.02, 1
734932.56,7173047.50,   472.02, 6
734932.61,7173092.50,   472.02, 6
734932.66,7173137.50,   472.02, 6
734932.71,7173182.50,   472.02, 6
734932.75,7173227.50,   472.02, 6
734932.80,7173272.50,   472.02, 1
734932.85,7173317.50,   472.02, 1
734929.31,7169987.50,   467.98, 1
734929.36,7170032.50,   467.98, 1
734929.41,7170077.50,   467.98, 1
734929.45,7170122.50,   467.98, 1
734929.50,7170167.50,   467.98, 1
734929.55,7170212.50,   467.98, 1
734929.60,7170257.50,   467.98, 1
734929.64,7170302.50,   467.98, 1
734929.69,7170347.50,   467.98, 1
734929.74,7170392.50,   467.98, 1
734929.79,7170437.50,   467.98, 1
734929.84,7170482.50,   467.98, 1
734929.88,7170527.50,   467.98, 1
734929.93,7170572.50,   467.98, 1
734929.98,7170617.50,   467.98, 1
734930.03,7170662.50,   467.98, 1
734930.08,7170707.50,   467.98, 1
734930.12,7170752.50,   467.98, 1
734930.17,7170797.50,   467.98, 1
734930.22,7170842.50,   467.98, 1
734930.27,7170887.50,   467.98, 1
734930.31,7170932.50,   467.98, 1
734930.36,7170977.50,   467.98, 1
734930.41,7171022.50,   467.98, 1
734930.46,7171067.50,   467.98, 5
734930.51,7171112.50,   467.98, 5
734930.55,7171157.50,   467.98, 5
734930.60,7171202.50,   467.98, 5
734930.65,7171247.50,   467.98, 5
734930.70,7171292.50,   467.98, 5
734930.74,7171337.50,   467.98, 2
734930.79,7171382.50,   467.98, 2
734930.84,7171427.50,   467.98, 2
734930.89,7171472.50,   467.98, 2
734930.94,7171517.50,   467.98, 3
734930.98,7171562.50,   467.98, 3
734931.03,7171607.50,   467.98, 3
734931.08,7171652.50,   467.98, 3
734931.13,7171697.50,   467.98, 2
734931.17,7171742.50,   467.98, 2
734931.22,7171787.50,   467.98, 2
734931.27,7171832.50,   467.98, 2
734931.32,7171877.50,   467.98, 2
734931.37,7171922.50,   467.98, 1
734931.41,7171967.50,   467.98, 1
734931.46,7172012.50,   467.98, 1
734931.51,7172057.50,   467.98, 1
734931.56,7172102.50,   467.98, 1
734931.61,7172147.50,   467.98, 1
734931.65,7172192.50,   467.98, 1
734931.70,7172237.50,   467.98, 1
734931.75,7172282.50,   467.98, 1
734931.80,7172327.50,   467.98, 1
734931.84,7172372.50,   467.98, 1
734931.89,7172417.50,   467.98, 1
734931.94,7172462.50,   467.98, 1
734931.99,7172507.50,   467.98, 1
734932.04,7172552.50,   467.98, 1
734932.08,7172597.50,   467.98, 1
734932.13,7172642.50,   467.98, 1
734932.18,7172687.50,   467.98, 1
734932.23,7172732.50,   467.98, 6
734932.27,7172777.50,   467.98, 6
734932.32,7172822.50,   467.98, 6
734932.37,7172867.50,   467.98, 6
734932.42,7172912.50,   467.98, 1
734932.47,7172957.50,   467.98, 1
734932.51,7173002.50,   467.98, 1
734932.56,7173047.50,   467.98, 1
734932.61,7173092.50,   467.98, 6
734932.66,7173137.50,   467.98, 6
734932.71,7173182.50,   467.98, 6
734932.75,7173227.50,   467.98, 6
734932.80,7173272.50,   467.98, 1
734932.85,7173317.50,   467.98, 1
734929.31,7169987.50,   463.93, 1
734929.36,7170032.50,   463.93, 1
734929.41,7170077.50,   463.93, 1
734929.45,7170122.50,   463.93, 1
734929.50,7170167.50,   463.93, 1
734929.55,7170212.50,   463.93, 1
734929.60,7170257.50,   463.93, 1
734929.64,7170302.50,   463.93, 1
734929.69,7170347.50,   463.93, 1
734929.74,7170392.50,   463.93, 1
734929.79,7170437.50,   463.93, 1
734929.84,7170482.50,   463.93, 1
734929.88,7170527.50,   463.93, 1
734929.93,7170572.50,   463.93, 1
734929.98,7170617.50,   463.93, 1
734930.03,7170662.50,   463.93, 1
734930.08,7170707.50,   463.93, 1
734930.12,7170752.50,   463.93, 1
734930.17,7170797.50,   463.93, 1
734930.22,7170842.50,   463.93, 1
734930.27,7170887.50,   463.93, 1
734930.31,7170932.50,   463.93, 1
734930.36,7170977.50,   463.93, 1
734930.41,7171022.50,   463.93, 1
734930.46,7171067.50,   463.93, 5
734930.51,7171112.50,   463.93, 5
734930.55,7171157.50,   463.93, 5
734930.60,7171202.50,   463.93, 5
734930.65,7171247.50,   463.93, 5
734930.70,7171292.50,   463.93, 2
734930.74,7171337.50,   463.93, 2
734930.79,7171382.50,   463.93, 2
734930.84,7171427.50,   463.93, 2
734930.89,7171472.50,   463.93, 2
734930.94,7171517.50,   463.93, 3
734930.98,7171562.50,   463.93, 3
734931.03,7171607.50,   463.93, 3
734931.08,7171652.50,   463.93, 3
734931.13,7171697.50,   463.93, 2
734931.17,7171742.50,   463.93, 2
734931.22,7171787.50,   463.93, 2
734931.27,7171832.50,   463.93, 2
734931.32,7171877.50,   463.93, 2
734931.37,7171922.50,   463.93, 1
734931.41,7171967.50,   463.93, 1
734931.46,7172012.50,   463.93, 1
734931.51,7172057.50,   463.93, 1
734931.56,7172102.50,   463.93, 1
734931.61,7172147.50,   463.93, 1
734931.65,7172192.50,   463.93, 1
734931.70,7172237.50,   463.93, 1
734931.75,7172282.50,   463.93, 1
734931.80,7172327.50,   463.93, 1
734931.84,7172372.50,   463.93, 1
734931.89,7172417.50,   463.93, 1
734931.94,7172462.50,   463.93, 1
