X,Y,Z,Lith
734932.71,7173182.50,   645.96, 0
734932.75,7173227.50,   645.96, 0
734932.80,7173272.50,   645.96, 0
734932.85,7173317.50,   645.96, 0
734929.31,7169987.50,   641.91, 0
734929.36,7170032.50,   641.91, 0
734929.41,7170077.50,   641.91, 0
734929.45,7170122.50,   641.91, 0
734929.50,7170167.50,   641.91, 0
734929.55,7170212.50,   641.91, 0
734929.60,7170257.50,   641.91, 0
734929.64,7170302.50,   641.91, 0
734929.69,7170347.50,   641.91, 0
734929.74,7170392.50,   641.91, 0
734929.79,7170437.50,   641.91, 0
734929.84,7170482.50,   641.91, 0
734929.88,7170527.50,   641.91, 0
734929.93,7170572.50,   641.91, 0
734929.98,7170617.50,   641.91, 0
734930.03,7170662.50,   641.91, 0
734930.08,7170707.50,   641.91, 0
734930.12,7170752.50,   641.91, 0
734930.17,7170797.50,   641.91, 0
734930.22,7170842.50,   641.91, 0
734930.27,7170887.50,   641.91, 0
734930.31,7170932.50,   641.91, 0
734930.36,7170977.50,   641.91, 0
734930.41,7171022.50,   641.91, 0
734930.46,7171067.50,   641.91, 0
734930.51,7171112.50,   641.91, 0
734930.55,7171157.50,   641.91, 0
734930.60,7171202.50,   641.91, 0
734930.65,7171247.50,   641.91, 0
734930.70,7171292.50,   641.91, 0
734930.74,7171337.50,   641.91, 0
734930.79,7171382.50,   641.91, 0
734930.84,7171427.50,   641.91, 0
734930.89,7171472.50,   641.91, 0
734930.94,7171517.50,   641.91, 0
734930.98,7171562.50,   641.91, 0
734931.03,7171607.50,   641.91, 0
734931.08,7171652.50,   641.91, 0
734931.13,7171697.50,   641.91, 0
734931.17,7171742.50,   641.91, 0
734931.22,7171787.50,   641.91, 0
734931.27,7171832.50,   641.91, 0
734931.32,7171877.50,   641.91, 0
734931.37,7171922.50,   641.91, 0
734931.41,7171967.50,   641.91, 0
734931.46,7172012.50,   641.91, 0
734931.51,7172057.50,   641.91, 0
734931.56,7172102.50,   641.91, 0
734931.61,7172147.50,   641.91, 0
734931.65,7172192.50,   641.91, 0
734931.70,7172237.50,   641.91, 0
734931.75,7172282.50,   641.91, 0
734931.80,7172327.50,   641.91, 0
734931.84,7172372.50,   641.91, 0
734931.89,7172417.50,   641.91, 0
734931.94,7172462.50,   641.91, 0
734931.99,7172507.50,   641.91, 0
734932.04,7172552.50,   641.91, 0
734932.08,7172597.50,   641.91, 0
734932.13,7172642.50,   641.91, 0
734932.18,7172687.50,   641.91, 0
734932.23,7172732.50,   641.91, 0
734932.27,7172777.50,   641.91, 0
734932.32,7172822.50,   641.91, 0
734932.37,7172867.50,   641.91, 0
734932.42,7172912.50,   641.91, 0
734932.47,7172957.50,   641.91, 0
734932.51,7173002.50,   641.91, 0
734932.56,7173047.50,   641.91, 0
734932.61,7173092.50,   641.91, 0
734932.66,7173137.50,   641.91, 0
734932.71,7173182.50,   641.91, 0
734932.75,7173227.50,   641.91, 0
734932.80,7173272.50,   641.91, 0
734932.85,7173317.50,   641.91, 0
734929.31,7169987.50,   637.87, 0
734929.36,7170032.50,   637.87, 0
734929.41,7170077.50,   637.87, 0
734929.45,7170122.50,   637.87, 0
734929.50,7170167.50,   637.87, 0
734929.55,7170212.50,   637.87, 0
734929.60,7170257.50,   637.87, 0
734929.64,7170302.50,   637.87, 0
734929.69,7170347.50,   637.87, 0
734929.74,7170392.50,   637.87, 0
734929.79,7170437.50,   637.87, 0
734929.84,7170482.50,   637.87, 0
734929.88,7170527.50,   637.87, 0
734929.93,7170572.50,   637.87, 0
734929.98,7170617.50,   637.87, 0
734930.03,7170662.50,   637.87, 0
734930.08,7170707.50,   637.87, 0
734930.12,7170752.50,   637.87, 0
734930.17,7170797.50,   637.87, 0
734930.22,7170842.50,   637.87, 0
734930.27,7170887.50,   637.87, 0
734930.31,7170932.50,   637.87, 0
734930.36,7170977.50,   637.87, 0
734930.41,7171022.50,   637.87, 0
734930.46,7171067.50,   637.87, 0
734930.51,7171112.50,   637.87, 0
734930.55,7171157.50,   637.87, 0
734930.60,7171202.50,   637.87, 0
734930.65,7171247.50,   637.87, 0
734930.70,7171292.50,   637.87, 0
734930.74,7171337.50,   637.87, 0
734930.79,7171382.50,   637.87, 0
734930.84,7171427.50,   637.87, 0
734930.89,7171472.50,   637.87, 0
734930.94,7171517.50,   637.87, 0
734930.98,7171562.50,   637.87, 0
734931.03,7171607.50,   637.87, 0
734931.08,7171652.50,   637.87, 0
734931.13,7171697.50,   637.87, 0
734931.17,7171742.50,   637.87, 0
734931.22,7171787.50,   637.87, 0
734931.27,7171832.50,   637.87, 0
734931.32,7171877.50,   637.87, 0
734931.37,7171922.50,   637.87, 0
734931.41,7171967.50,   637.87, 0
734931.46,7172012.50,   637.87, 0
734931.51,7172057.50,   637.87, 0
734931.56,7172102.50,   637.87, 0
734931.61,7172147.50,   637.87, 0
734931.65,7172192.50,   637.87, 0
734931.70,7172237.50,   637.87, 0
734931.75,7172282.50,   637.87, 0
734931.80,7172327.50,   637.87, 0
734931.84,7172372.50,   637.87, 0
734931.89,7172417.50,   637.87, 0
734931.94,7172462.50,   637.87, 0
734931.99,7172507.50,   637.87, 0
734932.04,7172552.50,   637.87, 0
734932.08,7172597.50,   637.87, 0
734932.13,7172642.50,   637.87, 0
734932.18,7172687.50,   637.87, 0
734932.23,7172732.50,   637.87, 0
734932.27,7172777.50,   637.87, 0
734932.32,7172822.50,   637.87, 0
734932.37,7172867.50,   637.87, 0
734932.42,7172912.50,   637.87, 0
734932.47,7172957.50,   637.87, 0
734932.51,7173002.50,   637.87, 0
734932.56,7173047.50,   637.87, 0
734932.61,7173092.50,   637.87, 0
734932.66,7173137.50,   637.87, 0
734932.71,7173182.50,   637.87, 0
734932.75,7173227.50,   637.87, 0
734932.80,7173272.50,   637.87, 0
734932.85,7173317.50,   637.87, 0
734929.31,7169987.50,   633.82, 0
734929.36,7170032.50,   633.82, 0
734929.41,7170077.50,   633.82, 0
734929.45,7170122.50,   633.82, 0
734929.50,7170167.50,   633.82, 0
734929.55,7170212.50,   633.82, 0
734929.60,7170257.50,   633.82, 0
734929.64,7170302.50,   633.82, 0
734929.69,7170347.50,   633.82, 0
734929.74,7170392.50,   633.82, 0
734929.79,7170437.50,   633.82, 0
734929.84,7170482.50,   633.82, 0
734929.88,7170527.50,   633.82, 0
734929.93,7170572.50,   633.82, 0
734929.98,7170617.50,   633.82, 0
734930.03,7170662.50,   633.82, 0
734930.08,7170707.50,   633.82, 0
734930.12,7170752.50,   633.82, 0
734930.17,7170797.50,   633.82, 0
734930.22,7170842.50,   633.82, 0
734930.27,7170887.50,   633.82, 0
734930.31,7170932.50,   633.82, 0
734930.36,7170977.50,   633.82, 0
734930.41,7171022.50,   633.82, 0
734930.46,7171067.50,   633.82, 0
734930.51,7171112.50,   633.82, 0
734930.55,7171157.50,   633.82, 0
734930.60,7171202.50,   633.82, 0
734930.65,7171247.50,   633.82, 0
734930.70,7171292.50,   633.82, 0
734930.74,7171337.50,   633.82, 0
734930.79,7171382.50,   633.82, 0
734930.84,7171427.50,   633.82, 0
734930.89,7171472.50,   633.82, 0
734930.94,7171517.50,   633.82, 0
734930.98,7171562.50,   633.82, 0
734931.03,7171607.50,   633.82, 0
734931.08,7171652.50,   633.82, 0
734931.13,7171697.50,   633.82, 0
734931.17,7171742.50,   633.82, 0
734931.22,7171787.50,   633.82, 0
734931.27,7171832.50,   633.82, 0
734931.32,7171877.50,   633.82, 0
734931.37,7171922.50,   633.82, 0
734931.41,7171967.50,   633.82, 0
734931.46,7172012.50,   633.82, 0
734931.51,7172057.50,   633.82, 0
734931.56,7172102.50,   633.82, 0
734931.61,7172147.50,   633.82, 0
734931.65,7172192.50,   633.82, 0
734931.70,7172237.50,   633.82, 0
734931.75,7172282.50,   633.82, 0
734931.80,7172327.50,   633.82, 0
734931.84,7172372.50,   633.82, 0
734931.89,7172417.50,   633.82, 0
734931.94,7172462.50,   633.82, 0
734931.99,7172507.50,   633.82, 0
734932.04,7172552.50,   633.82, 0
734932.08,7172597.50,   633.82, 0
734932.13,7172642.50,   633.82, 0
734932.18,7172687.50,   633.82, 0
734932.23,7172732.50,   633.82, 0
734932.27,7172777.50,   633.82, 0
734932.32,7172822.50,   633.82, 0
734932.37,7172867.50,   633.82, 0
734932.42,7172912.50,   633.82, 0
734932.47,7172957.50,   633.82, 0
734932.51,7173002.50,   633.82, 0
734932.56,7173047.50,   633.82, 0
734932.61,7173092.50,   633.82, 0
734932.66,7173137.50,   633.82, 0
734932.71,7173182.50,   633.82, 0
734932.75,7173227.50,   633.82, 0
734932.80,7173272.50,   633.82, 0
734932.85,7173317.50,   633.82, 0
734929.31,7169987.50,   629.78, 0
734929.36,7170032.50,   629.78, 0
734929.41,7170077.50,   629.78, 0
734929.45,7170122.50,   629.78, 0
734929.50,7170167.50,   629.78, 0
734929.55,7170212.50,   629.78, 0
734929.60,7170257.50,   629.78, 0
734929.64,7170302.50,   629.78, 0
734929.69,7170347.50,   629.78, 0
734929.74,7170392.50,   629.78, 0
734929.79,7170437.50,   629.78, 0
734929.84,7170482.50,   629.78, 0
734929.88,7170527.50,   629.78, 0
734929.93,7170572.50,   629.78, 0
734929.98,7170617.50,   629.78, 0
734930.03,7170662.50,   629.78, 0
734930.08,7170707.50,   629.78, 0
734930.12,7170752.50,   629.78, 0
734930.17,7170797.50,   629.78, 0
734930.22,7170842.50,   629.78, 0
734930.27,7170887.50,   629.78, 0
734930.31,7170932.50,   629.78, 0
734930.36,7170977.50,   629.78, 0
734930.41,7171022.50,   629.78, 0
734930.46,7171067.50,   629.78, 0
734930.51,7171112.50,   629.78, 0
734930.55,7171157.50,   629.78, 0
734930.60,7171202.50,   629.78, 0
734930.65,7171247.50,   629.78, 0
734930.70,7171292.50,   629.78, 0
734930.74,7171337.50,   629.78, 0
734930.79,7171382.50,   629.78, 0
734930.84,7171427.50,   629.78, 0
734930.89,7171472.50,   629.78, 0
734930.94,7171517.50,   629.78, 0
734930.98,7171562.50,   629.78, 0
734931.03,7171607.50,   629.78, 0
734931.08,7171652.50,   629.78, 0
734931.13,7171697.50,   629.78, 0
734931.17,7171742.50,   629.78, 0
734931.22,7171787.50,   629.78, 0
734931.27,7171832.50,   629.78, 0
734931.32,7171877.50,   629.78, 0
734931.37,7171922.50,   629.78, 0
734931.41,7171967.50,   629.78, 0
734931.46,7172012.50,   629.78, 0
734931.51,7172057.50,   629.78, 0
734931.56,7172102.50,   629.78, 0
734931.61,7172147.50,   629.78, 0
734931.65,7172192.50,   629.78, 0
734931.70,7172237.50,   629.78, 0
734931.75,7172282.50,   629.78, 0
734931.80,7172327.50,   629.78, 0
734931.84,7172372.50,   629.78, 0
734931.89,7172417.50,   629.78, 0
734931.94,7172462.50,   629.78, 0
734931.99,7172507.50,   629.78, 0
734932.04,7172552.50,   629.78, 0
734932.08,7172597.50,   629.78, 0
734932.13,7172642.50,   629.78, 0
734932.18,7172687.50,   629.78, 0
734932.23,7172732.50,   629.78, 0
734932.27,7172777.50,   629.78, 0
734932.32,7172822.50,   629.78, 0
734932.37,7172867.50,   629.78, 0
734932.42,7172912.50,   629.78, 0
734932.47,7172957.50,   629.78, 0
734932.51,7173002.50,   629.78, 0
734932.56,7173047.50,   629.78, 0
734932.61,7173092.50,   629.78, 0
734932.66,7173137.50,   629.78, 0
734932.71,7173182.50,   629.78, 0
734932.75,7173227.50,   629.78, 0
734932.80,7173272.50,   629.78, 0
734932.85,7173317.50,   629.78, 0
734929.31,7169987.50,   625.73, 0
734929.36,7170032.50,   625.73, 0
734929.41,7170077.50,   625.73, 0
734929.45,7170122.50,   625.73, 0
734929.50,7170167.50,   625.73, 0
734929.55,7170212.50,   625.73, 0
734929.60,7170257.50,   625.73, 0
734929.64,7170302.50,   625.73, 0
734929.69,7170347.50,   625.73, 0
734929.74,7170392.50,   625.73, 0
734929.79,7170437.50,   625.73, 0
734929.84,7170482.50,   625.73, 0
734929.88,7170527.50,   625.73, 0
734929.93,7170572.50,   625.73, 0
734929.98,7170617.50,   625.73, 0
734930.03,7170662.50,   625.73, 0
734930.08,7170707.50,   625.73, 0
734930.12,7170752.50,   625.73, 0
734930.17,7170797.50,   625.73, 0
734930.22,7170842.50,   625.73, 0
734930.27,7170887.50,   625.73, 0
734930.31,7170932.50,   625.73, 0
734930.36,7170977.50,   625.73, 0
734930.41,7171022.50,   625.73, 0
734930.46,7171067.50,   625.73, 0
734930.51,7171112.50,   625.73, 0
734930.55,7171157.50,   625.73, 0
734930.60,7171202.50,   625.73, 0
734930.65,7171247.50,   625.73, 0
734930.70,7171292.50,   625.73, 0
734930.74,7171337.50,   625.73, 0
734930.79,7171382.50,   625.73, 0
734930.84,7171427.50,   625.73, 0
734930.89,7171472.50,   625.73, 0
734930.94,7171517.50,   625.73, 0
734930.98,7171562.50,   625.73, 0
734931.03,7171607.50,   625.73, 0
734931.08,7171652.50,   625.73, 0
734931.13,7171697.50,   625.73, 0
734931.17,7171742.50,   625.73, 0
734931.22,7171787.50,   625.73, 0
734931.27,7171832.50,   625.73, 0
734931.32,7171877.50,   625.73, 0
734931.37,7171922.50,   625.73, 0
734931.41,7171967.50,   625.73, 0
734931.46,7172012.50,   625.73, 0
734931.51,7172057.50,   625.73, 0
734931.56,7172102.50,   625.73, 0
734931.61,7172147.50,   625.73, 0
734931.65,7172192.50,   625.73, 0
734931.70,7172237.50,   625.73, 0
734931.75,7172282.50,   625.73, 0
734931.80,7172327.50,   625.73, 0
734931.84,7172372.50,   625.73, 0
734931.89,7172417.50,   625.73, 0
734931.94,7172462.50,   625.73, 0
734931.99,7172507.50,   625.73, 0
734932.04,7172552.50,   625.73, 0
734932.08,7172597.50,   625.73, 0
734932.13,7172642.50,   625.73, 0
734932.18,7172687.50,   625.73, 0
734932.23,7172732.50,   625.73, 0
734932.27,7172777.50,   625.73, 0
734932.32,7172822.50,   625.73, 0
734932.37,7172867.50,   625.73, 0
734932.42,7172912.50,   625.73, 0
734932.47,7172957.50,   625.73, 0
734932.51,7173002.50,   625.73, 0
734932.56,7173047.50,   625.73, 0
734932.61,7173092.50,   625.73, 0
734932.66,7173137.50,   625.73, 0
734932.71,7173182.50,   625.73, 0
734932.75,7173227.50,   625.73, 0
734932.80,7173272.50,   625.73, 0
734932.85,7173317.50,   625.73, 0
734929.31,7169987.50,   621.69, 0
734929.36,7170032.50,   621.69, 0
734929.41,7170077.50,   621.69, 0
734929.45,7170122.50,   621.69, 0
734929.50,7170167.50,   621.69, 0
734929.55,7170212.50,   621.69, 0
734929.60,7170257.50,   621.69, 0
734929.64,7170302.50,   621.69, 0
734929.69,7170347.50,   621.69, 0
734929.74,7170392.50,   621.69, 0
734929.79,7170437.50,   621.69, 0
734929.84,7170482.50,   621.69, 0
734929.88,7170527.50,   621.69, 0
734929.93,7170572.50,   621.69, 0
734929.98,7170617.50,   621.69, 0
734930.03,7170662.50,   621.69, 0
734930.08,7170707.50,   621.69, 0
734930.12,7170752.50,   621.69, 0
734930.17,7170797.50,   621.69, 0
734930.22,7170842.50,   621.69, 0
734930.27,7170887.50,   621.69, 0
734930.31,7170932.50,   621.69, 0
734930.36,7170977.50,   621.69, 0
734930.41,7171022.50,   621.69, 0
734930.46,7171067.50,   621.69, 0
734930.51,7171112.50,   621.69, 0
734930.55,7171157.50,   621.69, 0
734930.60,7171202.50,   621.69, 0
734930.65,7171247.50,   621.69, 0
734930.70,7171292.50,   621.69, 0
734930.74,7171337.50,   621.69, 0
734930.79,7171382.50,   621.69, 0
734930.84,7171427.50,   621.69, 0
734930.89,7171472.50,   621.69, 0
734930.94,7171517.50,   621.69, 0
734930.98,7171562.50,   621.69, 0
734931.03,7171607.50,   621.69, 0
734931.08,7171652.50,   621.69, 0
734931.13,7171697.50,   621.69, 0
734931.17,7171742.50,   621.69, 0
734931.22,7171787.50,   621.69, 0
734931.27,7171832.50,   621.69, 0
734931.32,7171877.50,   621.69, 0
734931.37,7171922.50,   621.69, 0
734931.41,7171967.50,   621.69, 0
734931.46,7172012.50,   621.69, 0
734931.51,7172057.50,   621.69, 0
734931.56,7172102.50,   621.69, 0
734931.61,7172147.50,   621.69, 0
734931.65,7172192.50,   621.69, 0
734931.70,7172237.50,   621.69, 0
734931.75,7172282.50,   621.69, 0
734931.80,7172327.50,   621.69, 0
734931.84,7172372.50,   621.69, 0
734931.89,7172417.50,   621.69, 0
734931.94,7172462.50,   621.69, 0
734931.99,7172507.50,   621.69, 0
734932.04,7172552.50,   621.69, 0
734932.08,7172597.50,   621.69, 0
734932.13,7172642.50,   621.69, 0
734932.18,7172687.50,   621.69, 0
734932.23,7172732.50,   621.69, 0
734932.27,7172777.50,   621.69, 0
734932.32,7172822.50,   621.69, 0
734932.37,7172867.50,   621.69, 0
734932.42,7172912.50,   621.69, 0
734932.47,7172957.50,   621.69, 0
734932.51,7173002.50,   621.69, 0
734932.56,7173047.50,   621.69, 0
734932.61,7173092.50,   621.69, 0
734932.66,7173137.50,   621.69, 0
734932.71,7173182.50,   621.69, 0
734932.75,7173227.50,   621.69, 0
734932.80,7173272.50,   621.69, 0
734932.85,7173317.50,   621.69, 0
734929.31,7169987.50,   617.64, 0
734929.36,7170032.50,   617.64, 0
734929.41,7170077.50,   617.64, 0
734929.45,7170122.50,   617.64, 0
734929.50,7170167.50,   617.64, 0
734929.55,7170212.50,   617.64, 0
734929.60,7170257.50,   617.64, 0
734929.64,7170302.50,   617.64, 0
734929.69,7170347.50,   617.64, 0
734929.74,7170392.50,   617.64, 0
734929.79,7170437.50,   617.64, 0
734929.84,7170482.50,   617.64, 0
734929.88,7170527.50,   617.64, 0
734929.93,7170572.50,   617.64, 0
734929.98,7170617.50,   617.64, 0
734930.03,7170662.50,   617.64, 0
734930.08,7170707.50,   617.64, 0
734930.12,7170752.50,   617.64, 0
734930.17,7170797.50,   617.64, 0
734930.22,7170842.50,   617.64, 0
734930.27,7170887.50,   617.64, 0
734930.31,7170932.50,   617.64, 0
734930.36,7170977.50,   617.64, 0
734930.41,7171022.50,   617.64, 0
734930.46,7171067.50,   617.64, 0
734930.51,7171112.50,   617.64, 0
734930.55,7171157.50,   617.64, 0
734930.60,7171202.50,   617.64, 0
734930.65,7171247.50,   617.64, 0
734930.70,7171292.50,   617.64, 0
734930.74,7171337.50,   617.64, 0
734930.79,7171382.50,   617.64, 0
734930.84,7171427.50,   617.64, 0
734930.89,7171472.50,   617.64, 0
734930.94,7171517.50,   617.64, 0
734930.98,7171562.50,   617.64, 0
734931.03,7171607.50,   617.64, 0
734931.08,7171652.50,   617.64, 0
734931.13,7171697.50,   617.64, 0
734931.17,7171742.50,   617.64, 0
734931.22,7171787.50,   617.64, 0
734931.27,7171832.50,   617.64, 0
734931.32,7171877.50,   617.64, 0
734931.37,7171922.50,   617.64, 0
734931.41,7171967.50,   617.64, 0
734931.46,7172012.50,   617.64, 0
734931.51,7172057.50,   617.64, 0
734931.56,7172102.50,   617.64, 0
734931.61,7172147.50,   617.64, 0
734931.65,7172192.50,   617.64, 0
734931.70,7172237.50,   617.64, 0
734931.75,7172282.50,   617.64, 0
734931.80,7172327.50,   617.64, 0
734931.84,7172372.50,   617.64, 0
734931.89,7172417.50,   617.64, 0
734931.94,7172462.50,   617.64, 0
734931.99,7172507.50,   617.64, 0
734932.04,7172552.50,   617.64, 0
734932.08,7172597.50,   617.64, 0
734932.13,7172642.50,   617.64, 0
734932.18,7172687.50,   617.64, 0
734932.23,7172732.50,   617.64, 0
734932.27,7172777.50,   617.64, 0
734932.32,7172822.50,   617.64, 0
734932.37,7172867.50,   617.64, 0
734932.42,7172912.50,   617.64, 0
734932.47,7172957.50,   617.64, 0
734932.51,7173002.50,   617.64, 0
734932.56,7173047.50,   617.64, 0
734932.61,7173092.50,   617.64, 0
734932.66,7173137.50,   617.64, 0
734932.71,7173182.50,   617.64, 0
734932.75,7173227.50,   617.64, 0
734932.80,7173272.50,   617.64, 0
734932.85,7173317.50,   617.64, 0
734929.31,7169987.50,   613.60, 0
734929.36,7170032.50,   613.60, 0
734929.41,7170077.50,   613.60, 0
734929.45,7170122.50,   613.60, 0
734929.50,7170167.50,   613.60, 0
734929.55,7170212.50,   613.60, 0
734929.60,7170257.50,   613.60, 0
734929.64,7170302.50,   613.60, 0
734929.69,7170347.50,   613.60, 0
734929.74,7170392.50,   613.60, 0
