Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,87,479748.5,6208635.0,44.4,33.7,0.0,0.0,1780.658,308.6833,1369.025,384.4166,1072.533,501.4583,614.2917,439.5500,346.9833,250.4833,311.6667,190.9833
1,1,99,479752.1,6208599.5,43.8,35.1,0.0,0.0,1630.758,266.5833,1263.483,344.2750,995.8166,464.2083,571.9583,399.2250,332.3083,230.4250,297.9000,182.3417
1,1,111,479754.8,6208563.0,43.6,35.6,0.0,0.0,1576.192,243.0083,1227.892,326.1750,964.6917,453.8666,550.3916,382.1499,325.3000,220.0000,290.2167,176.9417
1,1,123,479755.6,6208525.5,43.8,35.5,0.0,0.0,1564.650,232.9083,1228.525,326.0917,953.1833,455.5833,544.0250,377.4083,323.5917,217.2083,282.6250,177.1250
1,1,135,479754.6,6208487.5,44.0,35.9,0.0,0.0,1503.433,202.7750,1191.667,307.7917,927.4749,442.4333,530.5750,364.5916,317.7250,210.9250,272.9417,167.7667
1,1,147,479752.5,6208450.0,44.2,36.4,0.0,0.0,1469.917,199.3833,1164.458,297.6083,905.9166,425.5083,522.2667,355.8333,311.0417,206.8333,266.1917,162.8667
1,1,159,479750.3,6208413.0,44.4,36.8,0.0,0.0,1431.717,212.6000,1128.942,295.0916,885.3000,408.0250,516.0333,349.0917,305.5583,203.5500,262.0500,157.0167
1,1,171,479748.8,6208376.5,44.9,36.2,0.0,0.0,1474.125,240.0333,1144.042,314.1167,890.4750,410.3250,523.7250,353.6917,308.4167,206.3500,263.6000,156.3583
1,1,183,479748.1,6208340.0,45.7,35.4,0.0,0.0,1503.817,265.9250,1145.517,328.8917,882.7166,412.5250,524.0250,352.8917,307.3250,206.6500,261.1083,154.9167
1,1,195,479748.2,6208303.0,46.6,34.6,0.0,0.0,1533.233,309.3500,1144.467,353.6666,865.6416,412.9917,516.6166,346.3750,305.0583,203.7333,255.5750,152.9917
1,1,207,479748.6,6208266.0,47.1,34.2,0.0,0.0,1567.066,334.0500,1155.442,375.7083,860.2834,421.8666,514.8416,345.4916,304.5083,203.4500,255.4416,153.8833
1,1,219,479749.0,6208228.0,46.4,34.8,0.0,0.0,1550.391,314.9250,1159.892,374.1333,862.8666,418.7667,519.1166,344.9833,308.3000,204.0250,257.0667,153.8333
1,1,231,479749.5,6208190.0,45.1,36.3,0.0,0.0,1474.542,267.0917,1116.867,346.8917,847.4500,392.2833,519.0583,334.1500,310.8000,202.1333,254.9916,147.9667
1,1,243,479750.1,6208152.0,43.8,37.8,0.0,0.0,1363.025,218.1167,1040.725,302.3083,807.1666,352.7166,505.4666,310.5583,307.4333,193.4833,247.0917,137.9000
1,1,255,479750.6,6208114.5,43.3,38.6,0.0,0.0,1310.617,190.4250,1008.708,283.2083,788.2000,335.4750,500.6500,299.3250,307.8083,189.0083,241.0000,130.9250
1,1,267,479751.2,6208077.0,43.0,39.7,0.0,0.0,1223.958,176.7583,948.6082,258.8250,749.0083,311.2333,481.6250,280.0667,301.3667,179.5250,232.2417,120.6667
1,1,279,479751.5,6208039.5,43.3,40.2,0.0,0.0,1161.408,168.8500,891.4166,245.4917,703.2916,291.1167,459.5333,258.1000,293.3000,168.3417,215.6667,111.4000
1,1,291,479751.8,6208001.5,44.1,40.6,0.0,0.0,1103.558,182.1083,833.0750,241.7083,648.5416,271.2583,433.1500,234.4250,282.2333,155.8667,200.1750,103.7833
1,1,303,479752.6,6207963.5,45.3,40.7,0.0,0.0,1048.850,182.8750,782.0333,236.8083,607.8000,254.6833,412.4000,218.0250,269.2083,146.0667,189.2750,94.80000
1,1,315,479753.8,6207925.5,46.5,39.7,0.0,0.0,1069.008,193.2750,795.5167,248.3916,605.4333,258.6083,410.8917,222.8083,262.8583,147.3917,206.4833,100.4167
1,1,327,479755.6,6207888.5,47.1,38.4,0.0,0.0,1136.508,211.6000,856.4332,268.9167,647.2666,278.3500,433.5750,244.2417,270.6083,158.9583,210.8250,104.8667
1,1,339,479757.3,6207851.5,46.4,38.1,0.0,0.0,1198.083,210.7000,916.2166,278.3666,698.9333,297.4583,463.1583,266.2917,286.0250,171.5000,219.4667,113.3333
1,1,351,479758.7,6207815.0,44.3,39.1,0.0,0.0,1244.850,189.9833,955.1500,278.7416,741.2333,306.7416,492.0750,283.4417,299.7000,183.6000,231.5250,117.7667
1,1,363,479759.5,6207777.5,42.7,39.8,0.0,0.0,1247.675,168.2833,953.2333,266.6083,761.9667,296.9833,511.7917,286.3417,312.0750,190.0417,242.1083,118.8833
1,1,375,479759.6,6207739.0,42.1,39.2,0.0,0.0,1286.600,161.8417,960.3500,268.9833,790.3500,289.1250,545.4500,294.4417,328.9333,202.1667,252.9583,117.4583
1,1,387,479758.9,6207699.5,42.1,37.3,0.0,0.0,1373.292,211.6167,1010.158,283.4417,848.0833,291.1167,602.3333,313.5583,359.0083,224.6500,274.9417,120.6417
1,1,399,479757.8,6207660.5,41.7,35.6,0.0,0.0,1544.850,270.3000,1115.300,317.3417,948.4666,310.6417,691.7333,351.0750,406.3083,260.8500,308.8750,129.6250
1,1,411,479756.9,6207621.0,41.7,34.6,0.0,0.0,1671.358,309.4417,1189.592,351.6500,1015.975,324.4500,757.1083,375.1583,440.4417,288.2917,336.2500,135.4917
1,1,423,479756.6,6207581.5,41.5,34.6,0.0,0.0,1670.742,324.2583,1176.900,345.4833,1016.033,311.5083,771.2917,369.1583,450.2667,293.8167,340.3666,131.9333
1,1,435,479756.4,6207542.5,41.4,34.8,0.0,0.0,1618.867,347.0416,1130.825,322.6250,1005.508,294.5500,766.3416,362.3083,449.8083,289.4333,337.8500,127.1917
1,1,447,479756.2,6207503.5,41.3,35.0,0.0,0.0,1568.075,341.0167,1100.692,299.6333,995.0000,284.8583,753.7750,357.1833,445.1917,282.7083,332.1000,125.5417
1,1,459,479755.3,6207464.0,41.4,35.0,0.0,0.0,1585.042,340.3000,1115.492,307.3750,995.3833,296.3500,740.5833,359.9333,438.3250,278.1583,333.3333,129.8917
1,1,471,479753.6,6207424.0,41.5,34.8,0.0,0.0,1646.283,319.7750,1163.608,342.8833,1008.875,319.1667,741.9666,371.3000,436.5500,280.1833,334.3500,136.1083
1,1,483,479750.9,6207384.5,41.5,35.0,0.0,0.0,1685.200,282.8917,1216.192,361.6500,1019.250,340.4833,743.7666,380.0250,434.0583,283.4333,334.6750,139.5333
1,1,495,479748.0,6207345.0,41.5,35.4,0.0,0.0,1700.867,239.7000,1266.458,375.5833,1030.375,363.4417,742.9666,392.1083,428.6416,284.8917,333.8416,144.7250
1,1,507,479745.5,6207305.5,41.8,36.0,0.0,0.0,1645.533,200.1417,1251.583,357.4750,1005.383,368.6416,703.8333,386.9833,406.0500,271.5417,321.5250,145.1083
1,1,519,479744.3,6207266.5,41.9,36.6,0.0,0.0,1579.300,204.9917,1196.367,335.8750,965.4083,371.0000,646.9000,371.9083,379.0750,248.0750,301.5667,144.5250
1,1,531,479744.3,6207227.0,42.4,36.2,0.0,0.0,1602.150,234.0000,1177.942,353.7583,942.2582,396.5250,602.7833,363.7500,361.2250,230.1583,285.2000,152.3500
1,1,543,479745.4,6207186.5,43.6,34.6,0.0,0.0,1722.125,294.1917,1233.050,399.2333,950.5666,443.0250,582.1583,371.8583,351.2000,224.6583,281.9833,164.0166
1,1,555,479746.5,6207145.5,43.5,34.2,0.0,0.0,1837.383,330.9250,1310.975,438.3416,991.1666,487.7000,585.0834,393.4916,351.9333,230.4416,291.4833,178.5750
1,1,567,479746.8,6207104.0,42.5,35.1,0.0,0.0,1809.408,315.6166,1313.067,425.7916,997.0249,490.5750,581.7500,393.4250,349.8666,230.2917,298.1000,182.8000
1,1,579,479745.7,6207063.0,42.0,35.5,0.0,0.0,1745.892,297.5583,1271.292,397.3833,985.1500,467.3500,581.2083,383.1750,351.5417,228.7500,296.7750,178.4833
1,1,591,479743.4,6207023.0,42.1,35.6,0.0,0.0,1674.292,270.7333,1220.175,362.7916,961.2583,440.1499,578.1417,367.8917,354.1917,224.5250,289.7417,169.3000
1,1,603,479740.5,6206984.0,42.0,36.3,0.0,0.0,1578.967,254.2166,1154.925,327.0500,929.9583,406.5166,573.2417,349.7166,354.4417,219.0666,277.9583,156.3750
1,1,615,479738.1,6206945.5,41.7,37.1,0.0,0.0,1519.383,228.7083,1123.475,308.9667,920.6667,383.4833,582.9166,344.4333,360.4333,219.0250,277.7166,148.1083
1,1,627,479737.0,6206906.5,41.7,37.4,0.0,0.0,1476.792,224.2666,1098.433,294.5084,912.0250,352.6667,605.4584,336.8333,372.8167,225.0750,282.6250,138.7167
