Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,87,479748.5,6208635.0,44.4,33.7,0.0,0.0,1567.792,357.0464,1166.829,512.9242,600.9794,518.5154,188.3122,305.2263,43.35984,122.1328,127.8752,138.4329
1,1,99,479752.1,6208599.5,43.8,35.1,0.0,0.0,1572.108,354.7038,1176.042,509.4775,611.9370,521.3253,192.7077,310.1138,44.04976,124.4574,133.4438,143.2960
1,1,111,479754.8,6208563.0,43.6,35.6,0.0,0.0,1568.149,351.8260,1177.546,504.1066,618.3632,520.7007,195.8733,312.7520,44.63769,125.9946,136.7195,145.5788
1,1,123,479755.6,6208525.5,43.8,35.5,0.0,0.0,1552.649,347.3001,1169.211,495.7045,619.0836,515.7047,197.4143,312.5378,45.01584,126.4772,137.4939,144.9371
1,1,135,479754.6,6208487.5,44.0,35.9,0.0,0.0,1522.416,339.9580,1149.009,483.2019,612.9189,505.4608,196.9091,308.8703,45.06232,125.6255,135.5958,141.0753
1,1,147,479752.5,6208450.0,44.2,36.4,0.0,0.0,1482.660,330.9966,1120.708,468.5044,601.4077,491.8139,194.6322,302.5934,44.77586,123.6745,131.8223,135.0535
1,1,159,479750.3,6208413.0,44.4,36.8,0.0,0.0,1458.126,327.4771,1101.258,460.5161,592.2735,482.7875,192.4817,297.8466,44.45979,122.0574,129.0928,130.9425
1,1,171,479748.8,6208376.5,44.9,36.2,0.0,0.0,1474.307,336.7046,1108.099,468.4040,593.4861,486.6261,192.4315,298.8983,44.43681,122.2608,130.3851,132.9075
1,1,183,479748.1,6208340.0,45.7,35.4,0.0,0.0,1526.179,356.7322,1138.379,489.9644,604.2383,501.8369,194.4269,305.2303,44.71696,124.1711,135.4805,140.5737
1,1,195,479748.2,6208303.0,46.6,34.6,0.0,0.0,1572.005,374.3657,1164.952,509.2612,613.2635,515.2467,196.0089,310.6089,44.94137,125.7702,140.3533,148.1603
1,1,207,479748.6,6208266.0,47.1,34.2,0.0,0.0,1568.955,375.9995,1160.021,509.9060,609.0618,513.3598,194.6725,308.6641,44.74376,124.9976,140.8410,149.6677
1,1,219,479749.0,6208228.0,46.4,34.8,0.0,0.0,1515.685,361.2939,1122.657,491.3865,591.2593,495.7239,190.3484,299.1909,44.11593,121.7903,136.7566,144.7006
1,1,231,479749.5,6208190.0,45.1,36.3,0.0,0.0,1439.731,338.9456,1070.866,464.0964,567.5036,471.0398,184.7571,286.3976,43.31274,117.5275,130.6088,136.5964
1,1,243,479750.1,6208152.0,43.8,37.8,0.0,0.0,1364.354,316.4651,1019.709,436.9020,544.0963,446.6239,179.2732,273.7732,42.52947,113.3339,124.4769,128.1910
1,1,255,479750.6,6208114.5,43.3,38.6,0.0,0.0,1294.449,295.8407,972.0518,411.8350,522.0724,423.9781,173.9839,261.9413,41.74270,109.3484,118.5441,119.9372
1,1,267,479751.2,6208077.0,43.0,39.7,0.0,0.0,1228.930,277.2469,926.7741,388.7175,500.7162,402.6977,168.5609,250.5740,40.86393,105.3895,112.4367,111.5581
1,1,279,479751.5,6208039.5,43.3,40.2,0.0,0.0,1174.629,262.8445,888.3460,370.1213,481.9618,384.9328,163.4514,240.7290,39.96284,101.8084,106.9572,104.1997
1,1,291,479751.8,6208001.5,44.1,40.6,0.0,0.0,1147.458,257.0370,867.6577,361.7753,470.7788,375.7566,160.0094,235.0480,39.29993,99.57591,104.3604,100.7498
1,1,303,479752.6,6207963.5,45.3,40.7,0.0,0.0,1161.970,263.7047,874.8241,368.8142,471.9084,379.8369,159.5722,236.0291,39.13744,99.62864,106.7360,103.8759
1,1,315,479753.8,6207925.5,46.5,39.7,0.0,0.0,1199.483,276.6920,898.0423,383.8507,480.7605,391.3583,161.2403,241.0801,39.35242,101.1644,112.0633,110.9197
1,1,327,479755.6,6207888.5,47.1,38.4,0.0,0.0,1224.014,284.6140,914.0969,392.9871,487.8738,399.0497,162.9420,244.9527,39.61971,102.4723,116.1351,116.3867
1,1,339,479757.3,6207851.5,46.4,38.1,0.0,0.0,1217.641,281.8918,911.3381,389.3487,488.4439,397.2757,163.6058,244.9936,39.76898,102.6796,116.7774,117.4704
1,1,351,479758.7,6207815.0,44.3,39.1,0.0,0.0,1206.423,277.0161,906.2975,383.1756,488.9805,394.1328,164.5883,244.8522,40.00917,102.9522,116.5157,117.5736
1,1,363,479759.5,6207777.5,42.7,39.8,0.0,0.0,1224.461,280.9711,920.7917,387.7209,498.2776,400.2491,167.7915,249.4232,40.63987,104.8785,118.7786,121.3227
1,1,375,479759.6,6207739.0,42.1,39.2,0.0,0.0,1286.863,298.8892,964.2509,409.0138,519.9434,420.2937,173.9071,260.7571,41.75473,109.0878,124.8694,130.3659
1,1,387,479758.9,6207699.5,42.1,37.3,0.0,0.0,1375.680,325.6497,1024.635,440.4231,548.7089,448.5753,181.5913,276.0176,43.10403,114.5740,132.5177,141.3616
1,1,399,479757.8,6207660.5,41.7,35.6,0.0,0.0,1464.451,353.3989,1084.326,472.1475,576.8517,476.7291,188.9090,291.0346,44.34153,119.8775,138.7818,150.0246
1,1,411,479756.9,6207621.0,41.7,34.6,0.0,0.0,1535.322,376.0504,1131.939,497.3429,599.5965,499.2086,194.7952,303.1641,45.30752,124.1350,142.4282,154.4964
1,1,423,479756.6,6207581.5,41.5,34.6,0.0,0.0,1568.718,386.5792,1155.105,508.5096,611.6915,509.9565,198.1010,309.4906,45.84497,126.4099,142.5785,153.4306
1,1,435,479756.4,6207542.5,41.4,34.8,0.0,0.0,1562.717,383.8067,1152.865,504.8367,612.7518,508.4405,198.7928,309.7749,45.96779,126.6517,139.8093,147.7813
1,1,447,479756.2,6207503.5,41.3,35.0,0.0,0.0,1545.843,376.6640,1143.939,497.0285,610.8159,503.6582,198.7635,308.4085,45.98199,126.3401,137.0783,142.2346
1,1,459,479755.3,6207464.0,41.4,35.0,0.0,0.0,1546.064,373.9442,1146.661,495.5931,613.7446,504.4296,199.8554,309.6898,46.18304,126.9189,137.2293,141.3141
1,1,471,479753.6,6207424.0,41.5,34.8,0.0,0.0,1556.603,373.7713,1156.458,498.0208,619.5703,508.5833,201.5863,312.5561,46.48462,128.0187,139.1415,143.4504
1,1,483,479750.9,6207384.5,41.5,35.0,0.0,0.0,1548.676,367.6125,1154.186,493.5827,620.0527,506.9649,201.9874,312.5290,46.55609,128.1137,139.1272,143.1223
1,1,495,479748.0,6207345.0,41.5,35.4,0.0,0.0,1512.784,352.7678,1133.474,478.7503,612.4572,496.5419,200.3961,308.1256,46.28301,126.6932,135.8108,138.1285
1,1,507,479745.5,6207305.5,41.8,36.0,0.0,0.0,1483.748,340.2743,1117.033,466.6941,606.4134,488.2703,199.0461,304.6219,46.02853,125.5251,133.0648,133.8757
1,1,519,479744.3,6207266.5,41.9,36.6,0.0,0.0,1498.439,341.8239,1128.901,471.3585,612.1184,493.7417,200.3132,307.6032,46.18160,126.4853,135.0320,136.1969
1,1,531,479744.3,6207227.0,42.4,36.2,0.0,0.0,1547.248,354.4728,1162.767,489.0863,626.9647,509.8841,203.6514,315.6287,46.66613,129.1160,140.6879,143.7441
1,1,543,479745.4,6207186.5,43.6,34.6,0.0,0.0,1588.236,365.2553,1191.083,504.0206,639.3502,523.3788,206.4659,322.3301,47.08281,131.3246,145.3944,150.1772
1,1,555,479746.5,6207145.5,43.5,34.2,0.0,0.0,1590.070,364.6043,1193.156,504.3805,640.4832,524.2416,206.7758,322.8925,47.12866,131.5254,145.7348,150.7995
1,1,567,479746.8,6207104.0,42.5,35.1,0.0,0.0,1567.381,357.3205,1178.279,495.8932,634.0334,517.0309,205.3501,319.3633,46.92779,130.3770,143.5338,148.0014
1,1,579,479745.7,6207063.0,42.0,35.5,0.0,0.0,1542.606,350.5962,1160.896,487.2273,625.8483,508.7944,203.4409,314.9841,46.67712,128.9289,141.4798,145.3418
1,1,591,479743.4,6207023.0,42.1,35.6,0.0,0.0,1517.173,344.7225,1142.091,478.8616,616.4456,500.0499,201.1443,310.0326,46.38181,127.2606,139.7347,143.0442
1,1,603,479740.5,6206984.0,42.0,36.3,0.0,0.0,1480.980,336.2513,1115.568,466.8038,603.3701,487.7144,197.9111,303.1375,45.94210,124.9135,137.0863,139.5147
1,1,615,479738.1,6206945.5,41.7,37.1,0.0,0.0,1432.979,324.3459,1081.157,450.3538,586.9115,471.6037,193.8802,294.4012,45.37563,121.9431,133.2947,134.4185
1,1,627,479737.0,6206906.5,41.7,37.4,0.0,0.0,1390.577,313.3371,1051.331,435.4268,573.1363,457.4919,190.6545,287.0136,44.94699,119.4869,130.0617,129.9255
1,1,639,479737.4,6206866.5,41.7,37.2,0.0,0.0,1374.226,308.3341,1040.728,428.9780,569.1599,452.1594,190.1100,284.7173,44.96505,118.8778,129.3840,128.5779
1,1,651,479738.4,6206825.0,41.4,37.3,0.0,0.0,1381.185,308.2702,1047.824,429.7790,574.5977,454.8134,192.2030,287.2620,45.41975,120.0463,130.8962,129.8254
1,1,663,479739.4,6206783.0,41.4,37.4,0.0,0.0,1387.362,306.5023,1056.085,429.1572,581.9888,457.6645,195.0458,290.6477,45.99076,121.5939,132.0335,130.2723
1,1,675,479739.7,6206740.5,41.7,37.2,0.0,0.0,1381.249,299.8589,1057.667,422.9004,587.9206,456.9895,197.7931,293.0373,46.52884,122.8794,131.6376,128.2742
1,1,687,479739.1,6206699.0,42.2,37.6,0.0,0.0,1385.227,294.7361,1067.821,419.0430,599.4236,459.9699,202.2040,298.2161,47.30605,125.2021,132.2255,126.9080
1,1,699,479737.7,6206658.5,43.1,37.7,0.0,0.0,1421.247,297.3265,1101.589,425.4060,623.4969,473.6624,210.0588,309.9394,48.60332,129.8627,136.3061,129.3194
1,1,711,479735.7,6206619.5,44.0,36.5,0.0,0.0,1492.593,308.9310,1160.834,443.3593,660.8016,498.9915,221.5025,328.6091,50.43662,136.9852,144.5448,136.9377
1,1,723,479733.9,6206580.0,45.0,35.3,0.0,0.0,1601.769,330.1216,1247.524,473.5014,712.7069,536.7618,236.9975,354.9230,52.87083,146.8394,157.6178,151.1988
1,1,735,479733.3,6206540.0,46.0,34.1,0.0,0.0,1729.248,356.4132,1347.092,509.6002,771.6221,580.2857,254.5625,384.9380,55.61002,158.0441,173.4549,169.7107
1,1,747,479734.0,6206499.5,46.5,33.1,0.0,0.0,1816.735,373.8678,1416.522,532.9457,815.0754,609.8373,268.2712,406.9330,57.78836,166.4954,185.1144,183.0046
1,1,759,479735.7,6206458.5,46.7,33.0,0.0,0.0,1809.266,369.4141,1415.162,526.0020,821.6618,606.8275,272.4274,409.7528,58.57403,168.2730,186.0345,182.0934
1,1,771,479737.3,6206419.0,46.7,34.0,0.0,0.0,1736.662,350.9374,1363.995,499.3761,800.7315,581.4128,268.9914,398.3891,58.24374,164.9735,179.7039,171.8466
1,1,783,479737.5,6206381.0,46.9,34.7,0.0,0.0,1660.218,333.7632,1307.357,473.6507,774.0209,554.4008,263.2496,384.2726,57.56837,160.4696,173.4287,162.2269
1,1,795,479736.4,6206344.0,48.1,34.1,0.0,0.0,1609.496,324.8594,1267.168,458.3036,752.9188,535.8828,258.1599,373.3329,56.98159,156.8279,170.5309,157.6829
1,1,807,479734.6,6206308.0,47.9,34.6,0.0,0.0,1577.043,321.2286,1239.435,449.6987,737.0498,523.5024,254.0807,365.2246,56.53603,154.0671,169.5148,156.0060
1,1,819,479733.0,6206270.5,47.0,36.8,0.0,0.0,1551.883,319.3805,1217.240,443.2354,724.3658,513.6028,250.9249,358.7472,56.22918,151.9080,168.6347,154.6500
1,1,831,479732.7,6206233.0,46.8,37.2,0.0,0.0,1533.280,318.4969,1200.822,438.0752,715.7979,506.0514,249.1254,354.3218,56.11142,150.5491,167.2998,152.6993
1,1,843,479733.7,6206194.5,47.0,36.1,0.0,0.0,1524.769,319.6405,1192.636,435.4290,712.5927,501.9860,248.9967,352.6182,56.21958,150.2135,165.7607,150.3853
1,1,855,479735.9,6206156.5,47.1,35.2,0.0,0.0,1532.767,324.6389,1197.145,437.5726,716.8234,503.5422,250.9908,354.7550,56.60523,151.2548,164.7924,148.6656
1,1,867,479738.6,6206118.5,47.1,35.0,0.0,0.0,1572.582,338.9257,1224.174,450.2994,732.7347,515.5505,256.0309,363.0522,57.41439,154.4252,167.0132,151.0058
1,1,879,479741.0,6206081.5,47.3,34.4,0.0,0.0,1659.240,367.9105,1283.238,479.4315,764.2152,542.7596,264.8898,379.6546,58.77322,160.4000,175.2843,161.2423
1,1,891,479741.9,6206045.0,48.5,33.4,0.0,0.0,1778.353,407.4094,1364.132,520.2149,805.9402,580.4361,276.1749,401.7595,60.48875,168.2089,188.4363,177.9096
1,1,903,479741.4,6206008.0,50.0,31.7,0.0,0.0,1865.804,436.9750,1423.270,550.1271,836.7773,607.8550,284.7003,418.0921,61.80618,174.0389,198.7670,190.9870
1,1,915,479740.3,6205971.0,50.7,31.2,0.0,0.0,1850.656,433.8566,1412.493,544.2529,833.3235,602.1328,284.6930,416.1666,61.88184,173.6579,197.7440,189.3756
1,1,927,479739.4,6205934.0,49.6,33.2,0.0,0.0,1745.467,401.5429,1340.702,506.7647,800.1418,567.3934,277.3651,398.3738,60.90282,167.9110,186.7767,174.7036
1,1,939,479739.9,6205897.0,49.2,34.3,0.0,0.0,1633.261,365.6465,1264.958,466.3952,765.3738,530.5650,269.8083,379.6492,59.92312,161.9217,175.6835,159.3669
1,1,951,479741.7,6205860.5,48.8,34.4,0.0,0.0,1587.819,349.0424,1235.905,448.7227,753.9497,515.5751,268.2751,373.2343,59.86510,160.2191,173.0542,154.2976
1,1,963,479745.2,6205824.5,48.8,34.0,0.0,0.0,1608.373,351.9459,1252.814,453.5576,765.5025,522.1356,272.6114,378.9696,60.67496,162.7093,178.1071,158.9146
1,1,975,479749.3,6205788.0,48.2,34.2,0.0,0.0,1670.598,367.2930,1298.819,472.4978,791.8163,542.3126,280.7123,392.5265,62.00432,167.8729,187.1382,169.0148
1,1,987,479752.6,6205751.5,48.0,34.0,0.0,0.0,1749.624,388.0835,1356.375,497.2235,823.9260,567.9872,290.1646,409.2078,63.46575,174.0328,196.6044,180.4502
1,1,999,479754.0,6205715.0,48.2,33.0,0.0,0.0,1821.208,407.7293,1407.828,520.1329,852.0212,591.2035,298.1831,423.8981,64.66123,179.3483,204.1116,189.8192
1,1,1011,479753.4,6205678.5,48.8,31.6,0.0,0.0,1861.504,419.7963,1435.712,533.8454,866.2451,604.1284,301.9433,431.4628,65.19472,181.9685,207.5032,193.9014
1,1,1023,479751.6,6205642.0,49.2,30.9,0.0,0.0,1859.764,421.0562,1432.434,534.8378,862.5256,603.2714,300.3541,429.7476,64.92566,181.1494,206.0894,191.7341
1,1,1035,479750.0,6205606.0,48.9,31.7,0.0,0.0,1824.825,413.0786,1405.176,525.3512,845.4540,591.6357,294.9227,421.0614,64.09676,177.8053,201.3812,185.7142
1,1,1047,479749.3,6205569.5,48.1,33.4,0.0,0.0,1765.317,397.4703,1360.874,507.6313,819.3987,572.1432,287.0657,407.6081,62.93425,172.8017,194.7755,178.0924
1,1,1059,479750.0,6205532.5,47.4,34.5,0.0,0.0,1691.168,377.0735,1306.707,484.7580,788.4589,548.0070,277.9781,391.5260,61.60583,166.9150,187.0385,169.7231
1,1,1071,479752.2,6205495.0,46.8,34.7,0.0,0.0,1613.974,355.9653,1250.437,460.7263,756.6783,522.8656,268.7069,374.9916,60.23487,160.8763,178.4349,160.3127
1,1,1083,479754.8,6205457.0,46.3,35.2,0.0,0.0,1548.120,339.0170,1201.790,440.4751,729.0887,501.2732,260.5572,360.7007,58.98526,155.5993,169.6569,150.1756
1,1,1095,479756.9,6205419.0,45.8,36.0,0.0,0.0,1518.735,333.7189,1178.323,432.4735,714.6966,491.3897,255.9050,353.4054,58.20816,152.7446,163.7262,143.2304
1,1,1107,479757.1,6205382.0,46.3,35.4,0.0,0.0,1550.833,347.2545,1197.668,445.1096,722.5358,501.3889,257.1481,357.8539,58.27120,153.9850,164.1175,144.2001
1,1,1119,479755.2,6205345.0,47.4,33.9,0.0,0.0,1648.873,381.1098,1262.755,480.0474,753.8954,532.6870,264.5895,374.7418,59.22840,159.5572,171.8187,154.6151
1,1,1131,479752.3,6205309.0,48.6,32.2,0.0,0.0,1778.903,425.4817,1349.547,526.0845,796.1996,574.1484,274.9083,397.4604,60.60790,167.1570,183.6490,170.5776
1,1,1143,479749.6,6205273.5,49.9,30.8,0.0,0.0,1909.961,471.5482,1436.036,573.0536,837.8844,615.6064,285.0273,419.9417,61.96764,174.6593,196.5655,188.3539
1,1,1155,479748.5,6205237.5,51.0,29.2,0.0,0.0,2022.381,511.9418,1509.551,613.7126,873.0336,650.9100,293.5622,438.9636,63.12119,181.0080,208.4620,205.1765
1,1,1167,479749.8,6205200.5,51.1,28.8,0.0,0.0,2099.324,537.7598,1561.164,640.7053,898.6918,675.2460,300.1692,452.7001,64.04931,185.7329,217.3089,218.0961
1,1,1179,479752.7,6205163.0,49.5,29.6,0.0,0.0,2123.019,539.9146,1581.226,646.4247,911.4411,683.5027,304.3446,459.0912,64.70569,188.2680,220.8222,223.7522
1,1,1191,479756.1,6205125.0,47.8,30.1,0.0,0.0,2104.624,524.3534,1575.524,635.9482,912.7476,679.0110,305.9503,459.1254,65.01714,188.7601,218.8952,221.6904
1,1,1203,479758.7,6205086.5,46.6,30.4,0.0,0.0,2070.727,505.1935,1557.965,621.1941,906.5333,669.5847,304.9745,455.3506,64.88369,187.7025,212.5242,212.9117
1,1,1215,479759.5,6205047.5,46.2,30.9,0.0,0.0,2046.609,495.0822,1542.245,613.2053,897.0855,662.6931,301.7157,450.4305,64.28011,185.7143,203.7343,200.2510
1,1,1227,479758.8,6205009.5,46.5,30.6,0.0,0.0,2048.791,499.7207,1538.983,618.1224,889.2854,663.3402,297.5058,447.0088,63.44076,183.7504,197.4120,191.6795
1,1,1239,479757.3,6204971.5,47.3,30.3,0.0,0.0,2087.823,522.0054,1555.338,639.6748,886.6021,674.7641,293.4001,446.9227,62.56446,182.5210,197.7375,194.2398
1,1,1251,479756.0,6204934.0,48.7,30.2,0.0,0.0,2124.880,546.4727,1567.741,662.3655,879.8128,685.0206,287.7208,444.9397,61.43907,180.4595,201.4476,203.3313
1,1,1263,479755.7,6204897.5,50.3,29.1,0.0,0.0,2081.461,542.8610,1527.939,655.2648,849.4391,669.9982,276.5399,430.1220,59.50793,174.1463,198.8418,204.2450
1,1,1275,479756.4,6204860.5,50.4,30.1,0.0,0.0,1898.772,488.7074,1399.537,595.4454,780.4105,611.6353,256.6758,394.0606,56.30957,160.9057,182.5698,185.9159
1,1,1287,479758.2,6204823.5,48.8,33.8,0.0,0.0,1653.025,408.9959,1233.272,510.3012,696.6464,534.0763,234.1004,349.6058,52.76182,145.1409,160.1178,158.1844
1,1,1299,479759.9,6204786.5,47.2,35.9,0.0,0.0,1474.466,348.1216,1114.329,447.6905,637.0335,478.3072,218.1529,317.8309,50.28069,133.9436,144.9474,139.4655
1,1,1311,479760.8,6204750.0,45.9,36.3,0.0,0.0,1441.648,333.4180,1093.689,436.7016,624.6135,468.9661,214.2695,311.2717,49.67481,131.4917,144.6782,140.2431
1,1,1323,479760.6,6204713.0,45.2,35.9,0.0,0.0,1496.712,346.8439,1132.193,456.9285,640.4963,487.6420,217.5057,319.8753,50.13694,134.2411,151.7385,150.4476
1,1,1335,479759.0,6204675.0,45.0,35.1,0.0,0.0,1563.499,364.3333,1178.594,481.2897,660.2495,510.1356,221.5583,330.6003,50.64433,137.6274,156.2488,156.8388
1,1,1347,479756.7,6204637.0,45.1,33.9,0.0,0.0,1607.139,375.3344,1208.869,497.7373,672.0339,525.1868,223.3353,337.1782,50.71122,139.4492,154.8118,155.0939
1,1,1359,479755.1,6204599.0,45.5,34.1,0.0,0.0,1653.511,388.7588,1239.325,516.2849,682.6008,540.7165,224.4233,343.3350,50.62105,140.9701,153.0431,153.2781
1,1,1371,479754.8,6204561.0,46.4,33.9,0.0,0.0,1724.802,412.1380,1284.081,545.4115,697.9420,563.5388,226.2834,352.3501,50.64101,143.3232,156.0347,158.6758
1,1,1383,479755.6,6204524.0,47.5,33.1,0.0,0.0,1790.257,434.5264,1324.122,572.8754,710.6968,584.1906,227.5315,360.0248,50.60716,145.2427,161.2746,167.6378
1,1,1395,479756.8,6204487.0,48.5,31.8,0.0,0.0,1803.165,439.3704,1330.400,580.3047,709.2437,588.3442,225.7737,359.8098,50.18500,144.6694,163.5214,172.6749
1,1,1407,479757.7,6204449.0,48.5,31.5,0.0,0.0,1732.521,415.9028,1283.475,555.5731,685.7394,566.4495,219.3625,347.3039,49.13863,140.2064,159.1300,168.4601
1,1,1419,479757.3,6204411.0,46.6,34.3,0.0,0.0,1606.234,374.4771,1200.568,509.5749,647.2678,527.0289,209.7442,326.4974,47.64809,133.0900,149.6161,156.4928
1,1,1431,479755.7,6204371.5,44.6,36.5,0.0,0.0,1458.554,327.9029,1102.596,455.9003,602.0955,480.5253,198.4953,302.0993,45.89707,124.7415,137.1418,139.2022
1,1,1443,479753.4,6204332.5,43.1,38.3,0.0,0.0,1340.879,292.3532,1023.300,413.7956,564.8201,443.1828,188.9811,282.0977,44.39560,117.8079,126.8092,124.1969
1,1,1455,479751.2,6204293.0,42.6,39.1,0.0,0.0,1297.455,279.5427,993.2356,399.2917,549.0211,429.4294,184.5397,273.7801,43.70042,114.8069,124.7141,121.6564
1,1,1467,479749.8,6204254.5,43.2,37.7,0.0,0.0,1352.740,295.5422,1029.663,421.0101,562.6643,447.3181,187.2123,281.3795,44.15299,117.2291,134.1118,137.1478
1,1,1479,479749.9,6204216.5,43.0,35.8,0.0,0.0,1432.443,318.3464,1083.045,451.2439,584.4421,473.1292,191.9855,293.3077,44.93153,121.1624,145.2516,155.3293
1,1,1491,479751.7,6204178.5,41.2,36.7,0.0,0.0,1444.372,320.9353,1091.701,455.6936,587.7559,477.3668,192.5748,295.1174,45.00272,121.7182,145.9014,156.8286
1,1,1503,479753.9,6204140.0,39.0,38.7,0.0,0.0,1371.508,298.6554,1043.810,428.3394,567.1019,454.4777,187.5883,283.8757,44.14069,117.8759,134.0568,138.5166
1,1,1515,479755.5,6204101.0,37.7,39.5,0.0,0.0,1315.268,282.1400,1006.040,407.7666,550.1256,436.6138,183.3104,274.7511,43.38801,114.6918,123.9440,123.0412
1,1,1527,479755.1,6204062.5,38.4,37.1,0.0,0.0,1373.559,300.8549,1042.881,431.1310,563.6901,454.8406,185.8865,282.4619,43.76801,117.0868,129.4359,132.4680
1,1,1539,479752.3,6204023.0,39.8,34.7,0.0,0.0,1497.878,339.9210,1122.692,479.8404,594.8468,493.8215,192.4819,299.8578,44.83647,122.7257,144.5357,157.3034
1,1,1551,479748.2,6203983.5,39.1,34.8,0.0,0.0,1555.191,358.7460,1158.471,502.9944,607.8887,511.4518,195.1769,307.2610,45.32230,125.1335,152.0181,170.1501
1,1,1563,479744.3,6203945.0,36.6,36.7,0.0,0.0,1476.526,336.4259,1104.969,474.3048,584.1042,485.9013,189.7261,294.3912,44.52435,120.8873,142.8791,156.7000
1,1,1575,479742.2,6203907.0,35.2,38.8,0.0,0.0,1325.660,292.9363,1003.352,418.5367,539.8923,437.3014,179.4941,270.3886,42.93348,112.8830,125.3779,130.1897
1,1,1587,479742.6,6203869.0,34.8,40.4,0.0,0.0,1173.706,250.4672,899.6098,363.2370,493.6695,388.1066,168.3086,245.4992,41.11679,104.3861,108.7048,105.3160
1,1,1599,479745.0,6203831.5,34.7,41.5,0.0,0.0,1079.344,226.1908,832.9631,330.2743,462.3173,357.0616,160.1559,228.9061,39.72371,98.50047,99.21142,91.72147
1,1,1611,479748.0,6203794.5,34.8,42.3,0.0,0.0,1085.250,231.6239,833.0131,334.8140,459.5540,357.9724,158.6561,227.9098,39.38703,97.83873,100.4058,94.19755
1,1,1623,479750.8,6203757.0,36.2,41.3,0.0,0.0,1214.751,272.7727,916.2643,384.9314,493.2975,398.4449,165.9916,246.6816,40.49762,103.9301,113.9494,114.8601
1,1,1635,479752.7,6203719.5,38.9,36.9,0.0,0.0,1382.245,323.7582,1026.374,448.2392,539.8428,451.3826,176.7161,272.2166,42.18822,112.4403,130.8513,140.1917
1,1,1647,479753.7,6203681.5,40.0,35.1,0.0,0.0,1467.646,348.6976,1083.849,479.5922,565.3768,478.6792,182.9271,286.0312,43.18428,117.1578,138.7529,151.7463
1,1,1659,479753.7,6203642.0,38.3,37.0,0.0,0.0,1413.515,330.6680,1050.435,457.5159,553.4982,462.0350,180.7758,279.1781,42.87083,115.0732,132.0610,141.1950
1,1,1671,479753.4,6203602.5,36.4,38.5,0.0,0.0,1308.570,297.2315,983.7581,415.9903,527.9684,429.2851,175.6694,264.7599,42.13057,110.5468,121.0194,123.9716
1,1,1683,479753.7,6203563.0,35.2,39.4,0.0,0.0,1254.613,279.8294,950.1492,393.8882,516.2904,412.4327,173.8857,257.9224,41.98149,108.6213,117.0492,117.2418
1,1,1695,479754.8,6203524.5,35.0,39.3,0.0,0.0,1256.814,279.9310,953.0479,393.1781,519.8804,413.1743,175.6309,259.4763,42.41230,109.5059,119.4517,119.8001
1,1,1707,479756.5,6203487.0,35.0,39.0,0.0,0.0,1268.718,282.9813,962.3409,396.0618,526.3137,417.0113,177.9350,262.6088,42.88356,110.8587,121.2981,120.9960
1,1,1719,479757.9,6203449.0,35.2,38.7,0.0,0.0,1271.305,283.2533,965.7645,395.1197,530.7762,418.0224,179.6825,264.6540,43.18591,111.7712,119.6949,116.4581
1,1,1731,479758.7,6203411.0,35.5,38.2,0.0,0.0,1309.409,295.7911,992.3463,407.3176,545.7138,430.2269,183.8650,272.4023,43.83445,114.5677,121.3088,117.0581
1,1,1743,479758.6,6203372.0,36.5,36.6,0.0,0.0,1440.260,339.6609,1079.232,454.2440,587.1459,471.5281,194.3654,294.5790,45.50084,122.2468,134.5609,136.3796
1,1,1755,479757.7,6203333.5,38.0,34.4,0.0,0.0,1624.746,401.4937,1201.195,521.1205,644.1812,529.6452,208.7458,325.2071,47.82576,132.8549,155.2938,167.8893
1,1,1767,479756.0,6203294.5,38.9,31.9,0.0,0.0,1740.046,439.7150,1279.106,561.2497,683.1897,566.1132,219.3298,345.8258,49.58974,140.2621,167.9288,186.5426
