Line,Location,RL,East,North,Resistivity_ohmm,Log_Resistivity,Conductivity_mS_m,Log_Conductivity
11250,25.0,561.4,734932.88,7173378.50,16.52,1.22,60.55,1.78
11250,25.0,551.4,734932.88,7173378.50,18.11,1.26,55.23,1.74
11250,25.0,541.4,734932.88,7173378.50,21.81,1.34,45.86,1.66
11250,25.0,531.4,734932.88,7173378.50,28.19,1.45,35.48,1.55
11250,25.0,521.4,734932.88,7173378.50,37.82,1.58,26.44,1.42
11250,25.0,508.9,734932.88,7173378.50,60.66,1.78,16.48,1.22
11250,25.0,491.4,734932.88,7173378.50,107.76,2.03,9.28,0.97
11250,25.0,470.8,734932.88,7173378.50,177.33,2.25,5.64,0.75
11250,25.0,449.0,734932.88,7173378.50,268.65,2.43,3.72,0.57
11250,25.0,425.8,734932.88,7173378.50,375.40,2.57,2.66,0.43
11250,25.0,401.3,734932.88,7173378.50,488.18,2.69,2.05,0.31
11250,25.0,375.3,734932.88,7173378.50,597.38,2.78,1.67,0.22
11250,25.0,347.7,734932.88,7173378.50,695.67,2.84,1.44,0.16
11250,25.0,318.5,734932.88,7173378.50,778.86,2.89,1.28,0.11
11250,25.0,287.5,734932.88,7173378.50,845.93,2.93,1.18,0.07
11250,25.0,254.7,734932.88,7173378.50,897.87,2.95,1.11,0.05
11250,25.0,219.9,734932.88,7173378.50,936.75,2.97,1.07,0.03
11250,25.0,182.9,734932.88,7173378.50,964.96,2.98,1.04,0.02
11250,25.0,143.7,734932.88,7173378.50,984.57,2.99,1.02,0.01
11250,25.0,102.1,734932.88,7173378.50,997.42,3.00,1.00,0.00
11250,25.0,58.0,734932.88,7173378.50,1005.15,3.00,0.99,-0.00
11250,25.0,11.3,734932.88,7173378.50,1008.86,3.00,0.99,-0.00
11250,75.0,561.0,734932.75,7173328.50,48.80,1.69,20.49,1.31
11250,75.0,551.0,734932.75,7173328.50,48.93,1.69,20.44,1.31
11250,75.0,541.0,734932.75,7173328.50,51.35,1.71,19.47,1.29
11250,75.0,531.0,734932.75,7173328.50,57.27,1.76,17.46,1.24
11250,75.0,521.0,734932.75,7173328.50,67.27,1.83,14.86,1.17
11250,75.0,508.5,734932.75,7173328.50,91.09,1.96,10.98,1.04
11250,75.0,491.0,734932.75,7173328.50,139.00,2.14,7.19,0.86
11250,75.0,470.4,734932.75,7173328.50,208.08,2.32,4.81,0.68
11250,75.0,448.5,734932.75,7173328.50,297.27,2.47,3.36,0.53
11250,75.0,425.4,734932.75,7173328.50,400.47,2.60,2.50,0.40
11250,75.0,400.8,734932.75,7173328.50,508.86,2.71,1.97,0.29
11250,75.0,374.8,734932.75,7173328.50,613.58,2.79,1.63,0.21
