Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,1,377,734923.8,7173172.0,566.9,96.6,0.0,0.0,18829.53,5257.732,1490.843,439.0768,124.2407,38.61143,15.37053,4.381821,0.5447082,0.000000,50097.63,16754.82,6024.363,2229.889,838.1591,304.7184,102.2800,29.16585,6.142317,0.000000
1,1,379,734923.3,7173143.5,567.1,95.8,0.0,0.0,17547.43,5112.596,1456.289,407.2498,106.5899,32.48551,13.82217,4.146142,0.5336180,0.000000,50851.42,17330.83,6196.227,2272.027,845.4271,307.0672,103.1236,29.46655,6.188366,0.000000
1,1,381,734923.0,7173115.5,567.3,94.7,0.0,0.0,16680.79,5006.219,1452.387,389.0247,94.38062,28.95605,12.30711,3.949458,0.5236126,0.000000,51588.67,17916.13,6378.879,2315.115,852.3478,308.8268,103.7952,29.72408,6.228021,0.000000
1,1,383,734922.8,7173087.5,567.4,93.3,0.0,0.0,16085.08,4902.362,1452.280,378.1432,86.02003,26.16509,11.12523,3.782834,0.5129926,0.000000,52301.89,18497.92,6576.032,2360.126,858.7144,310.1440,104.3252,29.94724,6.264015,0.000000
1,1,385,734922.7,7173059.5,567.5,91.9,0.0,0.0,15648.69,4774.225,1434.589,369.5577,80.26865,22.76419,10.50140,3.641867,0.5008066,0.000000,52983.60,19056.50,6787.070,2407.267,864.3708,311.1240,104.7357,30.14006,6.297589,0.000000
1,1,387,734922.7,7173031.5,567.4,90.2,0.0,0.0,15302.94,4638.957,1408.621,361.6895,75.82558,19.95393,9.969136,3.522589,0.4897994,0.000000,53717.08,19592.20,7001.522,2456.499,870.3898,311.9078,105.1031,30.31254,6.325695,0.000000
1,1,389,734922.8,7173003.5,567.3,88.5,0.0,0.0,15001.32,4519.187,1388.004,354.0878,71.68719,19.05411,9.062146,3.419596,0.4830061,0.000000,54503.83,20090.73,7203.673,2506.205,877.4548,312.5752,105.4703,30.47047,6.345646,0.000000
1,1,391,734922.8,7172975.5,567.3,87.4,0.0,0.0,14712.38,4391.044,1355.651,345.1156,68.00784,17.97509,8.355225,3.321704,0.4789224,0.000000,54917.20,20455.54,7373.978,2549.521,883.0139,312.9313,105.6761,30.59555,6.362526,0.000000
1,1,393,734922.9,7172947.5,567.6,87.4,0.0,0.0,14440.90,4247.433,1304.122,334.0096,64.94814,15.61793,8.141405,3.222344,0.4753947,0.000000,54746.57,20639.68,7501.389,2582.337,885.6171,312.7963,105.6502,30.67918,6.379345,0.000000
1,1,395,734923.0,7172919.5,568.0,88.1,0.0,0.0,14256.26,4133.268,1257.446,322.2103,62.18731,14.21034,7.737925,3.126328,0.4710204,0.000000,54383.32,20728.28,7593.464,2608.216,887.3274,312.1521,105.5827,30.74198,6.391943,0.000000
1,1,397,734923.2,7172891.5,568.4,88.7,0.0,0.0,14254.38,4075.093,1224.578,311.0868,59.66100,14.00737,7.060057,3.037000,0.4653242,0.000000,54165.56,20814.61,7671.196,2632.032,889.4921,311.3339,105.5545,30.80357,6.401908,0.000000
1,1,399,734923.4,7172863.5,568.6,89.1,0.0,0.0,14542.41,4073.046,1195.255,301.5818,57.61900,12.91842,6.731115,2.954707,0.4589372,0.000000,54284.14,20978.04,7765.221,2658.697,892.2259,310.9745,105.5039,30.87740,6.417121,0.000000
1,1,401,734923.6,7172835.5,568.7,89.1,0.0,0.0,15119.05,4130.277,1173.315,293.8443,56.00698,11.46428,6.594691,2.880240,0.4545398,0.000000,54783.52,21228.63,7875.688,2688.229,895.5735,310.9345,105.4766,30.96066,6.435272,0.000000
1,1,403,734923.8,7172807.5,568.6,89.1,0.0,0.0,15916.41,4248.905,1168.764,287.5794,54.64077,11.35780,6.138069,2.814728,0.4549175,0.000000,55602.23,21532.72,7985.272,2717.602,899.4155,310.6971,105.5494,31.04151,6.449439,0.000000
1,1,405,734924.1,7172779.5,568.6,89.2,0.0,0.0,16875.43,4410.334,1173.599,282.7087,53.72504,11.46404,5.698263,2.759088,0.4565540,0.000000,56573.59,21852.32,8087.132,2743.874,902.7509,310.3781,105.5753,31.11272,6.463544,0.000000
