Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,EM1_X01,EM1_X02,EM1_X03,EM1_X04,EM1_X05,EM1_X06,EM1_X07,EM1_X08,EM1_X09,EM1_X10,EM1_Z01,EM1_Z02,EM1_Z03,EM1_Z04,EM1_Z05,EM1_Z06,EM1_Z07,EM1_Z08,EM1_Z09,EM1_Z10
1,1,539,734930.5,7170910.0,579.5,93.6,0.0,0.0,166094.5,70419.00,25048.50,6888.500,369.0000,-401.5000,-287.0000,-201.0000,-130.0000,0.000000,184579.5,107194.5,48004.00,17051.00,4887.500,1771.500,1112.000,812.0000,407.5000,0.000000
1,1,541,734929.3,7170882.0,578.8,94.1,0.0,0.0,164299.0,69009.50,24242.50,6576.000,362.0000,-406.5000,-276.5000,-191.0000,-124.5000,0.000000,186143.0,108670.5,49763.50,18032.50,5020.500,1712.000,1016.000,748.0000,392.5000,0.000000
1,1,543,734928.1,7170854.0,578.6,94.2,0.0,0.0,165493.0,69567.00,24043.00,6293.000,360.0000,-393.5000,-251.5000,-159.0000,-86.50000,0.000000,184799.0,107709.0,50677.50,18852.00,5185.000,1688.500,944.0000,687.0000,377.0000,0.000000
1,1,545,734926.9,7170826.0,578.8,94.2,0.0,0.0,171557.5,73597.50,25081.00,6224.500,386.0000,-362.5000,-214.5000,-105.0000,-20.50000,0.000000,181558.5,104981.5,50911.50,19509.50,5341.000,1666.000,882.0000,624.5000,358.5000,0.000000
1,1,547,734925.7,7170798.0,578.9,94.2,0.0,0.0,184051.0,82360.50,28111.50,6609.500,465.0000,-318.0000,-168.5000,-32.50000,56.50000,0.000000,178006.5,101787.5,51086.50,20056.00,5467.500,1629.000,823.0000,555.0000,332.0000,0.000000
1,1,549,734924.6,7170770.0,578.8,94.0,0.0,0.0,202483.5,95632.50,33432.00,7622.000,623.0000,-265.0000,-116.0000,56.50000,132.0000,0.000000,176088.5,100050.5,51928.50,20562.00,5551.500,1570.500,761.0000,471.5000,292.0000,0.000000
1,1,551,734923.8,7170742.0,578.0,92.8,0.0,0.0,223082.5,110789.0,40172.00,9146.500,859.5000,-205.5000,-62.00000,150.5000,194.5000,0.000000,177735.5,102021.5,54004.50,21089.50,5594.500,1490.500,695.0000,368.5000,235.5000,0.000000
1,1,553,734923.1,7170714.0,577.0,91.3,0.0,0.0,240614.5,124092.5,46638.00,10774.00,1134.000,-142.5000,-14.50000,228.0000,230.5000,0.000000,183509.0,108757.0,57335.50,21666.50,5610.500,1396.500,628.5000,248.0000,160.0000,0.000000
1,1,555,734922.6,7170684.5,576.2,90.8,0.0,0.0,252005.0,133144.5,51494.50,12102.00,1394.000,-83.00000,20.00000,270.0000,229.5000,0.000000,191826.0,118422.0,61172.50,22266.00,5612.500,1297.500,566.5000,133.5000,74.50000,0.000000
1,1,557,734922.2,7170655.5,575.8,91.2,0.0,0.0,257558.5,137790.5,54374.50,12961.50,1611.000,-33.00000,28.50000,269.0000,197.5000,0.000000,200049.0,127127.5,64429.00,22803.00,5608.000,1205.000,514.0000,59.50000,0.000000,0.000000
