Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
11240,25.0,556.1,729521.25,7168044.50,7.95,0.90,125.86,2.10
11240,25.0,546.1,729521.25,7168044.50,8.18,0.91,122.31,2.09
11240,25.0,536.1,729521.25,7168044.50,7.44,0.87,134.40,2.13
11240,25.0,526.1,729521.25,7168044.50,5.66,0.75,176.73,2.25
11240,25.0,516.1,729521.25,7168044.50,3.73,0.57,268.44,2.43
11240,25.0,503.6,729521.25,7168044.50,1.94,0.29,515.59,2.71
11240,25.0,486.1,729521.25,7168044.50,1.86,0.27,536.58,2.73
11240,25.0,465.5,729521.25,7168044.50,6.54,0.82,153.02,2.18
11240,25.0,443.6,729521.25,7168044.50,26.15,1.42,38.24,1.58
11240,25.0,420.5,729521.25,7168044.50,78.30,1.89,12.77,1.11
11240,25.0,395.9,729521.25,7168044.50,173.13,2.24,5.78,0.76
11240,25.0,369.9,729521.25,7168044.50,301.99,2.48,3.31,0.52
11240,25.0,342.4,729521.25,7168044.50,443.78,2.65,2.25,0.35
11240,25.0,313.1,729521.25,7168044.50,577.99,2.76,1.73,0.24
11240,25.0,282.2,729521.25,7168044.50,692.30,2.84,1.44,0.16
11240,25.0,249.3,729521.25,7168044.50,782.57,2.89,1.28,0.11
11240,25.0,214.5,729521.25,7168044.50,850.15,2.93,1.18,0.07
11240,25.0,176.8,729521.25,7168044.50,900.87,2.95,1.11,0.05
11240,25.0,136.0,729521.25,7168044.50,935.86,2.97,1.07,0.03
11240,25.0,92.9,729521.25,7168044.50,959.31,2.98,1.04,0.02
11240,25.0,47.3,729521.25,7168044.50,974.30,2.99,1.03,0.01
11240,25.0,-1.0,729521.25,7168044.50,982.41,2.99,1.02,0.01
11240,75.0,556.0,729521.50,7168094.50,15.56,1.19,64.27,1.81
11240,75.0,546.0,729521.50,7168094.50,16.18,1.21,61.81,1.79
11240,75.0,536.0,729521.50,7168094.50,17.38,1.24,57.55,1.76
11240,75.0,526.0,729521.50,7168094.50,18.46,1.27,54.17,1.73
11240,75.0,516.0,729521.50,7168094.50,18.61,1.27,53.73,1.73
11240,75.0,503.5,729521.50,7168094.50,17.52,1.24,57.09,1.76
11240,75.0,486.0,729521.50,7168094.50,17.43,1.24,57.38,1.76
11240,75.0,465.4,729521.50,7168094.50,26.16,1.42,38.22,1.58
11240,75.0,443.6,729521.50,7168094.50,52.40,1.72,19.09,1.28
11240,75.0,420.4,729521.50,7168094.50,108.10,2.03,9.25,0.97
11240,75.0,395.9,729521.50,7168094.50,200.22,2.30,4.99,0.70
11240,75.0,369.9,729521.50,7168094.50,322.26,2.51,3.10,0.49
11240,75.0,342.3,729521.50,7168094.50,456.98,2.66,2.19,0.34
11240,75.0,313.1,729521.50,7168094.50,586.04,2.77,1.71,0.23
11240,75.0,282.1,729521.50,7168094.50,697.34,2.84,1.43,0.16
11240,75.0,249.3,729521.50,7168094.50,786.17,2.90,1.27,0.10
11240,75.0,214.5,729521.50,7168094.50,853.19,2.93,1.17,0.07
11240,75.0,176.7,729521.50,7168094.50,903.78,2.96,1.11,0.04
11240,75.0,136.0,729521.50,7168094.50,938.67,2.97,1.07,0.03
11240,75.0,92.8,729521.50,7168094.50,961.99,2.98,1.04,0.02
11240,75.0,47.2,729521.50,7168094.50,976.83,2.99,1.02,0.01
