Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,22.50,1.35,44.44,1.65
31003,50.0,22.6,478996.81,6196058.00,10.10,1.00,98.97,2.00
31003,50.0,19.6,478996.81,6196058.00,5.78,0.76,172.90,2.24
31003,50.0,16.6,478996.81,6196058.00,3.90,0.59,256.23,2.41
31003,50.0,13.6,478996.81,6196058.00,2.62,0.42,382.32,2.58
31003,50.0,10.6,478996.81,6196058.00,1.89,0.28,529.94,2.72
31003,50.0,7.6,478996.81,6196058.00,2.08,0.32,480.63,2.68
31003,50.0,4.6,478996.81,6196058.00,3.15,0.50,317.55,2.50
31003,50.0,1.6,478996.81,6196058.00,5.14,0.71,194.61,2.29
31003,50.0,-1.4,478996.81,6196058.00,7.96,0.90,125.68,2.10
31003,50.0,-4.4,478996.81,6196058.00,11.25,1.05,88.89,1.95
31003,50.0,-7.4,478996.81,6196058.00,14.57,1.16,68.64,1.84
31003,50.0,-10.4,478996.81,6196058.00,17.60,1.25,56.82,1.75
31003,50.0,-13.4,478996.81,6196058.00,20.22,1.31,49.46,1.69
31003,50.0,-16.4,478996.81,6196058.00,22.45,1.35,44.54,1.65
31003,50.0,-19.4,478996.81,6196058.00,24.39,1.39,41.00,1.61
31003,50.0,-22.4,478996.81,6196058.00,26.13,1.42,38.28,1.58
31003,50.0,-25.4,478996.81,6196058.00,27.75,1.44,36.04,1.56
31003,50.0,-28.4,478996.81,6196058.00,29.30,1.47,34.12,1.53
31003,50.0,-31.4,478996.81,6196058.00,30.84,1.49,32.43,1.51
31003,50.0,-34.6,478996.81,6196058.00,32.61,1.51,30.67,1.49
31003,50.0,-38.1,478996.81,6196058.00,34.38,1.54,29.08,1.46
31003,50.0,-41.6,478996.81,6196058.00,36.18,1.56,27.64,1.44
31003,50.0,-45.0,478996.81,6196058.00,37.97,1.58,26.34,1.42
31003,50.0,-48.5,478996.81,6196058.00,39.73,1.60,25.17,1.40
31003,50.0,-52.0,478996.81,6196058.00,41.42,1.62,24.14,1.38
31003,50.0,-55.5,478996.81,6196058.00,42.99,1.63,23.26,1.37
31003,50.0,-58.9,478996.81,6196058.00,44.36,1.65,22.54,1.35
31003,50.0,-62.4,478996.81,6196058.00,45.43,1.66,22.01,1.34
31003,50.0,-65.9,478996.81,6196058.00,46.07,1.66,21.71,1.34
31003,150.0,24.6,478996.81,6196158.00,47.37,1.68,21.11,1.32
31003,150.0,21.6,478996.81,6196158.00,6.25,0.80,160.05,2.20
31003,150.0,18.6,478996.81,6196158.00,3.41,0.53,293.20,2.47
31003,150.0,15.6,478996.81,6196158.00,2.48,0.39,403.86,2.61
31003,150.0,12.6,478996.81,6196158.00,1.39,0.14,719.10,2.86
31003,150.0,9.6,478996.81,6196158.00,0.65,-0.18,1527.57,3.18
31003,150.0,6.6,478996.81,6196158.00,0.82,-0.09,1224.50,3.09
31003,150.0,3.6,478996.81,6196158.00,1.72,0.24,581.50,2.76
31003,150.0,0.6,478996.81,6196158.00,3.56,0.55,280.74,2.45
31003,150.0,-2.4,478996.81,6196158.00,6.35,0.80,157.49,2.20
31003,150.0,-5.4,478996.81,6196158.00,9.72,0.99,102.91,2.01
31003,150.0,-8.4,478996.81,6196158.00,13.16,1.12,76.01,1.88
31003,150.0,-11.4,478996.81,6196158.00,16.31,1.21,61.30,1.79
31003,150.0,-14.4,478996.81,6196158.00,19.07,1.28,52.44,1.72
31003,150.0,-17.4,478996.81,6196158.00,21.46,1.33,46.60,1.67
31003,150.0,-20.4,478996.81,6196158.00,23.59,1.37,42.38,1.63
31003,150.0,-23.4,478996.81,6196158.00,25.57,1.41,39.11,1.59
31003,150.0,-26.4,478996.81,6196158.00,27.47,1.44,36.41,1.56
31003,150.0,-29.4,478996.81,6196158.00,29.34,1.47,34.08,1.53
31003,150.0,-32.4,478996.81,6196158.00,31.25,1.49,32.00,1.51
31003,150.0,-35.6,478996.81,6196158.00,33.45,1.52,29.89,1.48
31003,150.0,-39.0,478996.81,6196158.00,35.73,1.55,27.99,1.45
31003,150.0,-42.3,478996.81,6196158.00,38.06,1.58,26.27,1.42
31003,150.0,-45.7,478996.81,6196158.00,40.44,1.61,24.73,1.39
31003,150.0,-49.1,478996.81,6196158.00,42.81,1.63,23.36,1.37
