Line,Location,RL,East,North,Res_ohmm,Log_Res, Conductivity_Ms_m,Log_Cond
31003,50.0,25.6,478996.81,6196058.00,15.60,1.19,64.12,1.81
31003,50.0,22.6,478996.81,6196058.00,7.90,0.90,126.58,2.10
31003,50.0,19.6,478996.81,6196058.00,5.47,0.74,182.69,2.26
31003,50.0,16.6,478996.81,6196058.00,4.35,0.64,229.79,2.36
31003,50.0,13.6,478996.81,6196058.00,3.33,0.52,300.02,2.48
31003,50.0,10.6,478996.81,6196058.00,2.68,0.43,373.47,2.57
31003,50.0,7.6,478996.81,6196058.00,2.87,0.46,348.40,2.54
31003,50.0,4.6,478996.81,6196058.00,3.89,0.59,257.23,2.41
31003,50.0,1.6,478996.81,6196058.00,5.70,0.76,175.55,2.24
31003,50.0,-1.4,478996.81,6196058.00,8.17,0.91,122.34,2.09
31003,50.0,-4.4,478996.81,6196058.00,11.03,1.04,90.64,1.96
31003,50.0,-7.4,478996.81,6196058.00,13.93,1.14,71.80,1.86
31003,50.0,-10.4,478996.81,6196058.00,16.61,1.22,60.20,1.78
31003,50.0,-13.4,478996.81,6196058.00,18.97,1.28,52.71,1.72
31003,50.0,-16.4,478996.81,6196058.00,21.02,1.32,47.57,1.68
31003,50.0,-19.4,478996.81,6196058.00,22.81,1.36,43.84,1.64
31003,50.0,-22.4,478996.81,6196058.00,24.41,1.39,40.97,1.61
31003,50.0,-25.4,478996.81,6196058.00,25.87,1.41,38.66,1.59
31003,50.0,-28.4,478996.81,6196058.00,27.23,1.44,36.72,1.56
31003,50.0,-31.4,478996.81,6196058.00,28.52,1.46,35.06,1.54
31003,50.0,-34.6,478996.81,6196058.00,29.95,1.48,33.39,1.52
31003,50.0,-38.1,478996.81,6196058.00,31.29,1.50,31.96,1.50
31003,50.0,-41.6,478996.81,6196058.00,32.57,1.51,30.70,1.49
31003,50.0,-45.0,478996.81,6196058.00,33.77,1.53,29.61,1.47
31003,50.0,-48.5,478996.81,6196058.00,34.88,1.54,28.67,1.46
31003,50.0,-52.0,478996.81,6196058.00,35.89,1.55,27.86,1.45
31003,50.0,-55.5,478996.81,6196058.00,36.78,1.57,27.19,1.43
31003,50.0,-58.9,478996.81,6196058.00,37.52,1.57,26.65,1.43
31003,50.0,-62.4,478996.81,6196058.00,38.09,1.58,26.25,1.42
31003,50.0,-65.9,478996.81,6196058.00,38.43,1.58,26.02,1.42
31003,150.0,24.6,478996.81,6196158.00,26.48,1.42,37.76,1.58
31003,150.0,21.6,478996.81,6196158.00,4.24,0.63,235.93,2.37
31003,150.0,18.6,478996.81,6196158.00,3.21,0.51,311.58,2.49
31003,150.0,15.6,478996.81,6196158.00,2.87,0.46,348.35,2.54
31003,150.0,12.6,478996.81,6196158.00,1.89,0.28,528.64,2.72
31003,150.0,9.6,478996.81,6196158.00,1.13,0.05,884.67,2.95
31003,150.0,6.6,478996.81,6196158.00,1.29,0.11,772.37,2.89
31003,150.0,3.6,478996.81,6196158.00,2.19,0.34,455.77,2.66
31003,150.0,0.6,478996.81,6196158.00,3.89,0.59,257.31,2.41
31003,150.0,-2.4,478996.81,6196158.00,6.33,0.80,157.90,2.20
31003,150.0,-5.4,478996.81,6196158.00,9.24,0.97,108.17,2.03
31003,150.0,-8.4,478996.81,6196158.00,12.24,1.09,81.73,1.91
31003,150.0,-11.4,478996.81,6196158.00,15.03,1.18,66.55,1.82
31003,150.0,-14.4,478996.81,6196158.00,17.51,1.24,57.11,1.76
31003,150.0,-17.4,478996.81,6196158.00,19.70,1.29,50.76,1.71
31003,150.0,-20.4,478996.81,6196158.00,21.66,1.34,46.16,1.66
31003,150.0,-23.4,478996.81,6196158.00,23.46,1.37,42.62,1.63
31003,150.0,-26.4,478996.81,6196158.00,25.16,1.40,39.75,1.60
31003,150.0,-29.4,478996.81,6196158.00,26.78,1.43,37.34,1.57
31003,150.0,-32.4,478996.81,6196158.00,28.35,1.45,35.27,1.55
31003,150.0,-35.6,478996.81,6196158.00,30.09,1.48,33.23,1.52
31003,150.0,-39.0,478996.81,6196158.00,31.77,1.50,31.48,1.50
31003,150.0,-42.3,478996.81,6196158.00,33.39,1.52,29.95,1.48
31003,150.0,-45.7,478996.81,6196158.00,34.93,1.54,28.63,1.46
31003,150.0,-49.1,478996.81,6196158.00,36.37,1.56,27.49,1.44
31003,150.0,-52.4,478996.81,6196158.00,37.69,1.58,26.53,1.42
31003,150.0,-55.8,478996.81,6196158.00,38.86,1.59,25.73,1.41
31003,150.0,-59.2,478996.81,6196158.00,39.85,1.60,25.09,1.40
31003,150.0,-62.6,478996.81,6196158.00,40.65,1.61,24.60,1.39
31003,150.0,-65.9,478996.81,6196158.00,41.17,1.61,24.29,1.39
31003,250.0,23.8,478996.81,6196258.00,78.20,1.89,12.79,1.11
31003,250.0,20.8,478996.81,6196258.00,0.47,-0.32,2108.07,3.32
31003,250.0,17.8,478996.81,6196258.00,1.45,0.16,692.01,2.84
31003,250.0,14.8,478996.81,6196258.00,1.88,0.27,531.10,2.73
31003,250.0,11.8,478996.81,6196258.00,0.79,-0.10,1261.34,3.10
31003,250.0,8.8,478996.81,6196258.00,0.17,-0.76,5768.39,3.76
31003,250.0,5.8,478996.81,6196258.00,0.27,-0.57,3736.22,3.57
31003,250.0,2.8,478996.81,6196258.00,0.79,-0.10,1260.89,3.10
31003,250.0,-0.2,478996.81,6196258.00,2.03,0.31,492.32,2.69
31003,250.0,-3.2,478996.81,6196258.00,4.16,0.62,240.46,2.38
31003,250.0,-6.2,478996.81,6196258.00,6.95,0.84,143.86,2.16
31003,250.0,-9.2,478996.81,6196258.00,9.95,1.00,100.50,2.00
31003,250.0,-12.2,478996.81,6196258.00,12.82,1.11,78.02,1.89
31003,250.0,-15.2,478996.81,6196258.00,15.43,1.19,64.79,1.81
31003,250.0,-18.2,478996.81,6196258.00,17.83,1.25,56.09,1.75
31003,250.0,-21.2,478996.81,6196258.00,20.07,1.30,49.82,1.70
31003,250.0,-24.2,478996.81,6196258.00,22.23,1.35,44.98,1.65
31003,250.0,-27.2,478996.81,6196258.00,24.36,1.39,41.06,1.61
31003,250.0,-30.2,478996.81,6196258.00,26.48,1.42,37.76,1.58
31003,250.0,-33.2,478996.81,6196258.00,28.62,1.46,34.93,1.54
31003,250.0,-36.3,478996.81,6196258.00,31.05,1.49,32.20,1.51
31003,250.0,-39.6,478996.81,6196258.00,33.50,1.52,29.85,1.48
31003,250.0,-42.9,478996.81,6196258.00,35.91,1.56,27.85,1.44
31003,250.0,-46.2,478996.81,6196258.00,38.26,1.58,26.14,1.42
31003,250.0,-49.5,478996.81,6196258.00,40.50,1.61,24.69,1.39
31003,250.0,-52.8,478996.81,6196258.00,42.60,1.63,23.48,1.37
31003,250.0,-56.1,478996.81,6196258.00,44.48,1.65,22.48,1.35
31003,250.0,-59.4,478996.81,6196258.00,46.12,1.66,21.68,1.34
31003,250.0,-62.7,478996.81,6196258.00,47.47,1.68,21.07,1.32
31003,250.0,-66.0,478996.81,6196258.00,48.44,1.69,20.64,1.31
31003,350.0,24.7,478996.81,6196358.00,5.99,0.78,167.07,2.22
31003,350.0,21.7,478996.81,6196358.00,8.29,0.92,120.68,2.08
31003,350.0,18.7,478996.81,6196358.00,5.28,0.72,189.31,2.28
31003,350.0,15.7,478996.81,6196358.00,2.14,0.33,466.90,2.67
31003,350.0,12.7,478996.81,6196358.00,1.16,0.06,863.14,2.94
31003,350.0,9.7,478996.81,6196358.00,0.27,-0.57,3694.39,3.57
31003,350.0,6.7,478996.81,6196358.00,0.16,-0.79,6159.10,3.79
31003,350.0,3.7,478996.81,6196358.00,0.34,-0.47,2940.63,3.47
31003,350.0,0.7,478996.81,6196358.00,1.05,0.02,949.39,2.98
31003,350.0,-2.3,478996.81,6196358.00,2.73,0.44,366.24,2.56
31003,350.0,-5.3,478996.81,6196358.00,5.29,0.72,189.15,2.28
31003,350.0,-8.3,478996.81,6196358.00,8.17,0.91,122.39,2.09
31003,350.0,-11.3,478996.81,6196358.00,10.96,1.04,91.26,1.96
31003,350.0,-14.3,478996.81,6196358.00,13.54,1.13,73.84,1.87
31003,350.0,-17.3,478996.81,6196358.00,15.99,1.20,62.55,1.80
31003,350.0,-20.3,478996.81,6196358.00,18.39,1.26,54.38,1.74
31003,350.0,-23.3,478996.81,6196358.00,20.82,1.32,48.02,1.68
31003,350.0,-26.3,478996.81,6196358.00,23.34,1.37,42.84,1.63
31003,350.0,-29.3,478996.81,6196358.00,25.98,1.41,38.49,1.59
31003,350.0,-32.3,478996.81,6196358.00,28.75,1.46,34.78,1.54
31003,350.0,-35.5,478996.81,6196358.00,32.12,1.51,31.13,1.49
31003,350.0,-38.9,478996.81,6196358.00,35.63,1.55,28.07,1.45
31003,350.0,-42.2,478996.81,6196358.00,39.22,1.59,25.50,1.41
31003,350.0,-45.6,478996.81,6196358.00,42.82,1.63,23.36,1.37
31003,350.0,-49.0,478996.81,6196358.00,46.35,1.67,21.58,1.33
31003,350.0,-52.4,478996.81,6196358.00,49.74,1.70,20.10,1.30
31003,350.0,-55.8,478996.81,6196358.00,52.86,1.72,18.92,1.28
31003,350.0,-59.2,478996.81,6196358.00,55.57,1.74,18.00,1.26
31003,350.0,-62.6,478996.81,6196358.00,57.69,1.76,17.34,1.24
31003,350.0,-65.9,478996.81,6196358.00,59.00,1.77,16.95,1.23
31003,450.0,26.1,478996.81,6196458.00,1.46,0.16,686.94,2.84
31003,450.0,23.1,478996.81,6196458.00,6.66,0.82,150.20,2.18
31003,450.0,20.1,478996.81,6196458.00,0.79,-0.10,1266.37,3.10
31003,450.0,17.1,478996.81,6196458.00,0.73,-0.14,1377.61,3.14
31003,450.0,14.1,478996.81,6196458.00,1.47,0.17,678.05,2.83
31003,450.0,11.1,478996.81,6196458.00,1.58,0.20,631.29,2.80
31003,450.0,8.1,478996.81,6196458.00,0.39,-0.41,2553.28,3.41
31003,450.0,5.1,478996.81,6196458.00,0.12,-0.92,8411.80,3.92
31003,450.0,2.1,478996.81,6196458.00,0.45,-0.34,2202.60,3.34
31003,450.0,-0.9,478996.81,6196458.00,1.69,0.23,591.17,2.77
31003,450.0,-3.9,478996.81,6196458.00,3.90,0.59,256.54,2.41
31003,450.0,-6.9,478996.81,6196458.00,6.45,0.81,155.06,2.19
31003,450.0,-9.9,478996.81,6196458.00,8.91,0.95,112.26,2.05
31003,450.0,-12.9,478996.81,6196458.00,11.23,1.05,89.03,1.95
31003,450.0,-15.9,478996.81,6196458.00,13.54,1.13,73.85,1.87
31003,450.0,-18.9,478996.81,6196458.00,15.95,1.20,62.68,1.80
31003,450.0,-21.9,478996.81,6196458.00,18.56,1.27,53.88,1.73
31003,450.0,-24.9,478996.81,6196458.00,21.42,1.33,46.69,1.67
31003,450.0,-27.9,478996.81,6196458.00,24.55,1.39,40.72,1.61
31003,450.0,-30.9,478996.81,6196458.00,28.00,1.45,35.71,1.55
31003,450.0,-34.2,478996.81,6196458.00,32.54,1.51,30.73,1.49
31003,450.0,-37.7,478996.81,6196458.00,37.45,1.57,26.70,1.43
31003,450.0,-41.2,478996.81,6196458.00,42.63,1.63,23.46,1.37
31003,450.0,-44.7,478996.81,6196458.00,47.99,1.68,20.84,1.32
31003,450.0,-48.2,478996.81,6196458.00,53.38,1.73,18.73,1.27
31003,450.0,-51.8,478996.81,6196458.00,58.70,1.77,17.04,1.23
31003,450.0,-55.3,478996.81,6196458.00,63.69,1.80,15.70,1.20
31003,450.0,-58.8,478996.81,6196458.00,68.04,1.83,14.70,1.17
31003,450.0,-62.3,478996.81,6196458.00,71.30,1.85,14.02,1.15
31003,450.0,-65.9,478996.81,6196458.00,72.98,1.86,13.70,1.14
