 East  ,  Channel ,   Error 	 
  478994.2,       0.0,        -0.0284
  478994.2,     -40.0,        -0.1589
  478994.2,     -80.0,        -0.0668
  478994.2,    -120.0,         0.0230
  478994.2,    -160.0,         0.0308
  478994.2,    -200.0,         0.0001
  478994.2,    -240.0,         0.0319
  478994.2,    -280.0,        -0.0686
  478994.2,    -320.0,        -0.0812
  478994.2,    -360.0,         0.0027
  478994.2,    -400.0,        -0.0952
  478994.2,    -440.0,         0.0263
  478993.1,       0.0,        -0.0223
  478993.1,     -40.0,        -0.1666
  478993.1,     -80.0,        -0.0731
  478993.1,    -120.0,         0.0142
  478993.1,    -160.0,        -0.0364
  478993.1,    -200.0,         0.0009
  478993.1,    -240.0,         0.0036
  478993.1,    -280.0,        -0.0712
  478993.1,    -320.0,        -0.0516
  478993.1,    -360.0,         0.0421
  478993.1,    -400.0,        -0.0319
  478993.1,    -440.0,         0.0134
  478993.2,       0.0,         0.0309
  478993.2,     -40.0,        -0.1354
  478993.2,     -80.0,        -0.0661
  478993.2,    -120.0,         0.0222
  478993.2,    -160.0,        -0.0470
  478993.2,    -200.0,         0.0464
  478993.2,    -240.0,        -0.0488
  478993.2,    -280.0,         0.0178
  478993.2,    -320.0,         0.0291
  478993.2,    -360.0,         0.0746
  478993.2,    -400.0,         0.0214
  478993.2,    -440.0,         0.0244
  478994.3,       0.0,         0.0760
  478994.3,     -40.0,        -0.0960
  478994.3,     -80.0,        -0.0465
  478994.3,    -120.0,         0.0444
  478994.3,    -160.0,        -0.0130
  478994.3,    -200.0,         0.0835
  478994.3,    -240.0,        -0.0993
  478994.3,    -280.0,         0.0808
  478994.3,    -320.0,         0.1047
  478994.3,    -360.0,         0.0986
  478994.3,    -400.0,         0.0630
  478994.3,    -440.0,         0.0114
  478995.7,       0.0,         0.0455
  478995.7,     -40.0,        -0.1460
  478995.7,     -80.0,        -0.0708
  478995.7,    -120.0,         0.0490
  478995.7,    -160.0,         0.0231
  478995.7,    -200.0,         0.0569
  478995.7,    -240.0,        -0.0934
  478995.7,    -280.0,         0.0360
  478995.7,    -320.0,         0.0409
  478995.7,    -360.0,         0.0515
  478995.7,    -400.0,         0.0362
  478995.7,    -440.0,        -0.0255
  478996.8,       0.0,        -0.0051
  478996.8,     -40.0,        -0.2360
  478996.8,     -80.0,        -0.1141
  478996.8,    -120.0,         0.0476
  478996.8,    -160.0,         0.0644
  478996.8,    -200.0,        -0.0210
  478996.8,    -240.0,        -0.0626
  478996.8,    -280.0,        -0.0232
  478996.8,    -320.0,        -0.1068
  478996.8,    -360.0,        -0.0162
  478996.8,    -400.0,        -0.0392
  478996.8,    -440.0,        -0.0701
  478997.1,       0.0,         0.0158
  478997.1,     -40.0,        -0.2426
  478997.1,     -80.0,        -0.1028
  478997.1,    -120.0,         0.0818
  478997.1,    -160.0,         0.1156
  478997.1,    -200.0,        -0.0765
  478997.1,    -240.0,         0.0216
