 East  ,  RL  ,  Delpar	 
      25.0,     556.1,      0.48
      25.0,     546.1,      0.50
      25.0,     536.1,      0.53
      25.0,     526.1,      0.56
      25.0,     516.1,      0.59
      25.0,     503.6,      0.62
      25.0,     486.1,      0.62
      25.0,     465.5,      0.58
      25.0,     443.6,      0.51
      25.0,     420.5,      0.41
      25.0,     395.9,      0.31
      25.0,     369.9,      0.22
      25.0,     342.4,      0.15
      25.0,     313.1,      0.10
      25.0,     282.2,      0.06
      25.0,     249.3,      0.04
      25.0,     214.5,      0.02
      25.0,     176.8,      0.01
      25.0,     136.0,      0.01
      25.0,      92.9,      0.00
      25.0,      47.3,      0.00
      25.0,      -1.0,      0.00
      75.0,     556.0,      0.38
      75.0,     546.0,      0.42
      75.0,     536.0,      0.47
      75.0,     526.0,      0.53
      75.0,     516.0,      0.59
      75.0,     503.5,      0.65
      75.0,     486.0,      0.68
      75.0,     465.4,      0.64
      75.0,     443.6,      0.55
      75.0,     420.4,      0.44
      75.0,     395.9,      0.33
      75.0,     369.9,      0.24
      75.0,     342.3,      0.16
      75.0,     313.1,      0.11
      75.0,     282.1,      0.07
      75.0,     249.3,      0.04
      75.0,     214.5,      0.02
      75.0,     176.7,      0.01
      75.0,     136.0,      0.01
      75.0,      92.8,      0.00
      75.0,      47.2,      0.00
      75.0,      -1.0,      0.00
     125.0,     555.7,      0.28
     125.0,     545.7,      0.33
     125.0,     535.7,      0.42
     125.0,     525.7,      0.51
     125.0,     515.7,      0.60
     125.0,     503.2,      0.70
     125.0,     485.7,      0.75
     125.0,     465.1,      0.71
     125.0,     443.3,      0.61
     125.0,     420.1,      0.48
     125.0,     395.6,      0.36
     125.0,     369.6,      0.26
     125.0,     342.0,      0.18
     125.0,     312.8,      0.12
     125.0,     281.8,      0.07
     125.0,     249.0,      0.04
     125.0,     214.2,      0.03
     125.0,     176.5,      0.01
     125.0,     135.8,      0.01
     125.0,      92.7,      0.00
     125.0,      47.2,      0.00
     125.0,      -1.0,      0.00
     175.0,     555.4,      0.35
     175.0,     545.4,      0.40
     175.0,     535.4,      0.49
     175.0,     525.4,      0.59
     175.0,     515.4,      0.68
     175.0,     502.9,      0.78
     175.0,     485.4,      0.83
     175.0,     464.8,      0.79
     175.0,     442.9,      0.67
     175.0,     419.8,      0.53
     175.0,     395.3,      0.40
     175.0,     369.3,      0.29
     175.0,     341.7,      0.20
     175.0,     312.5,      0.13
     175.0,     281.5,      0.08
     175.0,     248.7,      0.05
     175.0,     213.9,      0.03
     175.0,     176.2,      0.02
     175.0,     135.5,      0.01
     175.0,      92.5,      0.01
     175.0,      47.1,      0.00
     175.0,      -1.1,      0.00
     225.0,     555.1,      0.50
     225.0,     545.1,      0.54
     225.0,     535.1,      0.61
     225.0,     525.1,      0.69
     225.0,     515.1,      0.77
     225.0,     502.6,      0.85
     225.0,     485.1,      0.89
     225.0,     464.5,      0.84
     225.0,     442.7,      0.73
     225.0,     419.5,      0.58
     225.0,     395.0,      0.44
     225.0,     369.0,      0.32
     225.0,     341.4,      0.22
     225.0,     312.2,      0.15
     225.0,     281.2,      0.10
     225.0,     248.4,      0.06
     225.0,     213.6,      0.04
     225.0,     176.0,      0.02
     225.0,     135.4,      0.01
     225.0,      92.4,      0.01
     225.0,      47.0,      0.00
     225.0,      -1.1,      0.00
     275.0,     555.0,      0.52
     275.0,     545.0,      0.55
     275.0,     535.0,      0.61
     275.0,     525.0,      0.68
     275.0,     515.0,      0.75
     275.0,     502.5,      0.84
     275.0,     485.0,      0.90
     275.0,     464.4,      0.87
     275.0,     442.6,      0.77
     275.0,     419.5,      0.63
     275.0,     394.9,      0.49
     275.0,     368.9,      0.36
     275.0,     341.3,      0.25
     275.0,     312.1,      0.17
     275.0,     281.1,      0.11
     275.0,     248.3,      0.07
     275.0,     213.5,      0.04
     275.0,     175.9,      0.03
     275.0,     135.3,      0.02
     275.0,      92.4,      0.01
     275.0,      47.0,      0.01
     275.0,      -1.1,      0.00
     325.0,     555.1,      0.44
     325.0,     545.1,      0.47
     325.0,     535.1,      0.53
     325.0,     525.1,      0.60
     325.0,     515.1,      0.68
     325.0,     502.6,      0.78
     325.0,     485.1,      0.87
     325.0,     464.5,      0.87
     325.0,     442.7,      0.80
     325.0,     419.5,      0.68
     325.0,     395.0,      0.53
     325.0,     369.0,      0.40
     325.0,     341.4,      0.28
     325.0,     312.2,      0.19
     325.0,     281.2,      0.13
     325.0,     248.4,      0.08
     325.0,     213.6,      0.05
     325.0,     176.0,      0.03
     325.0,     135.4,      0.02
     325.0,      92.4,      0.01
     325.0,      47.0,      0.01
     325.0,      -1.1,      0.01
     375.0,     555.4,      0.39
     375.0,     545.4,      0.43
     375.0,     535.4,      0.48
     375.0,     525.4,      0.55
     375.0,     515.4,      0.63
     375.0,     502.9,      0.73
     375.0,     485.4,      0.84
     375.0,     464.8,      0.87
     375.0,     442.9,      0.82
     375.0,     419.8,      0.71
     375.0,     395.3,      0.57
     375.0,     369.2,      0.43
     375.0,     341.7,      0.31
     375.0,     312.5,      0.21
     375.0,     281.5,      0.14
     375.0,     248.6,      0.09
     375.0,     213.8,      0.06
     375.0,     176.2,      0.04
     375.0,     135.5,      0.02
     375.0,      92.5,      0.01
     375.0,      47.0,      0.01
     375.0,      -1.1,      0.01
     425.0,     555.6,      0.41
     425.0,     545.6,      0.43
     425.0,     535.6,      0.48
     425.0,     525.6,      0.54
     425.0,     515.6,      0.61
     425.0,     503.1,      0.71
     425.0,     485.6,      0.82
     425.0,     465.0,      0.86
     425.0,     443.2,      0.83
     425.0,     420.0,      0.73
     425.0,     395.5,      0.59
     425.0,     369.5,      0.46
     425.0,     341.9,      0.33
     425.0,     312.7,      0.23
     425.0,     281.7,      0.16
     425.0,     248.9,      0.10
     425.0,     214.1,      0.07
     425.0,     176.4,      0.04
     425.0,     135.7,      0.03
     425.0,      92.7,      0.02
     425.0,      47.1,      0.01
     425.0,      -1.0,      0.01
     475.0,     555.6,      0.45
     475.0,     545.6,      0.47
     475.0,     535.6,      0.51
     475.0,     525.6,      0.56
     475.0,     515.6,      0.62
     475.0,     503.1,      0.71
     475.0,     485.6,      0.81
     475.0,     465.0,      0.85
     475.0,     443.2,      0.82
     475.0,     420.0,      0.73
     475.0,     395.5,      0.61
     475.0,     369.5,      0.47
     475.0,     341.9,      0.34
     475.0,     312.7,      0.24
     475.0,     281.7,      0.16
     475.0,     248.9,      0.11
     475.0,     214.1,      0.07
     475.0,     176.4,      0.04
     475.0,     135.7,      0.03
     475.0,      92.7,      0.02
     475.0,      47.1,      0.01
     475.0,      -1.0,      0.01
     525.0,     555.3,      0.48
     525.0,     545.3,      0.50
     525.0,     535.3,      0.54
     525.0,     525.3,      0.58
     525.0,     515.3,      0.63
