Loop,Iteration,Fid,East,North,Ter,Alt,Pitch,MAG,HCP106140Hz_IP,HCP106140Hz_OP,HCP25380Hz_IP,HCP25380Hz_OP,HCP6135Hz_IP,HCP6135Hz_OP,HCP1518Hz_IP,HCP1518Hz_OP,HCP385Hz_IP,HCP385Hz_OP,VCA3323Hz_IP,VCA3323Hz_OP
1,1,82,480204.0,6196274.0,27.7,38.2,0.0,0.0,1359.636,230.8545,992.9636,267.4545,847.6455,233.3454,737.2000,223.5000,554.6545,236.9545,296.0000,84.78181
1,1,93,480205.6,6196309.0,28.3,37.2,0.0,0.0,1409.982,249.5091,1029.164,282.1000,875.0455,245.3818,759.4545,232.7455,570.9636,244.5727,301.9364,87.20908
1,1,104,480207.2,6196343.5,28.7,37.3,0.0,0.0,1411.182,230.4364,1030.418,292.2909,865.7182,249.7636,751.6000,231.4091,565.2545,241.2636,296.7909,87.55454
1,1,115,480208.6,6196378.0,29.1,37.0,0.0,0.0,1438.100,225.9909,1049.791,302.5454,864.5455,259.7364,748.6818,232.3273,564.5364,239.7636,295.2455,89.20000
1,1,126,480209.4,6196413.5,29.4,36.3,0.0,0.0,1474.882,253.7000,1061.900,317.1727,876.4091,262.5363,761.6818,234.8727,575.9454,243.7727,301.4818,91.11818
1,1,137,480209.4,6196449.5,30.0,35.2,0.0,0.0,1497.782,291.7727,1059.282,314.1636,893.4636,255.8000,783.8091,234.8273,594.8818,249.8364,307.8000,87.95454
1,1,148,480208.4,6196486.0,30.1,34.1,0.0,0.0,1564.818,314.8909,1101.009,325.1818,936.4272,262.2545,824.6727,243.9454,626.0726,265.7000,323.6909,91.79091
1,1,159,480207.3,6196523.0,29.4,33.8,0.0,0.0,1658.209,326.2727,1179.618,345.3000,1002.154,283.2545,881.8364,264.0727,664.6182,288.6364,345.4000,99.49091
1,1,170,480206.3,6196560.0,28.5,33.7,0.0,0.0,1742.373,331.1182,1255.964,362.7545,1056.282,302.9636,924.1545,280.6909,694.4182,306.5273,362.3455,105.4182
1,1,181,480205.7,6196597.0,27.5,34.3,0.0,0.0,1790.682,289.0636,1325.200,374.8182,1090.954,327.0545,944.6272,294.3909,707.7363,315.2909,373.1545,111.7636
1,1,192,480205.4,6196633.5,26.8,35.0,0.0,0.0,1798.954,252.8909,1366.764,381.2818,1100.218,346.0273,943.2273,300.4455,706.5818,315.6818,374.6455,115.6364
1,1,203,480205.1,6196670.0,26.6,35.5,0.0,0.0,1736.400,263.0000,1318.554,360.8454,1072.064,328.1363,922.4818,287.9818,696.0363,305.6454,366.1454,111.8455
1,1,214,480204.9,6196706.0,27.1,35.4,0.0,0.0,1580.173,324.2000,1166.900,300.9909,1010.664,269.0182,892.1908,258.2364,678.1363,288.4272,348.5091,95.91818
1,1,225,480204.6,6196742.5,28.4,34.1,0.0,0.0,1497.255,399.8636,1070.509,268.7909,974.0909,232.1545,874.0545,239.9727,669.0181,278.9272,338.3909,85.61818
1,1,236,480204.2,6196780.0,28.8,33.6,0.0,0.0,1533.454,425.2545,1075.318,278.2909,978.1545,235.1273,878.2727,242.1909,671.5727,281.1182,341.2273,87.24545
1,1,247,480203.6,6196817.5,27.5,34.6,0.0,0.0,1580.045,356.1636,1130.100,289.8272,1009.682,250.1091,902.6909,255.4727,684.2000,291.6454,351.6818,92.39091
1,1,258,480202.7,6196856.5,25.6,36.1,0.0,0.0,1534.718,267.8636,1153.291,255.6909,1043.936,249.3363,926.5273,264.3091,698.4545,302.8818,363.1454,94.02727
1,1,269,480201.9,6196895.0,24.1,37.0,0.0,0.0,1479.136,230.6364,1167.673,215.4272,1081.091,241.0363,957.0454,272.3272,716.9636,314.3909,376.1455,93.41818
1,1,280,480201.4,6196933.5,23.0,37.0,0.0,0.0,1530.682,219.0182,1235.564,212.8818,1147.291,255.5000,1011.500,292.0636,753.4909,335.3454,397.3818,100.4545
1,1,291,480201.1,6196971.5,22.4,36.8,0.0,0.0,1600.427,210.9454,1298.082,221.7818,1203.782,271.4545,1057.500,308.7363,784.6091,353.4818,416.1636,107.2727
1,1,302,480200.9,6197010.0,22.4,35.7,0.0,0.0,1706.409,229.4272,1375.773,239.7545,1281.173,288.4273,1125.018,331.4909,827.4181,379.8727,442.8364,113.5727
