Line,Location,RL,East,North,Res_ohmm,LogRes,Cond_Ms_m,LogCond
31083,50.0,22.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,19.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,16.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,13.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,10.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,7.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,4.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,1.8,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-1.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-4.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-7.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-10.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-13.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-16.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-19.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-22.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-25.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-28.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-31.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-34.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-37.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-40.4,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-43.9,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-47.3,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-50.7,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-54.1,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-57.5,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-60.9,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-64.3,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-67.7,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-71.2,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,50.0,-74.6,480204.16,6196060.00,30.00,1.48,33.33,1.52
31083,150.0,24.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,21.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,18.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,15.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,12.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,9.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,6.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,3.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,0.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-2.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-5.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-8.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-11.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-14.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-17.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-20.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-23.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-26.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-29.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-32.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-35.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-38.8,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-42.4,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-45.9,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-49.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-53.1,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-56.7,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-60.2,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-63.8,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-67.4,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-70.9,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,150.0,-74.5,480204.28,6196160.00,30.00,1.48,33.33,1.52
31083,250.0,26.0,480204.41,6196260.00,30.00,1.48,33.33,1.52
31083,250.0,23.0,480204.41,6196260.00,30.00,1.48,33.33,1.52
